,what,collection,does,the,v,&,a,theatre,&,performance,galleries,hold,?
live,0.20532001554965973,0.15946219861507416,0.21883122622966766,0.2995128035545349,0.14754542708396912,0.048084281384944916,0.21948647499084473,0.2012716382741928,0.048084281384944916,0.2584276795387268,0.1920739859342575,0.2591153085231781,0.19481121003627777
performance,0.1804763227701187,0.15967094898223877,0.1894446462392807,0.260756254196167,0.15144681930541992,0.10423384606838226,0.25398191809654236,0.36168646812438965,0.10423384606838226,1.0000001192092896,0.18553638458251953,0.1699308305978775,0.1587955504655838
in,0.30808621644973755,0.23004686832427979,0.214483380317688,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.26776230335235596,0.1358654648065567,0.252952516078949,0.2712664008140564,0.2667064666748047,0.20430970191955566
the,0.42745697498321533,0.25281965732574463,0.35928019881248474,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25594043731689453,0.14992168545722961,0.260756254196167,0.27603694796562195,0.3067915439605713,0.22068053483963013
uk,0.17163191735744476,0.14746689796447754,0.1707082986831665,0.2143084555864334,0.12703083455562592,0.1643190234899521,0.19665123522281647,0.1709441989660263,0.1643190234899521,0.12816567718982697,0.22856657207012177,0.158402681350708,0.20222434401512146
since,0.29783400893211365,0.16554413735866547,0.23816218972206116,0.4054957628250122,0.17636825144290924,0.11394962668418884,0.3303585946559906,0.15586991608142853,0.11394962668418884,0.1631215214729309,0.2289639711380005,0.23613543808460236,0.2876587212085724
shakespeare,0.23672284185886383,0.20956100523471832,0.22667674720287323,0.19480109214782715,0.20331761240959167,0.11906782537698746,0.17731381952762604,0.4055212140083313,0.11906782537698746,0.34354716539382935,0.1678469479084015,0.04874464124441147,0.19043835997581482
's,0.02692362666130066,0.003388406243175268,-0.02895052544772625,-0.01540423184633255,-0.008823617361485958,-0.02038128487765789,0.04866964742541313,0.041160330176353455,-0.02038128487765789,0.05389726907014847,-0.07497011125087738,0.05379863828420639,-0.023395681753754616
day,0.2990210950374603,0.12630805373191833,0.12629863619804382,0.3062323033809662,0.1327112764120102,0.09481798857450485,0.18630309402942657,0.12951010465621948,0.09481798857450485,0.15960173308849335,0.12121029198169708,0.18628239631652832,0.2141837179660797
",",0.3087472915649414,0.2277175933122635,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.29216358065605164,0.2516871392726898,0.2156122624874115,0.2487238645553589,0.2803111970424652,0.31091248989105225
covering,0.20346681773662567,0.21270377933979034,0.23045644164085388,0.36934760212898254,0.07321976870298386,0.13109473884105682,0.28134289383888245,0.06352279335260391,0.13109473884105682,0.10363771766424179,0.2002527266740799,0.2874740660190582,0.10643069446086884
drama,0.21173490583896637,0.14116227626800537,0.1238095834851265,0.2408958077430725,0.131851464509964,0.16837330162525177,0.252153217792511,0.35319018363952637,0.16837330162525177,0.3282862603664398,0.14897288382053375,0.13454201817512512,0.21114452183246613
",",0.3087472915649414,0.2277175933122635,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.29216358065605164,0.2516871392726898,0.2156122624874115,0.2487238645553589,0.2803111970424652,0.31091248989105225
dance,0.250553160905838,0.18947955965995789,0.14006900787353516,0.24034176766872406,0.09596238285303116,0.17558403313159943,0.22321026027202606,0.3319026827812195,0.17558403313159943,0.3358025550842285,0.198319673538208,0.16683591902256012,0.20411482453346252
",",0.3087472915649414,0.2277175933122635,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.29216358065605164,0.2516871392726898,0.2156122624874115,0.2487238645553589,0.2803111970424652,0.31091248989105225
musical,0.22908931970596313,0.24014025926589966,0.13262666761875153,0.2295164167881012,0.0724087655544281,0.15061990916728973,0.21863259375095367,0.3870292007923126,0.15061990916728973,0.41717368364334106,0.2686483561992645,0.10259614139795303,0.187048077583313
theatre,0.12211663275957108,0.19095660746097565,0.13945266604423523,0.25594043731689453,0.15862858295440674,0.10870680212974548,0.2103080451488495,1.0,0.10870680212974548,0.36168646812438965,0.34344226121902466,0.031375739723443985,0.1159285232424736
",",0.3087472915649414,0.2277175933122635,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.29216358065605164,0.2516871392726898,0.2156122624874115,0.2487238645553589,0.2803111970424652,0.31091248989105225
circus,0.18181686103343964,0.1446465700864792,0.083707295358181,0.19477854669094086,0.14746740460395813,0.179899662733078,0.1689542829990387,0.3757261335849762,0.179899662733078,0.24301616847515106,0.2733689248561859,0.08826890587806702,0.14365316927433014
",",0.3087472915649414,0.2277175933122635,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.29216358065605164,0.2516871392726898,0.2156122624874115,0.2487238645553589,0.2803111970424652,0.31091248989105225
music,0.23070453107357025,0.22596104443073273,0.13985829055309296,0.2714049816131592,0.12051979452371597,0.12416104227304459,0.2234005630016327,0.35581594705581665,0.12416104227304459,0.3838159739971161,0.27980470657348633,0.16682331264019012,0.18264494836330414
hall,0.10849796235561371,0.18933247029781342,0.119517482817173,0.28526565432548523,0.05389706790447235,0.14738823473453522,0.23568391799926758,0.35620230436325073,0.14738823473453522,0.2556310296058655,0.2976580858230591,0.1788550764322281,0.13520537316799164
",",0.3087472915649414,0.2277175933122635,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.29216358065605164,0.2516871392726898,0.2156122624874115,0.2487238645553589,0.2803111970424652,0.31091248989105225
rock,0.1923677921295166,0.15742217004299164,0.1239427924156189,0.23786304891109467,0.023577310144901276,0.17936274409294128,0.25165656208992004,0.17752212285995483,0.17936274409294128,0.24208790063858032,0.17557427287101746,0.22605401277542114,0.13172835111618042
and,0.31309178471565247,0.2379438579082489,0.3461615741252899,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2638216018676758,0.34093084931373596,0.25085049867630005,0.3095110058784485,0.30117684602737427,0.20544172823429108
pop,0.23378118872642517,0.20979347825050354,0.1438683271408081,0.2091527134180069,0.08574482053518295,0.17158791422843933,0.245883971452713,0.15918488800525665,0.17158791422843933,0.29711097478866577,0.1555938869714737,0.16052375733852386,0.16677013039588928
",",0.3087472915649414,0.2277175933122635,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.29216358065605164,0.2516871392726898,0.2156122624874115,0.2487238645553589,0.2803111970424652,0.31091248989105225
and,0.31309178471565247,0.2379438579082489,0.3461615741252899,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2638216018676758,0.34093084931373596,0.25085049867630005,0.3095110058784485,0.30117684602737427,0.20544172823429108
most,0.3219912350177765,0.24239301681518555,0.30044323205947876,0.47635307908058167,0.14128151535987854,0.10219087451696396,0.3508910834789276,0.1447877287864685,0.10219087451696396,0.2254915088415146,0.2640071511268616,0.23886625468730927,0.2107497900724411
other,0.341873437166214,0.2705381214618683,0.2947014272212982,0.44152235984802246,0.11888202279806137,0.14744198322296143,0.2806335389614105,0.12831121683120728,0.14744198322296143,0.13525304198265076,0.2857092022895813,0.2879476249217987,0.24682199954986572
forms,0.16334041953086853,0.2281990796327591,0.3104206919670105,0.2950737178325653,0.0717737078666687,0.07464274764060974,0.31878992915153503,0.1520492136478424,0.07464274764060974,0.13255830109119415,0.19795171916484833,0.18261092901229858,0.1196754202246666
of,0.33290785551071167,0.2915455996990204,0.3119818866252899,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.19807180762290955,0.19900451600551605,0.18957610428333282,0.24172402918338776,0.2465030699968338,0.1826142966747284
live,0.20532001554965973,0.15946219861507416,0.21883122622966766,0.2995128035545349,0.14754542708396912,0.048084281384944916,0.21948647499084473,0.2012716382741928,0.048084281384944916,0.2584276795387268,0.1920739859342575,0.2591153085231781,0.19481121003627777
entertainment,0.21648827195167542,0.1765618622303009,0.11960623413324356,0.19077853858470917,0.1018805280327797,0.2533724308013916,0.1972632259130478,0.2971093952655792,0.2533724308013916,0.18868978321552277,0.25040510296821594,0.12982197105884552,0.11855241656303406
.,0.3567904531955719,0.2516246736049652,0.3022993505001068,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2394188642501831,0.16452857851982117,0.18741370737552643,0.2919006645679474,0.30296799540519714,0.4130953550338745
