,how,can,you,protest,against,the,government,in,an,individual,way,?
led,0.15437260270118713,0.07811321318149567,0.06765202432870865,0.3344104290008545,0.3520243763923645,0.3267505168914795,0.35539230704307556,0.2990247309207916,0.16785816848278046,0.1981181651353836,0.1835266798734665,0.09273858368396759
to,0.44169697165489197,0.4979398250579834,0.4194425344467163,0.22359536588191986,0.310872346162796,0.535392165184021,0.28343796730041504,0.45010748505592346,0.3138085603713989,0.3278317153453827,0.4772548973560333,0.29463258385658264
the,0.33890387415885925,0.312528520822525,0.30037742853164673,0.25126034021377563,0.3090755045413971,1.0,0.31798112392425537,0.6662389636039734,0.4207492768764496,0.3706541955471039,0.36217406392097473,0.22068053483963013
1978,-0.038505055010318756,0.034497205168008804,-0.01482327003031969,0.07564282417297363,0.0543859601020813,0.1314823180437088,0.07385418564081192,0.20181521773338318,0.02320731244981289,0.010863001458346844,-0.07363802939653397,0.06364871561527252
supreme,0.17383939027786255,0.16669581830501556,0.2132299244403839,0.2217709869146347,0.24106411635875702,0.2583438754081726,0.37141379714012146,0.24678273499011993,0.20413655042648315,0.2195650190114975,0.17374441027641296,0.20777292549610138
court,0.16033481061458588,0.14211946725845337,0.17467251420021057,0.22990600764751434,0.22792665660381317,0.2812081575393677,0.35345837473869324,0.2793687880039215,0.20114386081695557,0.18884463608264923,0.18403738737106323,0.17100423574447632
case,0.22917897999286652,0.33999165892601013,0.3209990859031677,0.2156756967306137,0.2902982532978058,0.31022098660469055,0.17061704397201538,0.2190418541431427,0.28771698474884033,0.32790613174438477,0.3350825607776642,0.33232852816581726
of,0.2480744868516922,0.2603091299533844,0.1774725764989853,0.24564224481582642,0.2669808566570282,0.733189046382904,0.3475167155265808,0.5696388483047485,0.32280945777893066,0.3372420072555542,0.266871839761734,0.1826142966747284
fcc,0.24876247346401215,0.23952506482601166,0.25336429476737976,0.2123989462852478,0.17905624210834503,0.24932202696800232,0.2995530664920807,0.134840726852417,0.1447693258523941,0.29164209961891174,0.18173424899578094,0.1708466112613678
v.,0.07870125025510788,0.028068840503692627,0.10167347639799118,0.04333362728357315,-0.024477995932102203,-0.028345759958028793,0.05073981359601021,-0.03806581720709801,-0.034739211201667786,-0.11829160153865814,0.04677194729447365,0.13179227709770203
pacifica,0.08967100083827972,0.0880611389875412,0.06861941516399384,0.08292015641927719,0.13611850142478943,0.24733169376850128,0.13963524997234344,0.16727215051651,0.10052688419818878,0.06282295286655426,0.08368975669145584,0.12138555943965912
foundation,0.20461364090442657,0.1469116061925888,0.1763923466205597,0.19021859765052795,0.23434196412563324,0.23942872881889343,0.24869079887866974,0.2082953006029129,0.11347030848264694,0.1967887580394745,0.18613918125629425,0.1791457086801529
.,0.3287222981452942,0.35783761739730835,0.31283900141716003,0.2598128020763397,0.28705209493637085,0.5934505462646484,0.2521961033344269,0.5591574311256409,0.3581749200820923,0.26377516984939575,0.33520638942718506,0.4130953550338745
,how,can,you,protest,against,the,government,in,an,individual,way,?
in,0.2601168751716614,0.26527702808380127,0.21252386271953583,0.29343265295028687,0.27273955941200256,0.6662389636039734,0.3066793978214264,1.0,0.2605783939361572,0.27755051851272583,0.30444321036338806,0.20430970191955566
cases,0.28203916549682617,0.4646691083908081,0.31503045558929443,0.2033974528312683,0.19846385717391968,0.33415094017982483,0.2118922472000122,0.24487079679965973,0.2589341998100281,0.3895699083805084,0.30691179633140564,0.25599566102027893
where,0.41728174686431885,0.3773181736469269,0.3288043439388275,0.18067479133605957,0.27812469005584717,0.5003893971443176,0.16681428253650665,0.5344807505607605,0.24824833869934082,0.2943079471588135,0.4090113043785095,0.24793872237205505
the,0.33890387415885925,0.312528520822525,0.30037742853164673,0.25126034021377563,0.3090755045413971,1.0,0.31798112392425537,0.6662389636039734,0.4207492768764496,0.3706541955471039,0.36217406392097473,0.22068053483963013
criminalized,0.23025228083133698,0.2147681713104248,0.21927057206630707,0.27271416783332825,0.3163520097732544,0.2485288381576538,0.33776214718818665,0.2827143371105194,0.23397816717624664,0.3195711672306061,0.2057068943977356,0.1769903600215912
behavior,0.379498690366745,0.29131147265434265,0.2850591540336609,0.1607280671596527,0.14795157313346863,0.2124595195055008,0.15614937245845795,0.13157719373703003,0.2664078176021576,0.32800090312957764,0.3577510714530945,0.20805177092552185
is,0.22544461488723755,0.44256699085235596,0.27113574743270874,0.16113008558750153,0.1754940152168274,0.5823672413825989,0.20343491435050964,0.5394441485404968,0.4654068350791931,0.21069909632205963,0.31685471534729004,0.22961433231830597
pure,0.18379703164100647,0.270551472902298,0.14544525742530823,0.10489121824502945,0.16522157192230225,0.20113824307918549,0.09511507302522659,0.18685252964496613,0.14107654988765717,0.24099785089492798,0.2491253763437271,0.06826777756214142
speech,0.213003471493721,0.15462782979011536,0.19240419566631317,0.2703406512737274,0.16350781917572021,0.2542078197002411,0.2696596384048462,0.22392018139362335,0.16424399614334106,0.16326016187667847,0.24372898042201996,0.1412617564201355
",",0.22659391164779663,0.3139454126358032,0.3199685513973236,0.2963520884513855,0.31168749928474426,0.4933079481124878,0.27344048023223877,0.5201468467712402,0.3581022024154663,0.20963770151138306,0.2861018478870392,0.31091248989105225
civil,0.10494508594274521,0.12476041913032532,0.1578175276517868,0.29364001750946045,0.22722691297531128,0.2477465271949768,0.30626749992370605,0.26466667652130127,0.15803322196006775,0.21166187524795532,0.19996517896652222,0.1494513899087906
disobedience,0.27056485414505005,0.15718160569667816,0.23798149824142456,0.5334797501564026,0.3858777582645416,0.30963727831840515,0.39617401361465454,0.3054615259170532,0.24747906625270844,0.2996596693992615,0.31525278091430664,0.19890835881233215
can,0.49246567487716675,1.0,0.5051328539848328,0.1569262146949768,0.14655618369579315,0.312528520822525,0.15589569509029388,0.26527702808380127,0.23671309649944305,0.38304170966148376,0.4469449520111084,0.3226337134838104
consist,0.18322843313217163,0.20485875010490417,0.15423734486103058,0.12149996310472488,0.18149253726005554,0.2698076069355011,0.0858922153711319,0.25787875056266785,0.13272395730018616,0.37160369753837585,0.2502266466617584,0.04707268625497818
simply,0.3277812600135803,0.38231831789016724,0.40572524070739746,0.1643485128879547,0.15638841688632965,0.3653980493545532,0.16873757541179657,0.26013514399528503,0.33655527234077454,0.3007764518260956,0.40939414501190186,0.2984147369861603
of,0.2480744868516922,0.2603091299533844,0.1774725764989853,0.24564224481582642,0.2669808566570282,0.733189046382904,0.3475167155265808,0.5696388483047485,0.32280945777893066,0.3372420072555542,0.266871839761734,0.1826142966747284
engaging,0.2865542769432068,0.2998175024986267,0.3257182240486145,0.22183160483837128,0.2893713414669037,0.23593446612358093,0.13037964701652527,0.19000180065631866,0.18308988213539124,0.32441604137420654,0.2837721109390259,0.2109413743019104
in,0.2601168751716614,0.26527702808380127,0.21252386271953583,0.29343265295028687,0.27273955941200256,0.6662389636039734,0.3066793978214264,1.0,0.2605783939361572,0.27755051851272583,0.30444321036338806,0.20430970191955566
the,0.33890387415885925,0.312528520822525,0.30037742853164673,0.25126034021377563,0.3090755045413971,1.0,0.31798112392425537,0.6662389636039734,0.4207492768764496,0.3706541955471039,0.36217406392097473,0.22068053483963013
forbidden,0.21740104258060455,0.2235172539949417,0.2533593773841858,0.2457425892353058,0.18751384317874908,0.2504795491695404,0.23015126585960388,0.19702637195587158,0.16100257635116577,0.19879795610904694,0.2761491537094116,0.2192402482032776
speech,0.213003471493721,0.15462782979011536,0.19240419566631317,0.2703406512737274,0.16350781917572021,0.2542078197002411,0.2696596384048462,0.22392018139362335,0.16424399614334106,0.16326016187667847,0.24372898042201996,0.1412617564201355
.,0.3287222981452942,0.35783761739730835,0.31283900141716003,0.2598128020763397,0.28705209493637085,0.5934505462646484,0.2521961033344269,0.5591574311256409,0.3581749200820923,0.26377516984939575,0.33520638942718506,0.4130953550338745
