,the,huguenots,were,the,first,europeans,to,live,in,what,modern,new,york,borough,?
a,0.5829201340675354,0.20410758256912231,0.17203083634376526,0.5829201340675354,0.4287874400615692,0.15935876965522766,0.45503583550453186,0.21948647499084473,0.539380669593811,0.3320399522781372,0.24361324310302734,0.3214259147644043,0.205710306763649,0.1976964920759201,0.23916715383529663
permanent,0.34165191650390625,0.20190007984638214,0.17118334770202637,0.34165191650390625,0.31070181727409363,0.2697805166244507,0.3120846450328827,0.19839917123317719,0.25959497690200806,0.21309445798397064,0.17670942842960358,0.25555190443992615,0.15510937571525574,0.17388838529586792,0.14813289046287537
settlement,0.2599570155143738,0.25972485542297363,0.22723416984081268,0.2599570155143738,0.2673013508319855,0.4020374119281769,0.2762512266635895,0.22647838294506073,0.26083990931510925,0.2558431327342987,0.24023590981960297,0.18585512042045593,0.12383974343538284,0.2964020371437073,0.12535437941551208
and,0.5171257257461548,0.28783127665519714,0.42175528407096863,0.5171257257461548,0.3167642652988434,0.24619607627391815,0.48971283435821533,0.29040172696113586,0.4954058527946472,0.31309178471565247,0.3277876079082489,0.31402453780174255,0.2509689927101135,0.21279117465019226,0.20544172823429108
chose,0.3029356896877289,0.23551180958747864,0.2426428496837616,0.3029356896877289,0.2836880087852478,0.23660002648830414,0.33018890023231506,0.15714137256145477,0.2265765517950058,0.2544066309928894,0.16331346333026886,0.26403188705444336,0.1731995940208435,0.09778687357902527,0.2465825378894806
the,1.0,0.30745792388916016,0.3906462490558624,1.0,0.49448907375335693,0.3299996256828308,0.535392165184021,0.2995128035545349,0.6662389636039734,0.42745697498321533,0.3283970355987549,0.3845241069793701,0.3034006953239441,0.2728978395462036,0.22068053483963013
harbor,0.20031940937042236,0.2391745150089264,0.20038488507270813,0.20031940937042236,0.16712182760238647,0.2643148601055145,0.13735748827457428,0.11780642718076706,0.23326189815998077,0.18641622364521027,0.055191073566675186,0.2542688548564911,0.32123738527297974,0.23817342519760132,0.15534080564975739
at,0.457212895154953,0.23423780500888824,0.2947486639022827,0.457212895154953,0.3138778805732727,0.19928722083568573,0.36524343490600586,0.19072985649108887,0.4374977946281433,0.2838611304759979,0.20050804316997528,0.1898733228445053,0.2137436866760254,0.1990700364112854,0.21978627145290375
the,1.0,0.30745792388916016,0.3906462490558624,1.0,0.49448907375335693,0.3299996256828308,0.535392165184021,0.2995128035545349,0.6662389636039734,0.42745697498321533,0.3283970355987549,0.3845241069793701,0.3034006953239441,0.2728978395462036,0.22068053483963013
end,0.39658910036087036,0.21858520805835724,0.199965700507164,0.39658910036087036,0.33590564131736755,0.2093224674463272,0.3229445815086365,0.1570439338684082,0.28539085388183594,0.29234179854393005,0.16392387449741364,0.20483514666557312,0.18135306239128113,0.18290932476520538,0.12543344497680664
of,0.733189046382904,0.27577435970306396,0.34038281440734863,0.733189046382904,0.3536086082458496,0.17975986003875732,0.41548454761505127,0.27734068036079407,0.5696388483047485,0.33290785551071167,0.3482828736305237,0.343457967042923,0.23040355741977692,0.23685723543167114,0.1826142966747284
newtown,0.2673587501049042,0.2420683652162552,0.21705657243728638,0.2673587501049042,0.20759011805057526,0.2011335790157318,0.2276432067155838,0.22492852807044983,0.3027409315109253,0.24012058973312378,0.1311718374490738,0.3719182312488556,0.38934680819511414,0.4196913540363312,0.1429602950811386
creek,0.18927018344402313,0.159041166305542,0.16567374765872955,0.18927018344402313,0.1586584895849228,0.2401355355978012,0.13187730312347412,0.14429430663585663,0.167442187666893,0.14430326223373413,0.11268910020589828,0.18029548227787018,0.18276973068714142,0.16718435287475586,0.10912753641605377
",",0.4933079481124878,0.23394492268562317,0.36755475401878357,0.4933079481124878,0.34503069519996643,0.21027721464633942,0.44245919585227966,0.29754534363746643,0.5201468467712402,0.3087472915649414,0.2557750344276428,0.36073189973831177,0.2926291227340698,0.18933524191379547,0.31091248989105225
becoming,0.333665668964386,0.13264480233192444,0.26888853311538696,0.333665668964386,0.3537147641181946,0.17303159832954407,0.3192594647407532,0.1210867166519165,0.2425609976053238,0.2530137896537781,0.15608753263950348,0.24061383306980133,0.1865411400794983,0.17550672590732574,0.17354105412960052
the,1.0,0.30745792388916016,0.3906462490558624,1.0,0.49448907375335693,0.3299996256828308,0.535392165184021,0.2995128035545349,0.6662389636039734,0.42745697498321533,0.3283970355987549,0.3845241069793701,0.3034006953239441,0.2728978395462036,0.22068053483963013
first,0.49448907375335693,0.17457492649555206,0.3285558819770813,0.49448907375335693,1.0,0.3325600326061249,0.3792489171028137,0.20244593918323517,0.4127444326877594,0.28086137771606445,0.33161288499832153,0.3283863663673401,0.2719916105270386,0.15350490808486938,0.18701928853988647
europeans,0.3299996256828308,0.3625500500202179,0.3747280538082123,0.3299996256828308,0.3325600326061249,0.9999998807907104,0.3050769567489624,0.20381978154182434,0.22646811604499817,0.2602015435695648,0.26596349477767944,0.16408655047416687,0.17026248574256897,0.1923467218875885,0.16229631006717682
to,0.535392165184021,0.2685132324695587,0.31913647055625916,0.535392165184021,0.3792489171028137,0.3050769567489624,1.0,0.298321396112442,0.45010748505592346,0.455847829580307,0.193939670920372,0.33159172534942627,0.22230617702007294,0.1735730916261673,0.29463258385658264
live,0.2995128035545349,0.16677549481391907,0.2256481945514679,0.2995128035545349,0.20244593918323517,0.20381978154182434,0.298321396112442,1.0,0.3068392276763916,0.20532001554965973,0.17035584151744843,0.2089664489030838,0.17646752297878265,0.20323827862739563,0.19481121003627777
in,0.6662389636039734,0.25916293263435364,0.3815755248069763,0.6662389636039734,0.4127444326877594,0.22646811604499817,0.45010748505592346,0.3068392276763916,1.0,0.30808621644973755,0.29808807373046875,0.3758552670478821,0.2961827218532562,0.25053277611732483,0.20430970191955566
brooklyn,0.21377450227737427,0.20036421716213226,0.1579301804304123,0.21377450227737427,0.22144374251365662,0.10953231900930405,0.13805796205997467,0.13438935577869415,0.22189106047153473,0.15977226197719574,0.14827755093574524,0.47847622632980347,0.6671445369720459,0.37847790122032166,0.13917987048625946
",",0.4933079481124878,0.23394492268562317,0.36755475401878357,0.4933079481124878,0.34503069519996643,0.21027721464633942,0.44245919585227966,0.29754534363746643,0.5201468467712402,0.3087472915649414,0.2557750344276428,0.36073189973831177,0.2926291227340698,0.18933524191379547,0.31091248989105225
then,0.4297412931919098,0.17193631827831268,0.23886403441429138,0.4297412931919098,0.38077428936958313,0.1735372096300125,0.5203860402107239,0.17356011271476746,0.36253848671913147,0.4072686731815338,0.1498834490776062,0.26834946870803833,0.20757463574409485,0.17794832587242126,0.2884598970413208
known,0.3624623417854309,0.12804274260997772,0.2330206036567688,0.3624623417854309,0.274125337600708,0.16678400337696075,0.14337651431560516,0.1596667319536209,0.32641831040382385,0.20381177961826324,0.1906650811433792,0.16958647966384888,0.13083988428115845,0.12905284762382507,0.18314571678638458
as,0.48381632566452026,0.14947842061519623,0.3025437891483307,0.48381632566452026,0.33842000365257263,0.19810476899147034,0.42092081904411316,0.1558578610420227,0.3887844979763031,0.31749409437179565,0.242071270942688,0.24585270881652832,0.19294045865535736,0.19665512442588806,0.27043893933296204
boschwick,0.24990062415599823,0.30171164870262146,0.23048894107341766,0.24990062415599823,0.21533188223838806,0.14210069179534912,0.20227694511413574,0.22883541882038116,0.28743231296539307,0.20768024027347565,0.16784632205963135,0.32744306325912476,0.38977864384651184,0.4634310007095337,0.19221968948841095
",",0.4933079481124878,0.23394492268562317,0.36755475401878357,0.4933079481124878,0.34503069519996643,0.21027721464633942,0.44245919585227966,0.29754534363746643,0.5201468467712402,0.3087472915649414,0.2557750344276428,0.36073189973831177,0.2926291227340698,0.18933524191379547,0.31091248989105225
in,0.6662389636039734,0.25916293263435364,0.3815755248069763,0.6662389636039734,0.4127444326877594,0.22646811604499817,0.45010748505592346,0.3068392276763916,1.0,0.30808621644973755,0.29808807373046875,0.3758552670478821,0.2961827218532562,0.25053277611732483,0.20430970191955566
the,1.0,0.30745792388916016,0.3906462490558624,1.0,0.49448907375335693,0.3299996256828308,0.535392165184021,0.2995128035545349,0.6662389636039734,0.42745697498321533,0.3283970355987549,0.3845241069793701,0.3034006953239441,0.2728978395462036,0.22068053483963013
neighborhood,0.20152483880519867,0.1828153431415558,0.16469812393188477,0.20152483880519867,0.13111189007759094,0.16835294663906097,0.20300643146038055,0.2101442813873291,0.20924240350723267,0.12062139064073563,0.16207656264305115,0.2831582725048065,0.3578636646270752,0.37193429470062256,0.048473283648490906
now,0.38266420364379883,0.17213360965251923,0.28246065974235535,0.38266420364379883,0.3032863736152649,0.18862183392047882,0.3925153911113739,0.2541727125644684,0.3619694113731384,0.4903225302696228,0.3385360538959503,0.31683605909347534,0.21271361410617828,0.17796239256858826,0.29641881585121155
known,0.3624623417854309,0.12804274260997772,0.2330206036567688,0.3624623417854309,0.274125337600708,0.16678400337696075,0.14337651431560516,0.1596667319536209,0.32641831040382385,0.20381177961826324,0.1906650811433792,0.16958647966384888,0.13083988428115845,0.12905284762382507,0.18314571678638458
as,0.48381632566452026,0.14947842061519623,0.3025437891483307,0.48381632566452026,0.33842000365257263,0.19810476899147034,0.42092081904411316,0.1558578610420227,0.3887844979763031,0.31749409437179565,0.242071270942688,0.24585270881652832,0.19294045865535736,0.19665512442588806,0.27043893933296204
bushwick,0.25299909710884094,0.20188111066818237,0.28298822045326233,0.25299909710884094,0.2659152150154114,0.2307845801115036,0.1933470368385315,0.31681686639785767,0.23604534566402435,0.1720726191997528,0.1759965866804123,0.33822116255760193,0.4144189953804016,0.45069020986557007,0.16057711839675903
.,0.5934505462646484,0.2170230895280838,0.3378238379955292,0.5934505462646484,0.4345304071903229,0.21829816699028015,0.4645031690597534,0.32964062690734863,0.5591574311256409,0.3567904531955719,0.22790057957172394,0.35031336545944214,0.28861045837402344,0.2056887298822403,0.4130953550338745
