,who,coached,each,super,bowl,50,participant,in,their,most,recent,super,bowl,appearance,prior,to,super,bowl,50,?
their,0.3767721951007843,0.17421233654022217,0.4487806558609009,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1874617636203766,0.34976133704185486,1.0,0.3699820935726166,0.2775653600692749,0.14342328906059265,0.1663845032453537,0.24974052608013153,0.24109920859336853,0.44619059562683105,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
last,0.30598369240760803,0.21817530691623688,0.26085254549980164,0.17231976985931396,0.20327796041965485,0.07732744514942169,0.24825628101825714,0.30714505910873413,0.17057138681411743,0.27070826292037964,0.39662089943885803,0.17231976985931396,0.20327796041965485,0.24309749901294708,0.38755184412002563,0.30156898498535156,0.17231976985931396,0.20327796041965485,0.07732744514942169,0.22371746599674225
super,0.1819351613521576,0.17820677161216736,0.1298409402370453,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.17662733793258667,0.18576006591320038,0.14342328906059265,0.22041858732700348,0.2514570653438568,1.0000001192092896,0.4848237931728363,0.2683286964893341,0.22880366444587708,0.17783479392528534,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.09189514070749283,0.2819303572177887,0.12666155397891998,0.4848237931728363,1.0,0.005446359980851412,0.149379700422287,0.17236235737800598,0.1663845032453537,0.20814399421215057,0.24412648379802704,0.4848237931728363,1.0,0.22287850081920624,0.22557669878005981,0.16993016004562378,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
appearance,0.18138431012630463,0.1654777079820633,0.19909420609474182,0.2683286964893341,0.22287850081920624,0.11332543939352036,0.26772016286849976,0.26000332832336426,0.24974052608013153,0.20069418847560883,0.2719776928424835,0.2683286964893341,0.22287850081920624,1.0000001192092896,0.17889286577701569,0.2557435631752014,0.2683286964893341,0.22287850081920624,0.11332543939352036,0.17315366864204407
prior,0.21688687801361084,0.20870892703533173,0.16653597354888916,0.22880366444587708,0.22557669878005981,0.06129007041454315,0.28345686197280884,0.24521231651306152,0.24109920859336853,0.15635840594768524,0.37530645728111267,0.22880366444587708,0.22557669878005981,0.17889286577701569,0.9999999403953552,0.264421671628952,0.22880366444587708,0.22557669878005981,0.06129007041454315,0.16978254914283752
to,0.42656609416007996,0.18176661431789398,0.3941934108734131,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.206609308719635,0.45010748505592346,0.44619059562683105,0.321603000164032,0.31205716729164124,0.17783479392528534,0.16993016004562378,0.2557435631752014,0.264421671628952,1.0,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
super,0.1819351613521576,0.17820677161216736,0.1298409402370453,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.17662733793258667,0.18576006591320038,0.14342328906059265,0.22041858732700348,0.2514570653438568,1.0000001192092896,0.4848237931728363,0.2683286964893341,0.22880366444587708,0.17783479392528534,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.09189514070749283,0.2819303572177887,0.12666155397891998,0.4848237931728363,1.0,0.005446359980851412,0.149379700422287,0.17236235737800598,0.1663845032453537,0.20814399421215057,0.24412648379802704,0.4848237931728363,1.0,0.22287850081920624,0.22557669878005981,0.16993016004562378,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
50,0.0322180911898613,0.05786232277750969,0.07577235251665115,0.0833745002746582,0.005446359980851412,0.9999999403953552,0.006889283657073975,0.021892361342906952,0.06537782400846481,0.04147367179393768,0.024498555809259415,0.0833745002746582,0.005446359980851412,0.11332543939352036,0.06129007041454315,-0.024239253252744675,0.0833745002746582,0.005446359980851412,0.9999999403953552,0.030512850731611252
.,0.3541337847709656,0.2293955385684967,0.31204065680503845,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.2232634425163269,0.5591574311256409,0.34427863359451294,0.35404038429260254,0.25904062390327454,0.2757420241832733,0.21516893804073334,0.23264551162719727,0.2402365803718567,0.4645031690597534,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
