,early,in,the,fourth,quarter,",",the,broncos,drove,to,what,yard,line,of,the,panthers,?
in,0.34672921895980835,1.0,0.6662389636039734,0.29149749875068665,0.2899305522441864,0.5201468467712402,0.6662389636039734,0.20316283404827118,0.2219095677137375,0.45010748505592346,0.30808621644973755,0.16734865307807922,0.2258777767419815,0.5696388483047485,0.6662389636039734,0.2115829735994339,0.20430970191955566
the,0.34442198276519775,0.6662389636039734,1.0,0.40804702043533325,0.3659466803073883,0.4933079481124878,1.0,0.25985947251319885,0.24859486520290375,0.535392165184021,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.733189046382904,1.0,0.2602776288986206,0.22068053483963013
fourth,0.20009157061576843,0.29149749875068665,0.40804702043533325,1.0,0.3184647858142853,0.271299809217453,0.40804702043533325,0.199767604470253,0.18101423978805542,0.22159133851528168,0.137417271733284,0.18023616075515747,0.13458310067653656,0.30335766077041626,0.40804702043533325,0.22012262046337128,0.13791213929653168
",",0.3022546172142029,0.5201468467712402,0.4933079481124878,0.271299809217453,0.2742914855480194,1.0000001192092896,0.4933079481124878,0.2558487057685852,0.2306155562400818,0.44245919585227966,0.3087472915649414,0.10565341264009476,0.22637072205543518,0.4946078956127167,0.4933079481124878,0.2494642585515976,0.31091248989105225
the,0.34442198276519775,0.6662389636039734,1.0,0.40804702043533325,0.3659466803073883,0.4933079481124878,1.0,0.25985947251319885,0.24859486520290375,0.535392165184021,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.733189046382904,1.0,0.2602776288986206,0.22068053483963013
broncos,0.14597903192043304,0.20316283404827118,0.25985947251319885,0.199767604470253,0.2604113221168518,0.2558487057685852,0.25985947251319885,1.0000001192092896,0.27484196424484253,0.23674264550209045,0.1787765771150589,0.3219616115093231,0.18832378089427948,0.19310332834720612,0.25985947251319885,0.5347585678100586,0.18377114832401276
drove,0.20868438482284546,0.2219095677137375,0.24859486520290375,0.18101423978805542,0.18761226534843445,0.2306155562400818,0.24859486520290375,0.27484196424484253,1.0000001192092896,0.19938457012176514,0.1460457593202591,0.22320221364498138,0.20239318907260895,0.21205836534500122,0.24859486520290375,0.21628081798553467,0.10733011364936829
to,0.24557004868984222,0.45010748505592346,0.535392165184021,0.22159133851528168,0.21890336275100708,0.44245919585227966,0.535392165184021,0.23674264550209045,0.19938457012176514,1.0,0.455847829580307,0.15160483121871948,0.2615616023540497,0.41548454761505127,0.535392165184021,0.2185782641172409,0.29463258385658264
the,0.34442198276519775,0.6662389636039734,1.0,0.40804702043533325,0.3659466803073883,0.4933079481124878,1.0,0.25985947251319885,0.24859486520290375,0.535392165184021,0.42745697498321533,0.22634266316890717,0.29789501428604126,0.733189046382904,1.0,0.2602776288986206,0.22068053483963013
panthers,0.16689430177211761,0.2115829735994339,0.2602776288986206,0.22012262046337128,0.19848515093326569,0.2494642585515976,0.2602776288986206,0.5347585678100586,0.21628081798553467,0.2185782641172409,0.17002959549427032,0.1863563507795334,0.13802513480186462,0.23357392847537994,0.2602776288986206,0.9999999403953552,0.16608978807926178
41-yard,0.18890412151813507,0.2555564045906067,0.29882827401161194,0.23353694379329681,0.23751850426197052,0.24259091913700104,0.29882827401161194,0.2698928117752075,0.2875264883041382,0.2253115177154541,0.211635559797287,0.7708098888397217,0.21456095576286316,0.18333907425403595,0.29882827401161194,0.2500458061695099,0.11375463008880615
line,0.13019341230392456,0.2258777767419815,0.29789501428604126,0.13458310067653656,0.1788603961467743,0.22637072205543518,0.29789501428604126,0.18832378089427948,0.20239318907260895,0.2615616023540497,0.2245367169380188,0.247397318482399,1.0000001192092896,0.23765452206134796,0.29789501428604126,0.13802513480186462,0.16271452605724335
.,0.3224305212497711,0.5591574311256409,0.5934505462646484,0.27895694971084595,0.29042351245880127,0.6812511086463928,0.5934505462646484,0.2612393796443939,0.23233972489833832,0.4645031690597534,0.3567904531955719,0.13538575172424316,0.25851553678512573,0.5352458953857422,0.5934505462646484,0.23446570336818695,0.4130953550338745
