,what,can,keep,an,object,from,moving,when,it,is,being,pushed,on,a,surface,?
is,0.28837618231773376,0.44256699085235596,0.23241287469863892,0.4654068350791931,0.30146875977516174,0.27355384826660156,0.19858770072460175,0.3471449911594391,0.6328473687171936,1.0,0.4445112943649292,0.16836699843406677,0.3635730445384979,0.658733606338501,0.29345643520355225,0.22961433231830597
opposed,0.35573211312294006,0.2135108858346939,0.30408528447151184,0.20666265487670898,0.2356492131948471,0.21520039439201355,0.23558728396892548,0.26777365803718567,0.22681330144405365,0.18266244232654572,0.31378915905952454,0.3431567847728729,0.23948130011558533,0.229469895362854,0.1571952998638153,0.23428945243358612
by,0.2455483376979828,0.29642900824546814,0.14610110223293304,0.2719563841819763,0.20415794849395752,0.3373257517814636,0.19884225726127625,0.4376842677593231,0.40926623344421387,0.3899846076965332,0.4690866470336914,0.2577771842479706,0.33887791633605957,0.32094135880470276,0.2144230455160141,0.17966607213020325
static,0.2510988116264343,0.2974742650985718,0.20873089134693146,0.2508057653903961,0.33535662293434143,0.22054778039455414,0.25108087062835693,0.25941023230552673,0.21505509316921234,0.16519774496555328,0.2269076257944107,0.21247713267803192,0.24561046063899994,0.21898198127746582,0.24144412577152252,0.22167910635471344
friction,0.2582229971885681,0.3261178135871887,0.25590112805366516,0.19842107594013214,0.4479469358921051,0.23271626234054565,0.412241131067276,0.3199525773525238,0.2744227647781372,0.23153041303157806,0.2756372392177582,0.3674720823764801,0.232167586684227,0.2347700446844101,0.5078360438346863,0.18292373418807983
",",0.3087472915649414,0.3139454126358032,0.29710182547569275,0.3581022024154663,0.149229496717453,0.39760664105415344,0.28020262718200684,0.36674630641937256,0.48329564929008484,0.4691906273365021,0.34499165415763855,0.22971470654010773,0.49057599902153015,0.427140474319458,0.23000483214855194,0.31091248989105225
generated,0.2341722995042801,0.3209148645401001,0.19206102192401886,0.21952345967292786,0.286108136177063,0.23559388518333435,0.29213640093803406,0.21698065102100372,0.21769145131111145,0.25260961055755615,0.24960379302501678,0.2517440915107727,0.1966782659292221,0.24472475051879883,0.248969167470932,0.28358349204063416
between,0.2462156116962433,0.23827335238456726,0.15477769076824188,0.18003802001476288,0.18342798948287964,0.3269653618335724,0.2531067132949829,0.38258615136146545,0.311247855424881,0.26809602975845337,0.21762578189373016,0.2100311666727066,0.3335416913032532,0.29385313391685486,0.2189159244298935,0.12887074053287506
the,0.42745697498321533,0.312528520822525,0.22379513084888458,0.4207492768764496,0.22418850660324097,0.40150508284568787,0.34510132670402527,0.5091903209686279,0.6251175999641418,0.5823672413825989,0.419739305973053,0.3394152522087097,0.5107308030128479,0.5829201340675354,0.2555135488510132,0.22068053483963013
object,0.25733083486557007,0.39869454503059387,0.19712848961353302,0.2576858103275299,1.0,0.18346236646175385,0.3345576226711273,0.25062185525894165,0.27674704790115356,0.30146875977516174,0.2802119553089142,0.2241494357585907,0.18476571142673492,0.3271922171115875,0.41279926896095276,0.19573666155338287
and,0.31309178471565247,0.3675691485404968,0.2533072531223297,0.2838519215583801,0.17470528185367584,0.3601827025413513,0.30970147252082825,0.4716290831565857,0.40957894921302795,0.3859752118587494,0.4286794066429138,0.28285926580429077,0.4077630043029785,0.3739250600337982,0.2626544237136841,0.20544172823429108
the,0.42745697498321533,0.312528520822525,0.22379513084888458,0.4207492768764496,0.22418850660324097,0.40150508284568787,0.34510132670402527,0.5091903209686279,0.6251175999641418,0.5823672413825989,0.419739305973053,0.3394152522087097,0.5107308030128479,0.5829201340675354,0.2555135488510132,0.22068053483963013
table,0.2240780144929886,0.28026440739631653,0.17739194631576538,0.20162223279476166,0.21402646601200104,0.1168375313282013,0.18310466408729553,0.22686247527599335,0.22594769299030304,0.2049751877784729,0.1494058519601822,0.06893893331289291,0.19101692736148834,0.2432243973016739,0.22796618938446045,0.1782790720462799
surface,0.23580394685268402,0.3465462028980255,0.18994177877902985,0.18808452785015106,0.41279926896095276,0.15501615405082703,0.3340030014514923,0.24400591850280762,0.2949981689453125,0.29345643520355225,0.19285012781620026,0.23481805622577667,0.2674844264984131,0.24436084926128387,0.9999998807907104,0.14613434672355652
.,0.3567904531955719,0.35783761739730835,0.24156734347343445,0.3581749200820923,0.22102774679660797,0.41536515951156616,0.3260027766227722,0.475719153881073,0.5593622326850891,0.4569662809371948,0.35574623942375183,0.2080259770154953,0.49257001280784607,0.50484299659729,0.2543797492980957,0.4130953550338745
