,if,you,were,to,take,a,train,west,or,south,out,of,the,city,of,fresno,",",which,railroad,would,you,take,?
pacific,0.1497003138065338,0.12478913366794586,0.17013686895370483,0.2440171241760254,0.11727946251630783,0.2022901177406311,0.1342988759279251,0.2938816249370575,0.17510244250297546,0.3384486138820648,0.12732690572738647,0.21646003425121307,0.28543707728385925,0.15942703187465668,0.21646003425121307,0.34335553646087646,0.2034771740436554,0.2135714292526245,0.24620293080806732,0.21300159394741058,0.12478913366794586,0.11727946251630783,0.13060949742794037
railroad,0.1694212555885315,0.1500285267829895,0.2041742503643036,0.18515154719352722,0.15818704664707184,0.2637462913990021,0.4803794026374817,0.2301970273256302,0.11341065913438797,0.298297643661499,0.15106038749217987,0.1954421103000641,0.2709158957004547,0.3335641622543335,0.1954421103000641,0.23137147724628448,0.23499074578285217,0.18602906167507172,0.9999999403953552,0.23561452329158783,0.1500285267829895,0.15818704664707184,0.0920378789305687
railroads,0.18153147399425507,0.1981291025876999,0.2821873128414154,0.2178790122270584,0.17712342739105225,0.23743177950382233,0.46871593594551086,0.20416389405727386,0.18077275156974792,0.268862783908844,0.16730263829231262,0.21481075882911682,0.2643872797489166,0.3546334505081177,0.21481075882911682,0.2446058988571167,0.26387819647789,0.2078709751367569,0.9270634651184082,0.29118770360946655,0.1981291025876999,0.17712342739105225,0.13873159885406494
cross,0.14776600897312164,0.14291992783546448,0.13655208051204681,0.21814192831516266,0.1508251130580902,0.21602843701839447,0.19740283489227295,0.1434374749660492,0.24160552024841309,0.21017129719257355,0.1854993999004364,0.2018742561340332,0.25741100311279297,0.18598602712154388,0.2018742561340332,0.12710972130298615,0.2534312307834625,0.24171970784664154,0.1736064851284027,0.17888930439949036,0.14291992783546448,0.1508251130580902,0.12288589030504227
in,0.2589588761329651,0.21252386271953583,0.3815755248069763,0.45010748505592346,0.21975718438625336,0.539380669593811,0.2214587926864624,0.34078434109687805,0.3586423695087433,0.33642083406448364,0.3576207756996155,0.5696388483047485,0.6662389636039734,0.3911624252796173,0.5696388483047485,0.26126348972320557,0.5201468467712402,0.4840516746044159,0.20349381864070892,0.30461156368255615,0.21252386271953583,0.21975718438625336,0.20430970191955566
fresno,0.19856099784374237,0.12986204028129578,0.1892825961112976,0.22500741481781006,0.1383054554462433,0.22242428362369537,0.14292775094509125,0.2787109911441803,0.16191594302654266,0.23715521395206451,0.1491941660642624,0.1875009983778,0.22571885585784912,0.2780216634273529,0.1875009983778,1.0000001192092896,0.2561432421207428,0.14756552875041962,0.23137147724628448,0.16441793739795685,0.12986204028129578,0.1383054554462433,0.13224096596240997
",",0.257730096578598,0.3199685513973236,0.36755475401878357,0.44245919585227966,0.2881867289543152,0.427140474319458,0.24366621673107147,0.28857502341270447,0.3769497275352478,0.3256652057170868,0.3161109685897827,0.4946078956127167,0.4933079481124878,0.35839709639549255,0.4946078956127167,0.2561432421207428,1.0000001192092896,0.3658004403114319,0.23499074578285217,0.32586824893951416,0.3199685513973236,0.2881867289543152,0.31091248989105225
and,0.3498523235321045,0.34939926862716675,0.42175528407096863,0.48971283435821533,0.296702116727829,0.3739250600337982,0.24473558366298676,0.273951917886734,0.4713204801082611,0.3140619993209839,0.3881998062133789,0.5116966962814331,0.5171257257461548,0.2827445864677429,0.5116966962814331,0.21513071656227112,0.6633074283599854,0.506277859210968,0.20893311500549316,0.34921059012413025,0.34939926862716675,0.296702116727829,0.20544172823429108
both,0.35924941301345825,0.2976040542125702,0.4254525601863861,0.3897709250450134,0.2427557408809662,0.3171786069869995,0.18081015348434448,0.22562503814697266,0.38249531388282776,0.18255041539669037,0.31652194261550903,0.3565710783004761,0.4931981563568115,0.18512237071990967,0.3565710783004761,0.18315617740154266,0.38080528378486633,0.5140923857688904,0.1365261673927307,0.3794318735599518,0.2976040542125702,0.2427557408809662,0.19455738365650177
railroads,0.18153147399425507,0.1981291025876999,0.2821873128414154,0.2178790122270584,0.17712342739105225,0.23743177950382233,0.46871593594551086,0.20416389405727386,0.18077275156974792,0.268862783908844,0.16730263829231262,0.21481075882911682,0.2643872797489166,0.3546334505081177,0.21481075882911682,0.2446058988571167,0.26387819647789,0.2078709751367569,0.9270634651184082,0.29118770360946655,0.1981291025876999,0.17712342739105225,0.13873159885406494
maintain,0.31368646025657654,0.25350436568260193,0.2179245501756668,0.34628623723983765,0.2767728567123413,0.23409044742584229,0.18422186374664307,0.09998093545436859,0.2920216917991638,0.12656955420970917,0.18478314578533173,0.2703363299369812,0.2896709144115448,0.0837312638759613,0.2703363299369812,0.12659351527690887,0.22615692019462585,0.3329147696495056,0.15656258165836334,0.3538462817668915,0.25350436568260193,0.2767728567123413,0.20568779110908508
railyards,0.2388225942850113,0.24700269103050232,0.30663540959358215,0.26242974400520325,0.18927334249019623,0.291348397731781,0.5018304586410522,0.25039616227149963,0.2837868928909302,0.2616446614265442,0.24751485884189606,0.22443155944347382,0.29112350940704346,0.296517938375473,0.22443155944347382,0.2835996448993683,0.3166423439979553,0.3059947192668915,0.6214751601219177,0.2709844410419464,0.24700269103050232,0.18927334249019623,0.19488465785980225
within,0.3103365898132324,0.2089373618364334,0.19996105134487152,0.34980177879333496,0.18976683914661407,0.3858051896095276,0.12339237332344055,0.18599046766757965,0.33908307552337646,0.24812303483486176,0.21727070212364197,0.39594778418540955,0.39827480912208557,0.1794440597295761,0.39594778418540955,0.18007294833660126,0.2513136863708496,0.43539655208587646,0.16856259107589722,0.23374409973621368,0.2089373618364334,0.18976683914661407,0.1870293766260147
the,0.33724796772003174,0.30037742853164673,0.3906462490558624,0.535392165184021,0.31620436906814575,0.5829201340675354,0.22828160226345062,0.32918402552604675,0.4174870550632477,0.3129390776157379,0.39404502511024475,0.733189046382904,1.0,0.35769423842430115,0.733189046382904,0.22571885585784912,0.4933079481124878,0.6521818041801453,0.2709158957004547,0.4133751392364502,0.30037742853164673,0.31620436906814575,0.22068053483963013
city,0.12229473143815994,0.1567085087299347,0.20383071899414062,0.20300441980361938,0.181010439991951,0.2349124401807785,0.250184029340744,0.37476465106010437,0.129682257771492,0.38135167956352234,0.17710335552692413,0.32503411173820496,0.35769423842430115,1.0,0.32503411173820496,0.2780216634273529,0.35839709639549255,0.22264601290225983,0.3335641622543335,0.1441507637500763,0.1567085087299347,0.181010439991951,0.13423943519592285
;,0.038230035454034805,0.13924679160118103,0.14040996134281158,0.0979827418923378,-0.006976497359573841,-0.02122584730386734,-0.023136617615818977,0.07028999924659729,0.0563276931643486,0.07080903649330139,-0.060155294835567474,0.054534342139959335,0.09152708947658539,0.07572981715202332,0.054534342139959335,0.05566907674074173,0.04938793554902077,-0.01244901679456234,0.060821231454610825,0.06441773474216461,0.13924679160118103,-0.006976497359573841,0.10349778085947037
the,0.33724796772003174,0.30037742853164673,0.3906462490558624,0.535392165184021,0.31620436906814575,0.5829201340675354,0.22828160226345062,0.32918402552604675,0.4174870550632477,0.3129390776157379,0.39404502511024475,0.733189046382904,1.0,0.35769423842430115,0.733189046382904,0.22571885585784912,0.4933079481124878,0.6521818041801453,0.2709158957004547,0.4133751392364502,0.30037742853164673,0.31620436906814575,0.22068053483963013
san,0.10497162491083145,0.15697090327739716,0.1803872287273407,0.21651452779769897,0.13093869388103485,0.19931553304195404,0.14694158732891083,0.1814582794904709,0.1935659945011139,0.23492614924907684,0.15407060086727142,0.25237205624580383,0.2858080565929413,0.32193511724472046,0.25237205624580383,0.4697914123535156,0.25561806559562683,0.190042182803154,0.2099575400352478,0.1714005321264267,0.15697090327739716,0.13093869388103485,0.10952327400445938
joaquin,0.15276187658309937,0.1037171259522438,0.10400642454624176,0.18899260461330414,0.11784420162439346,0.2044346183538437,0.1165601909160614,0.1640634536743164,0.17149950563907623,0.21960894763469696,0.15573737025260925,0.21863585710525513,0.23419608175754547,0.23686811327934265,0.21863585710525513,0.36139971017837524,0.28767362236976624,0.19910109043121338,0.1930687427520752,0.14529365301132202,0.1037171259522438,0.11784420162439346,0.10146427899599075
valley,0.13956882059574127,0.14973239600658417,0.14935101568698883,0.161836177110672,0.17659345269203186,0.20923256874084473,0.23120979964733124,0.3846164643764496,0.13156332075595856,0.3593674898147583,0.16569802165031433,0.23914365470409393,0.2923165559768677,0.33246171474456787,0.23914365470409393,0.2356150895357132,0.212855726480484,0.21860668063163757,0.24161837995052338,0.14988484978675842,0.14973239600658417,0.17659345269203186,0.11486150324344635
railroad,0.1694212555885315,0.1500285267829895,0.2041742503643036,0.18515154719352722,0.15818704664707184,0.2637462913990021,0.4803794026374817,0.2301970273256302,0.11341065913438797,0.298297643661499,0.15106038749217987,0.1954421103000641,0.2709158957004547,0.3335641622543335,0.1954421103000641,0.23137147724628448,0.23499074578285217,0.18602906167507172,0.9999999403953552,0.23561452329158783,0.1500285267829895,0.15818704664707184,0.0920378789305687
also,0.41293784976005554,0.350807785987854,0.31877249479293823,0.5348826050758362,0.2996826171875,0.5149940252304077,0.20243163406848907,0.25940629839897156,0.46319106221199036,0.2615109980106354,0.32038095593452454,0.4924938678741455,0.6021018624305725,0.2577536404132843,0.4924938678741455,0.2253323197364807,0.4717654287815094,0.6566565632820129,0.1738690435886383,0.4152511954307556,0.350807785987854,0.2996826171875,0.21848613023757935
operates,0.15259136259555817,0.1426570862531662,0.14959964156150818,0.20140020549297333,0.252331405878067,0.24515408277511597,0.3077470660209656,0.20530788600444794,0.24956552684307098,0.25137758255004883,0.20401036739349365,0.22910091280937195,0.2663705050945282,0.23277956247329712,0.22910091280937195,0.15656502544879913,0.24493210017681122,0.32561740279197693,0.3006361722946167,0.20119832456111908,0.1426570862531662,0.252331405878067,0.12270797789096832
former,0.10023296624422073,0.10223816335201263,0.1692831814289093,0.12857267260551453,0.09056903421878815,0.2562483549118042,0.14222365617752075,0.21470043063163757,0.10326468199491501,0.2812443971633911,0.18727615475654602,0.30415382981300354,0.2251449078321457,0.24221928417682648,0.30415382981300354,0.21263322234153748,0.2738454341888428,0.13964752852916718,0.17123772203922272,0.15442289412021637,0.10223816335201263,0.09056903421878815,0.10570605844259262
southern,0.1658911257982254,0.05211205035448074,0.21199744939804077,0.18284058570861816,0.12069065123796463,0.25843560695648193,0.23012180626392365,0.37332260608673096,0.17429952323436737,0.5503143668174744,0.14698512852191925,0.31933003664016724,0.3282862603664398,0.31186121702194214,0.31933003664016724,0.2815580368041992,0.2795628309249878,0.2648681700229645,0.2880280613899231,0.1764519065618515,0.05211205035448074,0.12069065123796463,0.11225555837154388
pacific,0.1497003138065338,0.12478913366794586,0.17013686895370483,0.2440171241760254,0.11727946251630783,0.2022901177406311,0.1342988759279251,0.2938816249370575,0.17510244250297546,0.3384486138820648,0.12732690572738647,0.21646003425121307,0.28543707728385925,0.15942703187465668,0.21646003425121307,0.34335553646087646,0.2034771740436554,0.2135714292526245,0.24620293080806732,0.21300159394741058,0.12478913366794586,0.11727946251630783,0.13060949742794037
branchlines,0.20618782937526703,0.21433497965335846,0.23944365978240967,0.2471170276403427,0.19280540943145752,0.2872501611709595,0.2814595103263855,0.24267560243606567,0.3452034890651703,0.2623641788959503,0.251564621925354,0.32965612411499023,0.34947526454925537,0.18803080916404724,0.32965612411499023,0.20474369823932648,0.3668825626373291,0.3390929400920868,0.28262636065483093,0.20622022449970245,0.21433497965335846,0.19280540943145752,0.21944648027420044
heading,0.3454556465148926,0.34332194924354553,0.1597546935081482,0.3210565745830536,0.22595630586147308,0.32372698187828064,0.2573661804199219,0.2576882243156433,0.28326112031936646,0.2372949868440628,0.12858428061008453,0.20788395404815674,0.32832297682762146,0.15001560747623444,0.20788395404815674,0.1511949747800827,0.27603885531425476,0.3067092299461365,0.25283968448638916,0.33179378509521484,0.34332194924354553,0.22595630586147308,0.33725887537002563
west,0.12176760286092758,0.12095240503549576,0.19026222825050354,0.24611181020736694,0.12299501895904541,0.2258862406015396,0.20369741320610046,1.0,0.09669706970453262,0.6137221455574036,0.1832706332206726,0.2891985774040222,0.32918402552604675,0.37476465106010437,0.2891985774040222,0.2787109911441803,0.28857502341270447,0.22164945304393768,0.2301970273256302,0.1574600338935852,0.12095240503549576,0.12299501895904541,0.12088293582201004
and,0.3498523235321045,0.34939926862716675,0.42175528407096863,0.48971283435821533,0.296702116727829,0.3739250600337982,0.24473558366298676,0.273951917886734,0.4713204801082611,0.3140619993209839,0.3881998062133789,0.5116966962814331,0.5171257257461548,0.2827445864677429,0.5116966962814331,0.21513071656227112,0.6633074283599854,0.506277859210968,0.20893311500549316,0.34921059012413025,0.34939926862716675,0.296702116727829,0.20544172823429108
south,0.08582655340433121,0.1313401609659195,0.258012980222702,0.25657615065574646,0.12392246723175049,0.23680485785007477,0.23231375217437744,0.6137221455574036,0.11688382923603058,1.0000001192092896,0.192146897315979,0.33382371068000793,0.3129390776157379,0.38135167956352234,0.33382371068000793,0.23715521395206451,0.3256652057170868,0.24635352194309235,0.298297643661499,0.14125289022922516,0.1313401609659195,0.12392246723175049,0.12336621433496475
out,0.404382586479187,0.3333120048046112,0.3354760408401489,0.42386990785598755,0.2960454225540161,0.34264278411865234,0.20954592525959015,0.1832706332206726,0.30417007207870483,0.192146897315979,1.0,0.34176841378211975,0.39404502511024475,0.17710335552692413,0.34176841378211975,0.1491941660642624,0.3161109685897827,0.37864550948143005,0.15106038749217987,0.37045037746429443,0.3333120048046112,0.2960454225540161,0.22020699083805084
of,0.2557544410228729,0.1774725764989853,0.34038281440734863,0.41548454761505127,0.29282352328300476,0.5052502155303955,0.16048036515712738,0.2891985774040222,0.3792596757411957,0.33382371068000793,0.34176841378211975,1.0,0.733189046382904,0.32503411173820496,1.0,0.1875009983778,0.4946078956127167,0.5011631846427917,0.1954421103000641,0.3353942930698395,0.1774725764989853,0.29282352328300476,0.1826142966747284
the,0.33724796772003174,0.30037742853164673,0.3906462490558624,0.535392165184021,0.31620436906814575,0.5829201340675354,0.22828160226345062,0.32918402552604675,0.4174870550632477,0.3129390776157379,0.39404502511024475,0.733189046382904,1.0,0.35769423842430115,0.733189046382904,0.22571885585784912,0.4933079481124878,0.6521818041801453,0.2709158957004547,0.4133751392364502,0.30037742853164673,0.31620436906814575,0.22068053483963013
city,0.12229473143815994,0.1567085087299347,0.20383071899414062,0.20300441980361938,0.181010439991951,0.2349124401807785,0.250184029340744,0.37476465106010437,0.129682257771492,0.38135167956352234,0.17710335552692413,0.32503411173820496,0.35769423842430115,1.0,0.32503411173820496,0.2780216634273529,0.35839709639549255,0.22264601290225983,0.3335641622543335,0.1441507637500763,0.1567085087299347,0.181010439991951,0.13423943519592285
.,0.421799898147583,0.31283900141716003,0.3378238379955292,0.4645031690597534,0.3045158088207245,0.50484299659729,0.22884486615657806,0.2804967761039734,0.36683785915374756,0.2798699140548706,0.34234723448753357,0.5352458953857422,0.5934505462646484,0.29856356978416443,0.5352458953857422,0.2480216920375824,0.6812511086463928,0.45942068099975586,0.22421196103096008,0.35067233443260193,0.31283900141716003,0.3045158088207245,0.4130953550338745
