,what,is,the,term,that,describes,the,difference,between,what,higher,paid,and,lower,paid,professionals,earn,?
reflection,0.27464163303375244,0.24867863953113556,0.28977152705192566,0.22584879398345947,0.3176896572113037,0.3367244303226471,0.28977152705192566,0.2973182201385498,0.18007667362689972,0.27464163303375244,0.2092038094997406,0.0956796184182167,0.2393127828836441,0.09028054028749466,0.0956796184182167,0.08371346443891525,0.15398885309696198,0.17918743193149567
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.26047757267951965,0.41498205065727234,0.33623746037483215,0.733189046382904,0.28326788544654846,0.3737983703613281,0.33290785551071167,0.3096220791339874,0.22769756615161896,0.5116966962814331,0.31757521629333496,0.22769756615161896,0.21767503023147583,0.1868710219860077,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.5473989248275757,0.30593109130859375,1.0,0.3050459623336792,0.39067012071609497,0.42745697498321533,0.3292480409145355,0.22871042788028717,0.5171257257461548,0.3463275134563446,0.22871042788028717,0.209927499294281,0.21796688437461853,0.22068053483963013
productivity,0.2654266059398651,0.23724260926246643,0.22987580299377441,0.2060718685388565,0.3320750594139099,0.22687290608882904,0.22987580299377441,0.37685060501098633,0.16377757489681244,0.2654266059398651,0.29511356353759766,0.19815264642238617,0.25397828221321106,0.2185409516096115,0.19815264642238617,0.25305119156837463,0.2699825167655945,0.23359106481075287
gap,0.17691411077976227,0.19868990778923035,0.27986636757850647,0.1624910980463028,0.24178916215896606,0.17621943354606628,0.27986636757850647,0.30919381976127625,0.30844828486442566,0.17691411077976227,0.15135227143764496,0.15020102262496948,0.23067711293697357,0.21421977877616882,0.15020102262496948,0.11355360597372055,0.16413994133472443,0.09251954406499863
between,0.2462156116962433,0.26809602975845337,0.39067012071609497,0.22736425697803497,0.299440860748291,0.31087520718574524,0.39067012071609497,0.4893479645252228,0.9999999403953552,0.2462156116962433,0.19199389219284058,0.15749937295913696,0.40645647048950195,0.21038971841335297,0.15749937295913696,0.13104066252708435,0.13690215349197388,0.12887074053287506
highly-paid,0.2900795638561249,0.28152114152908325,0.2978499233722687,0.21694502234458923,0.367912232875824,0.22318436205387115,0.2978499233722687,0.22162394225597382,0.1736295223236084,0.2900795638561249,0.382881760597229,0.5374731421470642,0.3430979251861572,0.21871283650398254,0.5374731421470642,0.35225579142570496,0.30986884236335754,0.22317546606063843
professions,0.2469734102487564,0.23565930128097534,0.18702878057956696,0.20178624987602234,0.26900777220726013,0.23576720058918,0.18702878057956696,0.18885505199432373,0.1309981346130371,0.2469734102487564,0.251418799161911,0.31963813304901123,0.31826120615005493,0.14129596948623657,0.31963813304901123,0.8203774094581604,0.3049921989440918,0.1938619166612625
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22272127866744995,0.4731321930885315,0.24532921612262726,0.5171257257461548,0.28462520241737366,0.40645647048950195,0.31309178471565247,0.3147866129875183,0.23595960438251495,1.0,0.2802542746067047,0.23595960438251495,0.2793610095977783,0.24028709530830383,0.20544172823429108
lower-paid,0.2837706208229065,0.18207503855228424,0.3561873733997345,0.19361962378025055,0.3848905563354492,0.16930079460144043,0.3561873733997345,0.274802029132843,0.2498539388179779,0.2837706208229065,0.5393958687782288,0.5876453518867493,0.34909528493881226,0.7380006313323975,0.5876453518867493,0.30710047483444214,0.3515457212924957,0.20497649908065796
professions,0.2469734102487564,0.23565930128097534,0.18702878057956696,0.20178624987602234,0.26900777220726013,0.23576720058918,0.18702878057956696,0.18885505199432373,0.1309981346130371,0.2469734102487564,0.251418799161911,0.31963813304901123,0.31826120615005493,0.14129596948623657,0.31963813304901123,0.8203774094581604,0.3049921989440918,0.1938619166612625
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18456575274467468,0.4460422694683075,0.17289398610591888,0.5934505462646484,0.2840389013290405,0.30295518040657043,0.3567904531955719,0.2524722218513489,0.22304166853427887,0.588965117931366,0.24347278475761414,0.22304166853427887,0.2262210100889206,0.22682331502437592,0.4130953550338745
