,what,did,luther,consider,christ,'s,life,?
which,0.5261979103088379,0.2750149369239807,0.17501473426818848,0.2769235670566559,0.22896577417850494,0.03856118768453598,0.26412370800971985,0.25814583897590637
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.308129221200943,0.19816316664218903,0.04866964742541313,0.27076753973960876,0.23916715383529663
christian,0.17849333584308624,0.20078235864639282,0.36969617009162903,0.17192870378494263,0.5980654954910278,0.06999260932207108,0.1497078835964203,0.1508396863937378
should,0.43830034136772156,0.3792380094528198,0.17997929453849792,0.43486377596855164,0.2178039401769638,0.006883438676595688,0.21260657906532288,0.4442402422428131
follow,0.40711089968681335,0.3537774682044983,0.23933365941047668,0.3649306893348694,0.1494399905204773,-0.030512675642967224,0.21215732395648956,0.26102155447006226
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.22423222661018372,0.16419753432273865,-0.037580832839012146,0.27054134011268616,0.20430970191955566
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.23562975227832794,0.23623991012573242,0.047556519508361816,0.37379691004753113,0.18075084686279297
or,0.33867141604423523,0.28211739659309387,0.14215725660324097,0.3235694468021393,0.17668598890304565,0.06871571391820908,0.18162311613559723,0.32389625906944275
her,0.2733216881752014,0.3056010603904724,0.2555831968784332,0.1801987588405609,0.2206820398569107,0.045009974390268326,0.30407392978668213,0.20310723781585693
vocations,0.2543409764766693,0.2696980834007263,0.2441050261259079,0.25825968384742737,0.2803478538990021,0.009102328680455685,0.2430265247821808,0.22251662611961365
on,0.34226128458976746,0.2670976221561432,0.19090485572814941,0.23537926375865936,0.16157518327236176,0.0026888418942689896,0.19639495015144348,0.2714994251728058
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.308129221200943,0.19816316664218903,0.04866964742541313,0.27076753973960876,0.23916715383529663
daily,0.19118091464042664,0.14632445573806763,0.08759739995002747,0.17195092141628265,0.14936743676662445,0.04088127985596657,0.2733365297317505,0.1472100466489792
basis,0.27055948972702026,0.22425442934036255,0.2086135447025299,0.28311532735824585,0.1543004959821701,0.01343035139143467,0.23529435694217682,0.14255106449127197
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.26817744970321655,0.21890506148338318,-0.003708066651597619,0.3029138445854187,0.4130953550338745
