,what,percentage,of,australia,'s,dairy,cattle,are,found,in,victoria,?
and,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.2804507613182068,0.06895173341035843,0.25863271951675415,0.25800591707229614,0.48576638102531433,0.27978911995887756,0.4954058527946472,0.24507255852222443,0.20544172823429108
produces,0.14006412029266357,0.1912228763103485,0.24670347571372986,0.08821091800928116,-0.0007260311977006495,0.28709104657173157,0.21675941348075867,0.2817918658256531,0.17243167757987976,0.2199338972568512,0.06185019761323929,0.17052298784255981
nearly,0.21304303407669067,0.30038437247276306,0.3455437123775482,0.22222571074962616,0.03258245810866356,0.11759904772043228,0.2403794676065445,0.29865899682044983,0.285133421421051,0.3414846360683441,0.11618539690971375,0.11670064926147461
two-thirds,0.29390937089920044,0.3602389991283417,0.3894369602203369,0.27512648701667786,0.05182712525129318,0.2102782279253006,0.26440754532814026,0.4187377989292145,0.23150210082530975,0.3280138671398163,0.1676216423511505,0.15813422203063965
of,0.33290785551071167,0.24724560976028442,1.0,0.2669609785079956,-0.03817026689648628,0.19305698573589325,0.2318044900894165,0.39081433415412903,0.2982911467552185,0.5696388483047485,0.2505437433719635,0.1826142966747284
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.26828548312187195,-0.01540423184633255,0.1809113621711731,0.2538938522338867,0.40399202704429626,0.3452354073524475,0.6662389636039734,0.2204313427209854,0.22068053483963013
nation,0.21990635991096497,0.2887197732925415,0.3102196156978607,0.26820793747901917,0.033554114401340485,0.11571061611175537,0.13187448680400848,0.16653196513652802,0.08713957667350769,0.24983231723308563,0.18880997598171234,0.17865248024463654
's,0.02692362666130066,0.14816685020923615,-0.03817026689648628,0.040361400693655014,0.9999999403953552,-0.0038413959555327892,0.08039590716362,-0.008927806280553341,0.005866709165275097,-0.037580832839012146,0.06206126511096954,-0.023395681753754616
milk,0.17526936531066895,0.2077207863330841,0.18260180950164795,0.1679723858833313,0.05483373627066612,0.5473332405090332,0.3754531145095825,0.20607416331768036,0.1702127456665039,0.20376470685005188,0.0921347513794899,0.1423291712999344
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.22314006090164185,-0.0016132977325469255,0.3240949213504791,0.27650022506713867,0.4062570035457611,0.27385151386260986,0.5201468467712402,0.2279360294342041,0.31091248989105225
almost,0.2467888444662094,0.2769642770290375,0.3144364058971405,0.15838216245174408,0.02320737950503826,0.12035271525382996,0.18680375814437866,0.34548285603523254,0.2764711081981659,0.3422279357910156,0.10460716485977173,0.1372147500514984
6.4,0.012633313424885273,-0.13697654008865356,-0.14453893899917603,0.06558053940534592,-0.018070073798298836,-0.05525806173682213,0.02401348017156124,-0.09563819319009781,-0.05496516078710556,-0.12260763347148895,0.1938391923904419,0.010471883229911327
billion,0.262668639421463,0.2955043613910675,0.19335569441318512,0.17901672422885895,0.05775096267461777,0.16061580181121826,0.22997142374515533,0.18689869344234467,0.16557899117469788,0.18475750088691711,0.05186677724123001,0.25791820883750916
litres,0.0978374183177948,0.25633686780929565,0.18122103810310364,0.22455301880836487,0.031707413494586945,0.3322949707508087,0.22477811574935913,0.1918807029724121,0.2161491960287094,0.1881534904241562,0.1733531802892685,0.17306603491306305
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.2899940609931946,-0.003708066651597619,0.24739117920398712,0.21651282906532288,0.3452940285205841,0.3618174195289612,0.5591574311256409,0.23069117963314056,0.4130953550338745
