,what,book,did,luther,write,in,response,to,agricola,and,the,antinomians,?
such,0.23989605903625488,0.1546224057674408,0.24497397243976593,0.09043191373348236,0.22844676673412323,0.2704046070575714,0.1672799289226532,0.2871878743171692,0.11255139857530594,0.44540345668792725,0.3575236201286316,0.23347890377044678,0.17851735651493073
as,0.31749409437179565,0.23037776350975037,0.3596470057964325,0.20242992043495178,0.23155580461025238,0.3887844979763031,0.21680697798728943,0.42092081904411316,0.17073598504066467,0.49487000703811646,0.48381632566452026,0.24789758026599884,0.27043893933296204
his,0.26976513862609863,0.2672714293003082,0.3546801507472992,0.27093374729156494,0.2745184898376465,0.3598145842552185,0.17898187041282654,0.3715193271636963,0.24668756127357483,0.4234102666378021,0.4394008219242096,0.17585578560829163,0.18075084686279297
1539,0.03279426321387291,-0.05903875082731247,-0.04654200002551079,0.07253661751747131,-0.04612516239285469,0.054157838225364685,-0.008356984704732895,-0.0011582360602915287,0.04183921590447426,0.015475994907319546,0.061908215284347534,0.019940372556447983,0.014554516412317753
open,0.2022915631532669,0.11155334860086441,0.12370607256889343,0.1342858374118805,0.1823221743106842,0.27347445487976074,0.09586464613676071,0.2593059837818146,0.06970351934432983,0.27364909648895264,0.2764171361923218,0.09092219173908234,0.20715104043483734
letter,0.18726862967014313,0.27777934074401855,0.182692289352417,0.16547882556915283,0.34744665026664734,0.184263214468956,0.22072143852710724,0.19918757677078247,0.20129694044589996,0.19703584909439087,0.26056721806526184,0.2957036793231964,0.14808706939220428
to,0.455847829580307,0.20275522768497467,0.4452643394470215,0.18029534816741943,0.4184085726737976,0.45010748505592346,0.277526319026947,1.0,0.14556097984313965,0.48971283435821533,0.535392165184021,0.17389030754566193,0.29463258385658264
c.,0.03813721984624863,-0.07111012190580368,-0.00015500003064516932,0.0058187381364405155,-0.030517127364873886,-0.17233212292194366,0.15052194893360138,-0.015615013428032398,-0.1776423454284668,-0.0882335752248764,-0.23451577126979828,-0.05087919533252716,0.019047532230615616
güttel,0.14521034061908722,0.2306262105703354,0.20746365189552307,0.33858805894851685,0.16699650883674622,0.3183450400829315,0.14276206493377686,0.17528647184371948,0.4037461578845978,0.2809458076953888,0.2893618941307068,0.20898647606372833,0.15709926187992096
against,0.24561616778373718,0.12528420984745026,0.22514554858207703,0.18804924190044403,0.17688272893428802,0.27273955941200256,0.31300175189971924,0.310872346162796,0.16866464912891388,0.3292689621448517,0.3090755045413971,0.2077033370733261,0.18095137178897858
the,0.42745697498321533,0.2652374505996704,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.6662389636039734,0.28909924626350403,0.535392165184021,0.21466106176376343,0.5171257257461548,1.0,0.23537124693393707,0.22068053483963013
antinomians,0.18999916315078735,0.22525835037231445,0.1951059103012085,0.22636617720127106,0.14687398076057434,0.12912611663341522,0.222752645611763,0.17389030754566193,0.34660130739212036,0.20554588735103607,0.23537124693393707,1.0000001192092896,0.1959799826145172
",",0.3087472915649414,0.23644568026065826,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.5201468467712402,0.24039098620414734,0.44245919585227966,0.31323951482772827,0.6633074283599854,0.4933079481124878,0.2523687481880188,0.31091248989105225
and,0.31309178471565247,0.28024056553840637,0.34479495882987976,0.20796556770801544,0.2489921897649765,0.4954058527946472,0.21754570305347443,0.48971283435821533,0.2243037223815918,1.0,0.5171257257461548,0.20554588735103607,0.20544172823429108
his,0.26976513862609863,0.2672714293003082,0.3546801507472992,0.27093374729156494,0.2745184898376465,0.3598145842552185,0.17898187041282654,0.3715193271636963,0.24668756127357483,0.4234102666378021,0.4394008219242096,0.17585578560829163,0.18075084686279297
book,0.2872225046157837,1.0,0.17269964516162872,0.2606102228164673,0.3759708106517792,0.2527170181274414,0.14174336194992065,0.20275522768497467,0.24343393743038177,0.28024056553840637,0.2652374505996704,0.22525835037231445,0.20572158694267273
on,0.34226128458976746,0.1977628916501999,0.2670976221561432,0.19090485572814941,0.2189130336046219,0.46853652596473694,0.20197884738445282,0.41031414270401,0.15700387954711914,0.4077630043029785,0.5107308030128479,0.06637127697467804,0.2714994251728058
the,0.42745697498321533,0.2652374505996704,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.6662389636039734,0.28909924626350403,0.535392165184021,0.21466106176376343,0.5171257257461548,1.0,0.23537124693393707,0.22068053483963013
councils,0.2070222645998001,0.16029970347881317,0.1820659041404724,0.11172778159379959,0.13026762008666992,0.23797710239887238,0.17002946138381958,0.23647920787334442,0.2547200620174408,0.28259220719337463,0.26719751954078674,0.3452737629413605,0.11664968729019165
and,0.31309178471565247,0.28024056553840637,0.34479495882987976,0.20796556770801544,0.2489921897649765,0.4954058527946472,0.21754570305347443,0.48971283435821533,0.2243037223815918,1.0,0.5171257257461548,0.20554588735103607,0.20544172823429108
the,0.42745697498321533,0.2652374505996704,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.6662389636039734,0.28909924626350403,0.535392165184021,0.21466106176376343,0.5171257257461548,1.0,0.23537124693393707,0.22068053483963013
church,0.1944202184677124,0.21005752682685852,0.16781097650527954,0.379041463136673,0.17554832994937897,0.2493300437927246,0.08351001888513565,0.24439501762390137,0.29575973749160767,0.1976170688867569,0.23846197128295898,0.28192785382270813,0.18081501126289368
from,0.2737620174884796,0.1578967273235321,0.20248863101005554,0.10716932266950607,0.19640778005123138,0.4274188280105591,0.2044307291507721,0.4069952368736267,0.15771952271461487,0.3601827025413513,0.40150508284568787,0.16955721378326416,0.19969791173934937
the,0.42745697498321533,0.2652374505996704,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.6662389636039734,0.28909924626350403,0.535392165184021,0.21466106176376343,0.5171257257461548,1.0,0.23537124693393707,0.22068053483963013
same,0.3764382302761078,0.18455888330936432,0.3097444474697113,0.21508260071277618,0.2702789306640625,0.3692481815814972,0.1424376219511032,0.3205692768096924,0.12850640714168549,0.3205644488334656,0.4583131968975067,0.22346487641334534,0.22649677097797394
year,0.15184831619262695,0.22317370772361755,0.21422851085662842,0.15236428380012512,0.18288791179656982,0.3359307050704956,0.09634748846292496,0.23523004353046417,0.20947343111038208,0.2506658732891083,0.3609684407711029,0.18405252695083618,0.18315006792545319
.,0.3567904531955719,0.21435262262821198,0.35288307070732117,0.24907569587230682,0.2647448778152466,0.5591574311256409,0.2878446877002716,0.4645031690597534,0.2544858753681183,0.588965117931366,0.5934505462646484,0.23963148891925812,0.4130953550338745
