,what,had,bhutto,planned,on,banning,within,six,months,",",before,he,was,overthrown,?
",",0.3087472915649414,0.35487717390060425,0.2679000198841095,0.22345273196697235,0.49057599902153015,0.32842034101486206,0.2513136863708496,0.2737274467945099,0.28694233298301697,1.0000001192092896,0.3156566619873047,0.40251094102859497,0.45456063747406006,0.19919556379318237,0.31091248989105225
had,0.23849567770957947,0.9999999403953552,0.19546079635620117,0.4023266136646271,0.36692994832992554,0.2060476392507553,0.2050173133611679,0.3450642228126526,0.3490941524505615,0.35487717390060425,0.3737051784992218,0.43657350540161133,0.5927209258079529,0.26800620555877686,0.20728366076946259
announced,0.09249057620763779,0.3365541100502014,0.1532602161169052,0.4444352686405182,0.303989976644516,0.21202635765075684,0.09250546246767044,0.18052059412002563,0.2494865506887436,0.23036719858646393,0.3348584473133087,0.24487492442131042,0.34205326437950134,0.22627249360084534,0.17416009306907654
banning,0.356286883354187,0.2060476392507553,0.34131190180778503,0.19123664498329163,0.3088575601577759,1.0000001192092896,0.23664990067481995,0.17391763627529144,0.2826020121574402,0.32842034101486206,0.3085095286369324,0.2491190880537033,0.22847393155097961,0.24286507070064545,0.31657904386520386
alcohol,0.1962163746356964,0.20303259789943695,0.19385002553462982,0.1534816175699234,0.13676191866397858,0.3022955358028412,0.2236103117465973,0.1749439388513565,0.16593794524669647,0.1691807061433792,0.18871289491653442,0.19361285865306854,0.17026057839393616,0.15213143825531006,0.14563840627670288
and,0.31309178471565247,0.3872550129890442,0.25325480103492737,0.28036394715309143,0.4077630043029785,0.2700955867767334,0.35049548745155334,0.3044111728668213,0.2746278941631317,0.6633074283599854,0.3518902659416199,0.45427167415618896,0.3740963041782379,0.1779397577047348,0.20544172823429108
nightclubs,0.16111762821674347,0.1983213722705841,0.08596811443567276,0.22392576932907104,0.20986893773078918,0.15543508529663086,0.15938706696033478,0.15506337583065033,0.15616227686405182,0.24948032200336456,0.18211159110069275,0.22835375368595123,0.1854010373353958,0.09938651323318481,0.14631803333759308
within,0.2498195916414261,0.2050173133611679,0.15982215106487274,0.1427324265241623,0.2702226936817169,0.23664990067481995,1.0,0.298762708902359,0.253868967294693,0.2513136863708496,0.35961514711380005,0.17190603911876678,0.19280311465263367,0.1743732988834381,0.1870293766260147
six,0.1779850870370865,0.3450642228126526,0.17904716730117798,0.24326850473880768,0.25166386365890503,0.17391763627529144,0.298762708902359,1.0,0.3750472962856293,0.2737274467945099,0.2876567542552948,0.2528040111064911,0.3042767345905304,0.1438065767288208,0.15298804640769958
months,0.24954822659492493,0.3490941524505615,0.19652394950389862,0.2758876085281372,0.3432474136352539,0.2826020121574402,0.253868967294693,0.3750472962856293,1.0,0.28694233298301697,0.48599371314048767,0.30243980884552,0.30324822664260864,0.2511553466320038,0.2804218530654907
",",0.3087472915649414,0.35487717390060425,0.2679000198841095,0.22345273196697235,0.49057599902153015,0.32842034101486206,0.2513136863708496,0.2737274467945099,0.28694233298301697,1.0000001192092896,0.3156566619873047,0.40251094102859497,0.45456063747406006,0.19919556379318237,0.31091248989105225
shortly,0.16521772742271423,0.3188398778438568,0.27087050676345825,0.23527780175209045,0.35808733105659485,0.17905451357364655,0.22689330577850342,0.23854424059391022,0.3718253970146179,0.2916414141654968,0.5600840449333191,0.276366651058197,0.36920204758644104,0.2966945171356201,0.13327454030513763
before,0.3801657259464264,0.3737051784992218,0.21784526109695435,0.2827056348323822,0.3903424143791199,0.3085095286369324,0.35961514711380005,0.2876567542552948,0.48599371314048767,0.3156566619873047,1.0,0.3621264398097992,0.38607707619667053,0.22262190282344818,0.2507109045982361
he,0.3114890456199646,0.43657350540161133,0.27126216888427734,0.23390381038188934,0.32403138279914856,0.2491190880537033,0.17190603911876678,0.2528040111064911,0.30243980884552,0.40251094102859497,0.3621264398097992,1.0000001192092896,0.5410010814666748,0.24262931942939758,0.2089974731206894
was,0.22111038863658905,0.5927209258079529,0.26694849133491516,0.3590250015258789,0.3909217119216919,0.22847393155097961,0.19280311465263367,0.3042767345905304,0.30324822664260864,0.45456063747406006,0.38607707619667053,0.5410010814666748,1.0000001192092896,0.27107658982276917,0.18412111699581146
overthrown,0.13137167692184448,0.26800620555877686,0.39484772086143494,0.2936457097530365,0.0935794785618782,0.24286507070064545,0.1743732988834381,0.1438065767288208,0.2511553466320038,0.19919556379318237,0.22262190282344818,0.24262931942939758,0.27107658982276917,1.0000001192092896,0.15845751762390137
.,0.3567904531955719,0.37348684668540955,0.23262062668800354,0.2560844421386719,0.49257001280784607,0.30802565813064575,0.2984525263309479,0.3090869188308716,0.32207444310188293,0.6812511086463928,0.36693984270095825,0.38061028718948364,0.40146201848983765,0.1838250309228897,0.4130953550338745
