,approximately,how,many,items,from,the,islamic,world,are,held,in,the,v,&,a,collection,?
islamic,0.1971559226512909,0.11957516521215439,0.1976783722639084,0.10567858070135117,0.17753800749778748,0.27231070399284363,0.9999999403953552,0.235288605093956,0.1725863665342331,0.20422343909740448,0.19633598625659943,0.27231070399284363,0.12457823008298874,0.1818000227212906,0.20177602767944336,0.1799318939447403,0.1692383587360382
world,0.2201811820268631,0.25969967246055603,0.3418862819671631,0.22287340462207794,0.22603429853916168,0.33604270219802856,0.235288605093956,1.0000001192092896,0.22463127970695496,0.2867482304573059,0.3038199245929718,0.33604270219802856,0.06254376471042633,0.15911176800727844,0.22239887714385986,0.1882934868335724,0.17579582333564758
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.21073096990585327,0.39760664105415344,0.4933079481124878,0.20175659656524658,0.26091980934143066,0.4062570035457611,0.2880980372428894,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
ranging,0.42361894249916077,0.1890265941619873,0.3505823612213135,0.25476133823394775,0.31470829248428345,0.23484160006046295,0.17265872657299042,0.14860080182552338,0.36676883697509766,0.1427343189716339,0.23063085973262787,0.23484160006046295,0.1120184138417244,0.11213445663452148,0.2340690791606903,0.18221116065979004,0.09338733553886414
from,0.302482545375824,0.22939439117908478,0.33099696040153503,0.22521184384822845,1.0,0.40150508284568787,0.17753800749778748,0.22603429853916168,0.2674213647842407,0.2241152971982956,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.2754948139190674,0.19969791173934937
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.23580949008464813,0.40150508284568787,1.0,0.27231070399284363,0.33604270219802856,0.40399202704429626,0.32185450196266174,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
early,0.23987001180648804,0.2415190190076828,0.4033903181552887,0.17212972044944763,0.2746177613735199,0.34442198276519775,0.23090092837810516,0.24963359534740448,0.21465954184532166,0.23518936336040497,0.34672921895980835,0.34442198276519775,0.09048905223608017,0.035171207040548325,0.2710886299610138,0.28198525309562683,0.15272949635982513
islamic,0.1971559226512909,0.11957516521215439,0.1976783722639084,0.10567858070135117,0.17753800749778748,0.27231070399284363,0.9999999403953552,0.235288605093956,0.1725863665342331,0.20422343909740448,0.19633598625659943,0.27231070399284363,0.12457823008298874,0.1818000227212906,0.20177602767944336,0.1799318939447403,0.1692383587360382
period,0.24195829033851624,0.22695960104465485,0.23770453035831451,0.15017929673194885,0.2558770775794983,0.3125074505805969,0.21153146028518677,0.19790580868721008,0.18534421920776367,0.13813401758670807,0.23051127791404724,0.3125074505805969,0.04659586772322655,0.004337700083851814,0.25205814838409424,0.2219470590353012,0.18706195056438446
(,0.2468888908624649,0.1676948219537735,0.1455259770154953,0.12655800580978394,0.25806233286857605,0.33289089798927307,0.13537868857383728,0.22099611163139343,0.23263892531394958,0.18327336013317108,0.3087427020072937,0.33289089798927307,0.2043849378824234,0.21434709429740906,0.3206180930137634,0.20821598172187805,0.40561532974243164
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.23580949008464813,0.40150508284568787,1.0,0.27231070399284363,0.33604270219802856,0.40399202704429626,0.32185450196266174,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
7th,0.145497128367424,0.14758503437042236,0.037382837384939194,0.09060334414243698,0.10889938473701477,0.20414361357688904,0.10414682328701019,0.18034029006958008,0.0373089462518692,0.14370772242546082,0.11033488065004349,0.20414361357688904,0.2088344544172287,0.07056331634521484,0.18027590215206146,0.04274442791938782,0.12025631219148636
century,0.17752541601657867,0.1569085419178009,0.3132779002189636,0.19323131442070007,0.24901773035526276,0.3617299497127533,0.2525337338447571,0.2372988611459732,0.217155322432518,0.21113260090351105,0.3174034655094147,0.3617299497127533,0.07531309127807617,0.1201460063457489,0.19417014718055725,0.2717791497707367,0.1026201918721199
),0.26168981194496155,0.17939934134483337,0.16602720320224762,0.11726107448339462,0.2672361731529236,0.3456730246543884,0.17926958203315735,0.22386978566646576,0.2373749315738678,0.1961527168750763,0.3326910734176636,0.3456730246543884,0.20857036113739014,0.1975884586572647,0.3640355169773102,0.2079451084136963,0.42300865054130554
to,0.27967149019241333,0.44169697165489197,0.40243685245513916,0.3191612660884857,0.4069952368736267,0.535392165184021,0.1969100832939148,0.26213452219963074,0.3504326641559601,0.22177374362945557,0.45010748505592346,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.15417452156543732,0.29463258385658264
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.23580949008464813,0.40150508284568787,1.0,0.27231070399284363,0.33604270219802856,0.40399202704429626,0.32185450196266174,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
early,0.23987001180648804,0.2415190190076828,0.4033903181552887,0.17212972044944763,0.2746177613735199,0.34442198276519775,0.23090092837810516,0.24963359534740448,0.21465954184532166,0.23518936336040497,0.34672921895980835,0.34442198276519775,0.09048905223608017,0.035171207040548325,0.2710886299610138,0.28198525309562683,0.15272949635982513
20th,0.20422470569610596,0.2029619663953781,0.07283289730548859,0.13141632080078125,0.1868612915277481,0.3097512125968933,0.20867837965488434,0.184085413813591,0.10521938651800156,0.12166917324066162,0.20743919909000397,0.3097512125968933,0.24407152831554413,0.1387384980916977,0.24495378136634827,0.16635796427726746,0.14985637366771698
century,0.17752541601657867,0.1569085419178009,0.3132779002189636,0.19323131442070007,0.24901773035526276,0.3617299497127533,0.2525337338447571,0.2372988611459732,0.217155322432518,0.21113260090351105,0.3174034655094147,0.3617299497127533,0.07531309127807617,0.1201460063457489,0.19417014718055725,0.2717791497707367,0.1026201918721199
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.23707115650177002,0.41536515951156616,0.5934505462646484,0.20520655810832977,0.3177160322666168,0.3452940285205841,0.2628571093082428,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.4130953550338745
