,what,shape,is,chlamydomonas,'s,chloroplasts,?
oedogonium,0.23590826988220215,0.2432689070701599,0.32837894558906555,0.43186530470848083,-0.07209381461143494,0.47574374079704285,0.22283609211444855
),0.26259949803352356,0.15138094127178192,0.37732169032096863,0.19663091003894806,0.021107977256178856,0.16103236377239227,0.42300865054130554
",",0.3087472915649414,0.224068284034729,0.4691906273365021,0.2836364209651947,-0.0016132977325469255,0.20794041454792023,0.31091248989105225
a,0.3320399522781372,0.32737624645233154,0.658733606338501,0.23409605026245117,0.04866964742541313,0.24622295796871185,0.23916715383529663
cup,0.1615196019411087,0.15689466893672943,0.14166682958602905,0.16653168201446533,0.07957112044095993,0.1755274385213852,0.15976834297180176
(,0.2411840260028839,0.13226941227912903,0.35393038392066956,0.2066519856452942,0.0012731997994706035,0.17324984073638916,0.40561532974243164
e.g.,0.04733210429549217,-0.08016902953386307,0.11002284288406372,-0.05959654971957207,0.09526067227125168,-0.0597555972635746,0.018727071583271027
",",0.3087472915649414,0.224068284034729,0.4691906273365021,0.2836364209651947,-0.0016132977325469255,0.20794041454792023,0.31091248989105225
chlamydomonas,0.2274051159620285,0.2579902410507202,0.3063949644565582,1.0000001192092896,-0.030814871191978455,0.6099980473518372,0.1755819320678711
),0.26259949803352356,0.15138094127178192,0.37732169032096863,0.19663091003894806,0.021107977256178856,0.16103236377239227,0.42300865054130554
",",0.3087472915649414,0.224068284034729,0.4691906273365021,0.2836364209651947,-0.0016132977325469255,0.20794041454792023,0.31091248989105225
a,0.3320399522781372,0.32737624645233154,0.658733606338501,0.23409605026245117,0.04866964742541313,0.24622295796871185,0.23916715383529663
ribbon-like,0.21496234834194183,0.38453590869903564,0.20172010362148285,0.3105035424232483,0.008578086271882057,0.2620263397693634,0.15851250290870667
spiral,0.1333327740430832,0.4330970048904419,0.14603333175182343,0.3170097768306732,-0.07783188670873642,0.36693131923675537,0.11197062581777573
around,0.27475327253341675,0.3542582392692566,0.286477267742157,0.25062358379364014,-0.039796680212020874,0.23327584564685822,0.14729668200016022
the,0.42745697498321533,0.29087939858436584,0.5823672413825989,0.26091334223747253,-0.01540423184633255,0.23062430322170258,0.22068053483963013
edges,0.18252980709075928,0.4447181522846222,0.25265464186668396,0.29716452956199646,0.0063974070362746716,0.30236107110977173,0.07914279401302338
of,0.33290785551071167,0.2597946226596832,0.4854315221309662,0.22241534292697906,-0.03817026689648628,0.23179760575294495,0.1826142966747284
the,0.42745697498321533,0.29087939858436584,0.5823672413825989,0.26091334223747253,-0.01540423184633255,0.23062430322170258,0.22068053483963013
cell,0.19222842156887054,0.22617387771606445,0.15086454153060913,0.3852212429046631,-0.07942157983779907,0.5408841967582703,0.2058541625738144
(,0.2411840260028839,0.13226941227912903,0.35393038392066956,0.2066519856452942,0.0012731997994706035,0.17324984073638916,0.40561532974243164
e.g.,0.04733210429549217,-0.08016902953386307,0.11002284288406372,-0.05959654971957207,0.09526067227125168,-0.0597555972635746,0.018727071583271027
",",0.3087472915649414,0.224068284034729,0.4691906273365021,0.2836364209651947,-0.0016132977325469255,0.20794041454792023,0.31091248989105225
spirogyra,0.2878180742263794,0.3634037673473358,0.2536413073539734,0.46628955006599426,-0.031499553471803665,0.3091008961200714,0.21637381613254547
),0.26259949803352356,0.15138094127178192,0.37732169032096863,0.19663091003894806,0.021107977256178856,0.16103236377239227,0.42300865054130554
",",0.3087472915649414,0.224068284034729,0.4691906273365021,0.2836364209651947,-0.0016132977325469255,0.20794041454792023,0.31091248989105225
or,0.33867141604423523,0.29728466272354126,0.41870999336242676,0.3532789647579193,0.06871571391820908,0.3088610768318176,0.32389625906944275
slightly,0.30401676893234253,0.41467979550361633,0.32454636693000793,0.23466835916042328,0.0177976842969656,0.23537300527095795,0.15424269437789917
twisted,0.17578114569187164,0.3474568724632263,0.22843171656131744,0.2023361474275589,0.046721797436475754,0.29252514243125916,0.15508657693862915
bands,0.1525251418352127,0.15702204406261444,0.18751344084739685,0.14911974966526031,0.1040889173746109,0.23763930797576904,0.13013741374015808
at,0.2838611304759979,0.13078007102012634,0.25906258821487427,0.1470925509929657,-0.08481216430664062,0.18055656552314758,0.21978627145290375
the,0.42745697498321533,0.29087939858436584,0.5823672413825989,0.26091334223747253,-0.01540423184633255,0.23062430322170258,0.22068053483963013
cell,0.19222842156887054,0.22617387771606445,0.15086454153060913,0.3852212429046631,-0.07942157983779907,0.5408841967582703,0.2058541625738144
edges,0.18252980709075928,0.4447181522846222,0.25265464186668396,0.29716452956199646,0.0063974070362746716,0.30236107110977173,0.07914279401302338
(,0.2411840260028839,0.13226941227912903,0.35393038392066956,0.2066519856452942,0.0012731997994706035,0.17324984073638916,0.40561532974243164
e.g.,0.04733210429549217,-0.08016902953386307,0.11002284288406372,-0.05959654971957207,0.09526067227125168,-0.0597555972635746,0.018727071583271027
",",0.3087472915649414,0.224068284034729,0.4691906273365021,0.2836364209651947,-0.0016132977325469255,0.20794041454792023,0.31091248989105225
sirogonium,0.21893922984600067,0.2581404745578766,0.3399863541126251,0.4423099458217621,-0.0626593828201294,0.47785282135009766,0.1701018065214157
),0.26259949803352356,0.15138094127178192,0.37732169032096863,0.19663091003894806,0.021107977256178856,0.16103236377239227,0.42300865054130554
.,0.3567904531955719,0.267643541097641,0.4569662809371948,0.2634831666946411,-0.003708066651597619,0.23868323862552643,0.4130953550338745
