,to,calculate,instant,angular,acceleration,of,a,rigid,body,what,would,you,use,?
for,0.4451248347759247,0.25018659234046936,0.25402912497520447,0.1819334477186203,0.23662486672401428,0.4185989499092102,0.44038116931915283,0.15037065744400024,0.16740016639232635,0.3017193675041199,0.39877474308013916,0.31656414270401,0.47655582427978516,0.264628142118454
the,0.535392165184021,0.2715446352958679,0.21273015439510345,0.23341166973114014,0.29868006706237793,0.733189046382904,0.5829201340675354,0.21878214180469513,0.31682634353637695,0.42745697498321533,0.4133751392364502,0.30037742853164673,0.34342584013938904,0.22068053483963013
instantaneous,0.28968483209609985,0.4288683831691742,0.6630326509475708,0.4673602283000946,0.49349066615104675,0.2683395445346832,0.2989346981048584,0.2767445147037506,0.20545732975006104,0.3751329183578491,0.3090258836746216,0.40809109807014465,0.337702214717865,0.2847273647785187
angular,0.212856724858284,0.37193039059638977,0.23258475959300995,1.0000001192092896,0.5243338942527771,0.2594107985496521,0.26779499650001526,0.3727291524410248,0.2148449569940567,0.21473631262779236,0.2231123298406601,0.2349143922328949,0.2496565729379654,0.0890423133969307
acceleration,0.2787705063819885,0.4651530385017395,0.26180171966552734,0.5243338942527771,1.0,0.27446165680885315,0.21804127097129822,0.318179190158844,0.28999391198158264,0.2983599901199341,0.23875147104263306,0.27998653054237366,0.3226931095123291,0.16905567049980164
of,0.41548454761505127,0.25099822878837585,0.17131005227565765,0.2594107985496521,0.27446165680885315,1.0,0.5052502155303955,0.20174510776996613,0.25063133239746094,0.33290785551071167,0.3353942930698395,0.1774725764989853,0.2750902473926544,0.1826142966747284
the,0.535392165184021,0.2715446352958679,0.21273015439510345,0.23341166973114014,0.29868006706237793,0.733189046382904,0.5829201340675354,0.21878214180469513,0.31682634353637695,0.42745697498321533,0.4133751392364502,0.30037742853164673,0.34342584013938904,0.22068053483963013
rigid,0.2789352536201477,0.19934462010860443,0.15522906184196472,0.3727291524410248,0.318179190158844,0.20174510776996613,0.28742364048957825,0.9999998807907104,0.2931627929210663,0.20563605427742004,0.2622016668319702,0.1839621663093567,0.22625112533569336,0.12727688252925873
body,0.307265043258667,0.20360758900642395,0.1052776500582695,0.2148449569940567,0.28999391198158264,0.25063133239746094,0.26263290643692017,0.2931627929210663,1.0,0.2143840193748474,0.22848527133464813,0.16149619221687317,0.22484350204467773,0.20136451721191406
:,-0.09243495017290115,-0.0871017724275589,-0.06288754194974899,-0.04730141535401344,-0.020622795447707176,-0.08807745575904846,-0.0007584693375974894,-0.04163403436541557,-0.08777524530887604,-0.12022944539785385,-0.09726555645465851,-0.10772890597581863,-0.16000241041183472,-0.07156077772378922
