,how,many,vice,presidents,are,on,the,student,board,?
for,0.3308170735836029,0.40972793102264404,0.16580872237682343,0.23688310384750366,0.3895993232727051,0.36199691891670227,0.4739971458911896,0.20500831305980682,0.207724466919899,0.264628142118454
student,0.22541755437850952,0.18084076046943665,0.28817689418792725,0.2203095704317093,0.1161111518740654,0.17496874928474426,0.21259291470050812,1.0000001192092896,0.19979676604270935,0.13282090425491333
life,0.24822278320789337,0.291175901889801,0.0674906000494957,0.1726856231689453,0.194062277674675,0.19639495015144348,0.23528170585632324,0.13610024750232697,0.11332309246063232,0.21677987277507782
",",0.22659391164779663,0.40610817074775696,0.2756725251674652,0.27774885296821594,0.4062570035457611,0.49057599902153015,0.4933079481124878,0.2261858433485031,0.25734269618988037,0.31091248989105225
elected,0.15145733952522278,0.13487686216831207,0.4894659221172333,0.4991111159324646,0.08523022383451462,0.18943439424037933,0.23167964816093445,0.29689276218414307,0.27837949991226196,0.1966295689344406
together,0.2156706154346466,0.2683815658092499,0.16339905560016632,0.1423172503709793,0.3098504841327667,0.28666210174560547,0.26662585139274597,0.17189645767211914,0.10438478738069534,0.1690303236246109
as,0.33782753348350525,0.4070141911506653,0.25710538029670715,0.20710258185863495,0.3826591968536377,0.36047765612602234,0.48381632566452026,0.19075024127960205,0.16183848679065704,0.27043893933296204
a,0.29312583804130554,0.2872205972671509,0.13536539673805237,0.16544200479984283,0.265255331993103,0.3848365545272827,0.5829201340675354,0.3207114636898041,0.17163047194480896,0.23916715383529663
slate,0.2597993314266205,0.2701001465320587,0.05999273061752319,0.07968311011791229,0.2580067217350006,0.2750397324562073,0.21873484551906586,0.11465934664011002,0.13955654203891754,0.23710013926029205
by,0.34370526671409607,0.3409687578678131,0.17908844351768494,0.19361983239650726,0.37842893600463867,0.33887791633605957,0.4408751428127289,0.170615091919899,0.15669898688793182,0.17966607213020325
the,0.33890387415885925,0.4335206151008606,0.2412198781967163,0.29295453429222107,0.40399202704429626,0.5107308030128479,1.0,0.21259291470050812,0.2871673107147217,0.22068053483963013
student,0.22541755437850952,0.18084076046943665,0.28817689418792725,0.2203095704317093,0.1161111518740654,0.17496874928474426,0.21259291470050812,1.0000001192092896,0.19979676604270935,0.13282090425491333
body,0.27980050444602966,0.22107383608818054,0.12526749074459076,0.09881250560283661,0.2451179027557373,0.20112086832523346,0.31682634353637695,0.1546131819486618,0.1654515117406845,0.20136451721191406
each,0.4183253347873688,0.35348209738731384,0.1093779057264328,0.18226009607315063,0.39730963110923767,0.30782750248908997,0.470844566822052,0.15584132075309753,0.19513727724552155,0.21173812448978424
spring,0.1267099529504776,0.19258931279182434,0.1393871307373047,0.06739457696676254,0.19688956439495087,0.15691092610359192,0.316989928483963,0.23762379586696625,0.0952833890914917,0.06767474114894867
.,0.3287222981452942,0.3974229395389557,0.2451372742652893,0.2867530882358551,0.3452940285205841,0.49257001280784607,0.5934505462646484,0.20994822680950165,0.2503213584423065,0.4130953550338745
