,us,is,concerned,about,confrontation,of,the,middle,east,with,which,other,country,?
confrontation,0.13014934957027435,0.14763709902763367,0.37630602717399597,0.21358433365821838,1.0000001192092896,0.25594398379325867,0.26917076110839844,0.20225289463996887,0.20824047923088074,0.3123953640460968,0.25198784470558167,0.2512857913970947,0.14993762969970703,0.15501664578914642
with,0.1991443932056427,0.3250955045223236,0.31396952271461487,0.3347385823726654,0.3123953640460968,0.41827285289764404,0.4223487675189972,0.1472902148962021,0.18583141267299652,0.9999999403953552,0.46403205394744873,0.44086363911628723,0.24760155379772186,0.2433311939239502
the,0.25727739930152893,0.5823672413825989,0.2822320759296417,0.37995871901512146,0.26917076110839844,0.733189046382904,1.0,0.3405749201774597,0.3383176326751709,0.4223487675189972,0.6521818041801453,0.44152235984802246,0.30432501435279846,0.22068053483963013
ussr,0.26010969281196594,0.11190825700759888,0.11577640473842621,0.11600543558597565,0.23196746408939362,0.16848184168338776,0.19452720880508423,0.09094816446304321,0.23105235397815704,0.20655396580696106,0.15631438791751862,0.19584375619888306,0.29147812724113464,0.0990586206316948
was,0.19898231327533722,0.5810302495956421,0.23844052851200104,0.2577359974384308,0.17500033974647522,0.4069072902202606,0.48711544275283813,0.21038298308849335,0.2747166156768799,0.27411898970603943,0.2830964922904968,0.14651623368263245,0.24557247757911682,0.18412111699581146
of,0.23568789660930634,0.4854315221309662,0.3373318910598755,0.40939709544181824,0.25594398379325867,1.0,0.733189046382904,0.2799445688724518,0.314786434173584,0.41827285289764404,0.5011631846427917,0.38583824038505554,0.28866857290267944,0.1826142966747284
more,0.2442309558391571,0.2946030795574188,0.31570395827293396,0.4194578528404236,0.260031133890152,0.30478984117507935,0.39758381247520447,0.14178451895713806,0.15331390500068665,0.3535402715206146,0.4639437198638916,0.49628373980522156,0.16735000908374786,0.27894994616508484
concern,0.1889922320842743,0.2359357625246048,0.7143390774726868,0.36705607175827026,0.3861527442932129,0.23287762701511383,0.23735320568084717,0.14730465412139893,0.14792491495609283,0.23099270462989807,0.2987052798271179,0.2774282693862915,0.14592237770557404,0.3455961048603058
to,0.2928973436355591,0.42745086550712585,0.3205902576446533,0.391953706741333,0.3054159879684448,0.41548454761505127,0.535392165184021,0.2015334814786911,0.24717837572097778,0.4239959120750427,0.5345056653022766,0.4193183183670044,0.31281599402427673,0.29463258385658264
the,0.25727739930152893,0.5823672413825989,0.2822320759296417,0.37995871901512146,0.26917076110839844,0.733189046382904,1.0,0.3405749201774597,0.3383176326751709,0.4223487675189972,0.6521818041801453,0.44152235984802246,0.30432501435279846,0.22068053483963013
us,1.0000001192092896,0.1808239072561264,0.24027393758296967,0.2063043713569641,0.13014934957027435,0.23568789660930634,0.25727739930152893,0.1015794649720192,0.14660204946994781,0.1991443932056427,0.24368898570537567,0.2157169133424759,0.22959643602371216,0.2742428481578827
than,0.22856514155864716,0.2839990258216858,0.3208840787410736,0.40586400032043457,0.20909516513347626,0.33036211133003235,0.3227543234825134,0.1809392124414444,0.12282548099756241,0.3028803765773773,0.3974681496620178,0.5105555653572083,0.16402976214885712,0.24917294085025787
oil,0.20205363631248474,0.20966008305549622,0.07609526813030243,0.14841169118881226,0.10808466374874115,0.22900764644145966,0.21849922835826874,0.1754237711429596,0.17592141032218933,0.14971643686294556,0.20154443383216858,0.19068658351898193,0.17200785875320435,0.14867261052131653
.,0.3162994682788849,0.4569662809371948,0.2531110942363739,0.42038556933403015,0.18610748648643494,0.5352458953857422,0.5934505462646484,0.2989427447319031,0.28351864218711853,0.4446153938770294,0.45942068099975586,0.41511186957359314,0.26130348443984985,0.4130953550338745
