,when,is,sir,pindar,'s,house,dated,?
work,0.2500542998313904,0.22475390136241913,0.25010618567466736,0.07710954546928406,-0.03332063928246498,0.19581548869609833,0.15295006334781647,0.2621155381202698
and,0.4716290831565857,0.3859752118587494,0.19441749155521393,0.2478959709405899,0.06895173341035843,0.2552875876426697,0.19221575558185577,0.20544172823429108
leaded,0.25340932607650757,0.19268590211868286,0.20073887705802917,0.18196776509284973,0.025191042572259903,0.24058333039283752,0.11526045948266983,0.0433068722486496
windows,0.1924223005771637,0.17189237475395203,0.11413958668708801,0.18885701894760132,-0.04066501185297966,0.23987431824207306,0.08831983804702759,0.17412035167217255
",",0.36674630641937256,0.4691906273365021,0.2283722162246704,0.29386651515960693,-0.0016132977325469255,0.28236111998558044,0.2621086835861206,0.31091248989105225
a,0.44397395849227905,0.658733606338501,0.1604013890028,0.2349974364042282,0.04866964742541313,0.26758551597595215,0.19971038401126862,0.23916715383529663
rare,0.27996012568473816,0.29281729459762573,0.11558723449707031,0.10080233216285706,0.02221851982176304,0.12284872680902481,0.14403274655342102,0.14820347726345062
survivor,0.1452307552099228,0.20829229056835175,0.08757825940847397,0.13267971575260162,0.00038781139301136136,0.2112734615802765,0.16486810147762299,0.14328633248806
of,0.3757161796092987,0.4854315221309662,0.17569157481193542,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.210488960146904,0.1826142966747284
the,0.5091903209686279,0.5823672413825989,0.20237073302268982,0.29652535915374756,-0.01540423184633255,0.2847244441509247,0.2046709507703781,0.22068053483963013
great,0.2342798113822937,0.1345067322254181,0.18550744652748108,0.16365620493888855,-0.014279589988291264,0.1829875409603119,0.13504937291145325,0.13135133683681488
fire,0.24638736248016357,0.20205499231815338,0.1356414407491684,0.20002944767475128,-0.033307209610939026,0.19836702942848206,0.14141124486923218,0.14396874606609344
of,0.3757161796092987,0.4854315221309662,0.17569157481193542,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.210488960146904,0.1826142966747284
london,0.17293383181095123,0.15162920951843262,0.30224865674972534,0.21338319778442383,0.03185916692018509,0.24744988977909088,0.1497509628534317,0.11278104782104492
",",0.36674630641937256,0.4691906273365021,0.2283722162246704,0.29386651515960693,-0.0016132977325469255,0.28236111998558044,0.2621086835861206,0.31091248989105225
there,0.34822648763656616,0.3904260993003845,0.17134366929531097,0.18609942495822906,-0.04860968142747879,0.19492481648921967,0.21016138792037964,0.29405656456947327
is,0.3471449911594391,1.0,0.17222478985786438,0.2614802122116089,0.02396530658006668,0.2084006369113922,0.13580690324306488,0.22961433231830597
a,0.44397395849227905,0.658733606338501,0.1604013890028,0.2349974364042282,0.04866964742541313,0.26758551597595215,0.19971038401126862,0.23916715383529663
brick,0.2530898451805115,0.21653102338314056,0.13961957395076752,0.14995060861110687,0.04161790385842323,0.2555142939090729,0.14067162573337555,0.12426483631134033
portal,0.17004068195819855,0.16632910072803497,0.05088385194540024,0.1401549130678177,-0.07674451917409897,0.11808669567108154,0.10845693945884705,0.21281102299690247
from,0.405669629573822,0.27355384826660156,0.09217385947704315,0.14209768176078796,-0.01936490088701248,0.21994347870349884,0.22167015075683594,0.19969791173934937
a,0.44397395849227905,0.658733606338501,0.1604013890028,0.2349974364042282,0.04866964742541313,0.26758551597595215,0.19971038401126862,0.23916715383529663
london,0.17293383181095123,0.15162920951843262,0.30224865674972534,0.21338319778442383,0.03185916692018509,0.24744988977909088,0.1497509628534317,0.11278104782104492
house,0.20097142457962036,0.2084006369113922,0.16580168902873993,0.17454557120800018,0.0011872146278619766,0.9999998807907104,0.04339737817645073,0.13736455142498016
of,0.3757161796092987,0.4854315221309662,0.17569157481193542,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.210488960146904,0.1826142966747284
the,0.5091903209686279,0.5823672413825989,0.20237073302268982,0.29652535915374756,-0.01540423184633255,0.2847244441509247,0.2046709507703781,0.22068053483963013
english,0.17140372097492218,0.24613474309444427,0.3000313341617584,0.20120736956596375,0.04063878208398819,0.17121876776218414,0.12115348875522614,0.23251567780971527
restoration,0.20110297203063965,0.19480320811271667,0.0975576713681221,0.16333581507205963,-0.05900873243808746,0.2778078317642212,0.20925964415073395,0.16668665409088135
period,0.3356073200702667,0.1838376820087433,0.08063259720802307,0.08959909528493881,-0.05741342157125473,0.11852633208036423,0.26204022765159607,0.18706195056438446
and,0.4716290831565857,0.3859752118587494,0.19441749155521393,0.2478959709405899,0.06895173341035843,0.2552875876426697,0.19221575558185577,0.20544172823429108
a,0.44397395849227905,0.658733606338501,0.1604013890028,0.2349974364042282,0.04866964742541313,0.26758551597595215,0.19971038401126862,0.23916715383529663
fireplace,0.30491361021995544,0.2073107361793518,0.13990235328674316,0.20440147817134857,-0.10305958241224289,0.2740718126296997,0.2586631774902344,0.23456427454948425
from,0.405669629573822,0.27355384826660156,0.09217385947704315,0.14209768176078796,-0.01936490088701248,0.21994347870349884,0.22167015075683594,0.19969791173934937
the,0.5091903209686279,0.5823672413825989,0.20237073302268982,0.29652535915374756,-0.01540423184633255,0.2847244441509247,0.2046709507703781,0.22068053483963013
gallery,0.13951179385185242,0.15374112129211426,0.20507320761680603,0.14234186708927155,-0.08047135919332504,0.2561182379722595,0.19828090071678162,0.18202216923236847
of,0.3757161796092987,0.4854315221309662,0.17569157481193542,0.22889794409275055,-0.03817026689648628,0.285114049911499,0.210488960146904,0.1826142966747284
northumberland,0.2315472513437271,0.19445562362670898,0.35818567872047424,0.2866433262825012,-0.0061688716523349285,0.24998047947883606,0.1403159499168396,0.12058310210704803
house,0.20097142457962036,0.2084006369113922,0.16580168902873993,0.17454557120800018,0.0011872146278619766,0.9999998807907104,0.04339737817645073,0.13736455142498016
.,0.475719153881073,0.4569662809371948,0.18421879410743713,0.22126427292823792,-0.003708066651597619,0.2607949376106262,0.2194228619337082,0.4130953550338745
