,in,which,episode,does,the,first,doctor,see,himself,?
as,0.3887844979763031,0.41006597876548767,0.27605700492858887,0.31202155351638794,0.48381632566452026,0.33842000365257263,0.17422905564308167,0.3243166506290436,0.2743586599826813,0.27043893933296204
an,0.2605783939361572,0.3611921966075897,0.14956113696098328,0.29477936029434204,0.4207492768764496,0.29757723212242126,0.1790127456188202,0.2509157359600067,0.18889817595481873,0.19793890416622162
exhibit,0.2108793556690216,0.26590898633003235,0.14204370975494385,0.183012455701828,0.1921604871749878,0.16262416541576385,0.08362427353858948,0.2172968089580536,0.13357242941856384,0.1524401158094406
),0.3326910734176636,0.2758678197860718,0.1890215277671814,0.2575884759426117,0.3456730246543884,0.27228695154190063,0.1509941965341568,0.29296672344207764,0.11035095900297165,0.42300865054130554
",",0.5201468467712402,0.3658004403114319,0.18198037147521973,0.28617382049560547,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.35306161642074585,0.18494756519794464,0.31091248989105225
the,0.6662389636039734,0.6521818041801453,0.25342556834220886,0.35928019881248474,1.0,0.49448907375335693,0.2820442318916321,0.3770301640033722,0.24642214179039001,0.22068053483963013
third,0.3309578001499176,0.29048746824264526,0.18859826028347015,0.16555646061897278,0.4229298532009125,0.6071826219558716,0.19177944958209991,0.2277931272983551,0.11612728238105774,0.15394791960716248
doctor,0.25567495822906494,0.19030126929283142,0.2940889000892639,0.17192082107067108,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.2363569736480713,0.2183612734079361,0.1462511420249939
encounters,0.2199096530675888,0.24034464359283447,0.2954961359500885,0.22795584797859192,0.2514905333518982,0.2011246234178543,0.2510840892791748,0.27113789319992065,0.19433125853538513,0.12401029467582703
and,0.4954058527946472,0.506277859210968,0.2091434895992279,0.3461615741252899,0.5171257257461548,0.3167642652988434,0.21673844754695892,0.367068350315094,0.23012475669384003,0.20544172823429108
interacts,0.1689641773700714,0.3868817985057831,0.12236806005239487,0.27075842022895813,0.25955772399902344,0.15409834682941437,0.1277511566877365,0.3254350423812866,0.1472536325454712,0.17212997376918793
with,0.4080928862094879,0.46403205394744873,0.2304430603981018,0.26186925172805786,0.4223487675189972,0.2691199779510498,0.17277967929840088,0.27642667293548584,0.1506686955690384,0.2433311939239502
himself,0.1521509736776352,0.25621819496154785,0.2194342166185379,0.23097388446331024,0.24642214179039001,0.2006741464138031,0.2183612734079361,0.06526437401771545,0.9999998807907104,0.10407622903585434
in,1.0,0.4840516746044159,0.19184806942939758,0.214483380317688,0.6662389636039734,0.4127444326877594,0.25567495822906494,0.2973747253417969,0.1521509736776352,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.25342556834220886,0.35928019881248474,1.0,0.49448907375335693,0.2820442318916321,0.3770301640033722,0.24642214179039001,0.22068053483963013
story,0.22475379705429077,0.25482407212257385,0.3569057881832123,0.19704315066337585,0.2915393114089966,0.29524773359298706,0.24003900587558746,0.24075353145599365,0.2395806759595871,0.2304346114397049
day,0.2671984136104584,0.2760511040687561,0.22638504207134247,0.12629863619804382,0.3062323033809662,0.28378555178642273,0.1563597172498703,0.1825876533985138,0.17624297738075256,0.2141837179660797
of,0.5696388483047485,0.5011631846427917,0.17369085550308228,0.3119818866252899,0.733189046382904,0.3536086082458496,0.16895952820777893,0.33962661027908325,0.17862990498542786,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.25342556834220886,0.35928019881248474,1.0,0.49448907375335693,0.2820442318916321,0.3770301640033722,0.24642214179039001,0.22068053483963013
daleks,0.2037806212902069,0.2414805293083191,0.325559139251709,0.1609041839838028,0.3154934346675873,0.2665290832519531,0.3440004587173462,0.1912137269973755,0.2701023817062378,0.13693755865097046
",",0.5201468467712402,0.3658004403114319,0.18198037147521973,0.28617382049560547,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.35306161642074585,0.18494756519794464,0.31091248989105225
the,0.6662389636039734,0.6521818041801453,0.25342556834220886,0.35928019881248474,1.0,0.49448907375335693,0.2820442318916321,0.3770301640033722,0.24642214179039001,0.22068053483963013
fourth,0.29149749875068665,0.2565274238586426,0.21778461337089539,0.15424591302871704,0.40804702043533325,0.5567235350608826,0.21519136428833008,0.18977993726730347,0.10944508016109467,0.13791213929653168
doctor,0.25567495822906494,0.19030126929283142,0.2940889000892639,0.17192082107067108,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.2363569736480713,0.2183612734079361,0.1462511420249939
encounters,0.2199096530675888,0.24034464359283447,0.2954961359500885,0.22795584797859192,0.2514905333518982,0.2011246234178543,0.2510840892791748,0.27113789319992065,0.19433125853538513,0.12401029467582703
and,0.4954058527946472,0.506277859210968,0.2091434895992279,0.3461615741252899,0.5171257257461548,0.3167642652988434,0.21673844754695892,0.367068350315094,0.23012475669384003,0.20544172823429108
interacts,0.1689641773700714,0.3868817985057831,0.12236806005239487,0.27075842022895813,0.25955772399902344,0.15409834682941437,0.1277511566877365,0.3254350423812866,0.1472536325454712,0.17212997376918793
with,0.4080928862094879,0.46403205394744873,0.2304430603981018,0.26186925172805786,0.4223487675189972,0.2691199779510498,0.17277967929840088,0.27642667293548584,0.1506686955690384,0.2433311939239502
the,0.6662389636039734,0.6521818041801453,0.25342556834220886,0.35928019881248474,1.0,0.49448907375335693,0.2820442318916321,0.3770301640033722,0.24642214179039001,0.22068053483963013
future,0.15554536879062653,0.2278342843055725,0.23321349918842316,0.23526257276535034,0.2337762415409088,0.28642943501472473,0.18245971202850342,0.2726665735244751,0.1530969738960266,0.3367180824279785
incarnation,0.2213584929704666,0.291475772857666,0.306388258934021,0.21973489224910736,0.3089248239994049,0.24328671395778656,0.3371219038963318,0.22353900969028473,0.24701637029647827,0.20495687425136566
of,0.5696388483047485,0.5011631846427917,0.17369085550308228,0.3119818866252899,0.733189046382904,0.3536086082458496,0.16895952820777893,0.33962661027908325,0.17862990498542786,0.1826142966747284
himself,0.1521509736776352,0.25621819496154785,0.2194342166185379,0.23097388446331024,0.24642214179039001,0.2006741464138031,0.2183612734079361,0.06526437401771545,0.9999998807907104,0.10407622903585434
(,0.3087427020072937,0.2589828372001648,0.19250941276550293,0.2728188931941986,0.33289089798927307,0.2450505793094635,0.1570640504360199,0.29499587416648865,0.10405007004737854,0.40561532974243164
the,0.6662389636039734,0.6521818041801453,0.25342556834220886,0.35928019881248474,1.0,0.49448907375335693,0.2820442318916321,0.3770301640033722,0.24642214179039001,0.22068053483963013
'watcher,0.20416733622550964,0.1956743448972702,0.2664075195789337,0.10568636655807495,0.25836455821990967,0.26141414046287537,0.2034151405096054,0.2158375382423401,0.1151336282491684,0.2596263587474823
',0.4158826768398285,0.32852497696876526,0.18776243925094604,0.2684852182865143,0.474788099527359,0.2962508797645569,0.2026606649160385,0.33835476636886597,0.09283480048179626,0.330942302942276
),0.3326910734176636,0.2758678197860718,0.1890215277671814,0.2575884759426117,0.3456730246543884,0.27228695154190063,0.1509941965341568,0.29296672344207764,0.11035095900297165,0.42300865054130554
in,1.0,0.4840516746044159,0.19184806942939758,0.214483380317688,0.6662389636039734,0.4127444326877594,0.25567495822906494,0.2973747253417969,0.1521509736776352,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.25342556834220886,0.35928019881248474,1.0,0.49448907375335693,0.2820442318916321,0.3770301640033722,0.24642214179039001,0.22068053483963013
story,0.22475379705429077,0.25482407212257385,0.3569057881832123,0.19704315066337585,0.2915393114089966,0.29524773359298706,0.24003900587558746,0.24075353145599365,0.2395806759595871,0.2304346114397049
logopolis,0.2332656979560852,0.25154054164886475,0.16610491275787354,0.19091792404651642,0.2667553722858429,0.16944043338298798,0.1418439894914627,0.23223431408405304,0.1175435408949852,0.23355033993721008
",",0.5201468467712402,0.3658004403114319,0.18198037147521973,0.28617382049560547,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.35306161642074585,0.18494756519794464,0.31091248989105225
the,0.6662389636039734,0.6521818041801453,0.25342556834220886,0.35928019881248474,1.0,0.49448907375335693,0.2820442318916321,0.3770301640033722,0.24642214179039001,0.22068053483963013
ninth,0.26812660694122314,0.2084932178258896,0.28469496965408325,0.14029201865196228,0.3694124221801758,0.45066216588020325,0.23350876569747925,0.10422138124704361,0.18337112665176392,0.05752093717455864
doctor,0.25567495822906494,0.19030126929283142,0.2940889000892639,0.17192082107067108,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.2363569736480713,0.2183612734079361,0.1462511420249939
observes,0.26120784878730774,0.2673652470111847,0.12091457843780518,0.2773643434047699,0.2833319306373596,0.23169976472854614,0.17217771708965302,0.3109939694404602,0.1591513454914093,0.09942031651735306
a,0.539380669593811,0.56894451379776,0.211050882935524,0.38201746344566345,0.5829201340675354,0.4287874400615692,0.22883038222789764,0.3039536476135254,0.2141161412000656,0.23916715383529663
former,0.2668642997741699,0.13964752852916718,0.06368348747491837,0.09810520708560944,0.2251449078321457,0.19098392128944397,0.06377578526735306,0.10727719962596893,0.09901101142168045,0.10570605844259262
version,0.19599339365959167,0.28911566734313965,0.26713085174560547,0.23284213244915009,0.27268242835998535,0.2650057077407837,0.16003715991973877,0.21942545473575592,0.1783699244260788,0.2573966085910797
of,0.5696388483047485,0.5011631846427917,0.17369085550308228,0.3119818866252899,0.733189046382904,0.3536086082458496,0.16895952820777893,0.33962661027908325,0.17862990498542786,0.1826142966747284
his,0.3598145842552185,0.32283493876457214,0.22979067265987396,0.20403875410556793,0.4394008219242096,0.3241460621356964,0.2365143597126007,0.14544357359409332,0.5622478127479553,0.18075084686279297
current,0.1955713927745819,0.20667576789855957,0.1269766390323639,0.19604332745075226,0.3314409554004669,0.23634201288223267,0.11677069962024689,0.2822798490524292,0.10626299679279327,0.12074550241231918
incarnation,0.2213584929704666,0.291475772857666,0.306388258934021,0.21973489224910736,0.3089248239994049,0.24328671395778656,0.3371219038963318,0.22353900969028473,0.24701637029647827,0.20495687425136566
in,1.0,0.4840516746044159,0.19184806942939758,0.214483380317688,0.6662389636039734,0.4127444326877594,0.25567495822906494,0.2973747253417969,0.1521509736776352,0.20430970191955566
``,0.04765888676047325,0.05178012326359749,-0.035673100501298904,0.06539655476808548,0.029072100296616554,0.006519378628581762,0.03718610852956772,-0.05533597618341446,0.0843043103814125,0.0685480609536171
father,0.25954100489616394,0.19622015953063965,0.18431851267814636,0.19012796878814697,0.24010279774665833,0.2619543969631195,0.3137642741203308,0.1305694878101349,0.36376479268074036,0.14826634526252747
's,-0.037580832839012146,0.03856118768453598,-0.057472456246614456,-0.02895052544772625,-0.01540423184633255,-0.014458609744906425,0.031664930284023285,-0.010140474885702133,-0.025549961254000664,-0.023395681753754616
day,0.2671984136104584,0.2760511040687561,0.22638504207134247,0.12629863619804382,0.3062323033809662,0.28378555178642273,0.1563597172498703,0.1825876533985138,0.17624297738075256,0.2141837179660797
'',0.07432962208986282,-0.03332270681858063,-0.014759616926312447,-0.004023602232336998,0.041273195296525955,-0.03874251991510391,0.06782495975494385,0.09019552171230316,-0.03610442578792572,0.018684765323996544
",",0.5201468467712402,0.3658004403114319,0.18198037147521973,0.28617382049560547,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.35306161642074585,0.18494756519794464,0.31091248989105225
and,0.4954058527946472,0.506277859210968,0.2091434895992279,0.3461615741252899,0.5171257257461548,0.3167642652988434,0.21673844754695892,0.367068350315094,0.23012475669384003,0.20544172823429108
the,0.6662389636039734,0.6521818041801453,0.25342556834220886,0.35928019881248474,1.0,0.49448907375335693,0.2820442318916321,0.3770301640033722,0.24642214179039001,0.22068053483963013
eleventh,0.29234778881073,0.23803870379924774,0.3004342317581177,0.13018687069416046,0.3663412928581238,0.4543960690498352,0.2803051173686981,0.15319639444351196,0.07763051241636276,0.0976005420088768
doctor,0.25567495822906494,0.19030126929283142,0.2940889000892639,0.17192082107067108,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.2363569736480713,0.2183612734079361,0.1462511420249939
briefly,0.3282359540462494,0.2718057334423065,0.19694441556930542,0.12190946936607361,0.3548050820827484,0.2907670736312866,0.18991680443286896,0.10168658941984177,0.321712464094162,0.04666464775800705
comes,0.18555757403373718,0.2863384485244751,0.11103109270334244,0.36135387420654297,0.32399529218673706,0.19311007857322693,0.14719700813293457,0.27385199069976807,0.167324036359787,0.15980161726474762
face,0.17266811430454254,0.2540298104286194,0.23075395822525024,0.21105800569057465,0.2601291239261627,0.15049083530902863,0.220520481467247,0.23491789400577545,0.1999809592962265,0.12476722151041031
to,0.45010748505592346,0.5345056653022766,0.25052839517593384,0.4391997456550598,0.535392165184021,0.3792489171028137,0.22950075566768646,0.3792734146118164,0.2758015990257263,0.29463258385658264
face,0.17266811430454254,0.2540298104286194,0.23075395822525024,0.21105800569057465,0.2601291239261627,0.15049083530902863,0.220520481467247,0.23491789400577545,0.1999809592962265,0.12476722151041031
with,0.4080928862094879,0.46403205394744873,0.2304430603981018,0.26186925172805786,0.4223487675189972,0.2691199779510498,0.17277967929840088,0.27642667293548584,0.1506686955690384,0.2433311939239502
himself,0.1521509736776352,0.25621819496154785,0.2194342166185379,0.23097388446331024,0.24642214179039001,0.2006741464138031,0.2183612734079361,0.06526437401771545,0.9999998807907104,0.10407622903585434
in,1.0,0.4840516746044159,0.19184806942939758,0.214483380317688,0.6662389636039734,0.4127444326877594,0.25567495822906494,0.2973747253417969,0.1521509736776352,0.20430970191955566
``,0.04765888676047325,0.05178012326359749,-0.035673100501298904,0.06539655476808548,0.029072100296616554,0.006519378628581762,0.03718610852956772,-0.05533597618341446,0.0843043103814125,0.0685480609536171
the,0.6662389636039734,0.6521818041801453,0.25342556834220886,0.35928019881248474,1.0,0.49448907375335693,0.2820442318916321,0.3770301640033722,0.24642214179039001,0.22068053483963013
big,0.2359251081943512,0.3132573664188385,0.1785869300365448,0.22052116692066193,0.308749794960022,0.19652248919010162,0.1275855153799057,0.23359069228172302,0.15623007714748383,0.20497842133045197
bang,0.1714373379945755,0.194881409406662,0.24365878105163574,0.1280718892812729,0.19400043785572052,0.18737398087978363,0.1578383445739746,0.13249510526657104,0.16323311626911163,0.21270088851451874
'',0.07432962208986282,-0.03332270681858063,-0.014759616926312447,-0.004023602232336998,0.041273195296525955,-0.03874251991510391,0.06782495975494385,0.09019552171230316,-0.03610442578792572,0.018684765323996544
.,0.5591574311256409,0.45942068099975586,0.23102888464927673,0.3022993505001068,0.5934505462646484,0.4345304071903229,0.22361043095588684,0.3851161599159241,0.16836950182914734,0.4130953550338745
