,what,type,of,group,is,the,islamic,state,?
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.3089635670185089,0.3995479643344879,0.5473989248275757,0.22403839230537415,0.24252457916736603,0.32716336846351624
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.2519444227218628,0.43216490745544434,0.48381632566452026,0.20407888293266296,0.26851922273635864,0.27043893933296204
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.30795547366142273,0.5823672413825989,1.0,0.27231070399284363,0.3097178041934967,0.22068053483963013
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.14310015738010406,0.058766357600688934,0.029072100296616554,0.12120585143566132,0.041566602885723114,0.0685480609536171
islamic,0.2204568088054657,0.13606184720993042,0.25656506419181824,0.18744540214538574,0.17644661664962769,0.27231070399284363,0.9999999403953552,0.26186755299568176,0.1692383587360382
state,0.24273863434791565,0.1545526683330536,0.34253445267677307,0.16570743918418884,0.2627358138561249,0.3097178041934967,0.26186755299568176,1.0,0.1160883978009224
of,0.33290785551071167,0.18112817406654358,1.0,0.25542253255844116,0.4854315221309662,0.733189046382904,0.25656506419181824,0.34253445267677307,0.1826142966747284
iraq,0.19968436658382416,0.10038897395133972,0.24110949039459229,0.20555390417575836,0.1696840524673462,0.2386751025915146,0.5077990293502808,0.2750273644924164,0.13788843154907227
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.017886392772197723,0.0793738141655922,0.041273195296525955,0.010483020916581154,-0.007484397850930691,0.018684765323996544
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2809832692146301,0.4691906273365021,0.4933079481124878,0.20175659656524658,0.29481780529022217,0.31091248989105225
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.21665191650390625,0.35393038392066956,0.33289089798927307,0.13537868857383728,0.23423868417739868,0.40561532974243164
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.3510662019252777,0.3859752118587494,0.5171257257461548,0.2192772477865219,0.2653750479221344,0.20544172823429108
called,0.3235960602760315,0.30593958497047424,0.4222904443740845,0.3319643437862396,0.430266410112381,0.489897221326828,0.18123629689216614,0.214922696352005,0.18963319063186646
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.30795547366142273,0.5823672413825989,1.0,0.27231070399284363,0.3097178041934967,0.22068053483963013
acronym,0.22683575749397278,0.20797158777713776,0.19614456593990326,0.24435171484947205,0.316841721534729,0.22906145453453064,0.1717941164970398,0.14529120922088623,0.21375642716884613
daesh,0.22066137194633484,0.1393490880727768,0.19087077677249908,0.22820739448070526,0.21320010721683502,0.20701758563518524,0.322635293006897,0.17563727498054504,0.1910589337348938
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.2915726900100708,0.3899846076965332,0.4408751428127289,0.1815912425518036,0.2263980358839035,0.17966607213020325
its,0.30393704771995544,0.11677329987287521,0.48690423369407654,0.2008703351020813,0.4447362422943115,0.559237003326416,0.2048245519399643,0.3171643614768982,0.15103481709957123
many,0.36131182312965393,0.19664129614830017,0.37253960967063904,0.2776661217212677,0.2649032473564148,0.4335206151008606,0.1976783722639084,0.23203584551811218,0.2124512493610382
detractors,0.30396294593811035,0.20341338217258453,0.2624364197254181,0.2178138792514801,0.17577263712882996,0.28284409642219543,0.22230349481105804,0.22427551448345184,0.21224859356880188
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.23240500688552856,0.37732169032096863,0.3456730246543884,0.17926958203315735,0.2340407520532608,0.42300865054130554
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2809832692146301,0.4691906273365021,0.4933079481124878,0.20175659656524658,0.29481780529022217,0.31091248989105225
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.22153858840465546,1.0,0.5823672413825989,0.17644661664962769,0.2627358138561249,0.22961433231830597
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.2594761848449707,0.658733606338501,0.5829201340675354,0.20177602767944336,0.25097307562828064,0.23916715383529663
wahhabi/salafi,0.29104873538017273,0.17150506377220154,0.34112152457237244,0.3074057996273041,0.278030663728714,0.3171427249908447,0.6058161854743958,0.26263195276260376,0.2559947371482849
jihadist,0.20470544695854187,0.08294103294610977,0.21924594044685364,0.27031052112579346,0.1614571213722229,0.22023388743400574,0.5656576752662659,0.23820793628692627,0.19052539765834808
extremist,0.2331146001815796,0.09028457850217819,0.24641986191272736,0.3358360528945923,0.19763273000717163,0.2740326523780823,0.48300832509994507,0.19938907027244568,0.14525245130062103
militant,0.20277497172355652,0.09014847874641418,0.21760234236717224,0.34815260767936707,0.15148533880710602,0.1975293606519699,0.5135795474052429,0.2682318687438965,0.20093010365962982
group,0.2114069163799286,0.23933224380016327,0.25542253255844116,0.9999999403953552,0.22153858840465546,0.30795547366142273,0.18744540214538574,0.16570743918418884,0.13827809691429138
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.32466647028923035,0.4457404911518097,0.6521818041801453,0.21128115057945251,0.27248382568359375,0.25814583897590637
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.22153858840465546,1.0,0.5823672413825989,0.17644661664962769,0.2627358138561249,0.22961433231830597
led,0.12112844735383987,0.0930367261171341,0.32918456196784973,0.2624949812889099,0.14361225068569183,0.3267505168914795,0.2107054889202118,0.1409255415201187,0.09273858368396759
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.2915726900100708,0.3899846076965332,0.4408751428127289,0.1815912425518036,0.2263980358839035,0.17966607213020325
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.3510662019252777,0.3859752118587494,0.5171257257461548,0.2192772477865219,0.2653750479221344,0.20544172823429108
mainly,0.29325804114341736,0.28857725858688354,0.3325652480125427,0.3192521929740906,0.3799574673175812,0.3790479004383087,0.20460200309753418,0.20216234028339386,0.07608037441968918
composed,0.14231626689434052,0.11387284845113754,0.29509663581848145,0.18786975741386414,0.18838012218475342,0.21816956996917725,0.0959823951125145,0.17963431775569916,0.0784355029463768
of,0.33290785551071167,0.18112817406654358,1.0,0.25542253255844116,0.4854315221309662,0.733189046382904,0.25656506419181824,0.34253445267677307,0.1826142966747284
sunni,0.24205702543258667,0.052561867982149124,0.25304439663887024,0.249592125415802,0.1712295264005661,0.23035748302936554,0.6079015135765076,0.21899448335170746,0.17507030069828033
arabs,0.2222299575805664,0.09796010702848434,0.2234063297510147,0.2853474020957947,0.1665194034576416,0.2739878296852112,0.47831088304519653,0.2217244654893875,0.12848976254463196
from,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.2369973510503769,0.27355384826660156,0.40150508284568787,0.17753800749778748,0.29024070501327515,0.19969791173934937
iraq,0.19968436658382416,0.10038897395133972,0.24110949039459229,0.20555390417575836,0.1696840524673462,0.2386751025915146,0.5077990293502808,0.2750273644924164,0.13788843154907227
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.3510662019252777,0.3859752118587494,0.5171257257461548,0.2192772477865219,0.2653750479221344,0.20544172823429108
syria,0.17848138511180878,0.07751288264989853,0.23301105201244354,0.18811281025409698,0.15700428187847137,0.25272905826568604,0.4174184501171112,0.22659975290298462,0.1554446816444397
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.27268800139427185,0.4569662809371948,0.5934505462646484,0.20520655810832977,0.31380724906921387,0.4130953550338745
