,who,designed,the,sage,gateshead,music,center,?
integrated,0.12410079687833786,0.2255881428718567,0.2578928470611572,0.01071039866656065,0.2168099731206894,0.22634729743003845,0.2384672611951828,0.13383129239082336
the,0.3733934462070465,0.2559613883495331,1.0,0.19391703605651855,0.29985129833221436,0.2714049816131592,0.29064592719078064,0.22068053483963013
older,0.3146214485168457,0.2640915513038635,0.21663418412208557,0.1643570065498352,0.16798003017902374,0.22467191517353058,0.14863547682762146,0.1524270623922348
newcastle,0.21185682713985443,0.15722429752349854,0.2253497689962387,0.13680137693881989,0.5162909030914307,0.21259021759033203,0.11147858202457428,0.0902252271771431
quayside,0.23738276958465576,0.1996082216501236,0.27416083216667175,0.26963886618614197,0.5746084451675415,0.23437166213989258,0.27310943603515625,0.10773716121912003
more,0.31567877531051636,0.2078312188386917,0.39758381247520447,0.09872458130121231,0.16890861093997955,0.2311365157365799,0.1488885134458542,0.27894994616508484
closely,0.20456218719482422,0.16234353184700012,0.2750711441040039,0.17245692014694214,0.13876861333847046,0.12352444231510162,0.05516485124826431,0.08341413736343384
with,0.3282766342163086,0.21504513919353485,0.4223487675189972,0.15477214753627777,0.17288444936275482,0.23035649955272675,0.1499965488910675,0.2433311939239502
major,0.17810054123401642,0.09009100496768951,0.31775903701782227,0.07422839105129242,0.20832261443138123,0.16140040755271912,0.24597682058811188,0.19788557291030884
cultural,0.14877724647521973,0.17970578372478485,0.23337452113628387,0.18619301915168762,0.18340283632278442,0.25493165850639343,0.2920789122581482,0.09798457473516464
developments,0.18996784090995789,0.28888651728630066,0.35879647731781006,0.15630634129047394,0.2363046407699585,0.21873587369918823,0.1799662560224533,0.1302815079689026
in,0.2792111933231354,0.22657902538776398,0.6662389636039734,0.17902733385562897,0.26779675483703613,0.22969312965869904,0.27253323793411255,0.20430970191955566
gateshead,0.18852967023849487,0.22479930520057678,0.29985129833221436,0.3010171353816986,1.0,0.22387047111988068,0.17177410423755646,0.14773961901664734
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.3116054832935333,0.33737507462501526,0.30347302556037903,0.1905742734670639,0.31091248989105225
including,0.2835840582847595,0.22490769624710083,0.3738902807235718,0.1646934151649475,0.17164543271064758,0.25393375754356384,0.15924067795276642,0.1633303165435791
the,0.3733934462070465,0.2559613883495331,1.0,0.19391703605651855,0.29985129833221436,0.2714049816131592,0.29064592719078064,0.22068053483963013
baltic,0.15177440643310547,0.1977274864912033,0.31626036763191223,0.18049639463424683,0.2742924392223358,0.1547979712486267,0.1297074407339096,0.06320890039205551
centre,0.15608038008213043,0.18648575246334076,0.32783594727516174,0.09401194751262665,0.25199270248413086,0.15039025247097015,0.5607178807258606,0.019365152344107628
for,0.37110671401023865,0.22817277908325195,0.4739971458911896,0.16427166759967804,0.22530944645404816,0.2626277506351471,0.1980270892381668,0.264628142118454
contemporary,0.21760618686676025,0.19205929338932037,0.25350451469421387,0.2175993025302887,0.18581494688987732,0.39503127336502075,0.23470038175582886,0.09539991617202759
art,0.14986436069011688,0.214391827583313,0.20297785103321075,0.19390815496444702,0.18996582925319672,0.38070565462112427,0.16982008516788483,0.138971745967865
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.3116054832935333,0.33737507462501526,0.30347302556037903,0.1905742734670639,0.31091248989105225
the,0.3733934462070465,0.2559613883495331,1.0,0.19391703605651855,0.29985129833221436,0.2714049816131592,0.29064592719078064,0.22068053483963013
venue,0.16672831773757935,0.21140626072883606,0.22078999876976013,0.0798560306429863,0.23987756669521332,0.27927470207214355,0.20663340389728546,0.12291393429040909
for,0.37110671401023865,0.22817277908325195,0.4739971458911896,0.16427166759967804,0.22530944645404816,0.2626277506351471,0.1980270892381668,0.264628142118454
the,0.3733934462070465,0.2559613883495331,1.0,0.19391703605651855,0.29985129833221436,0.2714049816131592,0.29064592719078064,0.22068053483963013
turner,0.24899595975875854,0.11493904888629913,0.2248314470052719,0.18700608611106873,0.26957064867019653,0.20611149072647095,0.1100250706076622,0.15201951563358307
prize,0.20312342047691345,0.14860312640666962,0.18969248235225677,0.10581932216882706,0.15800705552101135,0.2228592038154602,0.11532851308584213,0.14158497750759125
2011,0.023839345201849937,0.0037427328061312437,0.07811610400676727,0.0026474979240447283,0.02514720894396305,0.08406875282526016,0.012721085920929909,0.005212190095335245
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.21981821954250336,0.3041302263736725,0.2946314513683319,0.28670641779899597,0.20544172823429108
the,0.3733934462070465,0.2559613883495331,1.0,0.19391703605651855,0.29985129833221436,0.2714049816131592,0.29064592719078064,0.22068053483963013
norman,0.18241798877716064,0.20910082757472992,0.23459704220294952,0.15624050796031952,0.27528002858161926,0.1665174812078476,0.1845105141401291,0.12243545055389404
foster-designed,0.29352128505706787,0.7988277673721313,0.3558715283870697,0.23030376434326172,0.32914504408836365,0.2996186316013336,0.22011953592300415,0.19050510227680206
the,0.3733934462070465,0.2559613883495331,1.0,0.19391703605651855,0.29985129833221436,0.2714049816131592,0.29064592719078064,0.22068053483963013
sage,0.24579745531082153,0.14818546175956726,0.19391703605651855,1.0,0.3010171353816986,0.15896600484848022,0.10543760657310486,0.0675908774137497
gateshead,0.18852967023849487,0.22479930520057678,0.29985129833221436,0.3010171353816986,1.0,0.22387047111988068,0.17177410423755646,0.14773961901664734
music,0.20470726490020752,0.20315700769424438,0.2714049816131592,0.15896600484848022,0.22387047111988068,1.0,0.13474299013614655,0.18264494836330414
centre,0.15608038008213043,0.18648575246334076,0.32783594727516174,0.09401194751262665,0.25199270248413086,0.15039025247097015,0.5607178807258606,0.019365152344107628
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.14119404554367065,0.3257577121257782,0.3013017475605011,0.29649654030799866,0.4130953550338745
