,what,does,the,9,+3,pattern,of,cilia,thought,to,do,?
structure,0.27351704239845276,0.2181081622838974,0.2933249771595001,0.04788920283317566,0.09721121937036514,0.3101356029510498,0.2599511742591858,0.30149132013320923,0.19137702882289886,0.27200284600257874,0.1761092096567154,0.1770772784948349
arranged,0.1523403525352478,0.22948679327964783,0.26620063185691833,0.017232611775398254,0.10507944971323013,0.18970993161201477,0.33214297890663147,0.2679958939552307,0.2273523211479187,0.2805038392543793,0.24172237515449524,0.08499907702207565
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.002698394237086177,0.31824007630348206,0.20433473587036133,0.5696388483047485,0.16606368124485016,0.24524326622486115,0.45010748505592346,0.23402775824069977,0.20430970191955566
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.010403415188193321,0.20580218732357025,0.305626779794693,0.5052502155303955,0.23250791430473328,0.3342154324054718,0.45503583550453186,0.26237669587135315,0.23916715383529663
9,-0.048040688037872314,-0.013489182107150555,0.023652536794543266,1.0000001192092896,0.0276399627327919,0.011274916119873524,0.01387986820191145,-0.08302058279514313,0.07291825860738754,-0.021935373544692993,-0.049488265067338943,-0.026682810857892036
+,0.1158081665635109,0.23111866414546967,0.12941905856132507,0.048628970980644226,0.13903893530368805,0.1622469276189804,0.14862146973609924,0.13063736259937286,0.06334997713565826,0.1585809290409088,0.1660408228635788,0.2903686463832855
2,-0.049862053245306015,-0.06106966361403465,-0.019434669986367226,0.08623745292425156,0.016975287348031998,-0.06977854669094086,-0.013777675107121468,0.010067381896078587,-0.03610758110880852,-0.0836251974105835,-0.09570206701755524,0.001977203879505396
pattern,0.2522786855697632,0.1449161320924759,0.2485450804233551,0.011274916119873524,-0.006871995981782675,1.0000001192092896,0.16445347666740417,0.21605558693408966,0.16251838207244873,0.19279024004936218,0.20726656913757324,0.20064511895179749
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,-0.04171276465058327,0.3236169219017029,0.14527317881584167,0.4946078956127167,0.2040555328130722,0.2965437173843384,0.44245919585227966,0.3283645510673523,0.31091248989105225
these,0.4164220690727234,0.31633180379867554,0.49086877703666687,0.00974256731569767,0.14343202114105225,0.3026510179042816,0.42684608697891235,0.3028694987297058,0.3912646770477295,0.46852558851242065,0.4402875602245331,0.2571668326854706
cilia,0.17923450469970703,0.21396709978580475,0.18933437764644623,-0.08302058279514313,0.13568878173828125,0.21605558693408966,0.18652039766311646,1.0,0.1789139211177826,0.23659655451774597,0.2475823163986206,0.15204964578151703
are,0.29724663496017456,0.3126322329044342,0.40399202704429626,-0.061853282153606415,0.10839750617742538,0.2375091165304184,0.39081433415412903,0.29726603627204895,0.28778257966041565,0.3504326641559601,0.41111594438552856,0.24591213464736938
arranged,0.1523403525352478,0.22948679327964783,0.26620063185691833,0.017232611775398254,0.10507944971323013,0.18970993161201477,0.33214297890663147,0.2679958939552307,0.2273523211479187,0.2805038392543793,0.24172237515449524,0.08499907702207565
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.002698394237086177,0.31824007630348206,0.20433473587036133,0.5696388483047485,0.16606368124485016,0.24524326622486115,0.45010748505592346,0.23402775824069977,0.20430970191955566
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.010403415188193321,0.20580218732357025,0.305626779794693,0.5052502155303955,0.23250791430473328,0.3342154324054718,0.45503583550453186,0.26237669587135315,0.23916715383529663
9,-0.048040688037872314,-0.013489182107150555,0.023652536794543266,1.0000001192092896,0.0276399627327919,0.011274916119873524,0.01387986820191145,-0.08302058279514313,0.07291825860738754,-0.021935373544692993,-0.049488265067338943,-0.026682810857892036
+,0.1158081665635109,0.23111866414546967,0.12941905856132507,0.048628970980644226,0.13903893530368805,0.1622469276189804,0.14862146973609924,0.13063736259937286,0.06334997713565826,0.1585809290409088,0.1660408228635788,0.2903686463832855
3,0.04473085701465607,0.09254035353660583,0.06283142417669296,-0.04784855246543884,0.05711858347058296,0.017990583553910255,0.046857766807079315,0.04967973381280899,0.04688272997736931,0.09797177463769913,0.04615037143230438,0.005975271109491587
pattern,0.2522786855697632,0.1449161320924759,0.2485450804233551,0.011274916119873524,-0.006871995981782675,1.0000001192092896,0.16445347666740417,0.21605558693408966,0.16251838207244873,0.19279024004936218,0.20726656913757324,0.20064511895179749
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,-0.04171276465058327,0.3236169219017029,0.14527317881584167,0.4946078956127167,0.2040555328130722,0.2965437173843384,0.44245919585227966,0.3283645510673523,0.31091248989105225
where,0.4457937180995941,0.2965966761112213,0.5003893971443176,-0.03794679045677185,0.1959048956632614,0.20974428951740265,0.38066378235816956,0.1808372437953949,0.24607425928115845,0.47735077142715454,0.2949419915676117,0.24793872237205505
the,0.42745697498321533,0.35928019881248474,1.0,0.023652536794543266,0.3358191251754761,0.2485450804233551,0.733189046382904,0.18933437764644623,0.3509289622306824,0.535392165184021,0.30239659547805786,0.22068053483963013
extra,0.1589265614748001,0.20523382723331451,0.20500101149082184,-0.02677600085735321,0.07894811034202576,0.11956679075956345,0.17564688622951508,0.17791704833507538,0.10523199290037155,0.23972739279270172,0.2487000972032547,0.11175043880939484
compact,0.2673727869987488,0.15923644602298737,0.22287693619728088,-0.05135710909962654,0.07004625350236893,0.15578003227710724,0.20587393641471863,0.18935148417949677,0.12057823687791824,0.25169065594673157,0.2190028876066208,0.17753523588180542
filament,0.21475915610790253,0.21109624207019806,0.29988184571266174,-0.06722664088010788,0.1069478839635849,0.34804272651672363,0.21327582001686096,0.484483540058136,0.24234825372695923,0.20015603303909302,0.2637791037559509,0.11750086396932602
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,-0.010735063813626766,0.21002982556819916,0.22437229752540588,0.4854315221309662,0.18093560636043549,0.28001952171325684,0.42745086550712585,0.30895981192588806,0.22961433231830597
suspected,0.24397926032543182,0.1631661206483841,0.22821708023548126,0.025082038715481758,0.22775036096572876,0.1310538351535797,0.22711022198200226,0.17954964935779572,0.3208945095539093,0.2186902016401291,0.16984771192073822,0.21243442595005035
to,0.455847829580307,0.4391997456550598,0.535392165184021,-0.021935373544692993,0.25043606758117676,0.19279024004936218,0.41548454761505127,0.23659655451774597,0.3858291208744049,1.0,0.38876664638519287,0.29463258385658264
have,0.39808809757232666,0.3709583580493927,0.40389683842658997,0.019260726869106293,0.0752747505903244,0.3323265314102173,0.3802283704280853,0.2765101492404938,0.45581644773483276,0.4544740617275238,0.49831271171569824,0.32991164922714233
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.010403415188193321,0.20580218732357025,0.305626779794693,0.5052502155303955,0.23250791430473328,0.3342154324054718,0.45503583550453186,0.26237669587135315,0.23916715383529663
supporting,0.20305950939655304,0.18824294209480286,0.2755655348300934,0.027838831767439842,0.17151707410812378,0.13343097269535065,0.22132660448551178,0.15267030894756317,0.23739872872829437,0.20453977584838867,0.20649176836013794,0.2258012592792511
function,0.22155974805355072,0.23271898925304413,0.2037137746810913,0.030438637360930443,-0.02680244855582714,0.2650708854198456,0.16667552292346954,0.2622811496257782,0.16882354021072388,0.2079751342535019,0.25038179755210876,0.20672395825386047
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,-0.06234462931752205,0.27830079197883606,0.22770953178405762,0.5352458953857422,0.19933250546455383,0.3521888852119446,0.4645031690597534,0.3613996207714081,0.4130953550338745
