,what,was,one,proposal,to,let,the,ipcc,respond,to,new,evidence,faster,?
whole,0.38441845774650574,0.22826434671878815,0.39175498485565186,0.21138422191143036,0.3655387759208679,0.2455580234527588,0.4517841339111328,0.19794611632823944,0.22740454971790314,0.3655387759208679,0.2375318557024002,0.21512077748775482,0.24114380776882172,0.21052291989326477
climate,0.2854173183441162,0.14714933931827545,0.19367924332618713,0.19913005828857422,0.3023298978805542,0.1341276317834854,0.2693597674369812,0.5031722187995911,0.1525687873363495,0.3023298978805542,0.15430177748203278,0.15797188878059387,0.17658455669879913,0.19998492300510406
science,0.2612018585205078,0.22005605697631836,0.19862592220306396,0.21213720738887787,0.2226530760526657,0.09368976205587387,0.24037593603134155,0.3457517623901367,0.12175695598125458,0.2226530760526657,0.1794952005147934,0.21500639617443085,0.1461946964263916,0.17974960803985596
assessment,0.3237532377243042,0.1369474083185196,0.20065228641033173,0.29263943433761597,0.22932879626750946,0.1692071557044983,0.28427207469940186,0.5005803108215332,0.2781587839126587,0.22932879626750946,0.16521064937114716,0.3525329530239105,0.14961814880371094,0.22666098177433014
process,0.3466717302799225,0.15519841015338898,0.2058241218328476,0.33322399854660034,0.35462963581085205,0.24649779498577118,0.264274537563324,0.30593976378440857,0.29640284180641174,0.35462963581085205,0.17879632115364075,0.2648490369319916,0.3035707473754883,0.2460896074771881
into,0.2180619090795517,0.2322220653295517,0.31758198142051697,0.20317447185516357,0.38810545206069946,0.23826171457767487,0.39493247866630554,0.0976635068655014,0.19735287129878998,0.38810545206069946,0.2611604928970337,0.10556966811418533,0.2445373684167862,0.15662476420402527
a,0.3320399522781372,0.4508470594882965,0.4910551905632019,0.2847301959991455,0.45503583550453186,0.24970728158950806,0.5829201340675354,0.12244262546300888,0.2199072241783142,0.45503583550453186,0.3214259147644043,0.25465038418769836,0.21154531836509705,0.23916715383529663
moderated,0.20013417303562164,0.25230056047439575,0.17981716990470886,0.18840427696704865,0.17863331735134125,0.15725471079349518,0.22060298919677734,0.23930522799491882,0.2335675209760666,0.17863331735134125,0.060916006565093994,0.2070300430059433,0.1666824370622635,0.18233554065227509
``,0.008517155423760414,-0.012679691426455975,0.1164957657456398,0.02527189813554287,0.06720756739377975,0.03361740708351135,0.029072100296616554,-0.017391569912433624,0.13006669282913208,0.06720756739377975,-0.03575563058257103,-0.006774109322577715,0.03583721071481705,0.0685480609536171
living,0.22245320677757263,0.16790105402469635,0.24753230810165405,0.1100936159491539,0.2300543487071991,0.12835580110549927,0.3127744197845459,0.15115617215633392,0.12716980278491974,0.2300543487071991,0.22812184691429138,0.23615050315856934,0.07653380930423737,0.18362653255462646
'',0.08143015950918198,0.04456103965640068,0.036477331072092056,0.01977860927581787,-0.009905828163027763,-0.0366491973400116,0.041273195296525955,-0.04113392531871796,-0.114546999335289,-0.009905828163027763,-0.021915066987276077,0.015620623715221882,-0.09592845290899277,0.018684765323996544
wikipedia-ipcc,0.4032699763774872,0.16703660786151886,0.24321597814559937,0.4501120448112488,0.3010147511959076,0.2979026436805725,0.2533806562423706,0.47540605068206787,0.3063364624977112,0.3010147511959076,0.19802333414554596,0.25203755497932434,0.25653618574142456,0.5593758821487427
.,0.3567904531955719,0.40146201848983765,0.4123194217681885,0.23259399831295013,0.4645031690597534,0.371050089597702,0.5934505462646484,0.20098818838596344,0.2619034945964813,0.4645031690597534,0.35031336545944214,0.24887976050376892,0.23942138254642487,0.4130953550338745
