,how,much,windblown,dust,leaves,the,sahara,each,year,?
the,0.33890387415885925,0.35023224353790283,0.3168978691101074,0.2346910536289215,0.26001983880996704,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
sahara,0.1301003247499466,0.2032151222229004,0.24108903110027313,0.28134268522262573,0.15818315744400024,0.23516924679279327,0.9999999403953552,0.09896079450845718,0.13338042795658112,0.17314527928829193
to,0.44169697165489197,0.40610215067863464,0.27484211325645447,0.26756495237350464,0.2814212441444397,0.535392165184021,0.15024827420711517,0.3941934108734131,0.23523004353046417,0.29463258385658264
the,0.33890387415885925,0.35023224353790283,0.3168978691101074,0.2346910536289215,0.26001983880996704,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
amazon,0.16216763854026794,0.2036246955394745,0.2061614990234375,0.13802170753479004,0.1856679618358612,0.260541707277298,0.26794329285621643,0.1488005518913269,0.1589571088552475,0.18144656717777252
:,-0.11215605586767197,-0.15719901025295258,-0.044764284044504166,-0.13309550285339355,-0.068651482462883,-0.03403344005346298,-0.028305675834417343,-0.019449636340141296,0.05222936347126961,-0.07156077772378922
an,0.2520636022090912,0.2866077721118927,0.22280891239643097,0.17542733252048492,0.18670687079429626,0.4207492768764496,0.16406328976154327,0.20307137072086334,0.17045794427394867,0.19793890416622162
average,0.2824462950229645,0.3068808615207672,0.15039630234241486,0.16783887147903442,0.1626642495393753,0.27058175206184387,0.12875841557979584,0.307219535112381,0.2935159504413605,0.21764592826366425
182,-0.008338738232851028,0.04343903809785843,-0.036260444670915604,-0.0033743770327419043,-0.010275582782924175,0.03700842335820198,0.0024168328382074833,0.007586492691189051,0.015118954703211784,-0.048216577619314194
million,0.21114659309387207,0.2792966067790985,0.13930197060108185,0.19205474853515625,0.10334795713424683,0.277012437582016,0.2098587155342102,0.2644878029823303,0.30462950468063354,0.23092924058437347
tons,0.24981051683425903,0.31718429923057556,0.29966646432876587,0.2439376562833786,0.22331340610980988,0.20730508863925934,0.11981531232595444,0.19735845923423767,0.1723073422908783,0.19717051088809967
of,0.2480744868516922,0.2671096920967102,0.2747642695903778,0.25486329197883606,0.25197678804397583,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
dust,0.24083134531974792,0.2351432889699936,0.36643874645233154,1.0,0.2494225800037384,0.2346910536289215,0.28134268522262573,0.15729188919067383,0.10882840305566788,0.15803812444210052
are,0.311818927526474,0.2937524914741516,0.18191149830818176,0.2122032791376114,0.23583513498306274,0.40399202704429626,0.16193075478076935,0.39730963110923767,0.1750577986240387,0.24591213464736938
windblown,0.1935114711523056,0.22194939851760864,1.0,0.36643874645233154,0.29325225949287415,0.3168978691101074,0.24108903110027313,0.1739351749420166,0.21624219417572021,0.2240144908428192
out,0.3963836133480072,0.3749011158943176,0.28925439715385437,0.29918667674064636,0.2957485318183899,0.39404502511024475,0.2551390826702118,0.2757948637008667,0.2501937747001648,0.22020699083805084
of,0.2480744868516922,0.2671096920967102,0.2747642695903778,0.25486329197883606,0.25197678804397583,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.3168978691101074,0.2346910536289215,0.26001983880996704,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
sahara,0.1301003247499466,0.2032151222229004,0.24108903110027313,0.28134268522262573,0.15818315744400024,0.23516924679279327,0.9999999403953552,0.09896079450845718,0.13338042795658112,0.17314527928829193
each,0.4183253347873688,0.24609963595867157,0.1739351749420166,0.15729188919067383,0.2527230978012085,0.470844566822052,0.09896079450845718,1.0,0.286208838224411,0.21173812448978424
year,0.19631797075271606,0.2093992531299591,0.21624219417572021,0.10882840305566788,0.17180520296096802,0.3609684407711029,0.13338042795658112,0.286208838224411,1.0,0.18315006792545319
",",0.22659391164779663,0.36182254552841187,0.33881086111068726,0.23566173017024994,0.24740222096443176,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
at,0.2154216170310974,0.23158283531665802,0.23219388723373413,0.11504963040351868,0.17736993730068207,0.457212895154953,0.07953942567110062,0.21600523591041565,0.3146436810493469,0.21978627145290375
15,-0.005761355627328157,-0.05761924758553505,0.022520653903484344,0.09154774993658066,-0.020156674087047577,-0.011810222640633583,-0.027680374681949615,-0.1164836436510086,-0.03266001120209694,-0.010706285014748573
degrees,0.18475523591041565,0.25513756275177,0.19944977760314941,0.10859503597021103,0.18699301779270172,0.22473014891147614,0.1928645521402359,0.19759182631969452,0.23994895815849304,0.1299446076154709
west,0.13549664616584778,0.10327833145856857,0.25165045261383057,0.1870882660150528,0.12956643104553223,0.32918402552604675,0.26765793561935425,0.18747025728225708,0.1444975882768631,0.12088293582201004
longitude,0.1770506203174591,0.1725410521030426,0.19501785933971405,0.18386469781398773,0.15224039554595947,0.2508544325828552,0.24152566492557526,0.25417160987854004,0.20046329498291016,0.19342944025993347
",",0.22659391164779663,0.36182254552841187,0.33881086111068726,0.23566173017024994,0.24740222096443176,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
across,0.2515762746334076,0.313662052154541,0.2986831068992615,0.21413765847682953,0.22022755444049835,0.3816230297088623,0.2725405991077423,0.28291234374046326,0.15340931713581085,0.17034576833248138
"1,600",0.0821411982178688,0.10413862019777298,0.16883864998817444,0.08849801123142242,0.13880471885204315,0.04439349099993706,0.02133297175168991,0.13472332060337067,0.011140071786940098,0.05657687783241272
miles,0.13798850774765015,0.20891140401363373,0.27344417572021484,0.20904326438903809,0.1482951045036316,0.25706055760383606,0.14452864229679108,0.14761854708194733,0.21751753985881805,0.09363767504692078
(,0.1676948219537735,0.21788647770881653,0.2556784749031067,0.14481011033058167,0.19462314248085022,0.33289089798927307,0.15619352459907532,0.17427405714988708,0.2556702494621277,0.40561532974243164
"2,600",0.016059542074799538,0.009142333641648293,0.13096722960472107,0.09819567203521729,0.1958705633878708,0.11931554228067398,0.11919964849948883,0.1830863505601883,0.007803516462445259,0.02350315824151039
km,0.10687907040119171,0.16454114019870758,0.2415744513273239,0.16242605447769165,0.08641873300075531,0.21376769244670868,0.12832523882389069,0.12898913025856018,0.1698378175497055,0.08180338144302368
),0.17939934134483337,0.22256317734718323,0.27841976284980774,0.14174848794937134,0.18798135221004486,0.3456730246543884,0.1442667692899704,0.18692907691001892,0.24282371997833252,0.42300865054130554
over,0.31446483731269836,0.3711091876029968,0.2942170798778534,0.22320112586021423,0.21200841665267944,0.39856547117233276,0.24398937821388245,0.3201068937778473,0.2620522379875183,0.25742942094802856
the,0.33890387415885925,0.35023224353790283,0.3168978691101074,0.2346910536289215,0.26001983880996704,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
atlantic,0.16433286666870117,0.1496167927980423,0.28848519921302795,0.20432595908641815,0.13815639913082123,0.31052014231681824,0.26854392886161804,0.182842418551445,0.16799668967723846,0.15355663001537323
ocean,0.17809687554836273,0.21033746004104614,0.3472447693347931,0.2810789942741394,0.1684313863515854,0.3185477554798126,0.32432013750076294,0.20844286680221558,0.1063806414604187,0.15205028653144836
(,0.1676948219537735,0.21788647770881653,0.2556784749031067,0.14481011033058167,0.19462314248085022,0.33289089798927307,0.15619352459907532,0.17427405714988708,0.2556702494621277,0.40561532974243164
some,0.4180530905723572,0.498896986246109,0.2553872764110565,0.27638301253318787,0.20636676251888275,0.4566698372364044,0.2305351197719574,0.3905022144317627,0.15327271819114685,0.2562315762042999
dust,0.24083134531974792,0.2351432889699936,0.36643874645233154,1.0,0.2494225800037384,0.2346910536289215,0.28134268522262573,0.15729188919067383,0.10882840305566788,0.15803812444210052
falls,0.1427364945411682,0.15283092856407166,0.29061761498451233,0.22196342051029205,0.2869798243045807,0.2708098292350769,0.18480613827705383,0.217678040266037,0.23415008187294006,0.15918700397014618
into,0.2303972691297531,0.24201840162277222,0.2392989993095398,0.200248584151268,0.22311145067214966,0.39493247866630554,0.1959436684846878,0.2750477194786072,0.08657927066087723,0.15662476420402527
the,0.33890387415885925,0.35023224353790283,0.3168978691101074,0.2346910536289215,0.26001983880996704,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
atlantic,0.16433286666870117,0.1496167927980423,0.28848519921302795,0.20432595908641815,0.13815639913082123,0.31052014231681824,0.26854392886161804,0.182842418551445,0.16799668967723846,0.15355663001537323
),0.17939934134483337,0.22256317734718323,0.27841976284980774,0.14174848794937134,0.18798135221004486,0.3456730246543884,0.1442667692899704,0.18692907691001892,0.24282371997833252,0.42300865054130554
",",0.22659391164779663,0.36182254552841187,0.33881086111068726,0.23566173017024994,0.24740222096443176,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
then,0.36093711853027344,0.29331350326538086,0.2915407121181488,0.18881799280643463,0.27583175897598267,0.4297412931919098,0.17193597555160522,0.3370605707168579,0.24939334392547607,0.2884598970413208
at,0.2154216170310974,0.23158283531665802,0.23219388723373413,0.11504963040351868,0.17736993730068207,0.457212895154953,0.07953942567110062,0.21600523591041565,0.3146436810493469,0.21978627145290375
35,-0.11944353580474854,0.006736552342772484,-0.04817654937505722,-0.09235742688179016,0.057998545467853546,-0.04927394539117813,-0.002708201063796878,-0.0012131572002545,-0.07208748906850815,-0.044106997549533844
degrees,0.18475523591041565,0.25513756275177,0.19944977760314941,0.10859503597021103,0.18699301779270172,0.22473014891147614,0.1928645521402359,0.19759182631969452,0.23994895815849304,0.1299446076154709
west,0.13549664616584778,0.10327833145856857,0.25165045261383057,0.1870882660150528,0.12956643104553223,0.32918402552604675,0.26765793561935425,0.18747025728225708,0.1444975882768631,0.12088293582201004
longitude,0.1770506203174591,0.1725410521030426,0.19501785933971405,0.18386469781398773,0.15224039554595947,0.2508544325828552,0.24152566492557526,0.25417160987854004,0.20046329498291016,0.19342944025993347
at,0.2154216170310974,0.23158283531665802,0.23219388723373413,0.11504963040351868,0.17736993730068207,0.457212895154953,0.07953942567110062,0.21600523591041565,0.3146436810493469,0.21978627145290375
the,0.33890387415885925,0.35023224353790283,0.3168978691101074,0.2346910536289215,0.26001983880996704,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
eastern,0.08724340796470642,0.21457165479660034,0.16139550507068634,0.14646625518798828,0.17644119262695312,0.3928247392177582,0.32484015822410583,0.2134295254945755,0.16377967596054077,0.20060817897319794
coast,0.19866614043712616,0.14675061404705048,0.2691952586174011,0.17937426269054413,0.17398998141288757,0.28366661071777344,0.3374280631542206,0.19241487979888916,0.17328213155269623,0.15869849920272827
of,0.2480744868516922,0.2671096920967102,0.2747642695903778,0.25486329197883606,0.25197678804397583,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
south,0.11786635220050812,0.1638220101594925,0.27016738057136536,0.20622549951076508,0.12036105990409851,0.3129390776157379,0.3288394510746002,0.17748160660266876,0.18804097175598145,0.12336621433496475
america,0.19301444292068481,0.27941057085990906,0.2091473937034607,0.16416385769844055,0.14472126960754395,0.37090015411376953,0.30101364850997925,0.19402697682380676,0.22777484357357025,0.19333907961845398
",",0.22659391164779663,0.36182254552841187,0.33881086111068726,0.23566173017024994,0.24740222096443176,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
27.7,-0.3184793293476105,-0.3398410379886627,-0.0912838876247406,-0.14614100754261017,-0.13288526237010956,-0.24633660912513733,-0.2711383104324341,-0.31198644638061523,-0.13178208470344543,-0.3020332455635071
million,0.21114659309387207,0.2792966067790985,0.13930197060108185,0.19205474853515625,0.10334795713424683,0.277012437582016,0.2098587155342102,0.2644878029823303,0.30462950468063354,0.23092924058437347
tons,0.24981051683425903,0.31718429923057556,0.29966646432876587,0.2439376562833786,0.22331340610980988,0.20730508863925934,0.11981531232595444,0.19735845923423767,0.1723073422908783,0.19717051088809967
(,0.1676948219537735,0.21788647770881653,0.2556784749031067,0.14481011033058167,0.19462314248085022,0.33289089798927307,0.15619352459907532,0.17427405714988708,0.2556702494621277,0.40561532974243164
15,-0.005761355627328157,-0.05761924758553505,0.022520653903484344,0.09154774993658066,-0.020156674087047577,-0.011810222640633583,-0.027680374681949615,-0.1164836436510086,-0.03266001120209694,-0.010706285014748573
%,0.1237400695681572,0.26866111159324646,0.15305288136005402,0.15758822858333588,0.10325048863887787,0.21490740776062012,0.15446265041828156,0.11571986228227615,0.12068747729063034,0.21441808342933655
),0.17939934134483337,0.22256317734718323,0.27841976284980774,0.14174848794937134,0.18798135221004486,0.3456730246543884,0.1442667692899704,0.18692907691001892,0.24282371997833252,0.42300865054130554
of,0.2480744868516922,0.2671096920967102,0.2747642695903778,0.25486329197883606,0.25197678804397583,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
dust,0.24083134531974792,0.2351432889699936,0.36643874645233154,1.0,0.2494225800037384,0.2346910536289215,0.28134268522262573,0.15729188919067383,0.10882840305566788,0.15803812444210052
fall,0.20020759105682373,0.23746179044246674,0.25382137298583984,0.27373093366622925,0.30805453658103943,0.3639753758907318,0.21163059771060944,0.16216892004013062,0.26067012548446655,0.1656162142753601
over,0.31446483731269836,0.3711091876029968,0.2942170798778534,0.22320112586021423,0.21200841665267944,0.39856547117233276,0.24398937821388245,0.3201068937778473,0.2620522379875183,0.25742942094802856
the,0.33890387415885925,0.35023224353790283,0.3168978691101074,0.2346910536289215,0.26001983880996704,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
amazon,0.16216763854026794,0.2036246955394745,0.2061614990234375,0.13802170753479004,0.1856679618358612,0.260541707277298,0.26794329285621643,0.1488005518913269,0.1589571088552475,0.18144656717777252
basin,0.08796394616365433,0.1942857950925827,0.22466064989566803,0.27528029680252075,0.18013866245746613,0.24553915858268738,0.313738614320755,0.1208983063697815,0.15138395130634308,0.14685653150081635
",",0.22659391164779663,0.36182254552841187,0.33881086111068726,0.23566173017024994,0.24740222096443176,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
132,-0.00011541465937625617,0.09665841609239578,0.14168201386928558,0.10969820618629456,0.19786378741264343,0.11011011153459549,0.13411597907543182,0.020739739760756493,-0.0698385238647461,-0.08056160807609558
million,0.21114659309387207,0.2792966067790985,0.13930197060108185,0.19205474853515625,0.10334795713424683,0.277012437582016,0.2098587155342102,0.2644878029823303,0.30462950468063354,0.23092924058437347
tons,0.24981051683425903,0.31718429923057556,0.29966646432876587,0.2439376562833786,0.22331340610980988,0.20730508863925934,0.11981531232595444,0.19735845923423767,0.1723073422908783,0.19717051088809967
of,0.2480744868516922,0.2671096920967102,0.2747642695903778,0.25486329197883606,0.25197678804397583,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
dust,0.24083134531974792,0.2351432889699936,0.36643874645233154,1.0,0.2494225800037384,0.2346910536289215,0.28134268522262573,0.15729188919067383,0.10882840305566788,0.15803812444210052
remain,0.19347189366817474,0.2483953982591629,0.20574867725372314,0.16293659806251526,0.3280913233757019,0.33184581995010376,0.1508321613073349,0.2576121985912323,0.16121625900268555,0.1868363618850708
in,0.2601168751716614,0.2725222110748291,0.2766501307487488,0.19673727452754974,0.21813523769378662,0.6662389636039734,0.16193874180316925,0.30816060304641724,0.3359307050704956,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.3168978691101074,0.2346910536289215,0.26001983880996704,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
air,0.11602716892957687,0.1904066801071167,0.3270476460456848,0.3066830337047577,0.19045665860176086,0.2877824306488037,0.2669728100299835,0.11661766469478607,0.15147104859352112,0.1491677612066269
",",0.22659391164779663,0.36182254552841187,0.33881086111068726,0.23566173017024994,0.24740222096443176,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
43,-0.03132842853665352,0.00806041806936264,0.014604338444769382,-0.043060291558504105,-0.06770426034927368,0.04104308411478996,0.02882228046655655,-0.04062490537762642,-0.01760551892220974,0.06043510511517525
million,0.21114659309387207,0.2792966067790985,0.13930197060108185,0.19205474853515625,0.10334795713424683,0.277012437582016,0.2098587155342102,0.2644878029823303,0.30462950468063354,0.23092924058437347
tons,0.24981051683425903,0.31718429923057556,0.29966646432876587,0.2439376562833786,0.22331340610980988,0.20730508863925934,0.11981531232595444,0.19735845923423767,0.1723073422908783,0.19717051088809967
of,0.2480744868516922,0.2671096920967102,0.2747642695903778,0.25486329197883606,0.25197678804397583,0.733189046382904,0.17664550244808197,0.38460010290145874,0.2578314542770386,0.1826142966747284
dust,0.24083134531974792,0.2351432889699936,0.36643874645233154,1.0,0.2494225800037384,0.2346910536289215,0.28134268522262573,0.15729188919067383,0.10882840305566788,0.15803812444210052
are,0.311818927526474,0.2937524914741516,0.18191149830818176,0.2122032791376114,0.23583513498306274,0.40399202704429626,0.16193075478076935,0.39730963110923767,0.1750577986240387,0.24591213464736938
windblown,0.1935114711523056,0.22194939851760864,1.0,0.36643874645233154,0.29325225949287415,0.3168978691101074,0.24108903110027313,0.1739351749420166,0.21624219417572021,0.2240144908428192
and,0.33647966384887695,0.38395699858665466,0.32090526819229126,0.19462935626506805,0.26273760199546814,0.5171257257461548,0.1948641985654831,0.2984027564525604,0.2506658732891083,0.20544172823429108
falls,0.1427364945411682,0.15283092856407166,0.29061761498451233,0.22196342051029205,0.2869798243045807,0.2708098292350769,0.18480613827705383,0.217678040266037,0.23415008187294006,0.15918700397014618
on,0.32655060291290283,0.2834896147251129,0.25645872950553894,0.16006799042224884,0.20603735744953156,0.5107308030128479,0.194625124335289,0.30782750248908997,0.27628999948501587,0.2714994251728058
the,0.33890387415885925,0.35023224353790283,0.3168978691101074,0.2346910536289215,0.26001983880996704,1.0,0.23516924679279327,0.470844566822052,0.3609684407711029,0.22068053483963013
caribbean,0.20398832857608795,0.21678756177425385,0.3177647590637207,0.178861603140831,0.16765615344047546,0.3009287416934967,0.3054015338420868,0.2041083723306656,0.09115783125162125,0.13602977991104126
sea,0.16549281775951385,0.20864515006542206,0.31151148676872253,0.18881696462631226,0.16047216951847076,0.30363768339157104,0.1990211457014084,0.14790716767311096,0.12579944729804993,0.15551945567131042
",",0.22659391164779663,0.36182254552841187,0.33881086111068726,0.23566173017024994,0.24740222096443176,0.4933079481124878,0.19524148106575012,0.207483172416687,0.28560417890548706,0.31091248989105225
past,0.38227924704551697,0.2613849341869354,0.2500932812690735,0.18746842443943024,0.09656855463981628,0.2747827172279358,0.15117624402046204,0.2794826030731201,0.266812264919281,0.2598046660423279
75,-0.06230953708291054,0.010913830250501633,-0.050146277993917465,-0.0782611295580864,-0.07113929092884064,0.06040945649147034,0.07674156874418259,0.01387948077172041,0.06341468542814255,0.017522118985652924
degrees,0.18475523591041565,0.25513756275177,0.19944977760314941,0.10859503597021103,0.18699301779270172,0.22473014891147614,0.1928645521402359,0.19759182631969452,0.23994895815849304,0.1299446076154709
west,0.13549664616584778,0.10327833145856857,0.25165045261383057,0.1870882660150528,0.12956643104553223,0.32918402552604675,0.26765793561935425,0.18747025728225708,0.1444975882768631,0.12088293582201004
longitude,0.1770506203174591,0.1725410521030426,0.19501785933971405,0.18386469781398773,0.15224039554595947,0.2508544325828552,0.24152566492557526,0.25417160987854004,0.20046329498291016,0.19342944025993347
.,0.3287222981452942,0.3374604284763336,0.33232399821281433,0.1864197701215744,0.22768649458885193,0.5934505462646484,0.1966763585805893,0.31204065680503845,0.32538118958473206,0.4130953550338745
