,how,long,did,it,take,for,the,theses,printing,to,spread,thought,germany,?
throughout,0.2546801269054413,0.27173319458961487,0.194510817527771,0.2899516522884369,0.1639811247587204,0.31491008400917053,0.4158564507961273,0.16206739842891693,0.15523110330104828,0.31226396560668945,0.4018996059894562,0.21636997163295746,0.16343148052692413,0.12665234506130219
germany,0.19746148586273193,0.1859750896692276,0.2132834792137146,0.27234339714050293,0.15735357999801636,0.2319389283657074,0.3181285262107849,0.2528093457221985,0.17626579105854034,0.24172882735729218,0.17294779419898987,0.1934327781200409,1.0,0.1388660967350006
;,0.07230665534734726,0.08035528659820557,0.10727239400148392,0.08263079822063446,-0.006976497359573841,0.0293948445469141,0.09152708947658539,-0.01136848796159029,0.029646195471286774,0.0979827418923378,0.0005706287338398397,0.12803564965724945,0.10577549040317535,0.10349778085947037
within,0.24755704402923584,0.2585132420063019,0.15734176337718964,0.31596240401268005,0.18976683914661407,0.3087334632873535,0.39827480912208557,0.2031169831752777,0.15202826261520386,0.34980177879333496,0.17874902486801147,0.14725497364997864,0.1498960703611374,0.1870293766260147
two,0.2499001920223236,0.277059406042099,0.2755576968193054,0.28080877661705017,0.2678071856498718,0.34734001755714417,0.43858039379119873,0.2921737730503082,0.19273696839809418,0.3343428373336792,0.09909269213676453,0.2580471932888031,0.21959294378757477,0.19645625352859497
months,0.22324973344802856,0.34182459115982056,0.29584890604019165,0.25612854957580566,0.30386486649513245,0.32226935029029846,0.2680157423019409,0.11593497544527054,0.11774781346321106,0.2831858992576599,0.15480181574821472,0.23253633081912994,0.133418470621109,0.2804218530654907
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.48329564929008484,0.2881867289543152,0.4464869201183319,0.4933079481124878,0.2943568527698517,0.25780928134918213,0.44245919585227966,0.24950742721557617,0.2965437173843384,0.2898865044116974,0.31091248989105225
they,0.43247655034065247,0.32104063034057617,0.4879390597343445,0.44394949078559875,0.3386363983154297,0.3466525673866272,0.49925389885902405,0.22235623002052307,0.20782843232154846,0.5452046394348145,0.2558451294898987,0.43239420652389526,0.2378477156162262,0.2753053903579712
had,0.2549138069152832,0.2967683970928192,0.540525496006012,0.2910259962081909,0.26230841875076294,0.3270139992237091,0.3875846862792969,0.18181145191192627,0.1831875443458557,0.37984350323677063,0.2549837827682495,0.49726027250289917,0.23828092217445374,0.20728366076946259
spread,0.22865283489227295,0.14560364186763763,0.1917719841003418,0.2943859398365021,0.17659713327884674,0.17094987630844116,0.28994160890579224,0.18097984790802002,0.18610237538814545,0.2748686373233795,1.0,0.21773678064346313,0.17294779419898987,0.16482828557491302
throughout,0.2546801269054413,0.27173319458961487,0.194510817527771,0.2899516522884369,0.1639811247587204,0.31491008400917053,0.4158564507961273,0.16206739842891693,0.15523110330104828,0.31226396560668945,0.4018996059894562,0.21636997163295746,0.16343148052692413,0.12665234506130219
europe,0.1606675088405609,0.14916114509105682,0.22473940253257751,0.2849960923194885,0.13003025949001312,0.26120877265930176,0.34463706612586975,0.16355907917022705,0.19628073275089264,0.24889446794986725,0.35683196783065796,0.26119598746299744,0.44431573152542114,0.18278923630714417
.,0.3287222981452942,0.3247973620891571,0.35288307070732117,0.5593622326850891,0.3045158088207245,0.4726039469242096,0.5934505462646484,0.29926246404647827,0.3019598126411438,0.4645031690597534,0.2690257728099823,0.3521888852119446,0.28498756885528564,0.4130953550338745
