,who,helped,develop,the,first,man-made,self-sustaining,nuclear,reaction,?
the,0.3733934462070465,0.3108886480331421,0.26276466250419617,1.0,0.49448907375335693,0.39670827984809875,0.30016136169433594,0.23911187052726746,0.2163003534078598,0.22068053483963013
development,0.15172652900218964,0.25519293546676636,0.6566487550735474,0.3362044394016266,0.25595250725746155,0.2710351347923279,0.36460521817207336,0.26441675424575806,0.19341401755809784,0.1211358830332756
of,0.2827862501144409,0.26548290252685547,0.2259741723537445,0.733189046382904,0.3536086082458496,0.36321189999580383,0.3065984547138214,0.2591283917427063,0.16853101551532745,0.1826142966747284
various,0.21537287533283234,0.19462092220783234,0.2370925098657608,0.3235042691230774,0.22911867499351501,0.34431192278862,0.33801406621932983,0.19062167406082153,0.20269986987113953,0.12823495268821716
academic,0.24013254046440125,0.20411431789398193,0.20637421309947968,0.15387672185897827,0.1981433928012848,0.2173941433429718,0.31319236755371094,0.14553600549697876,0.1170983538031578,0.11011603474617004
disciplines,0.2038067728281021,0.2069547176361084,0.2737843990325928,0.22491063177585602,0.15278612077236176,0.2968686819076538,0.37454065680503845,0.21814113855361938,0.20450326800346375,0.09589282423257828
",",0.3365725874900818,0.2661169171333313,0.17652153968811035,0.4933079481124878,0.34503069519996643,0.42599979043006897,0.33959269523620605,0.23752127587795258,0.14887474477291107,0.31091248989105225
including,0.2835840582847595,0.27642232179641724,0.18080298602581024,0.3738902807235718,0.21360258758068085,0.33796942234039307,0.246209979057312,0.18621589243412018,0.10560517013072968,0.1633303165435791
:,-0.0025186005514115095,-0.009528541006147861,-0.06234797090291977,-0.03403344005346298,0.018633490428328514,-0.1316523551940918,-0.05295791104435921,-0.053020067512989044,0.002809712430462241,-0.07156077772378922
the,0.3733934462070465,0.3108886480331421,0.26276466250419617,1.0,0.49448907375335693,0.39670827984809875,0.30016136169433594,0.23911187052726746,0.2163003534078598,0.22068053483963013
chicago,0.2047077715396881,0.22785185277462006,0.16207869350910187,0.27360326051712036,0.24072907865047455,0.28002381324768066,0.2542857229709625,0.15351411700248718,0.16766643524169922,0.16446958482265472
school,0.21669194102287292,0.1876545399427414,0.22320914268493652,0.22953221201896667,0.17308905720710754,0.2190135419368744,0.1897953897714615,0.17816825211048126,0.0886913612484932,0.15091250836849213
of,0.2827862501144409,0.26548290252685547,0.2259741723537445,0.733189046382904,0.3536086082458496,0.36321189999580383,0.3065984547138214,0.2591283917427063,0.16853101551532745,0.1826142966747284
economics,0.16666734218597412,0.16103161871433258,0.23271431028842926,0.17465341091156006,0.13775141537189484,0.20933613181114197,0.28256112337112427,0.2154201865196228,0.20164720714092255,0.15849412977695465
",",0.3365725874900818,0.2661169171333313,0.17652153968811035,0.4933079481124878,0.34503069519996643,0.42599979043006897,0.33959269523620605,0.23752127587795258,0.14887474477291107,0.31091248989105225
the,0.3733934462070465,0.3108886480331421,0.26276466250419617,1.0,0.49448907375335693,0.39670827984809875,0.30016136169433594,0.23911187052726746,0.2163003534078598,0.22068053483963013
chicago,0.2047077715396881,0.22785185277462006,0.16207869350910187,0.27360326051712036,0.24072907865047455,0.28002381324768066,0.2542857229709625,0.15351411700248718,0.16766643524169922,0.16446958482265472
school,0.21669194102287292,0.1876545399427414,0.22320914268493652,0.22953221201896667,0.17308905720710754,0.2190135419368744,0.1897953897714615,0.17816825211048126,0.0886913612484932,0.15091250836849213
of,0.2827862501144409,0.26548290252685547,0.2259741723537445,0.733189046382904,0.3536086082458496,0.36321189999580383,0.3065984547138214,0.2591283917427063,0.16853101551532745,0.1826142966747284
sociology,0.16486968100070953,0.13880233466625214,0.1834436058998108,0.15443579852581024,0.11068520694971085,0.2218775600194931,0.34095630049705505,0.19222480058670044,0.1639833003282547,0.17508353292942047
",",0.3365725874900818,0.2661169171333313,0.17652153968811035,0.4933079481124878,0.34503069519996643,0.42599979043006897,0.33959269523620605,0.23752127587795258,0.14887474477291107,0.31091248989105225
the,0.3733934462070465,0.3108886480331421,0.26276466250419617,1.0,0.49448907375335693,0.39670827984809875,0.30016136169433594,0.23911187052726746,0.2163003534078598,0.22068053483963013
law,0.21111567318439484,0.15139877796173096,0.1543188840150833,0.24548950791358948,0.1839938908815384,0.22929205000400543,0.20725254714488983,0.18239881098270416,0.17506571114063263,0.1528988480567932
and,0.41279885172843933,0.318156898021698,0.25684353709220886,0.5171257257461548,0.3167642652988434,0.3729943335056305,0.38830137252807617,0.20250080525875092,0.16340170800685883,0.20544172823429108
economics,0.16666734218597412,0.16103161871433258,0.23271431028842926,0.17465341091156006,0.13775141537189484,0.20933613181114197,0.28256112337112427,0.2154201865196228,0.20164720714092255,0.15849412977695465
movement,0.1981392204761505,0.2898980677127838,0.25323209166526794,0.339571475982666,0.20131643116474152,0.2707540690898895,0.29903775453567505,0.26404356956481934,0.2549104392528534,0.1423349231481552
in,0.2792111933231354,0.304380863904953,0.22882415354251862,0.6662389636039734,0.4127444326877594,0.3418141305446625,0.36662331223487854,0.2580479681491852,0.21261514723300934,0.20430970191955566
legal,0.28385603427886963,0.1454344242811203,0.18593129515647888,0.25629305839538574,0.20321929454803467,0.22128073871135712,0.2898440361022949,0.21253043413162231,0.14071786403656006,0.2143220454454422
analysis,0.14167696237564087,0.15838144719600677,0.28279393911361694,0.24241644144058228,0.16999009251594543,0.30642104148864746,0.3142993152141571,0.23605039715766907,0.2715316712856293,0.15352053940296173
",",0.3365725874900818,0.2661169171333313,0.17652153968811035,0.4933079481124878,0.34503069519996643,0.42599979043006897,0.33959269523620605,0.23752127587795258,0.14887474477291107,0.31091248989105225
the,0.3733934462070465,0.3108886480331421,0.26276466250419617,1.0,0.49448907375335693,0.39670827984809875,0.30016136169433594,0.23911187052726746,0.2163003534078598,0.22068053483963013
chicago,0.2047077715396881,0.22785185277462006,0.16207869350910187,0.27360326051712036,0.24072907865047455,0.28002381324768066,0.2542857229709625,0.15351411700248718,0.16766643524169922,0.16446958482265472
school,0.21669194102287292,0.1876545399427414,0.22320914268493652,0.22953221201896667,0.17308905720710754,0.2190135419368744,0.1897953897714615,0.17816825211048126,0.0886913612484932,0.15091250836849213
of,0.2827862501144409,0.26548290252685547,0.2259741723537445,0.733189046382904,0.3536086082458496,0.36321189999580383,0.3065984547138214,0.2591283917427063,0.16853101551532745,0.1826142966747284
literary,0.14515534043312073,0.16430680453777313,0.1775226593017578,0.20471718907356262,0.2074470818042755,0.19127199053764343,0.30816566944122314,0.14085933566093445,0.17955756187438965,0.14493726193904877
criticism,0.18993082642555237,0.2670212984085083,0.23453891277313232,0.2245102971792221,0.1998380720615387,0.20442676544189453,0.4031884968280792,0.2639866769313812,0.3423316776752472,0.23740006983280182
",",0.3365725874900818,0.2661169171333313,0.17652153968811035,0.4933079481124878,0.34503069519996643,0.42599979043006897,0.33959269523620605,0.23752127587795258,0.14887474477291107,0.31091248989105225
the,0.3733934462070465,0.3108886480331421,0.26276466250419617,1.0,0.49448907375335693,0.39670827984809875,0.30016136169433594,0.23911187052726746,0.2163003534078598,0.22068053483963013
chicago,0.2047077715396881,0.22785185277462006,0.16207869350910187,0.27360326051712036,0.24072907865047455,0.28002381324768066,0.2542857229709625,0.15351411700248718,0.16766643524169922,0.16446958482265472
school,0.21669194102287292,0.1876545399427414,0.22320914268493652,0.22953221201896667,0.17308905720710754,0.2190135419368744,0.1897953897714615,0.17816825211048126,0.0886913612484932,0.15091250836849213
of,0.2827862501144409,0.26548290252685547,0.2259741723537445,0.733189046382904,0.3536086082458496,0.36321189999580383,0.3065984547138214,0.2591283917427063,0.16853101551532745,0.1826142966747284
religion,0.2548578977584839,0.13752949237823486,0.11297330260276794,0.2757669985294342,0.195241779088974,0.257673054933548,0.263365238904953,0.1408732682466507,0.1608726680278778,0.2503177225589752
",",0.3365725874900818,0.2661169171333313,0.17652153968811035,0.4933079481124878,0.34503069519996643,0.42599979043006897,0.33959269523620605,0.23752127587795258,0.14887474477291107,0.31091248989105225
and,0.41279885172843933,0.318156898021698,0.25684353709220886,0.5171257257461548,0.3167642652988434,0.3729943335056305,0.38830137252807617,0.20250080525875092,0.16340170800685883,0.20544172823429108
the,0.3733934462070465,0.3108886480331421,0.26276466250419617,1.0,0.49448907375335693,0.39670827984809875,0.30016136169433594,0.23911187052726746,0.2163003534078598,0.22068053483963013
behavioralism,0.23836342990398407,0.20984838902950287,0.37657630443573,0.201368510723114,0.12384218722581863,0.28143757581710815,0.43514522910118103,0.23110495507717133,0.3705129027366638,0.21287140250205994
school,0.21669194102287292,0.1876545399427414,0.22320914268493652,0.22953221201896667,0.17308905720710754,0.2190135419368744,0.1897953897714615,0.17816825211048126,0.0886913612484932,0.15091250836849213
of,0.2827862501144409,0.26548290252685547,0.2259741723537445,0.733189046382904,0.3536086082458496,0.36321189999580383,0.3065984547138214,0.2591283917427063,0.16853101551532745,0.1826142966747284
political,0.24357503652572632,0.2252660095691681,0.11226776987314224,0.20477235317230225,0.13932327926158905,0.22646264731884003,0.3109681308269501,0.23015186190605164,0.17697148025035858,0.17130474746227264
science,0.19709691405296326,0.1931840032339096,0.2214670479297638,0.24037593603134155,0.22399280965328217,0.2675136923789978,0.3002292811870575,0.25350239872932434,0.1761225312948227,0.17974960803985596
.,0.3541337847709656,0.25779226422309875,0.2532461881637573,0.5934505462646484,0.4345304071903229,0.42360249161720276,0.3179531991481781,0.2137570083141327,0.2695828676223755,0.4130953550338745
