,what,does,many,workers,willing,to,work,for,a,lot,of,time,competing,for,a,job,that,only,requires,a,few,workers,result,in,?
a,0.3320399522781372,0.38201746344566345,0.2872205972671509,0.25033822655677795,0.29028499126434326,0.45503583550453186,0.266241192817688,0.44038116931915283,1.0,0.2944507300853729,0.5052502155303955,0.3292340338230133,0.18894045054912567,0.44038116931915283,1.0,0.2834402620792389,0.47537946701049805,0.47549712657928467,0.322436660528183,1.0,0.2765968441963196,0.25033822655677795,0.2767398953437805,0.539380669593811,0.23916715383529663
large,0.2017821967601776,0.22553202509880066,0.42789679765701294,0.2584909498691559,0.19354811310768127,0.3150999844074249,0.20811094343662262,0.22967137396335602,0.3740714490413666,0.35824480652809143,0.3569655418395996,0.19091641902923584,0.18269431591033936,0.22967137396335602,0.3740714490413666,0.20722365379333496,0.34200385212898254,0.30748701095581055,0.21878495812416077,0.3740714490413666,0.3263097405433655,0.2584909498691559,0.17790275812149048,0.2841601073741913,0.1355665624141693
amount,0.2602839767932892,0.2951430082321167,0.36071112751960754,0.18263402581214905,0.3014960289001465,0.309798926115036,0.2705996036529541,0.3007623255252838,0.3439450263977051,0.5072399973869324,0.2541177570819855,0.43065115809440613,0.17650488018989563,0.3007623255252838,0.3439450263977051,0.24932633340358734,0.3969508707523346,0.3977935016155243,0.34504032135009766,0.3439450263977051,0.3166322410106659,0.18263402581214905,0.31682515144348145,0.2569429874420166,0.17984020709991455
of,0.33290785551071167,0.3119818866252899,0.37253960967063904,0.20827822387218475,0.21092340350151062,0.41548454761505127,0.23473061621189117,0.4185989499092102,0.5052502155303955,0.2609597444534302,1.0,0.35127586126327515,0.19861507415771484,0.4185989499092102,0.5052502155303955,0.2253132164478302,0.41498205065727234,0.49632513523101807,0.29617026448249817,0.5052502155303955,0.2682102620601654,0.20827822387218475,0.231380432844162,0.5696388483047485,0.1826142966747284
time,0.36319252848625183,0.2519678771495819,0.3523001968860626,0.22932037711143494,0.3324756324291229,0.3679993152618408,0.33320653438568115,0.3992156386375427,0.3292340338230133,0.32918110489845276,0.35127586126327515,0.9999998807907104,0.27425819635391235,0.3992156386375427,0.3292340338230133,0.30237317085266113,0.388528436422348,0.3912617266178131,0.26243963837623596,0.3292340338230133,0.3241630494594574,0.22932037711143494,0.27054765820503235,0.3431483507156372,0.27391523122787476
(,0.2411840260028839,0.2728188931941986,0.1455259770154953,0.11125283688306808,0.2395096719264984,0.30882009863853455,0.22960703074932098,0.3357032239437103,0.3206180930137634,0.1785247027873993,0.35032153129577637,0.28391751646995544,0.07787986099720001,0.3357032239437103,0.3206180930137634,0.17151835560798645,0.2264307141304016,0.30817532539367676,0.1946798861026764,0.3206180930137634,0.18040570616722107,0.11125283688306808,0.20330387353897095,0.3087427020072937,0.40561532974243164
high,0.20466077327728271,0.2028418332338333,0.27441489696502686,0.14008451998233795,0.12606142461299896,0.28947713971138,0.1812952160835266,0.1925620585680008,0.22865821421146393,0.20710967481136322,0.2803038954734802,0.2222239226102829,0.1905594915151596,0.1925620585680008,0.22865821421146393,0.19996054470539093,0.2400680035352707,0.24038386344909668,0.17261376976966858,0.22865821421146393,0.18966971337795258,0.14008451998233795,0.12614522874355316,0.2652597725391388,0.11137914657592773
supply,0.20549191534519196,0.2317395657300949,0.23471170663833618,0.22504031658172607,0.3024064898490906,0.29291704297065735,0.2676624655723572,0.2697718143463135,0.2115103155374527,0.24290989339351654,0.23476092517375946,0.21898873150348663,0.17425671219825745,0.2697718143463135,0.2115103155374527,0.2461424320936203,0.3198508024215698,0.3323584496974945,0.27955687046051025,0.2115103155374527,0.26632386445999146,0.22504031658172607,0.2392452210187912,0.21402505040168762,0.14298182725906372
),0.26259949803352356,0.2575884759426117,0.16602720320224762,0.1238962784409523,0.23612341284751892,0.31236231327056885,0.251366525888443,0.3639558255672455,0.3640355169773102,0.1920623481273651,0.3680361211299896,0.2857224941253662,0.07620151340961456,0.3639558255672455,0.3640355169773102,0.20149677991867065,0.23478686809539795,0.31837013363838196,0.20913639664649963,0.3640355169773102,0.19473251700401306,0.1238962784409523,0.22005009651184082,0.3326910734176636,0.42300865054130554
competing,0.24616995453834534,0.19284848868846893,0.3291480243206024,0.2097894698381424,0.2744743227958679,0.17591790854930878,0.23425987362861633,0.2876717746257782,0.18894045054912567,0.2011808604001999,0.19861507415771484,0.27425819635391235,1.0000001192092896,0.2876717746257782,0.18894045054912567,0.19132445752620697,0.3444405496120453,0.23974595963954926,0.1587865799665451,0.18894045054912567,0.219071164727211,0.2097894698381424,0.1306685358285904,0.24096709489822388,0.1428171843290329
for,0.3017193675041199,0.35159170627593994,0.40972793102264404,0.2527289092540741,0.3350007236003876,0.4451248347759247,0.4087657630443573,0.9999999403953552,0.44038116931915283,0.29954424500465393,0.4185989499092102,0.3992156386375427,0.2876717746257782,0.9999999403953552,0.44038116931915283,0.3520078659057617,0.4137635827064514,0.49157920479774475,0.3619304895401001,0.44038116931915283,0.34910818934440613,0.2527289092540741,0.2445775717496872,0.4322226941585541,0.264628142118454
a,0.3320399522781372,0.38201746344566345,0.2872205972671509,0.25033822655677795,0.29028499126434326,0.45503583550453186,0.266241192817688,0.44038116931915283,1.0,0.2944507300853729,0.5052502155303955,0.3292340338230133,0.18894045054912567,0.44038116931915283,1.0,0.2834402620792389,0.47537946701049805,0.47549712657928467,0.322436660528183,1.0,0.2765968441963196,0.25033822655677795,0.2767398953437805,0.539380669593811,0.23916715383529663
job,0.29268908500671387,0.258744478225708,0.25484973192214966,0.32602551579475403,0.39096277952194214,0.2869062125682831,0.513921320438385,0.3520078659057617,0.2834402620792389,0.3599367141723633,0.2253132164478302,0.30237317085266113,0.19132445752620697,0.3520078659057617,0.2834402620792389,1.0,0.2914779484272003,0.17850977182388306,0.21890920400619507,0.2834402620792389,0.18540124595165253,0.32602551579475403,0.1288304626941681,0.2114088088274002,0.22160480916500092
that,0.6297725439071655,0.4764937460422516,0.5391656160354614,0.22227567434310913,0.436597615480423,0.5436353087425232,0.34257015585899353,0.4137635827064514,0.47537946701049805,0.4210967421531677,0.41498205065727234,0.388528436422348,0.3444405496120453,0.4137635827064514,0.47537946701049805,0.2914779484272003,1.0,0.6004067063331604,0.33935680985450745,0.47537946701049805,0.3973994851112366,0.22227567434310913,0.3031747341156006,0.435920387506485,0.32716336846351624
few,0.2780759632587433,0.25845640897750854,0.5883727073669434,0.20546524226665497,0.36130982637405396,0.36415213346481323,0.253269761800766,0.34910818934440613,0.2765968441963196,0.44719794392585754,0.2682102620601654,0.3241630494594574,0.219071164727211,0.34910818934440613,0.2765968441963196,0.18540124595165253,0.3973994851112366,0.5871416330337524,0.17500315606594086,0.2765968441963196,1.0,0.20546524226665497,0.1901324987411499,0.3588411808013916,0.2334265559911728
require,0.2487315833568573,0.35531991720199585,0.26421883702278137,0.21597722172737122,0.36352813243865967,0.29503753781318665,0.28486382961273193,0.33956968784332275,0.24720792472362518,0.2171204388141632,0.20683176815509796,0.26611730456352234,0.20305854082107544,0.33956968784332275,0.24720792472362518,0.24337643384933472,0.3625117540359497,0.34454345703125,0.8026338815689087,0.24720792472362518,0.21677635610103607,0.21597722172737122,0.27207618951797485,0.14079172909259796,0.2463286817073822
(,0.2411840260028839,0.2728188931941986,0.1455259770154953,0.11125283688306808,0.2395096719264984,0.30882009863853455,0.22960703074932098,0.3357032239437103,0.3206180930137634,0.1785247027873993,0.35032153129577637,0.28391751646995544,0.07787986099720001,0.3357032239437103,0.3206180930137634,0.17151835560798645,0.2264307141304016,0.30817532539367676,0.1946798861026764,0.3206180930137634,0.18040570616722107,0.11125283688306808,0.20330387353897095,0.3087427020072937,0.40561532974243164
low,0.20743566751480103,0.22342078387737274,0.2921038866043091,0.1825234442949295,0.19489943981170654,0.2700593173503876,0.1861122101545334,0.19718985259532928,0.24393533170223236,0.3094651699066162,0.27171993255615234,0.2115287333726883,0.19869264960289001,0.19718985259532928,0.24393533170223236,0.20031337440013885,0.2722960412502289,0.2597365379333496,0.19605869054794312,0.24393533170223236,0.2664473354816437,0.1825234442949295,0.23149271309375763,0.21458278596401215,0.10658930987119675
demand,0.2007312774658203,0.27838435769081116,0.27046534419059753,0.2342347502708435,0.36587849259376526,0.33607128262519836,0.21970832347869873,0.3395264446735382,0.2180943340063095,0.1982627809047699,0.2345065176486969,0.2507007122039795,0.21221187710762024,0.3395264446735382,0.2180943340063095,0.26655060052871704,0.31761109828948975,0.2706477642059326,0.3149605095386505,0.2180943340063095,0.24848248064517975,0.2342347502708435,0.2732052206993103,0.22946900129318237,0.13359291851520538
),0.26259949803352356,0.2575884759426117,0.16602720320224762,0.1238962784409523,0.23612341284751892,0.31236231327056885,0.251366525888443,0.3639558255672455,0.3640355169773102,0.1920623481273651,0.3680361211299896,0.2857224941253662,0.07620151340961456,0.3639558255672455,0.3640355169773102,0.20149677991867065,0.23478686809539795,0.31837013363838196,0.20913639664649963,0.3640355169773102,0.19473251700401306,0.1238962784409523,0.22005009651184082,0.3326910734176636,0.42300865054130554
will,0.3510494530200958,0.583926260471344,0.2847830653190613,0.2307453602552414,0.5856141448020935,0.5091033577919006,0.2703714370727539,0.3647450804710388,0.3401327431201935,0.2622535228729248,0.2473582625389099,0.3491556644439697,0.21165211498737335,0.3647450804710388,0.3401327431201935,0.2307339459657669,0.4857470989227295,0.4460344612598419,0.43018099665641785,0.3401327431201935,0.30544739961624146,0.2307453602552414,0.2994154691696167,0.2580665349960327,0.35046905279159546
result,0.19945499300956726,0.18998359143733978,0.2120126336812973,0.15530286729335785,0.22174078226089478,0.23653174936771393,0.10479757934808731,0.2445775717496872,0.2767398953437805,0.14551100134849548,0.231380432844162,0.27054765820503235,0.1306685358285904,0.2445775717496872,0.2767398953437805,0.1288304626941681,0.3031747341156006,0.24711285531520844,0.27389800548553467,0.2767398953437805,0.1901324987411499,0.15530286729335785,1.0000001192092896,0.25670310854911804,0.17218433320522308
in,0.30808621644973755,0.214483380317688,0.41474202275276184,0.2254374474287033,0.21205008029937744,0.45010748505592346,0.2753349542617798,0.4322226941585541,0.539380669593811,0.3169345259666443,0.5696388483047485,0.3431483507156372,0.24096709489822388,0.4322226941585541,0.539380669593811,0.2114088088274002,0.435920387506485,0.42992329597473145,0.16126661002635956,0.539380669593811,0.3588411808013916,0.2254374474287033,0.25670310854911804,1.0,0.20430970191955566
a,0.3320399522781372,0.38201746344566345,0.2872205972671509,0.25033822655677795,0.29028499126434326,0.45503583550453186,0.266241192817688,0.44038116931915283,1.0,0.2944507300853729,0.5052502155303955,0.3292340338230133,0.18894045054912567,0.44038116931915283,1.0,0.2834402620792389,0.47537946701049805,0.47549712657928467,0.322436660528183,1.0,0.2765968441963196,0.25033822655677795,0.2767398953437805,0.539380669593811,0.23916715383529663
low,0.20743566751480103,0.22342078387737274,0.2921038866043091,0.1825234442949295,0.19489943981170654,0.2700593173503876,0.1861122101545334,0.19718985259532928,0.24393533170223236,0.3094651699066162,0.27171993255615234,0.2115287333726883,0.19869264960289001,0.19718985259532928,0.24393533170223236,0.20031337440013885,0.2722960412502289,0.2597365379333496,0.19605869054794312,0.24393533170223236,0.2664473354816437,0.1825234442949295,0.23149271309375763,0.21458278596401215,0.10658930987119675
wage,0.25473552942276,0.22616682946681976,0.1523624062538147,0.4480087161064148,0.3699483871459961,0.2682936489582062,0.34641069173812866,0.29112204909324646,0.22897930443286896,0.16635772585868835,0.18234474956989288,0.28188249468803406,0.21621085703372955,0.29112204909324646,0.22897930443286896,0.27439239621162415,0.2492731809616089,0.19880202412605286,0.25642141699790955,0.22897930443286896,0.17330779135227203,0.4480087161064148,0.2525329291820526,0.21568597853183746,0.21983641386032104
for,0.3017193675041199,0.35159170627593994,0.40972793102264404,0.2527289092540741,0.3350007236003876,0.4451248347759247,0.4087657630443573,0.9999999403953552,0.44038116931915283,0.29954424500465393,0.4185989499092102,0.3992156386375427,0.2876717746257782,0.9999999403953552,0.44038116931915283,0.3520078659057617,0.4137635827064514,0.49157920479774475,0.3619304895401001,0.44038116931915283,0.34910818934440613,0.2527289092540741,0.2445775717496872,0.4322226941585541,0.264628142118454
that,0.6297725439071655,0.4764937460422516,0.5391656160354614,0.22227567434310913,0.436597615480423,0.5436353087425232,0.34257015585899353,0.4137635827064514,0.47537946701049805,0.4210967421531677,0.41498205065727234,0.388528436422348,0.3444405496120453,0.4137635827064514,0.47537946701049805,0.2914779484272003,1.0,0.6004067063331604,0.33935680985450745,0.47537946701049805,0.3973994851112366,0.22227567434310913,0.3031747341156006,0.435920387506485,0.32716336846351624
job,0.29268908500671387,0.258744478225708,0.25484973192214966,0.32602551579475403,0.39096277952194214,0.2869062125682831,0.513921320438385,0.3520078659057617,0.2834402620792389,0.3599367141723633,0.2253132164478302,0.30237317085266113,0.19132445752620697,0.3520078659057617,0.2834402620792389,1.0,0.2914779484272003,0.17850977182388306,0.21890920400619507,0.2834402620792389,0.18540124595165253,0.32602551579475403,0.1288304626941681,0.2114088088274002,0.22160480916500092
.,0.3567904531955719,0.3022993505001068,0.3974229395389557,0.17509925365447998,0.2754655182361603,0.4645031690597534,0.33121398091316223,0.4726039469242096,0.50484299659729,0.3163578510284424,0.5352458953857422,0.371569961309433,0.18471822142601013,0.4726039469242096,0.50484299659729,0.2807863652706146,0.4460422694683075,0.49507418274879456,0.22641335427761078,0.50484299659729,0.31739792227745056,0.17509925365447998,0.31092435121536255,0.5591574311256409,0.4130953550338745
,what,does,many,workers,willing,to,work,for,a,lot,of,time,competing,for,a,job,that,only,requires,a,few,workers,result,in,?
this,0.5489566326141357,0.4166489243507385,0.43532639741897583,0.21470068395137787,0.38366878032684326,0.5759071707725525,0.4280385971069336,0.5082864165306091,0.5422310829162598,0.3664381802082062,0.45148900151252747,0.43249568343162537,0.19692805409431458,0.5082864165306091,0.5422310829162598,0.2581324577331543,0.6909449696540833,0.544731855392456,0.35883939266204834,0.5422310829162598,0.3351297378540039,0.21470068395137787,0.33617642521858215,0.45205554366111755,0.3155723512172699
is,0.28837618231773376,0.4403602182865143,0.2649032473564148,0.16085883975028992,0.18537743389606476,0.42745086550712585,0.22475390136241913,0.43268078565597534,0.658733606338501,0.2546882629394531,0.4854315221309662,0.25187405943870544,0.16857708990573883,0.43268078565597534,0.658733606338501,0.1924818903207779,0.3995479643344879,0.44708555936813354,0.3339230418205261,0.658733606338501,0.22223958373069763,0.16085883975028992,0.19420543313026428,0.5394441485404968,0.22961433231830597
because,0.46729007363319397,0.4424310624599457,0.5294432640075684,0.25005239248275757,0.3458210229873657,0.5166091918945312,0.30470266938209534,0.4676002562046051,0.42230045795440674,0.4449971616268158,0.4075504541397095,0.4175865054130554,0.2372775822877884,0.4676002562046051,0.42230045795440674,0.32567542791366577,0.6503599286079407,0.5400757193565369,0.3241519033908844,0.42230045795440674,0.37545427680015564,0.25005239248275757,0.4216892719268799,0.37423941493034363,0.2528740465641022
competition,0.18313148617744446,0.20847772061824799,0.27233198285102844,0.1193387508392334,0.20832876861095428,0.20617300271987915,0.19160880148410797,0.3370633125305176,0.2435162365436554,0.17765507102012634,0.2000187635421753,0.24673621356487274,0.6802564859390259,0.3370633125305176,0.2435162365436554,0.19034159183502197,0.28371796011924744,0.25747570395469666,0.17353728413581848,0.2435162365436554,0.19692231714725494,0.1193387508392334,0.15272462368011475,0.26072463393211365,0.1394461691379547
between,0.2462156116962433,0.16966454684734344,0.29423660039901733,0.14504988491535187,0.18086063861846924,0.3639189600944519,0.1000707820057869,0.24671313166618347,0.29385313391685486,0.22981859743595123,0.3737983703613281,0.2893446385860443,0.20504607260227203,0.24671313166618347,0.29385313391685486,0.11933554708957672,0.299440860748291,0.3298133313655853,0.19658507406711578,0.29385313391685486,0.28164413571357727,0.14504988491535187,0.2591010630130768,0.41100412607192993,0.12887074053287506
workers,0.21390831470489502,0.19339993596076965,0.271828830242157,1.0000001192092896,0.2843675911426544,0.2307046800851822,0.3850453495979309,0.2527289092540741,0.25033822655677795,0.18384063243865967,0.20827822387218475,0.22932037711143494,0.2097894698381424,0.2527289092540741,0.25033822655677795,0.32602551579475403,0.22227567434310913,0.17603616416454315,0.1768641322851181,0.25033822655677795,0.20546524226665497,1.0000001192092896,0.15530286729335785,0.2254374474287033,0.1706571877002716
drives,0.23342765867710114,0.2964435815811157,0.18976925313472748,0.1966431587934494,0.27231255173683167,0.27728408575057983,0.22165502607822418,0.20204462110996246,0.23937544226646423,0.12647444009780884,0.1603955775499344,0.2184685319662094,0.28632205724716187,0.20204462110996246,0.23937544226646423,0.14449389278888702,0.28023862838745117,0.2407333254814148,0.2931015193462372,0.23937544226646423,0.15556477010250092,0.1966431587934494,0.18137727677822113,0.14633353054523468,0.08974530547857285
down,0.26226112246513367,0.24776698648929596,0.2625267207622528,0.162458136677742,0.2389032393693924,0.33130598068237305,0.2043389528989792,0.22538931667804718,0.2387222796678543,0.2530054450035095,0.23279321193695068,0.23906539380550385,0.15562374889850616,0.22538931667804718,0.2387222796678543,0.17859843373298645,0.3273264467716217,0.2301248162984848,0.11502499878406525,0.2387222796678543,0.21440646052360535,0.162458136677742,0.22082675993442535,0.2321847528219223,0.13836295902729034
the,0.42745697498321533,0.35928019881248474,0.4335206151008606,0.23066683113574982,0.2583622932434082,0.535392165184021,0.2704800069332123,0.4739971458911896,0.5829201340675354,0.3371950089931488,0.733189046382904,0.43061500787734985,0.25845134258270264,0.4739971458911896,0.5829201340675354,0.24242734909057617,0.5473989248275757,0.5497692227363586,0.2693159878253937,0.5829201340675354,0.34660017490386963,0.23066683113574982,0.27778977155685425,0.6662389636039734,0.22068053483963013
wage,0.25473552942276,0.22616682946681976,0.1523624062538147,0.4480087161064148,0.3699483871459961,0.2682936489582062,0.34641069173812866,0.29112204909324646,0.22897930443286896,0.16635772585868835,0.18234474956989288,0.28188249468803406,0.21621085703372955,0.29112204909324646,0.22897930443286896,0.27439239621162415,0.2492731809616089,0.19880202412605286,0.25642141699790955,0.22897930443286896,0.17330779135227203,0.4480087161064148,0.2525329291820526,0.21568597853183746,0.21983641386032104
.,0.3567904531955719,0.3022993505001068,0.3974229395389557,0.17509925365447998,0.2754655182361603,0.4645031690597534,0.33121398091316223,0.4726039469242096,0.50484299659729,0.3163578510284424,0.5352458953857422,0.371569961309433,0.18471822142601013,0.4726039469242096,0.50484299659729,0.2807863652706146,0.4460422694683075,0.49507418274879456,0.22641335427761078,0.50484299659729,0.31739792227745056,0.17509925365447998,0.31092435121536255,0.5591574311256409,0.4130953550338745
