,what,does,a,student,'s,academic,goals,include,?
he,0.3114890456199646,0.22791607677936554,0.4393508732318878,0.34604981541633606,0.024063590914011,0.24784328043460846,0.13888634741306305,0.10527317225933075,0.2089974731206894
receives,0.12213948369026184,0.33739423751831055,0.2784430980682373,0.2398340404033661,-0.04852302372455597,0.1795680820941925,0.0644550621509552,0.1687682569026947,0.05022738128900528
from,0.2737620174884796,0.1777622550725937,0.322764128446579,0.14416815340518951,-0.01936490088701248,0.09781721234321594,0.07671026140451431,0.2679238021373749,0.19969791173934937
his,0.26976513862609863,0.20403875410556793,0.3497250974178314,0.2919376790523529,0.047556519508361816,0.18758822977542877,0.18178270757198334,0.15775534510612488,0.18075084686279297
superior,0.2175816148519516,0.17733359336853027,0.21847590804100037,0.10886940360069275,0.011452760547399521,0.11140146106481552,0.16181840002536774,0.10957998782396317,0.08769503235816956
.,0.3567904531955719,0.3022993505001068,0.50484299659729,0.20994822680950165,-0.003708066651597619,0.21939443051815033,0.16114914417266846,0.21809983253479004,0.4130953550338745
,what,does,a,student,'s,academic,goals,include,?
a,0.3320399522781372,0.38201746344566345,1.0,0.3207114636898041,0.04866964742541313,0.2290002554655075,0.10896897315979004,0.18765322864055634,0.23916715383529663
teacher,0.20492632687091827,0.1430262327194214,0.31202319264411926,0.5754092335700989,0.026857737451791763,0.3476586937904358,0.1443500518798828,0.10256306082010269,0.1797819435596466
must,0.30362528562545776,0.5070070028305054,0.3016769587993622,0.17282915115356445,-0.018240178003907204,0.17387382686138153,0.14444652199745178,0.14696872234344482,0.23707495629787445
guide,0.20394113659858704,0.13128122687339783,0.17686687409877777,0.20396532118320465,-0.0872272402048111,0.16148105263710022,0.11628907918930054,0.16186600923538208,0.17585812509059906
his,0.26976513862609863,0.20403875410556793,0.3497250974178314,0.2919376790523529,0.047556519508361816,0.18758822977542877,0.18178270757198334,0.15775534510612488,0.18075084686279297
student,0.20548318326473236,0.17782871425151825,0.3207114636898041,1.0000001192092896,0.018150636926293373,0.43078938126564026,0.16815774142742157,0.08104515075683594,0.13282090425491333
in,0.30808621644973755,0.214483380317688,0.539380669593811,0.254856139421463,-0.037580832839012146,0.1914365142583847,0.1082669347524643,0.28694382309913635,0.20430970191955566
aligning,0.2940550148487091,0.1838110238313675,0.2129725217819214,0.16715936362743378,-0.04796002805233002,0.15965664386749268,0.09799575805664062,0.1728772670030594,0.1811426728963852
his,0.26976513862609863,0.20403875410556793,0.3497250974178314,0.2919376790523529,0.047556519508361816,0.18758822977542877,0.18178270757198334,0.15775534510612488,0.18075084686279297
personal,0.3188508450984955,0.16999469697475433,0.23722487688064575,0.23537006974220276,0.09529546648263931,0.25258398056030273,0.2513073682785034,0.17741627991199493,0.206199511885643
goals,0.13392581045627594,0.0930289477109909,0.10896897315979004,0.16815774142742157,0.06642255187034607,0.1820669174194336,1.0,0.12389104068279266,0.16318443417549133
with,0.2464839518070221,0.26186925172805786,0.3783375024795532,0.1580762416124344,-0.04624466598033905,0.13608743250370026,0.13877014815807343,0.3391835689544678,0.2433311939239502
his,0.26976513862609863,0.20403875410556793,0.3497250974178314,0.2919376790523529,0.047556519508361816,0.18758822977542877,0.18178270757198334,0.15775534510612488,0.18075084686279297
academic,0.10352335125207901,0.22792617976665497,0.2290002554655075,0.43078938126564026,0.0384543351829052,0.9999998807907104,0.1820669174194336,0.18584425747394562,0.11011603474617004
goals,0.13392581045627594,0.0930289477109909,0.10896897315979004,0.16815774142742157,0.06642255187034607,0.1820669174194336,1.0,0.12389104068279266,0.16318443417549133
.,0.3567904531955719,0.3022993505001068,0.50484299659729,0.20994822680950165,-0.003708066651597619,0.21939443051815033,0.16114914417266846,0.21809983253479004,0.4130953550338745
