,inequality,in,the,presence,of,credit,market,imperfections,has,what,kind,of,effect,on,human,capital,formation,?
has,0.16442200541496277,0.4173259735107422,0.4177538752555847,0.24195559322834015,0.3909035325050354,0.10506293922662735,0.19473139941692352,0.16423289477825165,1.0,0.20338068902492523,0.25336754322052,0.3909035325050354,0.1701475977897644,0.34604379534721375,0.23518574237823486,0.19167733192443848,0.15559428930282593,0.15994466841220856
a,0.1783585250377655,0.539380669593811,0.5829201340675354,0.2469376027584076,0.5052502155303955,0.1721770018339157,0.2680419683456421,0.23723290860652924,0.4670248031616211,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.24771364033222198,0.3848365545272827,0.2368878275156021,0.16007359325885773,0.28019317984580994,0.23916715383529663
long,0.17167167365550995,0.2759332060813904,0.3075225353240967,0.1369098275899887,0.2567519545555115,0.1251751333475113,0.0748758614063263,0.20792362093925476,0.2952231168746948,0.28276848793029785,0.24051904678344727,0.2567519545555115,0.24151000380516052,0.3373977243900299,0.20292118191719055,0.09177053719758987,0.17184172570705414,0.19699987769126892
lasting,0.27154746651649475,0.3458682894706726,0.3242513835430145,0.27974918484687805,0.3531821370124817,0.16979184746742249,0.13802580535411835,0.3695294260978699,0.2472955882549286,0.22853052616119385,0.2367817908525467,0.3531821370124817,0.3176848888397217,0.21766506135463715,0.2849383056163788,0.18731555342674255,0.2952370047569275,0.16289150714874268
detrimental,0.30257394909858704,0.21305228769779205,0.2404661774635315,0.3227984309196472,0.2811635732650757,0.2281220555305481,0.14132700860500336,0.35487332940101624,0.21100130677223206,0.38058677315711975,0.3326806128025055,0.2811635732650757,0.32786643505096436,0.2746981382369995,0.26220646500587463,0.07230548560619354,0.2596845030784607,0.3346424996852875
effect,0.3300517201423645,0.25150683522224426,0.2865084111690521,0.3023269474506378,0.24129827320575714,0.19502076506614685,0.215160071849823,0.3014947175979614,0.1701475977897644,0.2546532452106476,0.2990611791610718,0.24129827320575714,1.0,0.2661469280719757,0.28452420234680176,0.1516270935535431,0.2546056807041168,0.1783771812915802
on,0.16136983036994934,0.46853652596473694,0.5107308030128479,0.1940135806798935,0.3966929316520691,0.16827398538589478,0.24459631741046906,0.14085200428962708,0.34604379534721375,0.34226128458976746,0.1850661337375641,0.3966929316520691,0.2661469280719757,0.9999999403953552,0.18558697402477264,0.15679915249347687,0.19212785363197327,0.2714994251728058
human,0.4040670692920685,0.23986108601093292,0.3103327453136444,0.2164311558008194,0.3083189129829407,0.1563243865966797,0.1403498351573944,0.3257697522640228,0.23518574237823486,0.24243313074111938,0.20610454678535461,0.3083189129829407,0.28452420234680176,0.18558697402477264,1.0,0.11583787202835083,0.20956741273403168,0.19748784601688385
capital,0.24214337766170502,0.3233928978443146,0.3049491047859192,0.06159554049372673,0.30823585391044617,0.13894639909267426,0.2347695529460907,0.08471035212278366,0.19167733192443848,0.17967931926250458,0.10518722981214523,0.30823585391044617,0.1516270935535431,0.15679915249347687,0.11583787202835083,0.9999999403953552,0.11549167335033417,0.0907452180981636
formation,0.20701315999031067,0.27297577261924744,0.33687281608581543,0.3921985924243927,0.2957320809364319,0.18905992805957794,0.09787628054618835,0.20522837340831757,0.15559428930282593,0.16291823983192444,0.15785306692123413,0.2957320809364319,0.2546056807041168,0.19212785363197327,0.20956741273403168,0.11549167335033417,1.0000001192092896,0.09831923991441727
and,0.2590520679950714,0.4954058527946472,0.5171257257461548,0.284408837556839,0.5116966962814331,0.22868889570236206,0.23057621717453003,0.273957222700119,0.43716782331466675,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.23508284986019135,0.4077630043029785,0.37127596139907837,0.218168243765831,0.22940734028816223,0.20544172823429108
economic,0.4401332437992096,0.22027181088924408,0.282455176115036,0.13963517546653748,0.3030148148536682,0.2158149629831314,0.37238118052482605,0.2710344195365906,0.2052665501832962,0.18082544207572937,0.12995555996894836,0.3030148148536682,0.25554975867271423,0.20757777988910675,0.3288063406944275,0.3077714443206787,0.1989625096321106,0.1206481084227562
development,0.312652587890625,0.2550492286682129,0.3362044394016266,0.24341683089733124,0.28700894117355347,0.15058965981006622,0.26504749059677124,0.25375741720199585,0.26726067066192627,0.19014155864715576,0.21010948717594147,0.28700894117355347,0.27500393986701965,0.23800693452358246,0.3354254364967346,0.15074893832206726,0.26316043734550476,0.1211358830332756
.,0.22563500702381134,0.5591574311256409,0.5934505462646484,0.19082973897457123,0.5352458953857422,0.2024930715560913,0.19660170376300812,0.23163355886936188,0.4105546176433563,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2277858853340149,0.49257001280784607,0.24595768749713898,0.23657599091529846,0.23124639689922333,0.4130953550338745
