,who,suffered,a,broken,arm,in,the,nfc,championship,game,?
11-year,0.14056093990802765,0.171983540058136,0.18799151480197906,0.10254219174385071,0.14397110044956207,0.2812681794166565,0.25359681248664856,0.4219059348106384,0.22593924403190613,0.28337082266807556,0.32096078991889954
veteran,0.3301067650318146,0.2503224313259125,0.22508226335048676,0.19350624084472656,0.136041060090065,0.18765248358249664,0.2511998414993286,0.21065255999565125,0.1771077960729599,0.1512906402349472,0.15891358256340027
who,0.9999998807907104,0.18016760051250458,0.36608949303627014,0.15729020535945892,0.22269174456596375,0.2792111933231354,0.3733934462070465,0.17579996585845947,0.15638136863708496,0.2523840069770813,0.26220351457595825
had,0.36173108220100403,0.536039412021637,0.34897568821907043,0.28899896144866943,0.17929543554782867,0.385026752948761,0.3875846862792969,0.16702289879322052,0.13773253560066223,0.18758456408977509,0.20728366076946259
already,0.41363927721977234,0.17585192620754242,0.33469632267951965,0.30376818776130676,0.14797621965408325,0.288102924823761,0.34582915902137756,0.20388568937778473,0.15047475695610046,0.2488563060760498,0.3477933406829834
overcome,0.2244286686182022,0.3222982585430145,0.19731786847114563,0.24846002459526062,0.21570949256420135,0.1771119087934494,0.19138307869434357,0.18053589761257172,0.1655457466840744,0.1663098931312561,0.17361730337142944
three,0.2491552233695984,0.19089125096797943,0.3025658130645752,0.2328377366065979,0.13970991969108582,0.34828072786331177,0.43452659249305725,0.3151578903198242,0.21245597302913666,0.24410177767276764,0.20928427577018738
acl,0.083958700299263,0.2583101689815521,0.20035260915756226,0.2395825833082199,0.2936990559101105,0.15011103451251984,0.23845629394054413,0.33169156312942505,0.2721298336982727,0.0950402319431305,0.14736860990524292
tears,0.17452719807624817,0.20840220153331757,0.20078198611736298,0.22498150169849396,0.19433283805847168,0.1449623852968216,0.24051350355148315,0.13466887176036835,0.17549929022789001,0.1635821908712387,0.15044362843036652
in,0.2792111933231354,0.277639776468277,0.539380669593811,0.19177721440792084,0.17881454527378082,1.0,0.6662389636039734,0.20630285143852234,0.20047812163829803,0.23986028134822845,0.20430970191955566
his,0.44966956973075867,0.3798946738243103,0.3497250974178314,0.21857398748397827,0.17735014855861664,0.3598145842552185,0.4394008219242096,0.13699233531951904,0.17189359664916992,0.21079449355602264,0.18075084686279297
career,0.21169690787792206,0.30149081349372864,0.21774303913116455,0.06288866698741913,0.1786910891532898,0.2564375698566437,0.19230268895626068,0.18755735456943512,0.2705346345901489,0.24611979722976685,0.1300809234380722
",",0.3365725874900818,0.24693666398525238,0.427140474319458,0.2498844563961029,0.1692921221256256,0.5201468467712402,0.4933079481124878,0.28086528182029724,0.256124883890152,0.2653886377811432,0.31091248989105225
went,0.25244954228401184,0.35281136631965637,0.24972176551818848,0.16730350255966187,0.19313861429691315,0.30470821261405945,0.3345835506916046,0.22845564782619476,0.1875411719083786,0.14026789367198944,0.12109432369470596
down,0.23123176395893097,0.18063117563724518,0.2387222796678543,0.3663884699344635,0.2438812404870987,0.2321847528219223,0.3325848877429962,0.10038929432630539,0.088420070707798,0.1333431452512741,0.13836295902729034
with,0.3282766342163086,0.23584255576133728,0.3783375024795532,0.2444705218076706,0.2008407860994339,0.4080928862094879,0.4223487675189972,0.2602476179599762,0.21191054582595825,0.19394829869270325,0.2433311939239502
a,0.36608949303627014,0.2735525667667389,1.0,0.2553630769252777,0.2200365960597992,0.539380669593811,0.5829201340675354,0.20643295347690582,0.18214380741119385,0.23211604356765747,0.23916715383529663
broken,0.15729020535945892,0.2811942398548126,0.2553630769252777,1.0000001192092896,0.13261207938194275,0.19177721440792084,0.27700477838516235,0.1301826685667038,0.07839711755514145,0.1808656007051468,0.1915387511253357
arm,0.22269174456596375,0.1958027482032776,0.2200365960597992,0.13261207938194275,1.0,0.17881454527378082,0.2214433252811432,0.134703129529953,0.1483871191740036,0.13154813647270203,0.12539196014404297
in,0.2792111933231354,0.277639776468277,0.539380669593811,0.19177721440792084,0.17881454527378082,1.0,0.6662389636039734,0.20630285143852234,0.20047812163829803,0.23986028134822845,0.20430970191955566
the,0.3733934462070465,0.2558774948120117,0.5829201340675354,0.27700477838516235,0.2214433252811432,0.6662389636039734,1.0,0.2545439600944519,0.2540402412414551,0.285271555185318,0.22068053483963013
nfc,0.17579996585845947,0.14072050154209137,0.20643295347690582,0.1301826685667038,0.134703129529953,0.20630285143852234,0.2545439600944519,1.0,0.4293152987957001,0.4089287221431732,0.15073348581790924
championship,0.15638136863708496,0.21612636744976044,0.18214380741119385,0.07839711755514145,0.1483871191740036,0.20047812163829803,0.2540402412414551,0.4293152987957001,1.0000001192092896,0.24432945251464844,0.1390383541584015
game,0.2523840069770813,0.14093159139156342,0.23211604356765747,0.1808656007051468,0.13154813647270203,0.23986028134822845,0.285271555185318,0.4089287221431732,0.24432945251464844,0.9999998807907104,0.1829071193933487
.,0.3541337847709656,0.14637410640716553,0.50484299659729,0.24041883647441864,0.20812642574310303,0.5591574311256409,0.5934505462646484,0.23085859417915344,0.23509643971920013,0.2581658959388733,0.4130953550338745
