,in,what,century,did,the,history,of,the,steam,engine,begin,?
the,0.6662389636039734,0.42745697498321533,0.3617299497127533,0.34736719727516174,1.0,0.33215048909187317,0.733189046382904,1.0,0.23105813562870026,0.21651263535022736,0.34293439984321594,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.32110705971717834,0.33691170811653137,0.49448907375335693,0.3202230632305145,0.3536086082458496,0.49448907375335693,0.2210129350423813,0.16088122129440308,0.2771400213241577,0.18701928853988647
recorded,0.27585887908935547,0.17687608301639557,0.24726763367652893,0.26971957087516785,0.2759207487106323,0.2649914026260376,0.21896186470985413,0.2759207487106323,0.18415622413158417,0.13543358445167542,0.15929767489433289,0.19213420152664185
rudimentary,0.23854610323905945,0.2908661663532257,0.27323174476623535,0.12062550336122513,0.22738124430179596,0.26044782996177673,0.26150161027908325,0.22738124430179596,0.19688716530799866,0.12481267750263214,0.14944769442081451,0.18648070096969604
steam,0.19852672517299652,0.15672586858272552,0.2347051203250885,0.19902050495147705,0.23105813562870026,0.18076759576797485,0.20239725708961487,0.23105813562870026,1.0000001192092896,0.4921848475933075,0.18357565999031067,0.113324373960495
engine,0.18885408341884613,0.18463268876075745,0.11477544158697128,0.1357124000787735,0.21651263535022736,0.14479626715183258,0.17095594108104706,0.21651263535022736,0.4921848475933075,1.0,0.12720495462417603,0.17739196121692657
being,0.33162933588027954,0.3760843276977539,0.23126116394996643,0.27905046939849854,0.419739305973053,0.19142818450927734,0.34885138273239136,0.419739305973053,0.18737007677555084,0.22076764702796936,0.1571391522884369,0.26743772625923157
the,0.6662389636039734,0.42745697498321533,0.3617299497127533,0.34736719727516174,1.0,0.33215048909187317,0.733189046382904,1.0,0.23105813562870026,0.21651263535022736,0.34293439984321594,0.22068053483963013
aeolipile,0.31275516748428345,0.30755317211151123,0.24817068874835968,0.16882768273353577,0.3294985890388489,0.28979063034057617,0.3360348343849182,0.3294985890388489,0.2948964536190033,0.28505370020866394,0.1511305719614029,0.28034335374832153
described,0.28813880681991577,0.22590412199497223,0.26518020033836365,0.23657096922397614,0.2878154516220093,0.18089596927165985,0.297532320022583,0.2878154516220093,0.19199030101299286,0.1652839630842209,0.1293903887271881,0.1374269425868988
by,0.370934396982193,0.2455483376979828,0.29995259642601013,0.18574509024620056,0.4408751428127289,0.17996156215667725,0.3646814823150635,0.4408751428127289,0.18134352564811707,0.1870088279247284,0.16351081430912018,0.17966607213020325
greek,0.17752651870250702,0.14808377623558044,0.21091130375862122,0.1255291998386383,0.23564283549785614,0.17677341401576996,0.2256247103214264,0.23564283549785614,0.14580917358398438,0.0956241711974144,0.1749744564294815,0.11180876195430756
mathematician,0.17603391408920288,0.1574619710445404,0.28933802247047424,0.16927407681941986,0.1224498599767685,0.1254231035709381,0.13611692190170288,0.1224498599767685,0.13437612354755402,0.17433997988700867,0.06355814635753632,0.11787978559732437
hero,0.14012277126312256,0.19322191178798676,0.12192557752132416,0.19512255489826202,0.19534069299697876,0.19648312032222748,0.20685459673404694,0.19534069299697876,0.16367952525615692,0.17039844393730164,0.06651594489812851,0.141077920794487
of,0.5696388483047485,0.33290785551071167,0.2826060354709625,0.2513895630836487,0.733189046382904,0.31014925241470337,1.0,0.733189046382904,0.20239725708961487,0.17095594108104706,0.24830074608325958,0.1826142966747284
alexandria,0.22816869616508484,0.24519166350364685,0.2126949280500412,0.1299097239971161,0.2427685707807541,0.20323124527931213,0.2492833137512207,0.2427685707807541,0.1317514330148697,0.10910063982009888,0.19130054116249084,0.16482815146446228
.,0.5591574311256409,0.3567904531955719,0.27413639426231384,0.35288307070732117,0.5934505462646484,0.30310705304145813,0.5352458953857422,0.5934505462646484,0.22855372726917267,0.21814921498298645,0.24827922880649567,0.4130953550338745
