,what,plans,of,the,british,did,this,attach,on,oneida,carry,set,back,?
ontario,0.20325867831707,0.07014303654432297,0.22826141119003296,0.23064923286437988,0.2873995900154114,0.11090095341205597,0.16447050869464874,0.05010595545172691,0.21916598081588745,0.29780060052871704,0.0984516590833664,0.15834157168865204,0.1395929753780365,0.1380562037229538
",",0.3087472915649414,0.227532297372818,0.4946078956127167,0.4933079481124878,0.25734075903892517,0.3015086054801941,0.4316047728061676,0.17371885478496552,0.49057599902153015,0.32589584589004517,0.1951419711112976,0.24912182986736298,0.3066370487213135,0.31091248989105225
and,0.31309178471565247,0.30237799882888794,0.5116966962814331,0.5171257257461548,0.325880765914917,0.34479495882987976,0.42353692650794983,0.2321213334798813,0.4077630043029785,0.24959497153759003,0.2731964588165283,0.27649927139282227,0.32774487137794495,0.20544172823429108
endangered,0.1151767447590828,0.16555635631084442,0.20583505928516388,0.22234271466732025,0.06120266392827034,0.15618526935577393,0.20856407284736633,0.11234219372272491,0.22533917427062988,0.23129752278327942,0.09312938898801804,0.08094369620084763,0.10139866918325424,0.17983852326869965
the,0.42745697498321533,0.30240729451179504,0.733189046382904,1.0,0.28973397612571716,0.34736719727516174,0.6274310946464539,0.25250759720802307,0.5107308030128479,0.32794222235679626,0.26752355694770813,0.2927955985069275,0.3612101674079895,0.22068053483963013
oswego,0.3111971914768219,0.22753332555294037,0.28225380182266235,0.2925136089324951,0.22174513339996338,0.23585815727710724,0.22946685552597046,0.0002726429665926844,0.26518237590789795,0.37080854177474976,0.1367800235748291,0.2356044054031372,0.25083425641059875,0.2019198089838028
garrison,0.1675506830215454,0.14808283746242523,0.17924772202968597,0.251071572303772,0.3467566668987274,0.14910924434661865,0.12519849836826324,0.11776675283908844,0.18605558574199677,0.3437206447124481,0.15942920744419098,0.197172611951828,0.2736765742301941,0.1271563321352005
",",0.3087472915649414,0.227532297372818,0.4946078956127167,0.4933079481124878,0.25734075903892517,0.3015086054801941,0.4316047728061676,0.17371885478496552,0.49057599902153015,0.32589584589004517,0.1951419711112976,0.24912182986736298,0.3066370487213135,0.31091248989105225
already,0.4530037045478821,0.3303413391113281,0.27917540073394775,0.34582915902137756,0.17484404146671295,0.3281528055667877,0.4586205780506134,0.16693635284900665,0.33709290623664856,0.21013136208057404,0.12357323616743088,0.19190046191215515,0.2951398193836212,0.3477933406829834
short,0.19211500883102417,0.13800236582756042,0.2761780321598053,0.29603123664855957,0.13496819138526917,0.2026156783103943,0.2999545633792877,0.21345490217208862,0.2834455072879791,0.10481008142232895,0.17100194096565247,0.19257348775863647,0.20721660554409027,0.16194626688957214
on,0.34226128458976746,0.2303745299577713,0.3966929316520691,0.5107308030128479,0.19917237758636475,0.2670976221561432,0.4193967580795288,0.22330911457538605,0.9999999403953552,0.31095314025878906,0.22389066219329834,0.23748746514320374,0.3159608244895935,0.2714994251728058
supplies,0.16484728455543518,0.33659982681274414,0.24392101168632507,0.31027752161026,0.22382618486881256,0.25997665524482727,0.25981682538986206,0.2326451987028122,0.20651875436306,0.2524178624153137,0.38192617893218994,0.17138496041297913,0.26757264137268066,0.08799431473016739
.,0.3567904531955719,0.2760954201221466,0.5352458953857422,0.5934505462646484,0.23159366846084595,0.35288307070732117,0.500583827495575,0.2679861783981323,0.49257001280784607,0.30747342109680176,0.21299658715724945,0.2928885817527771,0.3154444992542267,0.4130953550338745
