,what,strategy,did,jebe,'s,army,use,against,kuchlug,and,his,supporters,?
to,0.455847829580307,0.27855414152145386,0.4452643394470215,0.16959594190120697,0.03782717138528824,0.22938482463359833,0.47261837124824524,0.310872346162796,0.12251677364110947,0.48971283435821533,0.3715193271636963,0.22487446665763855,0.29463258385658264
inciting,0.29231929779052734,0.27700698375701904,0.2918793559074402,0.15484662353992462,-0.0308917835354805,0.23606546223163605,0.21133223176002502,0.464097261428833,0.21822689473628998,0.2829420566558838,0.3537660539150238,0.4115751385688782,0.19754326343536377
internal,0.2065390944480896,0.22727355360984802,0.13179753720760345,0.11984644830226898,-0.05071868747472763,0.14781735837459564,0.2700968384742737,0.1936902552843094,0.2569732964038849,0.2423776090145111,0.12800073623657227,0.1783190369606018,0.1665428727865219
revolt,0.21133480966091156,0.18554575741291046,0.1584831327199936,0.20066311955451965,-0.053470678627491,0.3646601736545563,0.062476254999637604,0.32754918932914734,0.14906999468803406,0.17719049751758575,0.24567684531211853,0.2700311541557312,0.13996845483779907
among,0.21154822409152985,0.1453515887260437,0.2415449470281601,0.27806156873703003,0.01186611782759428,0.16557571291923523,0.18942725658416748,0.21049022674560547,0.14155051112174988,0.39211368560791016,0.23289452493190765,0.27346208691596985,0.14343059062957764
kuchlug,0.15082098543643951,0.1359848976135254,0.11889146268367767,0.3713003098964691,0.03764111176133156,0.2301478385925293,0.14129839837551117,0.12810437381267548,1.0,0.23151640594005585,0.15541395545005798,0.12443618476390839,0.22778192162513733
's,0.02692362666130066,0.0676657110452652,0.05069678649306297,0.1057722270488739,0.9999999403953552,0.03417222201824188,0.004619393963366747,-0.0006242102244868875,0.03764111176133156,0.06895173341035843,0.047556519508361816,-0.01410735584795475,-0.023395681753754616
supporters,0.15340010821819305,0.1879969984292984,0.27647608518600464,0.16755908727645874,-0.01410735584795475,0.24380816519260406,0.20247773826122284,0.39972805976867676,0.12443618476390839,0.26639652252197266,0.27815619111061096,0.9999999403953552,0.135813906788826
",",0.3087472915649414,0.20894098281860352,0.3015086054801941,0.30109918117523193,-0.0016132977325469255,0.230897456407547,0.3276674151420593,0.31168749928474426,0.32690468430519104,0.6633074283599854,0.3378419280052185,0.2024371325969696,0.31091248989105225
leaving,0.2528557777404785,0.1940755546092987,0.26762503385543823,0.1658906489610672,-0.012301049195230007,0.21040552854537964,0.20837374031543732,0.1419512927532196,0.1233726218342781,0.31990569829940796,0.3316081464290619,0.1835220456123352,0.11571593582630157
the,0.42745697498321533,0.2895500361919403,0.34736719727516174,0.272458553314209,-0.01540423184633255,0.31011611223220825,0.34342584013938904,0.3090755045413971,0.25412410497665405,0.5171257257461548,0.4394008219242096,0.24381227791309357,0.22068053483963013
qara,0.22368445992469788,0.07008242607116699,0.11710090935230255,0.3759305477142334,-0.012327208183705807,0.20873703062534332,0.15214070677757263,0.14781053364276886,0.48808351159095764,0.2067168802022934,0.23465117812156677,0.2485397458076477,0.1857597380876541
khitai,0.17383551597595215,0.1675814688205719,0.1650427281856537,0.3395964801311493,0.024805303663015366,0.25049713253974915,0.14613690972328186,0.1815352886915207,0.6052918434143066,0.2598592936992645,0.22065392136573792,0.188394695520401,0.20356783270835876
more,0.3484537899494171,0.2235296219587326,0.2803135812282562,0.2388303577899933,0.032942235469818115,0.14746145904064178,0.3766981065273285,0.18851351737976074,0.1636500507593155,0.39880692958831787,0.23633438348770142,0.21880006790161133,0.27894994616508484
vulnerable,0.17402198910713196,0.26400116086006165,0.14093561470508575,0.17646881937980652,0.05471734702587128,0.18070672452449799,0.23409642279148102,0.1891752928495407,0.13415803015232086,0.26953402161598206,0.1699448674917221,0.20015989243984222,0.12772656977176666
to,0.455847829580307,0.27855414152145386,0.4452643394470215,0.16959594190120697,0.03782717138528824,0.22938482463359833,0.47261837124824524,0.310872346162796,0.12251677364110947,0.48971283435821533,0.3715193271636963,0.22487446665763855,0.29463258385658264
mongol,0.15870186686515808,0.13175807893276215,0.17534953355789185,0.24661102890968323,-0.05976467952132225,0.27053940296173096,0.10434918105602264,0.21419116854667664,0.46474358439445496,0.21553155779838562,0.22059163451194763,0.20247909426689148,0.12849251925945282
conquest,0.21597714722156525,0.25104328989982605,0.1569611132144928,0.23905982077121735,-0.03848736360669136,0.32731422781944275,0.08223730325698853,0.2405739426612854,0.2205815315246582,0.26925429701805115,0.29587480425834656,0.19937069714069366,0.12928934395313263
.,0.3567904531955719,0.24061113595962524,0.35288307070732117,0.2529311776161194,-0.003708066651597619,0.28860729932785034,0.3711656630039215,0.28705209493637085,0.26053252816200256,0.588965117931366,0.3119256794452667,0.21483486890792847,0.4130953550338745
