,when,was,the,last,use,by,bach,of,luther,'s,work,?
namely,0.22608695924282074,0.10310938209295273,0.309270441532135,0.16710583865642548,0.19974105060100555,0.20932333171367645,0.12258546054363251,0.34566161036491394,0.12908446788787842,0.11387156695127487,0.09003859758377075,0.18782232701778412
christ,0.1822013109922409,0.2174820899963379,0.25124865770339966,0.19327597320079803,0.1346733570098877,0.16001635789871216,0.2632921040058136,0.27289092540740967,0.2758595049381256,0.054941605776548386,0.11505516618490219,0.13772203028202057
lag,0.22046026587486267,0.11805685609579086,0.2197447121143341,0.11812938749790192,0.30454567074775696,0.1493791788816452,0.12368867546319962,0.17989633977413177,0.10435406118631363,0.11224114894866943,0.24470467865467072,0.2170206904411316
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.2715643048286438,0.370934396982193,0.19327521324157715,0.5696388483047485,0.20523880422115326,-0.037580832839012146,0.2753349542617798,0.20430970191955566
todes,0.30985134840011597,0.18925578892230988,0.2852760851383209,0.1907840073108673,0.31127050518989563,0.1782342791557312,0.2384418547153473,0.3211755156517029,0.13328097760677338,0.039949871599674225,0.24821937084197998,0.2020115703344345
banden,0.11989177763462067,0.13377927243709564,0.23434978723526,0.127207949757576,0.13313421607017517,0.13802212476730347,0.3294254541397095,0.26390910148620605,0.24274879693984985,0.0653538778424263,0.10355536639690399,0.10398679226636887
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
bwv,0.1923011988401413,0.22224664688110352,0.24567177891731262,0.23173828423023224,0.23178517818450928,0.2377893477678299,0.5655262470245361,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.3573693633079529,0.30875688791275024
4,0.06794765591621399,0.23394860327243805,0.15499350428581238,0.11921495199203491,-0.006586939096450806,0.14685025811195374,0.15186645090579987,0.17227263748645782,0.016695555299520493,-0.0858617052435875,0.011119900271296501,0.010515431873500347
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.2661714553833008,0.3453201949596405,0.3815547823905945,0.23173552751541138,0.3886612355709076,0.20242992043495178,-0.05775856226682663,0.32418152689933777,0.27043893933296204
early,0.32107013463974,0.4148794412612915,0.34442198276519775,0.30567649006843567,0.22727534174919128,0.25586557388305664,0.19327765703201294,0.30937549471855164,0.20602326095104218,0.03384959325194359,0.2853560745716095,0.15272949635982513
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.2661714553833008,0.3453201949596405,0.3815547823905945,0.23173552751541138,0.3886612355709076,0.20242992043495178,-0.05775856226682663,0.32418152689933777,0.27043893933296204
possibly,0.31674081087112427,0.28066137433052063,0.3130749762058258,0.24285969138145447,0.26834094524383545,0.2112940400838852,0.12508513033390045,0.35685303807258606,0.10694734007120132,0.012713257223367691,0.16707435250282288,0.3334614038467407
1707,-0.00856352411210537,0.07417184859514236,0.05077020451426506,0.08051479607820511,0.111922986805439,0.06989262998104095,0.18508562445640564,0.1263086199760437,0.040798500180244446,-0.03665955364704132,0.1080559715628624,0.15624447166919708
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.2715643048286438,0.370934396982193,0.19327521324157715,0.5696388483047485,0.20523880422115326,-0.037580832839012146,0.2753349542617798,0.20430970191955566
his,0.37120407819747925,0.4405253231525421,0.4394008219242096,0.2789236307144165,0.19605936110019684,0.3107621967792511,0.2507949471473694,0.38364991545677185,0.27093374729156494,0.047556519508361816,0.36648666858673096,0.18075084686279297
second,0.28561660647392273,0.3858029544353485,0.4620301127433777,0.42563509941101074,0.20317557454109192,0.2977677285671234,0.15301847457885742,0.353416383266449,0.094020314514637,-0.060212843120098114,0.16995584964752197,0.17239587008953094
annual,0.12633469700813293,0.19130820035934448,0.2958983778953552,0.16291488707065582,0.14485256373882294,0.1677675098180771,0.0879528596997261,0.29535046219825745,0.10187903791666031,-0.022993717342615128,0.1453695297241211,0.1083487942814827
cycle,0.2033594697713852,0.13855057954788208,0.2701641917228699,0.22540348768234253,0.12795059382915497,0.15267513692378998,0.21489499509334564,0.255176842212677,0.07404506951570511,-0.005367895122617483,0.21434089541435242,0.07156776636838913
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.290768563747406,0.2174896001815796,0.20696312189102173,0.13733388483524323,0.35032153129577637,0.1677781045436859,0.0012731997994706035,0.22960703074932098,0.40561532974243164
1724,0.05069209635257721,0.07847162336111069,0.16080833971500397,0.1203976571559906,0.05593559890985489,0.11618977040052414,0.04886312782764435,0.1506768763065338,0.02431720308959484,0.02358180657029152,0.06181623786687851,0.13111154735088348
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.30156898498535156,0.47261837124824524,0.33534231781959534,0.17157365381717682,0.41548454761505127,0.18029534816741943,0.03782717138528824,0.3482864499092102,0.29463258385658264
1725,0.06925264000892639,0.06399732828140259,0.13287779688835144,0.052504297345876694,0.10480194538831711,0.16705283522605896,0.007928889244794846,0.16222363710403442,0.0547606460750103,-0.0069503337144851685,0.07400458306074142,0.05538792908191681
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.30915912985801697,0.23662498593330383,0.2151763141155243,0.16679474711418152,0.3680361211299896,0.18587662279605865,0.021107977256178856,0.251366525888443,0.42300865054130554
ach,0.10966978967189789,0.0821913629770279,0.1773579716682434,0.11270018666982651,0.1444215327501297,0.0690992921590805,0.4370357096195221,0.17893241345882416,0.21521010994911194,0.07862450182437897,0.06449780613183975,0.2080359309911728
gott,0.1010318398475647,0.32019945979118347,0.1847204715013504,0.10993405431509018,0.050348855555057526,0.22339285910129547,0.3783548176288605,0.15811894834041595,0.34552162885665894,0.035034749656915665,0.29276522994041443,0.21327990293502808
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
vom,0.20471853017807007,0.16699089109897614,0.15012764930725098,0.13841961324214935,0.12976482510566711,0.17287710309028625,0.3578396439552307,0.12566734850406647,0.29986944794654846,0.024521203711628914,0.12909899652004242,0.13748297095298767
himmel,0.11677940934896469,0.21402743458747864,0.16798201203346252,0.183245450258255,0.07333692163228989,0.13826870918273926,0.4565966725349426,0.1372622549533844,0.31131693720817566,0.07465744018554688,0.1915075033903122,0.2635270059108734
sieh,0.12277363240718842,0.2034866064786911,0.17950357496738434,0.21020740270614624,0.1521424651145935,0.17962679266929626,0.2975127696990967,0.16875730454921722,0.2236400544643402,0.00707501033321023,0.19017410278320312,0.21703167259693146
darein,0.18274517357349396,0.28839758038520813,0.2605663239955902,0.2686871588230133,0.17731541395187378,0.17253659665584564,0.28898876905441284,0.2173120528459549,0.2629992365837097,0.07241959124803543,0.18612240254878998,0.24643126130104065
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
bwv,0.1923011988401413,0.22224664688110352,0.24567177891731262,0.23173828423023224,0.23178517818450928,0.2377893477678299,0.5655262470245361,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.3573693633079529,0.30875688791275024
2,-0.02478109858930111,-0.013097384944558144,-0.019434669986367226,0.010505512356758118,-0.030575765296816826,-0.038811419159173965,-0.09435094892978668,-0.013777675107121468,0.05590825900435448,0.10492397099733353,-0.011060169897973537,0.001977203879505396
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
christ,0.1822013109922409,0.2174820899963379,0.25124865770339966,0.19327597320079803,0.1346733570098877,0.16001635789871216,0.2632921040058136,0.27289092540740967,0.2758595049381256,0.054941605776548386,0.11505516618490219,0.13772203028202057
unser,0.17797599732875824,0.08863002061843872,0.15562300384044647,0.10362213104963303,0.10589486360549927,0.1153486892580986,0.245478555560112,0.14590568840503693,0.245738223195076,-0.013690034858882427,0.17734503746032715,0.1237528845667839
herr,0.17547838389873505,0.2017776072025299,0.15558205544948578,0.13594812154769897,0.14863517880439758,0.18761380016803741,0.3502577543258667,0.1660774201154709,0.2730134427547455,0.08095104247331619,0.1851504147052765,0.23141801357269287
zum,0.07861339300870895,0.14597073197364807,0.18494558334350586,0.1829208880662918,0.1210423931479454,0.11516714841127396,0.3635357618331909,0.20090119540691376,0.30528920888900757,0.009042576886713505,0.20429733395576477,0.18093763291835785
jordan,0.15200942754745483,0.2058228850364685,0.23594552278518677,0.08098459243774414,0.10654966533184052,0.25530120730400085,0.16619202494621277,0.25905120372772217,0.2172728329896927,-0.07075484842061996,0.1262802630662918,0.10991371423006058
kam,0.10843983292579651,0.061445482075214386,0.14137296378612518,0.14489224553108215,0.09842881560325623,0.04055498167872429,0.2515953779220581,0.023213529959321022,0.09561187028884888,0.012663259170949459,0.07512066513299942,0.22345200181007385
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
bwv,0.1923011988401413,0.22224664688110352,0.24567177891731262,0.23173828423023224,0.23178517818450928,0.2377893477678299,0.5655262470245361,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.3573693633079529,0.30875688791275024
7,-0.21990855038166046,0.002381215337663889,-0.1142377033829689,-0.12022405862808228,-0.19583050906658173,-0.09676564484834671,-0.009024975821375847,-0.04983885586261749,0.021675800904631615,0.09292176365852356,-0.11653944849967957,-0.15092156827449799
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
nun,0.13175080716609955,0.19402848184108734,0.18956772983074188,0.18486003577709198,0.07144045829772949,0.09273523092269897,0.21235248446464539,0.20417404174804688,0.2797187566757202,0.07585524022579193,0.12831024825572968,0.18081775307655334
komm,0.0940830186009407,0.09825482219457626,0.14582456648349762,0.15911678969860077,0.0800366923213005,0.07200006395578384,0.24975967407226562,0.15127089619636536,0.2003755122423172,0.0754563957452774,0.09365628659725189,0.23406080901622772
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
der,0.10145828127861023,0.18196885287761688,0.1982923448085785,0.1634039729833603,0.14416716992855072,0.19053760170936584,0.3083539307117462,0.2241462916135788,0.2851134240627289,0.05417625233530998,0.17066341638565063,0.10571374744176865
heiden,0.12486936897039413,0.21812944114208221,0.22653135657310486,0.08865594118833542,0.08465219289064407,0.12222133576869965,0.2635667324066162,0.25212156772613525,0.2876211702823639,0.0001241594145540148,0.16827574372291565,0.11846069991588593
heiland,0.16011151671409607,0.2999027371406555,0.25248539447784424,0.14022864401340485,0.16301849484443665,0.2175707370042801,0.2838410437107086,0.2387819141149521,0.29983964562416077,0.05910671502351761,0.13568991422653198,0.15920250117778778
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
bwv,0.1923011988401413,0.22224664688110352,0.24567177891731262,0.23173828423023224,0.23178517818450928,0.2377893477678299,0.5655262470245361,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.3573693633079529,0.30875688791275024
62,-0.030864272266626358,0.05201368033885956,-0.09844154864549637,0.06600820273160934,-0.08185796439647675,-0.05733286961913109,0.13574101030826569,-0.12567876279354095,0.035643648356199265,0.023129170760512352,0.004157255869358778,0.11978938430547714
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
gelobet,0.27477988600730896,0.285094290971756,0.2772957980632782,0.16332347691059113,0.1527618169784546,0.21449069678783417,0.33212074637413025,0.26278895139694214,0.33805209398269653,-0.0021860303822904825,0.29300248622894287,0.2419670820236206
seist,0.18128454685211182,0.30511653423309326,0.23793600499629974,0.24738536775112152,0.1447703093290329,0.2130197435617447,0.3529793620109558,0.22146505117416382,0.22136835753917694,0.025597231462597847,0.2646503448486328,0.18851986527442932
du,0.12658856809139252,0.14861533045768738,0.22366085648536682,0.16089093685150146,0.15772296488285065,0.16578812897205353,0.11876477301120758,0.19881431758403778,0.14201393723487854,0.10915599763393402,0.1633157581090927,0.155681312084198
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
jesu,0.10131944715976715,0.19716811180114746,0.14203250408172607,0.10794378817081451,0.050834547728300095,0.12740680575370789,0.4013110399246216,0.15638050436973572,0.3002506494522095,0.022915257140994072,0.08425295352935791,0.1590167135000229
christ,0.1822013109922409,0.2174820899963379,0.25124865770339966,0.19327597320079803,0.1346733570098877,0.16001635789871216,0.2632921040058136,0.27289092540740967,0.2758595049381256,0.054941605776548386,0.11505516618490219,0.13772203028202057
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
bwv,0.1923011988401413,0.22224664688110352,0.24567177891731262,0.23173828423023224,0.23178517818450928,0.2377893477678299,0.5655262470245361,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.3573693633079529,0.30875688791275024
91,-0.005199807696044445,0.019117599353194237,-0.026046331971883774,0.027529969811439514,-0.05483945831656456,0.02239304408431053,0.03805975988507271,0.011928903870284557,-0.051346246153116226,0.014340667985379696,0.03690972924232483,0.03706110641360283
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.25967320799827576,0.34145063161849976,0.4289871156215668,0.21089112758636475,0.5116966962814331,0.20796556770801544,0.06895173341035843,0.37551814317703247,0.20544172823429108
aus,0.09194716811180115,0.10596815496683121,0.09332386404275894,0.08237145096063614,0.12988921999931335,0.1545059233903885,0.2808429002761841,0.10577663779258728,0.21375636756420135,0.11155453324317932,0.14083141088485718,0.21818752586841583
tiefer,0.16519379615783691,0.2713068723678589,0.2543894946575165,0.27802079916000366,0.17286792397499084,0.23920060694217682,0.30272334814071655,0.23788242042064667,0.23750795423984528,0.09741011261940002,0.22725360095500946,0.22696372866630554
not,0.4799930453300476,0.2888734042644501,0.4310511648654938,0.24076122045516968,0.48439106345176697,0.291808545589447,0.19038240611553192,0.3307090103626251,0.21636232733726501,0.002583299996331334,0.3568844795227051,0.41942933201789856
schrei,0.19989117980003357,0.2594520151615143,0.21503321826457977,0.22138389945030212,0.12316033989191055,0.17574597895145416,0.4383365511894226,0.20070432126522064,0.34601566195487976,0.06666036695241928,0.15652945637702942,0.2005736380815506
ich,0.09809963405132294,0.07950527220964432,0.11397934705018997,0.1440434455871582,0.11620264500379562,0.1256074607372284,0.4033796787261963,0.08888904005289078,0.23894745111465454,0.03256341442465782,0.14917787909507751,0.16696366667747498
zu,0.08473588526248932,0.17819088697433472,0.15475444495677948,0.16970348358154297,0.1055855005979538,0.1881018429994583,0.40860697627067566,0.1674511730670929,0.21456845104694366,0.014376603998243809,0.14827165007591248,0.18317864835262299
dir,0.10060694068670273,0.09096121042966843,0.21941983699798584,0.1524379998445511,0.12500223517417908,0.19510824978351593,0.09687110036611557,0.15052399039268494,0.09664689749479294,0.018763218075037003,0.17041106522083282,0.14335119724273682
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
bwv,0.1923011988401413,0.22224664688110352,0.24567177891731262,0.23173828423023224,0.23178517818450928,0.2377893477678299,0.5655262470245361,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.3573693633079529,0.30875688791275024
38,-0.026771388947963715,0.0077925487421453,0.054539695382118225,-0.02849728614091873,-0.04755137115716934,-0.06048400327563286,0.03935037553310394,0.02749749645590782,-0.023724505677819252,0.019909508526325226,0.008549397811293602,0.014457103796303272
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
later,0.4627884030342102,0.5684447288513184,0.4060266613960266,0.4401232898235321,0.17144101858139038,0.3747883439064026,0.2422581911087036,0.3458743393421173,0.23796728253364563,0.05591587722301483,0.23920415341854095,0.1417175978422165
ein,0.06770312041044235,0.14683501422405243,0.1496526598930359,0.14549124240875244,0.18342261016368866,0.0995226725935936,0.3848787248134613,0.1357971876859665,0.24216751754283905,0.03422592952847481,0.23297877609729767,0.19649122655391693
feste,0.1835106611251831,0.2871995270252228,0.24568966031074524,0.2271880805492401,0.06045054271817207,0.1691034734249115,0.269290566444397,0.24343527853488922,0.15111495554447174,0.07433284819126129,0.18047338724136353,0.14262239634990692
burg,0.11221283674240112,0.16856852173805237,0.21654607355594635,0.14221073687076569,0.0731971487402916,0.12125609815120697,0.39875632524490356,0.23885878920555115,0.3562852442264557,0.1107480525970459,0.11374327540397644,0.13924115896224976
ist,0.08950598537921906,0.15893560647964478,0.15928073227405548,0.20387625694274902,0.17595615983009338,0.14473718404769897,0.2551930248737335,0.11798402667045593,0.16391538083553314,0.025112448260188103,0.09993825107812881,0.18802069127559662
unser,0.17797599732875824,0.08863002061843872,0.15562300384044647,0.10362213104963303,0.10589486360549927,0.1153486892580986,0.245478555560112,0.14590568840503693,0.245738223195076,-0.013690034858882427,0.17734503746032715,0.1237528845667839
gott,0.1010318398475647,0.32019945979118347,0.1847204715013504,0.10993405431509018,0.050348855555057526,0.22339285910129547,0.3783548176288605,0.15811894834041595,0.34552162885665894,0.035034749656915665,0.29276522994041443,0.21327990293502808
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
bwv,0.1923011988401413,0.22224664688110352,0.24567177891731262,0.23173828423023224,0.23178517818450928,0.2377893477678299,0.5655262470245361,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.3573693633079529,0.30875688791275024
80,0.12341907620429993,-0.17281471192836761,0.003630283521488309,0.05008722096681595,0.15969745814800262,-0.130837082862854,-0.10141880065202713,-0.048517487943172455,-0.116390161216259,0.03830239921808243,-0.008238914422690868,0.04445207491517067
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.25967320799827576,0.34145063161849976,0.4289871156215668,0.21089112758636475,0.5116966962814331,0.20796556770801544,0.06895173341035843,0.37551814317703247,0.20544172823429108
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.2715643048286438,0.370934396982193,0.19327521324157715,0.5696388483047485,0.20523880422115326,-0.037580832839012146,0.2753349542617798,0.20430970191955566
1735,0.06087172031402588,0.12500645220279694,0.1201869398355484,0.08584897965192795,0.16111132502555847,0.15013830363750458,0.12232864648103714,0.16313086450099945,0.11186052113771439,-0.017630310729146004,0.1505296230316162,0.2166009247303009
wär,0.15190227329730988,0.24511606991291046,0.16635863482952118,0.20544366538524628,0.11140168458223343,0.140159472823143,0.271964967250824,0.11440814286470413,0.2744233012199402,0.01641816459596157,0.2040327787399292,0.2942183315753937
gott,0.1010318398475647,0.32019945979118347,0.1847204715013504,0.10993405431509018,0.050348855555057526,0.22339285910129547,0.3783548176288605,0.15811894834041595,0.34552162885665894,0.035034749656915665,0.29276522994041443,0.21327990293502808
nicht,0.06649644672870636,0.16468317806720734,0.12197528034448624,0.14057627320289612,0.1257234662771225,0.15530377626419067,0.38222917914390564,0.0839981660246849,0.3033011555671692,0.04373794421553612,0.18193599581718445,0.20102067291736603
mit,0.08946806192398071,0.14775551855564117,0.172334685921669,-0.010803530924022198,0.19673456251621246,0.20518852770328522,0.2311330884695053,0.22569386661052704,0.296239972114563,-0.0271094162017107,0.26841405034065247,0.12031133472919464
uns,0.09482721984386444,0.004512992687523365,0.06521667540073395,0.11178931593894958,0.07366988062858582,0.07038906961679459,0.18990767002105713,0.0808262750506401,0.18070848286151886,0.040116894990205765,0.10442916303873062,0.11125347763299942
diese,0.18342478573322296,0.25553107261657715,0.21427765488624573,0.22933329641819,0.26033586263656616,0.21447917819023132,0.19868123531341553,0.21769021451473236,0.16070245206356049,-0.056305430829524994,0.15125621855258942,0.22903218865394592
zeit,0.1302708089351654,0.2288375347852707,0.17838071286678314,0.21009398996829987,0.13275399804115295,0.10461442172527313,0.3561713993549347,0.14338688552379608,0.31929251551628113,0.015479464083909988,0.20880848169326782,0.21001136302947998
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3276674151420593,0.3680937886238098,0.23254862427711487,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.3283594250679016,0.31091248989105225
bwv,0.1923011988401413,0.22224664688110352,0.24567177891731262,0.23173828423023224,0.23178517818450928,0.2377893477678299,0.5655262470245361,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.3573693633079529,0.30875688791275024
14,0.07554066181182861,0.020082935690879822,-0.011880298145115376,0.026894818991422653,-0.004020017571747303,0.0813634842634201,0.1245449110865593,0.05099077150225639,0.15559260547161102,-0.005885524209588766,-0.022043216973543167,0.11697390675544739
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.3548945486545563,0.3711656630039215,0.3936232924461365,0.28733259439468384,0.5352458953857422,0.24907569587230682,-0.003708066651597619,0.33121398091316223,0.4130953550338745
