,the,presence,or,absence,of,what,can,be,used,to,determine,the,relative,age,of,the,formations,in,which,they,are,found,?
their,0.516537070274353,0.29482147097587585,0.42146000266075134,0.25418752431869507,0.4329940676689148,0.35142919421195984,0.3564860224723816,0.3200586438179016,0.3259406089782715,0.44619059562683105,0.36186301708221436,0.516537070274353,0.2759973406791687,0.19070440530776978,0.4329940676689148,0.516537070274353,0.23326873779296875,0.34976133704185486,0.4582767188549042,0.7104025483131409,0.46887820959091187,0.16267240047454834,0.1898253709077835
presence,0.34114351868629456,0.9999999403953552,0.2883066236972809,0.5604124069213867,0.2917717397212982,0.24428647756576538,0.22971411049365997,0.2847478985786438,0.25494882464408875,0.3215413987636566,0.28767094016075134,0.34114351868629456,0.28437986969947815,0.1421736478805542,0.2917717397212982,0.34114351868629456,0.3901863992214203,0.24880747497081757,0.4159404933452606,0.30997323989868164,0.2958362400531769,0.24867844581604004,0.08592845499515533
or,0.4174870550632477,0.2883066236972809,1.0000001192092896,0.2996608316898346,0.3792596757411957,0.33867141604423523,0.5614996552467346,0.5260903835296631,0.4951852560043335,0.38921234011650085,0.3392714262008667,0.4174870550632477,0.2234428972005844,0.15139344334602356,0.3792596757411957,0.4174870550632477,0.2958323061466217,0.3586423695087433,0.5105096101760864,0.4633304476737976,0.5374364256858826,0.22172152996063232,0.32389625906944275
(,0.33289089798927307,0.11829669773578644,0.3582012951374054,0.1627737432718277,0.35032153129577637,0.2411840260028839,0.22726960480213165,0.2349044382572174,0.19005385041236877,0.30882009863853455,0.21235394477844238,0.33289089798927307,0.21364818513393402,0.14561709761619568,0.35032153129577637,0.33289089798927307,0.19486233592033386,0.3087427020072937,0.2589828372001648,0.22770340740680695,0.23263892531394958,0.1583331823348999,0.40561532974243164
sometimes,0.35816407203674316,0.22570493817329407,0.5977028608322144,0.23134875297546387,0.296434611082077,0.34229418635368347,0.5374409556388855,0.40308091044425964,0.4974112808704376,0.4055429697036743,0.21652637422084808,0.35816407203674316,0.22661364078521729,0.13562290370464325,0.296434611082077,0.35816407203674316,0.22472813725471497,0.31462913751602173,0.4812026917934418,0.44364240765571594,0.47411349415779114,0.222886860370636,0.1751544177532196
),0.3456730246543884,0.11585924029350281,0.3706604242324829,0.18385063111782074,0.3680361211299896,0.26259949803352356,0.23216170072555542,0.24578070640563965,0.1905621439218521,0.31236231327056885,0.19434958696365356,0.3456730246543884,0.21589268743991852,0.16737043857574463,0.3680361211299896,0.3456730246543884,0.19021183252334595,0.3326910734176636,0.2758678197860718,0.22818082571029663,0.2373749315738678,0.16750772297382355,0.42300865054130554
absence,0.3194023072719574,0.5604124069213867,0.2996608316898346,1.0,0.28274261951446533,0.292216956615448,0.2618861794471741,0.3229086399078369,0.19398178160190582,0.3072148263454437,0.27949655055999756,0.3194023072719574,0.28363510966300964,0.26783299446105957,0.28274261951446533,0.3194023072719574,0.2583564817905426,0.2067711502313614,0.35542064905166626,0.24925744533538818,0.2249133437871933,0.2213207185268402,0.1211882010102272
may,0.2694292366504669,0.222115159034729,0.399771511554718,0.24390806257724762,0.26447007060050964,0.25739946961402893,0.43584567308425903,0.45514434576034546,0.29261529445648193,0.391582727432251,0.24689613282680511,0.2694292366504669,0.1352013200521469,0.21728451550006866,0.26447007060050964,0.2694292366504669,0.239142045378685,0.3424151837825775,0.23536433279514313,0.3371005356311798,0.3162533640861511,0.1953253149986267,0.2768254578113556
be,0.4248143136501312,0.2847478985786438,0.5260903835296631,0.3229086399078369,0.33904364705085754,0.3929833769798279,0.5791122913360596,1.0,0.3731876611709595,0.4972836375236511,0.43451228737831116,0.4248143136501312,0.2004498690366745,0.16612951457500458,0.33904364705085754,0.4248143136501312,0.2652128040790558,0.3481820821762085,0.476310670375824,0.4858434796333313,0.5556803941726685,0.23313552141189575,0.3324260413646698
used,0.3718377649784088,0.25494882464408875,0.4951852560043335,0.19398178160190582,0.3075267970561981,0.27546408772468567,0.48128408193588257,0.3731876611709595,0.9999998807907104,0.40058770775794983,0.31329089403152466,0.3718377649784088,0.20500415563583374,0.07633404433727264,0.3075267970561981,0.3718377649784088,0.2493552267551422,0.3090210556983948,0.414506196975708,0.37411078810691833,0.3322218656539917,0.31508201360702515,0.22430120408535004
to,0.535392165184021,0.3215413987636566,0.38921234011650085,0.3072148263454437,0.41548454761505127,0.455847829580307,0.4979398250579834,0.4972836375236511,0.40058770775794983,1.0,0.4076496958732605,0.535392165184021,0.283727765083313,0.23830388486385345,0.41548454761505127,0.535392165184021,0.2386225163936615,0.45010748505592346,0.5345056653022766,0.5452046394348145,0.3504326641559601,0.25225648283958435,0.29463258385658264
provide,0.26373472809791565,0.3272742033004761,0.36427032947540283,0.28220808506011963,0.27198103070259094,0.27049049735069275,0.3899819850921631,0.41814184188842773,0.366753488779068,0.3479624092578888,0.3815077543258667,0.26373472809791565,0.25695183873176575,0.09724842756986618,0.27198103070259094,0.26373472809791565,0.3063875138759613,0.1910654902458191,0.33578091859817505,0.2950424253940582,0.3588597774505615,0.21355301141738892,0.22704634070396423
a,0.5829201340675354,0.2469376027584076,0.48853766918182373,0.22623278200626373,0.5052502155303955,0.3320399522781372,0.3915780484676361,0.39883795380592346,0.3864384889602661,0.45503583550453186,0.3650607168674469,0.5829201340675354,0.3016895651817322,0.19297243654727936,0.5052502155303955,0.5829201340675354,0.2534730136394501,0.539380669593811,0.56894451379776,0.3528250455856323,0.265255331993103,0.2869448959827423,0.23916715383529663
relative,0.24540278315544128,0.28437986969947815,0.2234428972005844,0.28363510966300964,0.32158899307250977,0.24426062405109406,0.1995767503976822,0.2004498690366745,0.20500415563583374,0.283727765083313,0.2994788587093353,0.24540278315544128,1.0000001192092896,0.17646417021751404,0.32158899307250977,0.24540278315544128,0.2093168944120407,0.19146351516246796,0.2950720489025116,0.20980030298233032,0.18377552926540375,0.2037419080734253,0.1457768678665161
age,0.24711290001869202,0.1421736478805542,0.15139344334602356,0.26783299446105957,0.2372717410326004,0.1895245760679245,0.17416419088840485,0.16612951457500458,0.07633404433727264,0.23830388486385345,0.13742327690124512,0.24711290001869202,0.17646417021751404,0.9999998807907104,0.2372717410326004,0.24711290001869202,0.1812794953584671,0.30576348304748535,0.1620659977197647,0.2389761060476303,0.1542336493730545,0.21284176409244537,0.16859300434589386
of,0.733189046382904,0.2917717397212982,0.3792596757411957,0.28274261951446533,1.0,0.33290785551071167,0.2603091299533844,0.33904364705085754,0.3075267970561981,0.41548454761505127,0.3512130081653595,0.733189046382904,0.32158899307250977,0.2372717410326004,1.0,0.733189046382904,0.2921679615974426,0.5696388483047485,0.5011631846427917,0.3426007330417633,0.39081433415412903,0.2982911467552185,0.1826142966747284
the,1.0,0.34114351868629456,0.4174870550632477,0.3194023072719574,0.733189046382904,0.42745697498321533,0.312528520822525,0.4248143136501312,0.3718377649784088,0.535392165184021,0.40889066457748413,1.0,0.24540278315544128,0.24711290001869202,0.733189046382904,1.0,0.3201930522918701,0.6662389636039734,0.6521818041801453,0.49925389885902405,0.40399202704429626,0.3452354073524475,0.22068053483963013
formations,0.3201930522918701,0.3901863992214203,0.2958323061466217,0.2583564817905426,0.2921679615974426,0.1548330932855606,0.2789516746997833,0.2652128040790558,0.2493552267551422,0.2386225163936615,0.2221757173538208,0.3201930522918701,0.2093168944120407,0.1812794953584671,0.2921679615974426,0.3201930522918701,1.0,0.2713339030742645,0.38935866951942444,0.33538779616355896,0.3421277403831482,0.33055731654167175,0.11879130452871323
in,0.6662389636039734,0.24880747497081757,0.3586423695087433,0.2067711502313614,0.5696388483047485,0.30808621644973755,0.26527702808380127,0.3481820821762085,0.3090210556983948,0.45010748505592346,0.28156906366348267,0.6662389636039734,0.19146351516246796,0.30576348304748535,0.5696388483047485,0.6662389636039734,0.2713339030742645,1.0,0.4840516746044159,0.4330179989337921,0.3841303884983063,0.39141854643821716,0.20430970191955566
which,0.6521818041801453,0.4159404933452606,0.5105096101760864,0.35542064905166626,0.5011631846427917,0.5261979103088379,0.41132649779319763,0.476310670375824,0.414506196975708,0.5345056653022766,0.39783817529678345,0.6521818041801453,0.2950720489025116,0.1620659977197647,0.5011631846427917,0.6521818041801453,0.38935866951942444,0.4840516746044159,1.0,0.5165667533874512,0.42922598123550415,0.25134438276290894,0.25814583897590637
they,0.49925389885902405,0.30997323989868164,0.4633304476737976,0.24925744533538818,0.3426007330417633,0.4431931674480438,0.47909218072891235,0.4858434796333313,0.37411078810691833,0.5452046394348145,0.34490662813186646,0.49925389885902405,0.20980030298233032,0.2389761060476303,0.3426007330417633,0.49925389885902405,0.33538779616355896,0.4330179989337921,0.5165667533874512,0.9999999403953552,0.610666811466217,0.3030489683151245,0.2753053903579712
are,0.40399202704429626,0.2958362400531769,0.5374364256858826,0.2249133437871933,0.39081433415412903,0.29724663496017456,0.5408529043197632,0.5556803941726685,0.3322218656539917,0.3504326641559601,0.3171437084674835,0.40399202704429626,0.18377552926540375,0.1542336493730545,0.39081433415412903,0.40399202704429626,0.3421277403831482,0.3841303884983063,0.42922598123550415,0.610666811466217,1.0,0.2740558087825775,0.24591213464736938
found,0.3452354073524475,0.24867844581604004,0.22172152996063232,0.2213207185268402,0.2982911467552185,0.1796332150697708,0.24230946600437164,0.23313552141189575,0.31508201360702515,0.25225648283958435,0.25388020277023315,0.3452354073524475,0.2037419080734253,0.21284176409244537,0.2982911467552185,0.3452354073524475,0.33055731654167175,0.39141854643821716,0.25134438276290894,0.3030489683151245,0.2740558087825775,0.9999999403953552,0.16790300607681274
.,0.5934505462646484,0.19082973897457123,0.36683785915374756,0.23569418489933014,0.5352458953857422,0.3567904531955719,0.35783761739730835,0.4383580684661865,0.33111312985420227,0.4645031690597534,0.323413223028183,0.5934505462646484,0.21581801772117615,0.2498820275068283,0.5352458953857422,0.5934505462646484,0.2616509795188904,0.5591574311256409,0.45942068099975586,0.4510921239852905,0.3452940285205841,0.3618174195289612,0.4130953550338745
