,who,is,the,founder,of,the,salvation,army,?
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.4933079481124878,0.23196962475776672,0.230897456407547,0.31091248989105225
or,0.31144875288009644,0.41870999336242676,0.4174870550632477,0.09910042583942413,0.3792596757411957,0.4174870550632477,0.20365504920482635,0.1678382158279419,0.32389625906944275
important,0.23735733330249786,0.350485235452652,0.39348116517066956,0.18565501272678375,0.43301743268966675,0.39348116517066956,0.2670636475086212,0.1600184589624405,0.17812499403953552
biblical,0.20619791746139526,0.16487576067447662,0.20867225527763367,0.13205823302268982,0.2500237822532654,0.20867225527763367,0.37227222323417664,0.11868071556091309,0.1909967064857483
figures,0.2154833972454071,0.21731525659561157,0.2664589285850525,0.11419332027435303,0.2761554718017578,0.2664589285850525,0.1803487241268158,0.152862548828125,0.15584851801395416
such,0.2594927251338959,0.23545363545417786,0.3575236201286316,0.1589193195104599,0.3209529519081116,0.3575236201286316,0.16815833747386932,0.09177877753973007,0.17851735651493073
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.23938928544521332,0.3886612355709076,0.48381632566452026,0.22594571113586426,0.2064976841211319,0.27043893933296204
saint,0.19721253216266632,0.2384635955095291,0.24700650572776794,0.2239055335521698,0.27986469864845276,0.24700650572776794,0.24226190149784088,0.10943770408630371,0.15690264105796814
matthew,0.25327014923095703,0.2185521125793457,0.22876815497875214,0.16911110281944275,0.16816847026348114,0.22876815497875214,0.2253132164478302,0.0964699536561966,0.08641620725393295
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.4933079481124878,0.23196962475776672,0.230897456407547,0.31091248989105225
lutheran,0.20221543312072754,0.1802605539560318,0.20315466821193695,0.1978517472743988,0.2628459632396698,0.20315466821193695,0.33853718638420105,0.1899598091840744,0.1752520203590393
theologian,0.2763800621032715,0.1712559312582016,0.15342873334884644,0.3433420658111572,0.17709659039974213,0.15342873334884644,0.3364790380001068,0.2152269184589386,0.1625964343547821
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.22729523479938507,0.5116966962814331,0.5171257257461548,0.22255335748195648,0.25581875443458557,0.20544172823429108
martyr,0.2732833921909332,0.13585898280143738,0.1946948766708374,0.27498579025268555,0.21587124466896057,0.1946948766708374,0.37449324131011963,0.24527321755886078,0.17592120170593262
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.1436357945203781,0.41548454761505127,0.535392165184021,0.2701711356639862,0.22938482463359833,0.29463258385658264
the,0.3733934462070465,0.5823672413825989,1.0,0.24715600907802582,0.733189046382904,1.0,0.30236515402793884,0.31011611223220825,0.22068053483963013
nazis,0.29550155997276306,0.17991946637630463,0.22388386726379395,0.10342707484960556,0.18243147432804108,0.22388386726379395,0.2554253339767456,0.29757431149482727,0.1800263673067093
dietrich,0.25614434480667114,0.17576982080936432,0.21662983298301697,0.20121213793754578,0.20964379608631134,0.21662983298301697,0.20275090634822845,0.148346945643425,0.16628900170326233
bonhoeffer,0.32648247480392456,0.171687051653862,0.2132599651813507,0.2864566147327423,0.21496745944023132,0.2132599651813507,0.26800763607025146,0.2367304563522339,0.22289560735225677
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.4933079481124878,0.23196962475776672,0.230897456407547,0.31091248989105225
salvation,0.3019530177116394,0.21613940596580505,0.30236515402793884,0.25297436118125916,0.2523575723171234,0.30236515402793884,1.0,0.2910606861114502,0.2133665680885315
army,0.2866576313972473,0.15909184515476227,0.31011611223220825,0.16037026047706604,0.2669098675251007,0.31011611223220825,0.2910606861114502,1.0000001192092896,0.180583193898201
founder,0.28227898478507996,0.1966208815574646,0.24715600907802582,1.0,0.25088685750961304,0.24715600907802582,0.25297436118125916,0.16037026047706604,0.13665783405303955
william,0.32068803906440735,0.13717274367809296,0.21537061035633087,0.21602483093738556,0.20272590219974518,0.21537061035633087,0.20961101353168488,0.2265264093875885,0.14462219178676605
booth,0.33375662565231323,0.130221888422966,0.2461899220943451,0.12430668622255325,0.18579788506031036,0.2461899220943451,0.34969720244407654,0.24897903203964233,0.12951403856277466
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.4933079481124878,0.23196962475776672,0.230897456407547,0.31091248989105225
african,0.2475580871105194,0.17217126488685608,0.23305515944957733,0.17055365443229675,0.23470255732536316,0.23305515944957733,0.15415257215499878,0.1540815383195877,0.11862778663635254
missionary,0.31613901257514954,0.14566698670387268,0.2262200117111206,0.2939840257167816,0.2576819956302643,0.2262200117111206,0.4309500753879547,0.2823738157749176,0.163160502910614
david,0.26544609665870667,0.14622443914413452,0.2237231284379959,0.20098505914211273,0.191870778799057,0.2237231284379959,0.19588126242160797,0.1461542248725891,0.04158485680818558
livingstone,0.28118500113487244,0.1451943814754486,0.2577628195285797,0.12340442836284637,0.19737166166305542,0.2577628195285797,0.29090580344200134,0.21209301054477692,0.20082980394363403
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.22729523479938507,0.5116966962814331,0.5171257257461548,0.22255335748195648,0.25581875443458557,0.20544172823429108
methodism,0.19731736183166504,0.13992632925510406,0.1990700513124466,0.30665093660354614,0.3017388582229614,0.1990700513124466,0.40977105498313904,0.18120485544204712,0.18589207530021667
's,0.05599616840481758,0.02396530658006668,-0.01540423184633255,-0.033734891563653946,-0.03817026689648628,-0.01540423184633255,-0.0007873677532188594,0.03417222201824188,-0.023395681753754616
revered,0.27421364188194275,0.18281331658363342,0.29630452394485474,0.3074241280555725,0.2876946032047272,0.29630452394485474,0.2585637867450714,0.1621422916650772,0.12730860710144043
founder,0.28227898478507996,0.1966208815574646,0.24715600907802582,1.0,0.25088685750961304,0.24715600907802582,0.25297436118125916,0.16037026047706604,0.13665783405303955
john,0.30388808250427246,0.16449548304080963,0.2230520099401474,0.19505660235881805,0.2407056987285614,0.2230520099401474,0.26900309324264526,0.19072727859020233,0.13162356615066528
wesley,0.2321225255727768,0.1397479772567749,0.1425647884607315,0.23066864907741547,0.18802838027477264,0.1425647884607315,0.26216158270835876,0.1716770976781845,0.1662333607673645
are,0.27294138073921204,0.5330929756164551,0.40399202704429626,0.06729194521903992,0.39081433415412903,0.40399202704429626,0.13394585251808167,0.13149341940879822,0.24591213464736938
among,0.32480236887931824,0.21956473588943481,0.3507058024406433,0.18349933624267578,0.3679063022136688,0.3507058024406433,0.18827663362026215,0.16557571291923523,0.14343059062957764
many,0.4149286150932312,0.2649032473564148,0.4335206151008606,0.12101240456104279,0.37253960967063904,0.4335206151008606,0.19983379542827606,0.1930745244026184,0.2124512493610382
cited,0.1723603904247284,0.2182154804468155,0.2582094371318817,0.17470227181911469,0.26973187923431396,0.2582094371318817,0.1728639453649521,0.10955753177404404,0.32995760440826416
as,0.3923053741455078,0.43216490745544434,0.48381632566452026,0.23938928544521332,0.3886612355709076,0.48381632566452026,0.22594571113586426,0.2064976841211319,0.27043893933296204
protestant,0.2817428708076477,0.1688958704471588,0.2679212689399719,0.1723432093858719,0.31440475583076477,0.2679212689399719,0.39605748653411865,0.2343612015247345,0.14798137545585632
saints,0.24135389924049377,0.23882900178432465,0.22267529368400574,0.22070369124412537,0.2700014114379883,0.22267529368400574,0.3667217195034027,0.11412152647972107,0.1782425343990326
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.18850034475326538,0.5352458953857422,0.5934505462646484,0.2464890033006668,0.28860729932785034,0.4130953550338745
