,what,is,another,plague,thought,to,have,spread,the,same,way,?
prevalent,0.23996703326702118,0.25585776567459106,0.17372781038284302,0.23493686318397522,0.2516706883907318,0.2303071767091751,0.3042791485786438,0.35477614402770996,0.30129262804985046,0.30008962750434875,0.25389304757118225,0.20158211886882782
in,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.2488756626844406,0.24524326622486115,0.45010748505592346,0.36843645572662354,0.24312569200992584,0.6662389636039734,0.3692481815814972,0.30444321036338806,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2537761330604553,0.3509289622306824,0.535392165184021,0.40389683842658997,0.28994160890579224,1.0,0.4583131968975067,0.36217406392097473,0.22068053483963013
eastern,0.2263268083333969,0.2375388890504837,0.181660458445549,0.15671682357788086,0.1803234964609146,0.1750476211309433,0.22821074724197388,0.21858131885528564,0.3928247392177582,0.21160833537578583,0.19026897847652435,0.20060817897319794
roman,0.17852471768856049,0.16690842807292938,0.18557977676391602,0.24386034905910492,0.16562089323997498,0.24710409343242645,0.1729857623577118,0.17695778608322144,0.2862859070301056,0.21680325269699097,0.12692126631736755,0.1663191318511963
empire,0.21723191440105438,0.18343110382556915,0.13368630409240723,0.28419533371925354,0.2003101110458374,0.21448755264282227,0.14067283272743225,0.2829723060131073,0.32532164454460144,0.11036799848079681,0.1561717689037323,0.14909450709819794
from,0.2737620174884796,0.27355384826660156,0.31349602341651917,0.22369004786014557,0.2623365819454193,0.4069952368736267,0.30702701210975647,0.22737503051757812,0.40150508284568787,0.29289567470550537,0.2694782316684723,0.19969791173934937
541,-0.0845886617898941,0.1696873903274536,-0.01736370660364628,-0.06725810468196869,-0.09405026584863663,0.009137814864516258,-0.03787551075220108,0.03352641686797142,0.1981414407491684,0.026308665052056313,-0.05354286730289459,-0.08035929501056671
to,0.455847829580307,0.42745086550712585,0.48769932985305786,0.21845681965351105,0.3858291208744049,1.0,0.4544740617275238,0.2748686373233795,0.535392165184021,0.3205692768096924,0.4772548973560333,0.29463258385658264
700,0.10991482436656952,-0.048697639256715775,0.031077038496732712,0.004434243310242891,-0.01321972906589508,0.11981314420700073,0.14495274424552917,0.001913901069201529,0.022243324667215347,0.17251814901828766,0.037753693759441376,0.1795072853565216
ce,0.17909298837184906,0.1901840716600418,0.06069449335336685,0.20724812150001526,0.09223103523254395,0.1249978169798851,0.1712406873703003,0.15929551422595978,0.2043403536081314,0.1645151525735855,0.1728927344083786,0.25396761298179626
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.2547653317451477,0.3521888852119446,0.4645031690597534,0.41614407300949097,0.2690257728099823,0.5934505462646484,0.3682591915130615,0.33520638942718506,0.4130953550338745
