,who,hosted,the,bandstand,show,debuted,on,abc,in,1957,?
the,0.3733934462070465,0.2576315402984619,1.0,0.26489946246147156,0.319829523563385,0.28418588638305664,0.5107308030128479,0.2068762183189392,0.6662389636039734,-0.091727614402771,0.22068053483963013
locally,0.24401532113552094,0.1730291247367859,0.2744310796260834,0.20808200538158417,0.19996267557144165,0.03544849157333374,0.23469337821006775,0.156266987323761,0.24245087802410126,0.050436414778232574,0.21358361840248108
produced,0.12907662987709045,0.3178471624851227,0.22045251727104187,0.08074605464935303,0.2940535843372345,0.3154149651527405,0.18712371587753296,0.2414293736219406,0.2542861998081207,-0.05434159189462662,0.1623450517654419
variety,0.15316954255104065,0.2185330092906952,0.22543764114379883,0.26697057485580444,0.3174792528152466,0.1663724035024643,0.2371467798948288,0.20370833575725555,0.21121226251125336,0.021030183881521225,0.13376861810684204
show,0.2095358669757843,0.46283531188964844,0.319829523563385,0.3375391960144043,0.9999999403953552,0.27960005402565,0.3708709180355072,0.4449407458305359,0.27595704793930054,-0.06322039663791656,0.2520138621330261
bandstand,0.1380096822977066,0.27909910678863525,0.26489946246147156,0.9999999403953552,0.3375391960144043,0.27926573157310486,0.2636391520500183,0.21551045775413513,0.24994903802871704,0.02695898525416851,0.08232080191373825
had,0.36173108220100403,0.2181791067123413,0.3875846862792969,0.1446075588464737,0.2552371621131897,0.2059653103351593,0.36692994832992554,0.18355661630630493,0.385026752948761,-0.03344227746129036,0.20728366076946259
pulled,0.22622616589069366,0.20566323399543762,0.2856052815914154,0.18537116050720215,0.17645308375358582,0.24828670918941498,0.2636619210243225,0.10247606039047241,0.14637652039527893,-0.12311173230409622,0.15093113481998444
very,0.34641316533088684,0.12751303613185883,0.34171217679977417,0.2349499613046646,0.2486025094985962,0.17614755034446716,0.28276392817497253,0.08320367336273193,0.3209688663482666,0.12441447377204895,0.20864155888557434
strong,0.2281126081943512,0.11290543526411057,0.22482411563396454,0.21511340141296387,0.23161011934280396,0.14192555844783783,0.19628293812274933,0.12823276221752167,0.21198557317256927,-0.04376133158802986,0.11990999430418015
ratings,0.1265973597764969,0.19757729768753052,0.23356813192367554,0.20061102509498596,0.3544621169567108,0.30303648114204407,0.3123399615287781,0.2876999080181122,0.17289267480373383,-0.09530569612979889,0.19248855113983154
in,0.2792111933231354,0.2707974314689636,0.6662389636039734,0.24994903802871704,0.27595704793930054,0.25110283493995667,0.46853652596473694,0.1697147786617279,1.0,-0.044204503297805786,0.20430970191955566
the,0.3733934462070465,0.2576315402984619,1.0,0.26489946246147156,0.319829523563385,0.28418588638305664,0.5107308030128479,0.2068762183189392,0.6662389636039734,-0.091727614402771,0.22068053483963013
philadelphia,0.227705180644989,0.21285663545131683,0.22828452289104462,0.2526909112930298,0.1460847705602646,0.24521057307720184,0.17339694499969482,0.2533737123012543,0.2310326248407364,-0.15417636930942535,0.1888369768857956
market,0.10590363293886185,0.12852738797664642,0.2041238248348236,0.25845903158187866,0.11578018218278885,0.1804589331150055,0.24459631741046906,0.10615630447864532,0.27003997564315796,0.01937202550470829,0.12805593013763428
on,0.2340552806854248,0.2524368166923523,0.5107308030128479,0.2636391520500183,0.3708709180355072,0.3414226770401001,0.9999999403953552,0.2862928807735443,0.46853652596473694,-0.13503338396549225,0.2714994251728058
wfil-tv,0.12648195028305054,0.35032472014427185,0.19953511655330658,0.35573452711105347,0.38146892189979553,0.31246626377105713,0.2382967174053192,0.4200502634048462,0.1632179170846939,-0.21567469835281372,0.2811223268508911
;,0.007937713526189327,0.003207740606740117,0.09152708947658539,0.05012607201933861,0.04267780855298042,0.08609592169523239,-0.017878999933600426,-0.0012340332614257932,0.092739537358284,0.039783019572496414,0.10349778085947037
treiz,0.18897779285907745,0.2101268768310547,0.3046548664569855,0.24535183608531952,0.15474365651607513,0.19644632935523987,0.20853294432163239,0.22883228957653046,0.3004986047744751,0.07730584591627121,0.12576082348823547
ultimately,0.2710329294204712,0.16010211408138275,0.38258427381515503,0.1370808631181717,0.12588390707969666,0.18376414477825165,0.2634701728820801,0.09715769439935684,0.2386224865913391,-0.14848338067531586,0.18806859850883484
negotiated,0.21122373640537262,0.203952819108963,0.2594250440597534,0.1500525325536728,0.0630471333861351,0.2100122570991516,0.17712074518203735,0.047399044036865234,0.2906990051269531,-0.1560571938753128,0.09223373234272003
a,0.36608949303627014,0.14970986545085907,0.5829201340675354,0.2883898615837097,0.24886544048786163,0.22790193557739258,0.3848365545272827,0.21331243216991425,0.539380669593811,-0.12808078527450562,0.23916715383529663
deal,0.25110870599746704,0.1882220208644867,0.23069973289966583,0.16519415378570557,0.24522894620895386,0.24110281467437744,0.24813804030418396,0.21461720764636993,0.23030675947666168,-0.0796966478228569,0.2513751685619354
to,0.42656609416007996,0.170383021235466,0.535392165184021,0.22454304993152618,0.29833272099494934,0.17721480131149292,0.41031414270401,0.1762417107820511,0.45010748505592346,-0.111165352165699,0.29463258385658264
take,0.2940447926521301,0.17808015644550323,0.31620436906814575,0.21820858120918274,0.22790804505348206,0.10544515401124954,0.27423644065856934,0.17909680306911469,0.21975718438625336,-0.13612209260463715,0.21897350251674652
the,0.3733934462070465,0.2576315402984619,1.0,0.26489946246147156,0.319829523563385,0.28418588638305664,0.5107308030128479,0.2068762183189392,0.6662389636039734,-0.091727614402771,0.22068053483963013
show,0.2095358669757843,0.46283531188964844,0.319829523563385,0.3375391960144043,0.9999999403953552,0.27960005402565,0.3708709180355072,0.4449407458305359,0.27595704793930054,-0.06322039663791656,0.2520138621330261
national,0.18105065822601318,0.2178560197353363,0.32739606499671936,0.23132091760635376,0.1202855110168457,0.19756749272346497,0.18674622476100922,0.17058564722537994,0.28915393352508545,-0.12432693690061569,0.15643028914928436
",",0.3365725874900818,0.27969205379486084,0.4933079481124878,0.2053246796131134,0.31928569078445435,0.23864160478115082,0.49057599902153015,0.2097204476594925,0.5201468467712402,-0.07933740317821503,0.31091248989105225
under,0.2962189018726349,0.12685851752758026,0.3348022699356079,0.16399505734443665,0.11194471269845963,0.23692230880260468,0.3075410723686218,0.0865299180150032,0.2535393238067627,-0.11500541865825653,0.18233340978622437
the,0.3733934462070465,0.2576315402984619,1.0,0.26489946246147156,0.319829523563385,0.28418588638305664,0.5107308030128479,0.2068762183189392,0.6662389636039734,-0.091727614402771,0.22068053483963013
revised,0.06605859845876694,0.2341102510690689,0.2513941526412964,0.06266854703426361,0.13791663944721222,0.2092706263065338,0.17106640338897705,0.10548311471939087,0.19535814225673676,-0.05207858979701996,0.1835426688194275
title,0.18150031566619873,0.11323671787977219,0.27465343475341797,0.06356309354305267,0.16363076865673065,0.17168311774730682,0.16559039056301117,0.15317635238170624,0.2263992726802826,-0.19655710458755493,0.34551161527633667
american,0.3093835413455963,0.2064366638660431,0.24562937021255493,0.20527099072933197,0.24534088373184204,0.20465052127838135,0.2356499582529068,0.24405160546302795,0.22871561348438263,-0.17636509239673615,0.18877598643302917
bandstand,0.1380096822977066,0.27909910678863525,0.26489946246147156,0.9999999403953552,0.3375391960144043,0.27926573157310486,0.2636391520500183,0.21551045775413513,0.24994903802871704,0.02695898525416851,0.08232080191373825
;,0.007937713526189327,0.003207740606740117,0.09152708947658539,0.05012607201933861,0.04267780855298042,0.08609592169523239,-0.017878999933600426,-0.0012340332614257932,0.092739537358284,0.039783019572496414,0.10349778085947037
the,0.3733934462070465,0.2576315402984619,1.0,0.26489946246147156,0.319829523563385,0.28418588638305664,0.5107308030128479,0.2068762183189392,0.6662389636039734,-0.091727614402771,0.22068053483963013
show,0.2095358669757843,0.46283531188964844,0.319829523563385,0.3375391960144043,0.9999999403953552,0.27960005402565,0.3708709180355072,0.4449407458305359,0.27595704793930054,-0.06322039663791656,0.2520138621330261
quickly,0.25713545083999634,0.1154133751988411,0.30366459488868713,0.15899375081062317,0.20559167861938477,0.17872025072574615,0.3007713854312897,0.1106800064444542,0.24151866137981415,-0.05963561683893204,0.18131443858146667
became,0.2624726891517639,0.22456982731819153,0.36325156688690186,0.10047265142202377,0.17207039892673492,0.28546249866485596,0.19448097050189972,0.14350707828998566,0.31047213077545166,-0.0495980903506279,0.11374033987522125
a,0.36608949303627014,0.14970986545085907,0.5829201340675354,0.2883898615837097,0.24886544048786163,0.22790193557739258,0.3848365545272827,0.21331243216991425,0.539380669593811,-0.12808078527450562,0.23916715383529663
social,0.26409217715263367,0.1812559813261032,0.21797899901866913,0.19310222566127777,0.2005072385072708,0.11049721390008926,0.24255602061748505,0.17652513086795807,0.23382627964019775,-0.020713530480861664,0.1615191102027893
phenomenon,0.1842675358057022,0.14431476593017578,0.26217618584632874,0.2492360770702362,0.23293820023536682,0.14123018085956573,0.16270065307617188,0.15041819214820862,0.2582302689552307,-0.04287154972553253,0.19394198060035706
by,0.39727845788002014,0.2474948912858963,0.4408751428127289,0.18770678341388702,0.2779667377471924,0.20822018384933472,0.33887791633605957,0.17600902915000916,0.370934396982193,-0.10354664921760559,0.17966607213020325
presenting,0.2055683732032776,0.4008466601371765,0.3670676052570343,0.2772352993488312,0.4460049867630005,0.1646030694246292,0.31124863028526306,0.2800289988517761,0.30526411533355713,-0.15293757617473602,0.17622846364974976
new,0.2378052920103073,0.24173325300216675,0.3845241069793701,0.2002098709344864,0.20937778055667877,0.25771352648735046,0.31106263399124146,0.20663127303123474,0.3758552670478821,-0.0751757025718689,0.14782847464084625
musical,0.20065560936927795,0.15611954033374786,0.2295164167881012,0.3176381587982178,0.2979632019996643,0.24157588183879852,0.19468769431114197,0.22606009244918823,0.21993057429790497,-0.15739935636520386,0.187048077583313
talent,0.2911093533039093,0.2848826050758362,0.21520425379276276,0.2623215317726135,0.3405075967311859,0.35208746790885925,0.1747138500213623,0.21772681176662445,0.2388242483139038,-0.11201649904251099,0.16550226509571075
and,0.41279885172843933,0.24906118214130402,0.5171257257461548,0.2869386672973633,0.3455478549003601,0.17266049981117249,0.4077630043029785,0.16453155875205994,0.4954058527946472,0.01693224534392357,0.20544172823429108
dances,0.26090431213378906,0.19545705616474152,0.23355279862880707,0.24296195805072784,0.15683691203594208,0.18792438507080078,0.13097526133060455,0.16008639335632324,0.21640795469284058,-0.05491647124290466,0.1551220864057541
to,0.42656609416007996,0.170383021235466,0.535392165184021,0.22454304993152618,0.29833272099494934,0.17721480131149292,0.41031414270401,0.1762417107820511,0.45010748505592346,-0.111165352165699,0.29463258385658264
america,0.1830417811870575,0.2209412008523941,0.37090015411376953,0.18464821577072144,0.2167469561100006,0.25412288308143616,0.24962958693504333,0.24776576459407806,0.3098583221435547,0.007150107063353062,0.19333907961845398
's,0.05599616840481758,-0.006038293242454529,-0.01540423184633255,0.08146346360445023,6.513196422019973e-05,0.025340793654322624,0.0026888418942689896,0.06670809537172318,-0.037580832839012146,0.057361289858818054,-0.023395681753754616
youth,0.24138805270195007,0.23936279118061066,0.26209625601768494,0.301233172416687,0.14677053689956665,0.20002660155296326,0.1602422297000885,0.1610429883003235,0.271285742521286,-0.04019925743341446,0.18005552887916565
and,0.41279885172843933,0.24906118214130402,0.5171257257461548,0.2869386672973633,0.3455478549003601,0.17266049981117249,0.4077630043029785,0.16453155875205994,0.4954058527946472,0.01693224534392357,0.20544172823429108
helped,0.36359652876853943,0.20779097080230713,0.3108886480331421,0.08326299488544464,0.13089437782764435,0.21504655480384827,0.21279196441173553,0.0955943837761879,0.304380863904953,-0.06315348297357559,0.16572049260139465
make,0.28430092334747314,0.12530234456062317,0.3146495521068573,0.20839542150497437,0.337324321269989,0.1019413024187088,0.27031177282333374,0.13722899556159973,0.268858402967453,-0.008370043709874153,0.28314751386642456
a,0.36608949303627014,0.14970986545085907,0.5829201340675354,0.2883898615837097,0.24886544048786163,0.22790193557739258,0.3848365545272827,0.21331243216991425,0.539380669593811,-0.12808078527450562,0.23916715383529663
star,0.17057761549949646,0.19640220701694489,0.253978431224823,0.23349379003047943,0.2342212200164795,0.20358841121196747,0.20883306860923767,0.20041432976722717,0.22244247794151306,-0.11739595979452133,0.10727278888225555
out,0.3129808306694031,0.1006661206483841,0.39404502511024475,0.17666089534759521,0.22993630170822144,0.16938982903957367,0.39060163497924805,0.10688900202512741,0.3576207756996155,-0.09897080808877945,0.22020699083805084
of,0.2827862501144409,0.18176968395709991,0.733189046382904,0.23040634393692017,0.21383242309093475,0.18094587326049805,0.3966929316520691,0.14607268571853638,0.5696388483047485,-0.03177386894822121,0.1826142966747284
its,0.1326070874929428,0.15378360450267792,0.559237003326416,0.24343065917491913,0.2273027002811432,0.14871901273727417,0.34331920742988586,0.19045390188694,0.3793783485889435,0.08274760097265244,0.15103481709957123
host,0.1455991417169571,0.6586005687713623,0.26909032464027405,0.247531920671463,0.4566369354724884,0.24757768213748932,0.1900089532136917,0.3093041479587555,0.21661671996116638,-0.09085123240947723,0.1021634042263031
",",0.3365725874900818,0.27969205379486084,0.4933079481124878,0.2053246796131134,0.31928569078445435,0.23864160478115082,0.49057599902153015,0.2097204476594925,0.5201468467712402,-0.07933740317821503,0.31091248989105225
dick,0.21179524064064026,0.16911044716835022,0.1593727320432663,0.19551558792591095,0.25013601779937744,0.19553492963314056,0.19025738537311554,0.20578424632549286,0.14058195054531097,-0.13591493666172028,0.1753130704164505
clark,0.22911235690116882,0.231357604265213,0.2364250123500824,0.18914580345153809,0.16739577054977417,0.20044198632240295,0.23381488025188446,0.22554492950439453,0.21179959177970886,-0.17910100519657135,0.10959257185459137
.,0.3541337847709656,0.22959090769290924,0.5934505462646484,0.25993257761001587,0.3016606271266937,0.2639025151729584,0.49257001280784607,0.2567209303379059,0.5591574311256409,-0.10019469261169434,0.4130953550338745
