,what,year,was,st.,nicholas,',lantern,tower,made,?
lantern,0.17349213361740112,0.12668301165103912,0.2153555452823639,0.2781493365764618,0.17887704074382782,0.2082076221704483,0.9999998807907104,0.34551966190338135,0.11028490960597992,0.22037620842456818
tower,0.12919922173023224,0.11487117409706116,0.18529865145683289,0.20466849207878113,0.13463282585144043,0.1511126607656479,0.34551966190338135,1.0,0.10101720690727234,0.10395228117704391
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.19887582957744598,0.14635653793811798,0.39136970043182373,0.24064308404922485,0.2271278351545334,0.33167365193367004,0.1826142966747284
1474,0.03662046045064926,-0.043496835976839066,0.05922004580497742,0.042094722390174866,0.05630864202976227,0.0038758404552936554,0.014482444152235985,0.045593760907649994,-0.040275122970342636,-0.06794082373380661
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.26603782176971436,0.2065194845199585,0.5178600549697876,0.24709931015968323,0.20524810254573822,0.32507219910621643,0.31091248989105225
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.18141359090805054,0.1640765219926834,0.474788099527359,0.2893456518650055,0.2398453801870346,0.3885267674922943,0.22068053483963013
roman,0.17852471768856049,0.14937065541744232,0.23496849834918976,0.13444359600543976,0.25919753313064575,0.1355389654636383,0.15384358167648315,0.17266331613063812,0.1700516790151596,0.1663191318511963
catholic,0.1882777214050293,0.15158164501190186,0.2832975387573242,0.15619085729122162,0.3117469847202301,0.14540185034275055,0.1478377729654312,0.17443281412124634,0.15582489967346191,0.16609853506088257
st.,0.10219959169626236,0.1594112664461136,0.17142929136753082,1.0000001192092896,0.28370511531829834,0.1660759598016739,0.2781493365764618,0.20466849207878113,0.19201692938804626,0.13592876493930817
mary,0.2064262330532074,0.15301498770713806,0.2567506730556488,0.18317905068397522,0.3475772738456726,0.16428041458129883,0.18516039848327637,0.15381388366222382,0.11316142976284027,0.17181165516376495
's,0.02692362666130066,-0.04087831452488899,0.008974763564765453,0.045316148549318314,-0.019449034705758095,0.07651367038488388,-0.0086667500436306,-0.06583263725042343,0.08483956009149551,-0.023395681753754616
designed,0.15902110934257507,0.10958598554134369,0.28384989500045776,0.20608948171138763,0.20727290213108063,0.20316576957702637,0.1476401388645172,0.25995245575904846,0.3100772500038147,0.11213942617177963
by,0.2455483376979828,0.28805047273635864,0.4752357602119446,0.22391770780086517,0.2331184446811676,0.2610379159450531,0.15619391202926636,0.11632828414440155,0.34175434708595276,0.17966607213020325
augustus,0.12853938341140747,0.2755204141139984,0.26523634791374207,0.20951522886753082,0.26968225836753845,0.1719566285610199,0.17332836985588074,0.1443554013967514,0.13960997760295868,0.16386699676513672
welby,0.18434752523899078,0.2383878380060196,0.30673280358314514,0.26439157128334045,0.3046107292175293,0.3143828511238098,0.3009841740131378,0.22239191830158234,0.12787164747714996,0.22641946375370026
pugin,0.23634615540504456,0.20148269832134247,0.26766160130500793,0.2484813779592514,0.26484689116477966,0.2124895453453064,0.2522404193878174,0.22251547873020172,0.16353993117809296,0.28266432881355286
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.22686052322387695,0.17142973840236664,0.3053182065486908,0.20322367548942566,0.23948386311531067,0.34954607486724854,0.20544172823429108
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.18141359090805054,0.1640765219926834,0.474788099527359,0.2893456518650055,0.2398453801870346,0.3885267674922943,0.22068053483963013
coptic,0.1778765618801117,0.20482230186462402,0.20384164154529572,0.140150249004364,0.32552748918533325,0.22394585609436035,0.19334907829761505,0.17194117605686188,0.12417425215244293,0.2247879058122635
cathedral,0.13176603615283966,0.16230200231075287,0.21967831254005432,0.22715185582637787,0.3156076967716217,0.15303021669387817,0.2107270210981369,0.40534812211990356,0.11816547811031342,0.1257525086402893
located,0.2034616470336914,0.1438501626253128,0.20133289694786072,0.11912570148706436,0.07984230667352676,0.25896891951560974,0.14866706728935242,0.25019246339797974,0.18250498175621033,0.08983194828033447
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.15931649506092072,0.1388292759656906,0.4158826768398285,0.23463882505893707,0.22630389034748077,0.25271502137184143,0.20430970191955566
fenham,0.12327450513839722,0.18082411587238312,0.2338152974843979,0.2461846023797989,0.18150542676448822,0.14941777288913727,0.2701283395290375,0.26009395718574524,0.13101035356521606,0.1285734325647354
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.2214197814464569,0.24153649806976318,0.4806240200996399,0.22912991046905518,0.21111081540584564,0.4032190144062042,0.4130953550338745
