,who,argued,that,the,ussr,had,itself,become,an,imperialist,power,?
imperial,0.11028370261192322,0.15058691799640656,0.15481437742710114,0.3074202835559845,0.2248603254556656,0.210348442196846,0.13151296973228455,0.17289789021015167,0.1424962282180786,0.7381687164306641,0.11260656267404556,0.10900196433067322
powers,0.2929472327232361,0.2768767476081848,0.27818894386291504,0.25233519077301025,0.2507714033126831,0.23158852756023407,0.22491633892059326,0.2646290063858032,0.17228426039218903,0.19925954937934875,0.6356112957000732,0.17269276082515717
and,0.41279885172843933,0.2601248323917389,0.4731321930885315,0.5171257257461548,0.2225952446460724,0.3872550129890442,0.2663651406764984,0.3416603207588196,0.2838519215583801,0.19610723853111267,0.27496716380119324,0.20544172823429108
was,0.3318818509578705,0.21668414771556854,0.33670201897621155,0.48711544275283813,0.2610757350921631,0.5927209258079529,0.24240277707576752,0.3147440552711487,0.3694365322589874,0.2916443645954132,0.1794997751712799,0.18412111699581146
carrying,0.20347930490970612,0.16049309074878693,0.22403770685195923,0.24629071354866028,0.13787439465522766,0.2524779736995697,0.10850352048873901,0.11829182505607605,0.14069481194019318,0.09188593178987503,0.12398935854434967,0.1526285707950592
on,0.2340552806854248,0.22411823272705078,0.42569106817245483,0.5107308030128479,0.1656971573829651,0.36692994832992554,0.2864828109741211,0.17756444215774536,0.3192969560623169,0.11388151347637177,0.14738048613071442,0.2714994251728058
the,0.3733934462070465,0.1919303685426712,0.5473989248275757,1.0,0.19452720880508423,0.3875846862792969,0.45971640944480896,0.31731709837913513,0.4207492768764496,0.2451922595500946,0.2647338807582855,0.22068053483963013
old,0.2511109709739685,0.07392388582229614,0.2827931344509125,0.31849798560142517,0.07565465569496155,0.23504669964313507,0.171644926071167,0.21656577289104462,0.14737263321876526,0.20941928029060364,0.09957905858755112,0.20577076077461243
russian,0.24501226842403412,0.15552528202533722,0.19759522378444672,0.24014991521835327,0.5480130910873413,0.16428501904010773,0.12398780137300491,0.1556900143623352,0.19326917827129364,0.34804990887641907,0.13243164122104645,0.12951652705669403
tradition,0.31181755661964417,0.2124181091785431,0.27896741032600403,0.2632053792476654,0.10526428371667862,0.21028348803520203,0.24151232838630676,0.17732317745685577,0.1610492765903473,0.25224369764328003,0.2360292226076126,0.15717756748199463
of,0.2827862501144409,0.19172857701778412,0.41498205065727234,0.733189046382904,0.16848184168338776,0.37755560874938965,0.3157202899456024,0.31678006052970886,0.32280945777893066,0.23797295987606049,0.25273123383522034,0.1826142966747284
expansion,0.09368777275085449,0.18010227382183075,0.31901687383651733,0.31353142857551575,0.11434768885374069,0.21240060031414032,0.2659856081008911,0.21652404963970184,0.12082995474338531,0.14249438047409058,0.25437185168266296,0.18286365270614624
and,0.41279885172843933,0.2601248323917389,0.4731321930885315,0.5171257257461548,0.2225952446460724,0.3872550129890442,0.2663651406764984,0.3416603207588196,0.2838519215583801,0.19610723853111267,0.27496716380119324,0.20544172823429108
control,0.23970051109790802,0.16855879127979279,0.2951871454715729,0.32841500639915466,0.15892398357391357,0.2237638384103775,0.2946222722530365,0.22053885459899902,0.15528884530067444,0.12653903663158417,0.41215890645980835,0.1620711386203766
.,0.3541337847709656,0.21281562745571136,0.4460422694683075,0.5934505462646484,0.20258109271526337,0.37348684668540955,0.28960058093070984,0.32859939336776733,0.3581749200820923,0.23582686483860016,0.2141435295343399,0.4130953550338745
,who,argued,that,the,ussr,had,itself,become,an,imperialist,power,?
non,0.21075555682182312,0.1129702776670456,0.2571088671684265,0.21640649437904358,0.16152448952198029,0.09621183574199677,0.2778056859970093,0.21345403790473938,0.21296434104442596,0.07824547588825226,0.1286427080631256,0.1993027776479721
russian,0.24501226842403412,0.15552528202533722,0.19759522378444672,0.24014991521835327,0.5480130910873413,0.16428501904010773,0.12398780137300491,0.1556900143623352,0.19326917827129364,0.34804990887641907,0.13243164122104645,0.12951652705669403
marxists,0.22349371016025543,0.33320435881614685,0.3288979232311249,0.22843408584594727,0.2873554527759552,0.14910389482975006,0.32055479288101196,0.10998265445232391,0.20224575698375702,0.3772682845592499,0.2124212384223938,0.2640542685985565
within,0.18261831998825073,0.1327017843723297,0.33798906207084656,0.39827480912208557,0.1749303936958313,0.2050173133611679,0.44471409916877747,0.2105371206998825,0.180417001247406,0.17065633833408356,0.22142857313156128,0.1870293766260147
the,0.3733934462070465,0.1919303685426712,0.5473989248275757,1.0,0.19452720880508423,0.3875846862792969,0.45971640944480896,0.31731709837913513,0.4207492768764496,0.2451922595500946,0.2647338807582855,0.22068053483963013
russian,0.24501226842403412,0.15552528202533722,0.19759522378444672,0.24014991521835327,0.5480130910873413,0.16428501904010773,0.12398780137300491,0.1556900143623352,0.19326917827129364,0.34804990887641907,0.13243164122104645,0.12951652705669403
federation,0.22877587378025055,0.11781769245862961,0.1964903324842453,0.273436576128006,0.3911741077899933,0.07679137587547302,0.17162811756134033,0.17769888043403625,0.13221250474452972,0.2751234471797943,0.16141976416110992,0.1376609206199646
and,0.41279885172843933,0.2601248323917389,0.4731321930885315,0.5171257257461548,0.2225952446460724,0.3872550129890442,0.2663651406764984,0.3416603207588196,0.2838519215583801,0.19610723853111267,0.27496716380119324,0.20544172823429108
later,0.35185644030570984,0.20080989599227905,0.42443475127220154,0.4060266613960266,0.2504637539386749,0.47119471430778503,0.27742069959640503,0.312420517206192,0.17057275772094727,0.2510879635810852,0.2065335065126419,0.1417175978422165
the,0.3733934462070465,0.1919303685426712,0.5473989248275757,1.0,0.19452720880508423,0.3875846862792969,0.45971640944480896,0.31731709837913513,0.4207492768764496,0.2451922595500946,0.2647338807582855,0.22068053483963013
ussr,0.16027306020259857,0.15650154650211334,0.17975573241710663,0.19452720880508423,1.0,0.22017928957939148,0.1853361278772354,0.1382550597190857,0.14511160552501678,0.31306973099708557,0.20247657597064972,0.0990586206316948
",",0.3365725874900818,0.2107459008693695,0.4137537479400635,0.4933079481124878,0.2620518207550049,0.35487717390060425,0.2783147692680359,0.29676204919815063,0.3581022024154663,0.2533895671367645,0.2231994867324829,0.31091248989105225
like,0.34740978479385376,0.16824786365032196,0.5397313237190247,0.32912567257881165,0.13640397787094116,0.3092091679573059,0.2974185347557068,0.3194003701210022,0.2679307162761688,0.09819436818361282,0.20600678026676178,0.3268813192844391
sultan,0.192390576004982,0.04010144993662834,0.16570599377155304,0.20653769373893738,0.19305092096328735,0.18055815994739532,0.1938220113515854,0.15677383542060852,0.1412971168756485,0.24408690631389618,0.23911701142787933,0.11157335340976715
galiev,0.2992625832557678,0.2012936770915985,0.2167140543460846,0.2513772249221802,0.46961355209350586,0.19975276291370392,0.160348042845726,0.1360408216714859,0.1641760915517807,0.3435869812965393,0.22528386116027832,0.13965924084186554
and,0.41279885172843933,0.2601248323917389,0.4731321930885315,0.5171257257461548,0.2225952446460724,0.3872550129890442,0.2663651406764984,0.3416603207588196,0.2838519215583801,0.19610723853111267,0.27496716380119324,0.20544172823429108
vasyl,0.32630684971809387,0.09522398561239243,0.21143104135990143,0.25803816318511963,0.36183491349220276,0.20701231062412262,0.19958847761154175,0.23236726224422455,0.26355841755867004,0.27659422159194946,0.23941129446029663,0.19677984714508057
shakhrai,0.24069544672966003,0.15525789558887482,0.21424897015094757,0.27657991647720337,0.37045013904571533,0.15612249076366425,0.1881241351366043,0.1518753170967102,0.17888222634792328,0.2464333027601242,0.20737582445144653,0.21530704200267792
",",0.3365725874900818,0.2107459008693695,0.4137537479400635,0.4933079481124878,0.2620518207550049,0.35487717390060425,0.2783147692680359,0.29676204919815063,0.3581022024154663,0.2533895671367645,0.2231994867324829,0.31091248989105225
considered,0.2708154320716858,0.31599098443984985,0.37593913078308105,0.4028765559196472,0.191758930683136,0.2744917571544647,0.29175570607185364,0.333471417427063,0.3028697371482849,0.19640761613845825,0.19637320935726166,0.19909770786762238
the,0.3733934462070465,0.1919303685426712,0.5473989248275757,1.0,0.19452720880508423,0.3875846862792969,0.45971640944480896,0.31731709837913513,0.4207492768764496,0.2451922595500946,0.2647338807582855,0.22068053483963013
soviet,0.19540928304195404,0.21258586645126343,0.1928873062133789,0.2312941700220108,0.764380931854248,0.25813958048820496,0.19633059203624725,0.13381536304950714,0.1334078162908554,0.3645226061344147,0.19571031630039215,0.08693568408489227
regime,0.2413771003484726,0.24290066957473755,0.20154723525047302,0.23305538296699524,0.2975355088710785,0.27010583877563477,0.13984212279319763,0.1997942179441452,0.13231351971626282,0.4106829762458801,0.35173550248146057,0.15561191737651825
a,0.36608949303627014,0.1706712543964386,0.47537946701049805,0.5829201340675354,0.11180747300386429,0.34897568821907043,0.4065200984477997,0.3215816617012024,0.44552403688430786,0.15242743492126465,0.21580491960048676,0.23916715383529663
renewed,0.18632489442825317,0.20138980448246002,0.26906195282936096,0.3146619200706482,0.13432766497135162,0.2789827287197113,0.19852334260940552,0.2166590839624405,0.13414186239242554,0.19623112678527832,0.3122164011001587,0.1604815125465393
version,0.17217524349689484,0.15134108066558838,0.26565122604370117,0.27268242835998535,0.09628346562385559,0.20073217153549194,0.22299553453922272,0.15455923974514008,0.24099896848201752,0.16420547664165497,0.13132423162460327,0.2573966085910797
of,0.2827862501144409,0.19172857701778412,0.41498205065727234,0.733189046382904,0.16848184168338776,0.37755560874938965,0.3157202899456024,0.31678006052970886,0.32280945777893066,0.23797295987606049,0.25273123383522034,0.1826142966747284
the,0.3733934462070465,0.1919303685426712,0.5473989248275757,1.0,0.19452720880508423,0.3875846862792969,0.45971640944480896,0.31731709837913513,0.4207492768764496,0.2451922595500946,0.2647338807582855,0.22068053483963013
russian,0.24501226842403412,0.15552528202533722,0.19759522378444672,0.24014991521835327,0.5480130910873413,0.16428501904010773,0.12398780137300491,0.1556900143623352,0.19326917827129364,0.34804990887641907,0.13243164122104645,0.12951652705669403
imperialism,0.1855015754699707,0.3190379738807678,0.23209288716316223,0.2716025412082672,0.3079080283641815,0.20571103692054749,0.2227170169353485,0.185077965259552,0.14707738161087036,0.8598127961158752,0.25230416655540466,0.14998586475849152
and,0.41279885172843933,0.2601248323917389,0.4731321930885315,0.5171257257461548,0.2225952446460724,0.3872550129890442,0.2663651406764984,0.3416603207588196,0.2838519215583801,0.19610723853111267,0.27496716380119324,0.20544172823429108
colonialism,0.21862052381038666,0.3214002847671509,0.2405940741300583,0.25141018629074097,0.26816698908805847,0.18211132287979126,0.28177741169929504,0.18841268122196198,0.1578160524368286,0.4873466491699219,0.28168365359306335,0.1519109606742859
.,0.3541337847709656,0.21281562745571136,0.4460422694683075,0.5934505462646484,0.20258109271526337,0.37348684668540955,0.28960058093070984,0.32859939336776733,0.3581749200820923,0.23582686483860016,0.2141435295343399,0.4130953550338745
