,what,was,the,name,of,new,orleans,',superdome,at,the,time,that,super,bowl,50,took,place,?
orleans,0.14538788795471191,0.25941523909568787,0.22309443354606628,0.14456430077552795,0.20952944457530975,0.43344661593437195,1.0,0.15862391889095306,0.38222166895866394,0.178949773311615,0.22309443354606628,0.22027355432510376,0.22187167406082153,0.1912957727909088,0.3010152578353882,0.016710840165615082,0.16830463707447052,0.2181161791086197,0.13097690045833588
',0.3245812654495239,0.33675912022590637,0.474788099527359,0.3737941086292267,0.39136970043182373,0.23426499962806702,0.15862391889095306,1.0,0.2072056084871292,0.22634780406951904,0.474788099527359,0.24727515876293182,0.3494868278503418,0.17380782961845398,0.10706733912229538,0.017068088054656982,0.18279214203357697,0.29779911041259766,0.330942302942276
mercedes-benz,0.15212507545948029,0.2598739266395569,0.19218237698078156,0.25027787685394287,0.17663422226905823,0.2658216655254364,0.27777931094169617,0.19587357342243195,0.4168045222759247,0.17634034156799316,0.19218237698078156,0.16327975690364838,0.2341226041316986,0.20391908288002014,0.09357385337352753,0.02235935628414154,0.13524430990219116,0.09986606240272522,0.20224438607692719
superdome,0.13333910703659058,0.27980396151542664,0.24818874895572662,0.20495690405368805,0.19121742248535156,0.2743895649909973,0.38222166895866394,0.2072056084871292,1.0,0.2266094982624054,0.24818874895572662,0.18929333984851837,0.21080459654331207,0.5794023275375366,0.39185452461242676,0.11676210910081863,0.1873997300863266,0.17686431109905243,0.10737294703722
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.36073189973831177,0.2922953963279724,0.5178600549697876,0.22371108829975128,0.38314947485923767,0.4933079481124878,0.3029961884021759,0.4137537479400635,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.27655306458473206,0.34068408608436584,0.31091248989105225
miami,0.1000966876745224,0.22150732576847076,0.19180938601493835,0.12913408875465393,0.15650133788585663,0.273945152759552,0.4642077684402466,0.14294792711734772,0.4057529866695404,0.22480493783950806,0.19180938601493835,0.1826622188091278,0.18860521912574768,0.27029719948768616,0.3255155682563782,0.12948407232761383,0.20990903675556183,0.18740005791187286,0.14054250717163086
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.008355522528290749,0.040043119341135025,0.07651367038488388,0.06076943501830101,-0.08481216430664062,-0.01540423184633255,0.01301188487559557,0.04397977516055107,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.06150028854608536,-0.03236493840813637,-0.023395681753754616
sun,0.207769975066185,0.20506168901920319,0.258540540933609,0.17632262408733368,0.22858914732933044,0.14003081619739532,0.19740645587444305,0.1453080177307129,0.2571624517440796,0.22982341051101685,0.258540540933609,0.2594333589076996,0.2795715630054474,0.19575519859790802,0.1716381013393402,0.10816854238510132,0.19884277880191803,0.19231565296649933,0.1497713327407837
life,0.24693015217781067,0.22970539331436157,0.23528170585632324,0.22854015231132507,0.2788603901863098,0.20839716494083405,0.14682845771312714,0.16740664839744568,0.15141350030899048,0.20837508141994476,0.23528170585632324,0.33237090706825256,0.2885509729385376,0.11999484151601791,0.12527509033679962,0.035228993743658066,0.18802671134471893,0.195503830909729,0.21677987277507782
stadium,0.12456028908491135,0.20318599045276642,0.21145665645599365,0.1942804455757141,0.17126937210559845,0.17546728253364563,0.13913080096244812,0.17962510883808136,0.4002038836479187,0.22218671441078186,0.21145665645599365,0.15391530096530914,0.12195040285587311,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.17851392924785614,0.2594786286354065,0.07579939067363739
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.36073189973831177,0.2922953963279724,0.5178600549697876,0.22371108829975128,0.38314947485923767,0.4933079481124878,0.3029961884021759,0.4137537479400635,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.27655306458473206,0.34068408608436584,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.31402453780174255,0.2771657407283783,0.3053182065486908,0.17942097783088684,0.3571503460407257,0.5171257257461548,0.3025408685207367,0.4731321930885315,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.25750628113746643,0.2813849449157715,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,0.3845241069793701,0.22309443354606628,0.474788099527359,0.24818874895572662,0.457212895154953,1.0,0.43061500787734985,0.5473989248275757,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.31657639145851135,0.4179787337779999,0.22068053483963013
san,0.19375550746917725,0.2675222158432007,0.2858080565929413,0.14419548213481903,0.25237205624580383,0.22082360088825226,0.30649060010910034,0.19414301216602325,0.26198190450668335,0.21309925615787506,0.2858080565929413,0.21043255925178528,0.19199305772781372,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.20647317171096802,0.19986800849437714,0.10952327400445938
francisco,0.17887917160987854,0.24025709927082062,0.25086042284965515,0.10963184386491776,0.19117538630962372,0.2623673379421234,0.3442530632019043,0.1600075662136078,0.2529340982437134,0.19574089348316193,0.25086042284965515,0.1803545206785202,0.1985872983932495,0.1658499836921692,0.20152677595615387,-0.012375159189105034,0.20168465375900269,0.16960975527763367,0.1020219698548317
bay,0.20251236855983734,0.18626409769058228,0.2441686987876892,0.17973171174526215,0.20480380952358246,0.2279820740222931,0.3409731388092041,0.185714989900589,0.16591648757457733,0.163857102394104,0.2441686987876892,0.09150619804859161,0.15027529001235962,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.1675911694765091,0.19794072210788727,0.10773546993732452
area,0.21965408325195312,0.24981513619422913,0.37834644317626953,0.205547034740448,0.3409860134124756,0.16119444370269775,0.21813926100730896,0.2060522437095642,0.17000451683998108,0.25113749504089355,0.37834644317626953,0.23011040687561035,0.2566552460193634,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.1534697562456131,0.3004036247730255,0.12640461325645447
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.008355522528290749,0.040043119341135025,0.07651367038488388,0.06076943501830101,-0.08481216430664062,-0.01540423184633255,0.01301188487559557,0.04397977516055107,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.06150028854608536,-0.03236493840813637,-0.023395681753754616
levi,0.13056978583335876,0.22001278400421143,0.15661084651947021,0.10812456160783768,0.14476609230041504,0.17616036534309387,0.20419950783252716,0.1303548365831375,0.16759584844112396,0.1250557154417038,0.15661084651947021,0.06614271551370621,0.15258318185806274,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.15792614221572876,0.0895209088921547,0.09252339601516724
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.008355522528290749,0.040043119341135025,0.07651367038488388,0.06076943501830101,-0.08481216430664062,-0.01540423184633255,0.01301188487559557,0.04397977516055107,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.06150028854608536,-0.03236493840813637,-0.023395681753754616
stadium,0.12456028908491135,0.20318599045276642,0.21145665645599365,0.1942804455757141,0.17126937210559845,0.17546728253364563,0.13913080096244812,0.17962510883808136,0.4002038836479187,0.22218671441078186,0.21145665645599365,0.15391530096530914,0.12195040285587311,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.17851392924785614,0.2594786286354065,0.07579939067363739
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.35031336545944214,0.2387169599533081,0.4806240200996399,0.2327648550271988,0.4549728035926819,0.5934505462646484,0.371569961309433,0.4460422694683075,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.2481018751859665,0.2844318151473999,0.4130953550338745
