,what,chemical,element,was,the,cause,of,the,apollo,1,disastrous,outcome,?
test,0.2596650719642639,0.24816584587097168,0.21972456574440002,0.13941486179828644,0.19235259294509888,0.21085825562477112,0.164191335439682,0.19235259294509888,0.3095526397228241,-0.16706395149230957,0.1090950220823288,0.2498566210269928,0.19832737743854523
spread,0.22287604212760925,0.1305997222661972,0.0802905336022377,0.16506560146808624,0.28994160890579224,0.35008475184440613,0.2895529866218567,0.28994160890579224,0.1531050205230713,-0.07865989953279495,0.2063552886247635,0.1311963051557541,0.16482828557491302
so,0.539469838142395,0.24622561037540436,0.2898772954940796,0.2666010558605194,0.4296516180038452,0.3983595371246338,0.3184450566768646,0.4296516180038452,0.17399299144744873,-0.29946398735046387,0.1800740361213684,0.333334743976593,0.43163934350013733
rapidly,0.20276354253292084,0.2530161440372467,0.16808117926120758,0.16400226950645447,0.26927268505096436,0.2670900821685791,0.18131932616233826,0.26927268505096436,0.13534702360630035,-0.058063700795173645,0.2735818922519684,0.22678638994693756,0.11245343834161758
because,0.46729007363319397,0.25854501128196716,0.239339679479599,0.3841400742530823,0.44596394896507263,0.48923319578170776,0.4075504541397095,0.44596394896507263,0.17066159844398499,-0.23692645132541656,0.2831622064113617,0.34115391969680786,0.2528740465641022
the,0.42745697498321533,0.18641819059848785,0.2041647583246231,0.48711544275283813,1.0,0.2551237642765045,0.733189046382904,1.0,0.2169172167778015,-0.1554475575685501,0.33251306414604187,0.23770277202129364,0.22068053483963013
capsule,0.1868036687374115,0.28989699482917786,0.2537410855293274,0.17186333239078522,0.31190651655197144,0.19591239094734192,0.2156095802783966,0.31190651655197144,0.32134392857551575,-0.08859406411647797,0.16000325977802277,0.11529220640659332,0.1896391361951828
was,0.22111038863658905,0.14026302099227905,0.17419062554836273,1.0000001192092896,0.48711544275283813,0.1555917114019394,0.4069072902202606,0.48711544275283813,0.2306441366672516,-0.2275921255350113,0.301317423582077,0.16111096739768982,0.18412111699581146
pressurized,0.24112647771835327,0.33735209703445435,0.2582663893699646,0.2514490783214569,0.3325182795524597,0.2904127240180969,0.2730380594730377,0.3325182795524597,0.26001420617103577,-0.04972362145781517,0.2813667058944702,0.1924172192811966,0.11134854704141617
with,0.2464839518070221,0.16361583769321442,0.19572675228118896,0.27411898970603943,0.4223487675189972,0.2820144593715668,0.41827285289764404,0.4223487675189972,0.1249200850725174,-0.2545506954193115,0.2328796237707138,0.20475590229034424,0.2433311939239502
pure,0.19111844897270203,0.24162451922893524,0.32067617774009705,0.19016699492931366,0.20113824307918549,0.1783585399389267,0.2222386747598648,0.20113824307918549,0.14149586856365204,-0.15889392793178558,0.14044390618801117,0.21627925336360931,0.06826777756214142
o,0.1489914506673813,0.1950671225786209,0.12802910804748535,0.15056964755058289,0.19071193039417267,0.09615258127450943,0.16054381430149078,0.19071193039417267,0.14418382942676544,-0.10561452060937881,0.12136270105838776,0.03778981789946556,0.23868927359580994
2,-0.049862053245306015,0.045045360922813416,0.012102249078452587,-0.013097384944558144,-0.019434669986367226,0.046277742832899094,-0.013777675107121468,-0.019434669986367226,-0.03420297056436539,-0.021329615265130997,0.06181827560067177,-0.0798574835062027,0.001977203879505396
but,0.5029441118240356,0.20380759239196777,0.1918100118637085,0.36023372411727905,0.4859698414802551,0.3522830903530121,0.39942997694015503,0.4859698414802551,0.16874025762081146,-0.29144296050071716,0.278562068939209,0.35472315549850464,0.27921953797340393
at,0.2838611304759979,0.16947215795516968,0.17585796117782593,0.36707764863967896,0.457212895154953,0.1972731053829193,0.42558613419532776,0.457212895154953,0.16096128523349762,-0.032697923481464386,0.19368791580200195,0.17855651676654816,0.21978627145290375
slightly,0.30401676893234253,0.13381919264793396,0.22397705912590027,0.23603187501430511,0.31489381194114685,0.2266833633184433,0.26854947209358215,0.31489381194114685,0.1286199390888214,-0.10143332183361053,0.12589581310749054,0.23791956901550293,0.15424269437789917
more,0.3484537899494171,0.21847501397132874,0.19734790921211243,0.21525104343891144,0.39758381247520447,0.30782660841941833,0.30478984117507935,0.39758381247520447,0.16325661540031433,-0.24222660064697266,0.20578031241893768,0.30678969621658325,0.27894994616508484
than,0.29388150572776794,0.1426687389612198,0.18736794590950012,0.1872616857290268,0.3227543234825134,0.26915109157562256,0.33036211133003235,0.3227543234825134,0.12615370750427246,-0.1783061921596527,0.13826631009578705,0.28753340244293213,0.24917294085025787
atmospheric,0.2079145908355713,0.32367029786109924,0.26769059896469116,0.17251721024513245,0.25230076909065247,0.19409635663032532,0.25383174419403076,0.25230076909065247,0.2915870249271393,-0.02307826280593872,0.24464841187000275,0.20047491788864136,0.11404281854629517
pressure,0.2625555694103241,0.24688704311847687,0.16608737409114838,0.17634209990501404,0.28285476565361023,0.2844527065753937,0.22627468407154083,0.28285476565361023,0.1889750063419342,-0.08136403560638428,0.2468942552804947,0.2211076319217682,0.142023503780365
",",0.3087472915649414,0.20593619346618652,0.20181523263454437,0.45456063747406006,0.4933079481124878,0.2546827793121338,0.4946078956127167,0.4933079481124878,0.19808128476142883,-0.15742997825145721,0.2485274076461792,0.20479145646095276,0.31091248989105225
instead,0.4104403555393219,0.16348952054977417,0.19349904358386993,0.23083001375198364,0.3940567970275879,0.3141863942146301,0.31208282709121704,0.3940567970275879,0.1810438632965088,-0.31220319867134094,0.14824047684669495,0.2809120714664459,0.2942638397216797
of,0.33290785551071167,0.22874756157398224,0.21102571487426758,0.4069072902202606,0.733189046382904,0.25979894399642944,1.0,0.733189046382904,0.1786269098520279,-0.09473495930433273,0.339926153421402,0.19598515331745148,0.1826142966747284
the,0.42745697498321533,0.18641819059848785,0.2041647583246231,0.48711544275283813,1.0,0.2551237642765045,0.733189046382904,1.0,0.2169172167778015,-0.1554475575685501,0.33251306414604187,0.23770277202129364,0.22068053483963013
1⁄3,-0.031226983293890953,0.10829701274633408,0.07701891660690308,-0.14491963386535645,-0.05029330402612686,-0.04978979751467705,-0.031150786206126213,-0.05029330402612686,-0.05274663865566254,-0.05028314143419266,-0.08671873807907104,0.1016223281621933,0.06023422256112099
normal,0.32813265919685364,0.23298373818397522,0.3245718479156494,0.0804942399263382,0.25256022810935974,0.2969750463962555,0.2300747036933899,0.25256022810935974,0.13251546025276184,-0.1973515897989273,0.17107608914375305,0.2760142982006073,0.19617988169193268
pressure,0.2625555694103241,0.24688704311847687,0.16608737409114838,0.17634209990501404,0.28285476565361023,0.2844527065753937,0.22627468407154083,0.28285476565361023,0.1889750063419342,-0.08136403560638428,0.2468942552804947,0.2211076319217682,0.142023503780365
that,0.6297725439071655,0.2704353928565979,0.29008960723876953,0.33670201897621155,0.5473989248275757,0.40003344416618347,0.41498205065727234,0.5473989248275757,0.2014923095703125,-0.3131840229034424,0.3187011778354645,0.37304428219795227,0.32716336846351624
would,0.45766422152519226,0.15051423013210297,0.21388095617294312,0.41663143038749695,0.4133751392364502,0.35355842113494873,0.3353942930698395,0.4133751392364502,0.20719991624355316,-0.33511853218078613,0.28752022981643677,0.3705785870552063,0.37178951501846313
be,0.3929833769798279,0.21992936730384827,0.25885871052742004,0.42228707671165466,0.4248143136501312,0.36928489804267883,0.33904364705085754,0.4248143136501312,0.1851431280374527,-0.2923636734485626,0.226801797747612,0.3806988000869751,0.3324260413646698
used,0.27546408772468567,0.3138500452041626,0.3033880889415741,0.23679393529891968,0.3718377649784088,0.3019976019859314,0.3075267970561981,0.3718377649784088,0.1717020720243454,-0.26740407943725586,0.2115972340106964,0.18361137807369232,0.22430120408535004
in,0.30808621644973755,0.23203688859939575,0.16983667016029358,0.45514053106307983,0.6662389636039734,0.24822883307933807,0.5696388483047485,0.6662389636039734,0.1461767554283142,-0.10660158097743988,0.32057181000709534,0.20638000965118408,0.20430970191955566
a,0.3320399522781372,0.24089328944683075,0.3271445333957672,0.4508470594882965,0.5829201340675354,0.2715701162815094,0.5052502155303955,0.5829201340675354,0.19996169209480286,-0.20817746222019196,0.2576647102832794,0.22244083881378174,0.23916715383529663
mission,0.2317502647638321,0.11018496006727219,0.1539584994316101,0.20951420068740845,0.22673439979553223,0.08934639394283295,0.20170781016349792,0.22673439979553223,0.4094500243663788,-0.13297705352306366,0.2395704835653305,0.14288367331027985,0.19506393373012543
.,0.3567904531955719,0.23593789339065552,0.24230757355690002,0.40146201848983765,0.5934505462646484,0.267557293176651,0.5352458953857422,0.5934505462646484,0.22384987771511078,-0.15870751440525055,0.1846957951784134,0.22835712134838104,0.4130953550338745
