,why,have,modern,lutherans,stopped,using,the,hymn,?
to,0.4100138247013092,0.4544740617275238,0.193939670920372,0.2843029797077179,0.27942875027656555,0.3678804934024811,0.535392165184021,0.1294938325881958,0.29463258385658264
label,0.042652081698179245,0.20627398788928986,0.07014303654432297,0.08201941847801208,0.08297593891620636,0.13609716296195984,0.24893689155578613,0.09967996180057526,0.13554392755031586
the,0.30742117762565613,0.40389683842658997,0.3283970355987549,0.26767393946647644,0.3206433951854706,0.28364112973213196,1.0,0.22713270783424377,0.22068053483963013
hymn,0.19023016095161438,0.12368997186422348,0.07954598218202591,0.2680962383747101,0.13424274325370789,0.11864949762821198,0.22713270783424377,0.9999999403953552,0.15131041407585144
as,0.3103298544883728,0.37788212299346924,0.242071270942688,0.19103620946407318,0.18576733767986298,0.31195345520973206,0.48381632566452026,0.15318240225315094,0.27043893933296204
trinitarian,0.2253972440958023,0.2096094936132431,0.18468992412090302,0.4567194879055023,0.09176437556743622,0.11682677268981934,0.19851630926132202,0.2848353087902069,0.26138928532600403
rather,0.35180893540382385,0.4224875271320343,0.23338410258293152,0.2572123110294342,0.23730653524398804,0.37380820512771606,0.31983619928359985,0.120395727455616,0.3053998053073883
than,0.30495476722717285,0.46517109870910645,0.27056068181991577,0.20355263352394104,0.20521748065948486,0.3075134754180908,0.3227543234825134,0.1159302294254303,0.24917294085025787
catechetical,0.3567104935646057,0.2526222765445709,0.2956535220146179,0.27816644310951233,0.10414429008960724,0.26561638712882996,0.2972888946533203,0.247268944978714,0.3054208755493164
",",0.2827242314815521,0.3541618287563324,0.2557750344276428,0.258104532957077,0.2840802073478699,0.27050045132637024,0.4933079481124878,0.22048476338386536,0.31091248989105225
and,0.27806392312049866,0.4711785912513733,0.3277876079082489,0.22211578488349915,0.24482934176921844,0.33157408237457275,0.5171257257461548,0.1816401183605194,0.20544172823429108
20th-century,0.1415446549654007,0.19793365895748138,0.33199724555015564,0.18458294868469238,0.17394527792930603,0.15815699100494385,0.31295427680015564,0.22048847377300262,0.09023914486169815
lutherans,0.19843938946723938,0.21485352516174316,0.13074271380901337,1.0000001192092896,0.14511901140213013,0.11401543766260147,0.26767393946647644,0.2680962383747101,0.20384520292282104
rarely,0.3554115891456604,0.45688357949256897,0.2653091251850128,0.11808770149946213,0.2102433443069458,0.32085731625556946,0.2914859354496002,0.10614833980798721,0.23009803891181946
use,0.3804195523262024,0.4805850088596344,0.3562934696674347,0.18254512548446655,0.21168680489063263,0.7256444692611694,0.34342584013938904,0.11637894064188004,0.32795652747154236
the,0.30742117762565613,0.40389683842658997,0.3283970355987549,0.26767393946647644,0.3206433951854706,0.28364112973213196,1.0,0.22713270783424377,0.22068053483963013
hymn,0.19023016095161438,0.12368997186422348,0.07954598218202591,0.2680962383747101,0.13424274325370789,0.11864949762821198,0.22713270783424377,0.9999999403953552,0.15131041407585144
because,0.5926418900489807,0.5794309377670288,0.18143077194690704,0.22748447954654694,0.35060229897499084,0.3691421151161194,0.44596394896507263,0.1941400021314621,0.2528740465641022
of,0.28464117646217346,0.3802283704280853,0.3482828736305237,0.30324164032936096,0.2221805304288864,0.24298200011253357,0.733189046382904,0.27317509055137634,0.1826142966747284
the,0.30742117762565613,0.40389683842658997,0.3283970355987549,0.26767393946647644,0.3206433951854706,0.28364112973213196,1.0,0.22713270783424377,0.22068053483963013
perceived,0.3355114161968231,0.2734004855155945,0.1458246111869812,0.22169318795204163,0.17597715556621552,0.22058160603046417,0.2552545368671417,0.09055285155773163,0.20685844123363495
difficulty,0.2604857087135315,0.2980698049068451,0.14344939589500427,0.13553084433078766,0.3099279999732971,0.2787659168243408,0.28524860739707947,0.14203821122646332,0.1517200618982315
of,0.28464117646217346,0.3802283704280853,0.3482828736305237,0.30324164032936096,0.2221805304288864,0.24298200011253357,0.733189046382904,0.27317509055137634,0.1826142966747284
its,0.2255094349384308,0.3852778375148773,0.2969845235347748,0.2068832963705063,0.21071498095989227,0.2085333913564682,0.559237003326416,0.13069985806941986,0.15103481709957123
tune,0.23507294058799744,0.1813456118106842,0.1585237979888916,0.17266984283924103,0.1824156641960144,0.22064563632011414,0.22937244176864624,0.46293649077415466,0.19689199328422546
.,0.32909876108169556,0.41614407300949097,0.22790057957172394,0.28980323672294617,0.26072677969932556,0.3629456162452698,0.5934505462646484,0.18054819107055664,0.4130953550338745
