,what,later,actions,by,the,nazis,could,be,traced,back,to,luther,'s,rhetoric,?
contributed,0.2441394031047821,0.23840543627738953,0.26946380734443665,0.29225775599479675,0.2633678913116455,0.15042075514793396,0.23045261204242706,0.25662684440612793,0.3610464036464691,0.22643883526325226,0.2686880826950073,0.049615420401096344,-0.002902780659496784,0.24931800365447998,0.21200142800807953
significantly,0.2746123671531677,0.25620466470718384,0.25456130504608154,0.2918403744697571,0.3313288986682892,0.1191304549574852,0.2892482876777649,0.3630986213684082,0.25214338302612305,0.2229880839586258,0.33877497911453247,0.07437585294246674,-0.00217988109216094,0.2324284464120865,0.1823679804801941
to,0.455847829580307,0.393297016620636,0.27775833010673523,0.33534231781959534,0.535392165184021,0.28244999051094055,0.5461788773536682,0.4972836375236511,0.23967646062374115,0.4675939381122589,1.0,0.18029534816741943,0.03782717138528824,0.19807186722755432,0.29463258385658264
the,0.42745697498321533,0.4060266613960266,0.297427237033844,0.4408751428127289,1.0,0.22388386726379395,0.35393214225769043,0.4248143136501312,0.34548765420913696,0.3612101674079895,0.535392165184021,0.1759674996137619,-0.01540423184633255,0.1746336966753006,0.22068053483963013
development,0.19014155864715576,0.22155122458934784,0.1924942284822464,0.19329734146595,0.3362044394016266,0.053235966712236404,0.14658856391906738,0.22699303925037384,0.1676703840494156,0.1287379264831543,0.27639102935791016,0.07174760848283768,0.004789014346897602,0.11659172177314758,0.1211358830332756
of,0.33290785551071167,0.3458743393421173,0.27202147245407104,0.3646814823150635,0.733189046382904,0.18243147432804108,0.29043012857437134,0.33904364705085754,0.325751930475235,0.23051875829696655,0.41548454761505127,0.1719115972518921,-0.03817026689648628,0.2249872386455536,0.1826142966747284
antisemitism,0.24052080512046814,0.21253271400928497,0.29907628893852234,0.18909798562526703,0.20361100137233734,0.5268698334693909,0.23576639592647552,0.15838834643363953,0.16246263682842255,0.15078385174274445,0.17824991047382355,0.33306023478507996,-0.03303133323788643,0.33990445733070374,0.17148436605930328
in,0.30808621644973755,0.40857815742492676,0.2084859013557434,0.370934396982193,0.6662389636039734,0.25396132469177246,0.29357993602752686,0.3481820821762085,0.26159778237342834,0.25397348403930664,0.45010748505592346,0.20523880422115326,-0.037580832839012146,0.21091486513614655,0.20430970191955566
germany,0.21690446138381958,0.2568788528442383,0.10600359737873077,0.22670169174671173,0.3181285262107849,0.5071678161621094,0.19044765830039978,0.2431814819574356,0.11483636498451233,0.25212112069129944,0.24172882735729218,0.30716460943222046,0.07082316279411316,0.18548960983753204,0.1388660967350006
",",0.3087472915649414,0.35016918182373047,0.24007150530815125,0.3680937886238098,0.4933079481124878,0.21364323794841766,0.27399855852127075,0.39254459738731384,0.2596147656440735,0.3066370487213135,0.44245919585227966,0.23255878686904907,-0.0016132977325469255,0.16083845496177673,0.31091248989105225
and,0.31309178471565247,0.4216292202472687,0.22014471888542175,0.4289871156215668,0.5171257257461548,0.2841957211494446,0.3385082483291626,0.41766801476478577,0.2684859335422516,0.32774487137794495,0.48971283435821533,0.20796556770801544,0.06895173341035843,0.23775091767311096,0.20544172823429108
in,0.30808621644973755,0.40857815742492676,0.2084859013557434,0.370934396982193,0.6662389636039734,0.25396132469177246,0.29357993602752686,0.3481820821762085,0.26159778237342834,0.25397348403930664,0.45010748505592346,0.20523880422115326,-0.037580832839012146,0.21091486513614655,0.20430970191955566
the,0.42745697498321533,0.4060266613960266,0.297427237033844,0.4408751428127289,1.0,0.22388386726379395,0.35393214225769043,0.4248143136501312,0.34548765420913696,0.3612101674079895,0.535392165184021,0.1759674996137619,-0.01540423184633255,0.1746336966753006,0.22068053483963013
1930s,0.08317657560110092,0.031245430931448936,-0.0204477421939373,0.1306881606578827,0.07268565893173218,0.2834431827068329,0.03812416270375252,0.05692839249968529,-0.027400096878409386,0.0665019229054451,0.017448611557483673,0.10968858748674393,0.043659456074237823,0.05341572314500809,0.04075539484620094
and,0.31309178471565247,0.4216292202472687,0.22014471888542175,0.4289871156215668,0.5171257257461548,0.2841957211494446,0.3385082483291626,0.41766801476478577,0.2684859335422516,0.32774487137794495,0.48971283435821533,0.20796556770801544,0.06895173341035843,0.23775091767311096,0.20544172823429108
1940s,-0.21677392721176147,-0.0388200543820858,-0.08239458501338959,-0.06948131322860718,-0.15126122534275055,-0.03912835195660591,-0.21194419264793396,-0.1922634392976761,-0.14093826711177826,-0.29059672355651855,-0.15312688052654266,-0.08558990061283112,-0.001966766780242324,-0.16671015322208405,-0.23527579009532928
provided,0.2206064909696579,0.19649602472782135,0.2532447278499603,0.2935292720794678,0.304488867521286,0.1318402886390686,0.34931424260139465,0.32466498017311096,0.2827322781085968,0.17060773074626923,0.28066325187683105,0.11748263239860535,0.01738812029361725,0.2066652774810791,0.16893617808818817
an,0.2821882665157318,0.17057275772094727,0.21414895355701447,0.2719563841819763,0.4207492768764496,0.15612274408340454,0.24300263822078705,0.33041056990623474,0.25044241547584534,0.18792150914669037,0.3138085603713989,0.10983039438724518,0.025255560874938965,0.18194343149662018,0.19793890416622162
``,0.008517155423760414,-0.017956512048840523,0.13097381591796875,-0.030704375356435776,0.029072100296616554,0.0611572228372097,0.07445607334375381,0.07670000940561295,-0.01018261443823576,0.03099312260746956,0.06720756739377975,-0.013964727520942688,-0.03416389226913452,0.06872442364692688,0.0685480609536171
ideal,0.31059911847114563,0.13216915726661682,0.2451322078704834,0.1778499335050583,0.25375595688819885,0.19762876629829407,0.3080730438232422,0.34239843487739563,0.22404876351356506,0.1471346616744995,0.29955336451530457,0.08910182863473892,0.04526146501302719,0.2778783142566681,0.13358637690544128
underpinning,0.31879279017448425,0.23741647601127625,0.25367769598960876,0.1950603425502777,0.32667452096939087,0.19467994570732117,0.35768166184425354,0.3994758427143097,0.2862567901611328,0.34808677434921265,0.31164342164993286,0.19481678307056427,-0.017459966242313385,0.2712295949459076,0.32162192463874817
'',0.08143015950918198,-0.019435737282037735,-0.1100800484418869,-0.010275691747665405,0.041273195296525955,0.010102100670337677,-0.0027024701703339815,0.08835477381944656,0.09639543294906616,-0.07862870395183563,-0.009905828163027763,-0.04572787508368492,-0.04859459400177002,0.12857402861118317,0.018684765323996544
for,0.3017193675041199,0.3573088049888611,0.2653684914112091,0.3248702883720398,0.4739971458911896,0.24620971083641052,0.3405117690563202,0.3801851272583008,0.19819779694080353,0.2631518244743347,0.4451248347759247,0.12958186864852905,-0.07241261005401611,0.24963273108005524,0.264628142118454
the,0.42745697498321533,0.4060266613960266,0.297427237033844,0.4408751428127289,1.0,0.22388386726379395,0.35393214225769043,0.4248143136501312,0.34548765420913696,0.3612101674079895,0.535392165184021,0.1759674996137619,-0.01540423184633255,0.1746336966753006,0.22068053483963013
nazis,0.1963791400194168,0.27671027183532715,0.29744797945022583,0.26154106855392456,0.22388386726379395,0.9999999403953552,0.31887906789779663,0.26916199922561646,0.11516334116458893,0.15812134742736816,0.28244999051094055,0.3099939823150635,0.11501337587833405,0.22080157697200775,0.1800263673067093
',0.3245812654495239,0.22560328245162964,0.19653990864753723,0.2610379159450531,0.474788099527359,0.06460446119308472,0.19434550404548645,0.2717236876487732,0.19383272528648376,0.23420757055282593,0.34544456005096436,0.142246812582016,0.07651367038488388,0.1553841382265091,0.330942302942276
attacks,0.19946885108947754,0.1869298666715622,0.345589816570282,0.23744475841522217,0.2845265567302704,0.22666682302951813,0.19065740704536438,0.21628189086914062,0.1254054307937622,0.1887233555316925,0.20225100219249725,0.12795864045619965,-0.05427505820989609,0.08598537743091583,0.14532065391540527
on,0.34226128458976746,0.30872204899787903,0.2808321714401245,0.33887791633605957,0.5107308030128479,0.1376655250787735,0.2953716814517975,0.37900757789611816,0.1966923028230667,0.3159608244895935,0.41031414270401,0.19090485572814941,0.0026888418942689896,0.11941610276699066,0.2714994251728058
jews,0.22131574153900146,0.14935770630836487,0.27237752079963684,0.17624309659004211,0.24901628494262695,0.5812774300575256,0.20342198014259338,0.20604680478572845,0.17055538296699524,0.20466402173042297,0.22399327158927917,0.24326977133750916,0.017030835151672363,0.1557292938232422,0.16730794310569763
.,0.3567904531955719,0.3488861322402954,0.2696916162967682,0.3936232924461365,0.5934505462646484,0.25072503089904785,0.3200591504573822,0.4383580684661865,0.22266744077205658,0.3154444992542267,0.4645031690597534,0.24907569587230682,-0.003708066651597619,0.17347291111946106,0.4130953550338745
