,who,was,the,opposing,party,in,the,runyon,case,?
268,-0.0624249242246151,-0.163605198264122,-0.03500863164663315,0.10243839770555496,-0.0929388701915741,-0.06899017840623856,-0.03500863164663315,-0.08910540491342545,0.09943818300962448,0.2116832286119461
u.s.,0.19341465830802917,0.06837434321641922,0.06592652946710587,0.20947998762130737,0.02601359784603119,-0.003064807504415512,0.06592652946710587,0.08149522542953491,0.025508321821689606,0.07886100560426712
510,0.20397445559501648,0.16527745127677917,0.28801628947257996,0.13592268526554108,0.18106737732887268,0.22649411857128143,0.28801628947257996,0.045994002372026443,-0.11277034133672714,0.02240603417158127
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.14646978676319122,0.1743791401386261,0.3087427020072937,0.33289089798927307,0.2055799812078476,0.2248619794845581,0.40561532974243164
1925,0.059866826981306076,-0.009818988852202892,-0.10762115567922592,-0.14071936905384064,-0.061406321823596954,-0.0710533931851387,-0.10762115567922592,-0.0396902970969677,-0.14395661652088165,-0.044753383845090866
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.1555270403623581,0.2047169804573059,0.3326910734176636,0.3456730246543884,0.22127534449100494,0.2503088414669037,0.42300865054130554
;,0.007937713526189327,0.0754367932677269,0.09152708947658539,0.046729445457458496,-0.04555346816778183,0.092739537358284,0.09152708947658539,0.05643564090132713,-0.029111087322235107,0.10349778085947037
meyer,0.20593346655368805,0.3042473793029785,0.2379395067691803,0.03179311752319336,0.15124475955963135,0.28181615471839905,0.2379395067691803,0.25799044966697693,0.12162093073129654,0.18144120275974274
v.,-0.018512072041630745,0.00570128345862031,-0.028345759958028793,-0.028046032413840294,-0.0127676697447896,-0.03806581720709801,-0.028345759958028793,-0.048037514090538025,-0.03772502392530441,0.13179227709770203
nebraska,0.20213791728019714,0.21055439114570618,0.2070923149585724,0.15876404941082,0.19771338999271393,0.22378826141357422,0.2070923149585724,0.30983176827430725,0.12436820566654205,0.146102637052536
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.23409634828567505,0.21963930130004883,0.5201468467712402,0.4933079481124878,0.3239666521549225,0.2977246046066284,0.31091248989105225
262,0.23032411932945251,0.06447640061378479,0.006700088735669851,0.1436096876859665,-0.026964480057358742,-0.06602431833744049,0.006700088735669851,0.11299315840005875,0.07927417010068893,0.298300564289093
u.s.,0.19341465830802917,0.06837434321641922,0.06592652946710587,0.20947998762130737,0.02601359784603119,-0.003064807504415512,0.06592652946710587,0.08149522542953491,0.025508321821689606,0.07886100560426712
390,0.09739118069410324,0.037779301404953,-0.04787406697869301,-0.04966021701693535,0.0554191991686821,0.03871656581759453,-0.04787406697869301,-0.0054719215258955956,-0.09281597286462784,-0.01989002525806427
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.14646978676319122,0.1743791401386261,0.3087427020072937,0.33289089798927307,0.2055799812078476,0.2248619794845581,0.40561532974243164
1923,-0.22799436748027802,-0.019191522151231766,-0.020846471190452576,-0.15474773943424225,-0.005399351008236408,0.10134586691856384,-0.020846471190452576,0.04623072221875191,-0.054412830621004105,-0.009934643283486366
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.1555270403623581,0.2047169804573059,0.3326910734176636,0.3456730246543884,0.22127534449100494,0.2503088414669037,0.42300865054130554
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.23995569348335266,0.23341989517211914,0.5591574311256409,0.5934505462646484,0.23529723286628723,0.32712292671203613,0.4130953550338745
