,in,what,year,did,abc,launch,the,movie,of,the,week,?
launched,0.18876992166042328,0.1668553501367569,0.2043205201625824,0.1794346421957016,0.2561926543712616,0.8017768263816833,0.2547066807746887,0.17709527909755707,0.20039688050746918,0.2547066807746887,0.24237413704395294,0.1803835779428482
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.2628649175167084,1.0,0.2636405825614929,0.733189046382904,1.0,0.28402599692344666,0.22068053483963013
movie,0.2507663369178772,0.19373337924480438,0.19929322600364685,0.2057092785835266,0.24821209907531738,0.19596612453460693,0.2636405825614929,1.0,0.2027330845594406,0.2636405825614929,0.20578457415103912,0.18408656120300293
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,0.20697395503520966,0.733189046382904,0.2027330845594406,1.0,0.733189046382904,0.17998629808425903,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.2628649175167084,1.0,0.2636405825614929,0.733189046382904,1.0,0.28402599692344666,0.22068053483963013
week,0.2674444317817688,0.2483774870634079,0.5383105278015137,0.2459598332643509,0.2554396390914917,0.28728750348091125,0.28402599692344666,0.20578457415103912,0.17998629808425903,0.28402599692344666,0.9999998807907104,0.25105318427085876
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.19433410465717316,0.4933079481124878,0.2886425256729126,0.4946078956127167,0.4933079481124878,0.3187089264392853,0.31091248989105225
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.21331243216991425,0.19873975217342377,0.5829201340675354,0.2430880069732666,0.5052502155303955,0.5829201340675354,0.20796456933021545,0.23916715383529663
weekly,0.20416809618473053,0.1908067911863327,0.28699687123298645,0.15142609179019928,0.28375357389450073,0.23575149476528168,0.21414050459861755,0.21186254918575287,0.1427893489599228,0.21414050459861755,0.4432908892631531,0.12748977541923523
showcase,0.1868007630109787,0.228786900639534,0.16425226628780365,0.19737519323825836,0.2575083076953888,0.26772046089172363,0.2434663325548172,0.2869773507118225,0.19805759191513062,0.2434663325548172,0.2409972995519638,0.2651786506175995
aimed,0.22416192293167114,0.2549166977405548,0.18251493573188782,0.15651002526283264,0.14881011843681335,0.29575687646865845,0.2317158579826355,0.1493121236562729,0.17739766836166382,0.2317158579826355,0.20446349680423737,0.2069684863090515
at,0.4374977946281433,0.2838611304759979,0.3146436810493469,0.28390252590179443,0.12953892350196838,0.2472303807735443,0.457212895154953,0.19655552506446838,0.42558613419532776,0.457212895154953,0.3329743444919586,0.21978627145290375
capitalizing,0.2641100585460663,0.2626790702342987,0.1901005655527115,0.2136632651090622,0.1894741654396057,0.14344778656959534,0.2646408677101135,0.20431852340698242,0.2452675700187683,0.2646408677101135,0.2037113457918167,0.20724722743034363
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.2862928807735443,0.2868025302886963,0.5107308030128479,0.2304898053407669,0.3966929316520691,0.5107308030128479,0.3680826723575592,0.2714994251728058
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.2628649175167084,1.0,0.2636405825614929,0.733189046382904,1.0,0.28402599692344666,0.22068053483963013
growing,0.33161869645118713,0.20045997202396393,0.1615794152021408,0.171597421169281,0.1150236427783966,0.13755427300930023,0.33280637860298157,0.14137150347232819,0.3095463812351227,0.33280637860298157,0.1586032509803772,0.10178618133068085
success,0.3020555078983307,0.22873179614543915,0.2447189837694168,0.33578285574913025,0.22851410508155823,0.2552455961704254,0.2764457166194916,0.26087549328804016,0.20485365390777588,0.2764457166194916,0.23371443152427673,0.1216118186712265
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,0.20697395503520966,0.733189046382904,0.2027330845594406,1.0,0.733189046382904,0.17998629808425903,0.1826142966747284
made-for-tv,0.3457891345024109,0.32686886191368103,0.24187247455120087,0.2820347547531128,0.40822938084602356,0.28661930561065674,0.4133192002773285,0.39492106437683105,0.3751052916049957,0.4133192002773285,0.2830987870693207,0.36357006430625916
movies,0.2999236583709717,0.19910205900669098,0.20064663887023926,0.16281017661094666,0.2676983177661896,0.14967241883277893,0.25992661714553833,0.7182441353797913,0.24151790142059326,0.25992661714553833,0.15446989238262177,0.18891702592372894
since,0.4325680434703827,0.29783400893211365,0.31512683629989624,0.27613121271133423,0.20685888826847076,0.21453765034675598,0.4054957628250122,0.14066655933856964,0.35513219237327576,0.4054957628250122,0.28058603405952454,0.2876587212085724
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.2628649175167084,1.0,0.2636405825614929,0.733189046382904,1.0,0.28402599692344666,0.22068053483963013
early,0.34672921895980835,0.2454567849636078,0.22533860802650452,0.32047218084335327,0.17947594821453094,0.24707037210464478,0.34442198276519775,0.19282150268554688,0.30937549471855164,0.34442198276519775,0.16608181595802307,0.15272949635982513
1960s,0.0007937865448184311,-0.17530474066734314,-0.025484250858426094,-0.22650323808193207,0.11778279393911362,-0.03832201659679413,-0.06868536025285721,-0.019353633746504784,-0.02275673858821392,-0.06868536025285721,-0.1499970406293869,-0.08257022500038147
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2567209303379059,0.20541822910308838,0.5934505462646484,0.25674229860305786,0.5352458953857422,0.5934505462646484,0.2804736793041229,0.4130953550338745
