,how,many,drugs,approved,by,the,fda,in,2013,were,specialty,drugs,?
19,0.08316059410572052,-0.025691039860248566,-0.020738134160637856,-0.06988076120615005,-0.07069040089845657,-0.17766842246055603,-0.005627773702144623,-0.1978580802679062,0.03430810570716858,-0.1374261975288391,-0.057590484619140625,-0.020738134160637856,0.008002291433513165
of,0.2480744868516922,0.37253960967063904,0.21399663388729095,0.3106788992881775,0.3646814823150635,0.733189046382904,0.22591575980186462,0.5696388483047485,-0.2904720902442932,0.34038281440734863,0.24823221564292908,0.21399663388729095,0.1826142966747284
28,-0.11203539371490479,-0.3069208562374115,-0.1753801703453064,-0.16913831233978271,-0.08205552399158478,-0.31177106499671936,-0.06455875933170319,-0.27002766728401184,0.3557001054286957,-0.2946752905845642,-0.22053837776184082,-0.1753801703453064,-0.012856917455792427
newly,0.14423105120658875,0.2288520485162735,0.08345256745815277,0.25569409132003784,0.3245653510093689,0.35828328132629395,0.11351451277732849,0.3222779333591461,-0.1937527358531952,0.41060110926628113,0.1727835088968277,0.08345256745815277,0.08549588173627853
fda,0.24268227815628052,0.14368368685245514,0.4770362973213196,0.4134610891342163,0.2105184942483902,0.1919407844543457,1.0000001192092896,0.12459597736597061,-0.17943471670150757,0.11238906532526016,0.2906040549278259,0.4770362973213196,0.24756141006946564
approved,0.2169949859380722,0.17794480919837952,0.3237374722957611,1.0,0.297686904668808,0.30207422375679016,0.4134610891342163,0.23346227407455444,-0.20435725152492523,0.19848071038722992,0.20598101615905762,0.3237374722957611,0.25914356112480164
medications,0.32175660133361816,0.3460470139980316,0.6611061096191406,0.337445467710495,0.21279573440551758,0.23477277159690857,0.48750513792037964,0.20176923274993896,-0.3048049211502075,0.19996395707130432,0.41452640295028687,0.6611061096191406,0.22114922106266022
in,0.2601168751716614,0.41474202275276184,0.18405058979988098,0.23346227407455444,0.370934396982193,0.6662389636039734,0.12459597736597061,1.0,-0.2606481909751892,0.3815755248069763,0.3128163814544678,0.18405058979988098,0.20430970191955566
2013,-0.3374192416667938,-0.35065704584121704,-0.21744507551193237,-0.20435725152492523,-0.25238490104675293,-0.38509321212768555,-0.17943471670150757,-0.2606481909751892,1.0000001192092896,-0.3128787875175476,-0.18816161155700684,-0.21744507551193237,-0.2969330847263336
being,0.33768191933631897,0.36609646677970886,0.21676738560199738,0.23505105078220367,0.4690866470336914,0.419739305973053,0.21750284731388092,0.33162933588027954,-0.41526761651039124,0.4775565266609192,0.19926820695400238,0.21676738560199738,0.26743772625923157
specialty,0.23379886150360107,0.3370560109615326,0.2676151692867279,0.20598101615905762,0.17341503500938416,0.28149333596229553,0.2906040549278259,0.3128163814544678,-0.18816161155700684,0.1822870522737503,0.9999999403953552,0.2676151692867279,0.21990764141082764
drugs,0.2968448996543884,0.3030545115470886,1.0000001192092896,0.3237374722957611,0.23394474387168884,0.19485467672348022,0.4770362973213196,0.18405058979988098,-0.21744507551193237,0.16607508063316345,0.2676151692867279,1.0000001192092896,0.15436270833015442
.,0.3287222981452942,0.3974229395389557,0.23083394765853882,0.29869166016578674,0.3936232924461365,0.5934505462646484,0.2714857757091522,0.5591574311256409,-0.2911754548549652,0.3378238379955292,0.22083647549152374,0.23083394765853882,0.4130953550338745
