,the,two,aaa,clubs,divided,the,state,into,a,northern,and,southern,california,as,opposed,to,what,point,of,view,?
california,0.2750805914402008,0.21899013221263885,0.1535111367702484,0.17150527238845825,0.02264871448278427,0.2750805914402008,0.3314559757709503,0.11373062431812286,0.2426064908504486,0.23127253353595734,0.2441616654396057,0.2983402609825134,1.0,0.1933012157678604,0.10618561506271362,0.20697450637817383,0.1811584085226059,0.13981984555721283,0.24929828941822052,0.17743974924087524,0.1409905105829239
state,0.3097178041934967,0.19419679045677185,0.14140476286411285,0.19493353366851807,0.1687982976436615,0.3097178041934967,1.0,0.13660210371017456,0.25097307562828064,0.29877153038978577,0.2653750479221344,0.2978775203227997,0.3314559757709503,0.26851922273635864,0.194102481007576,0.25557461380958557,0.24273863434791565,0.22966556251049042,0.34253445267677307,0.1265183389186859,0.1160883978009224
automobile,0.19456493854522705,0.15493494272232056,0.18471728265285492,0.2193027287721634,0.14729321002960205,0.19456493854522705,0.1868918240070343,0.13660132884979248,0.2306264191865921,0.10966325551271439,0.15544651448726654,0.11562871187925339,0.23237895965576172,0.1450600028038025,0.15156322717666626,0.14050820469856262,0.1494080126285553,0.05009998753666878,0.20352987945079803,0.09333564341068268,0.11581343412399292
association,0.26550325751304626,0.12483460456132889,0.3180645704269409,0.3060080409049988,0.1035398617386818,0.26550325751304626,0.19045189023017883,0.13749001920223236,0.22860166430473328,0.1737297773361206,0.22647784650325775,0.16993695497512817,0.19573922455310822,0.19875364005565643,0.13653790950775146,0.19401024281978607,0.13908448815345764,0.10363470017910004,0.2501356303691864,0.08613162487745285,0.1542656421661377
and,0.5171257257461548,0.4671151638031006,0.13181598484516144,0.22370807826519012,0.29203352332115173,0.5171257257461548,0.2653750479221344,0.36597734689712524,0.3739250600337982,0.2852024435997009,1.0,0.24232792854309082,0.2441616654396057,0.49487000703811646,0.2606690526008606,0.48971283435821533,0.31309178471565247,0.23319636285305023,0.5116966962814331,0.19056165218353271,0.20544172823429108
the,1.0,0.43858039379119873,0.17476393282413483,0.17952080070972443,0.34601110219955444,1.0,0.3097178041934967,0.39493247866630554,0.5829201340675354,0.3422943353652954,0.5171257257461548,0.3282862603664398,0.2750805914402008,0.48381632566452026,0.24302934110164642,0.535392165184021,0.42745697498321533,0.3084787130355835,0.733189046382904,0.25610461831092834,0.22068053483963013
automobile,0.19456493854522705,0.15493494272232056,0.18471728265285492,0.2193027287721634,0.14729321002960205,0.19456493854522705,0.1868918240070343,0.13660132884979248,0.2306264191865921,0.10966325551271439,0.15544651448726654,0.11562871187925339,0.23237895965576172,0.1450600028038025,0.15156322717666626,0.14050820469856262,0.1494080126285553,0.05009998753666878,0.20352987945079803,0.09333564341068268,0.11581343412399292
club,0.23249365389347076,0.10914492607116699,0.25166791677474976,0.5473388433456421,0.1375245749950409,0.23249365389347076,0.17422181367874146,0.1065022200345993,0.24639363586902618,0.1702270209789276,0.2211807519197464,0.1901903748512268,0.1669577658176422,0.144374281167984,0.0858033150434494,0.16831053793430328,0.11263371258974075,0.13939696550369263,0.19264739751815796,0.1257794201374054,0.1374303698539734
of,0.733189046382904,0.37726253271102905,0.13306361436843872,0.17083200812339783,0.37450557947158813,0.733189046382904,0.34253445267677307,0.32255905866622925,0.5052502155303955,0.32586339116096497,0.5116966962814331,0.31933003664016724,0.24929828941822052,0.3886612355709076,0.25387564301490784,0.41548454761505127,0.33290785551071167,0.269877165555954,1.0,0.21446028351783752,0.1826142966747284
southern,0.3282862603664398,0.13197177648544312,0.1668311506509781,0.14693619310855865,0.22956347465515137,0.3282862603664398,0.2978775203227997,0.1567976176738739,0.25843560695648193,0.7355895638465881,0.24232792854309082,1.0,0.2983402609825134,0.17950406670570374,0.16832953691482544,0.18284058570861816,0.18679563701152802,0.15319910645484924,0.31933003664016724,0.05515595152974129,0.11225555837154388
california,0.2750805914402008,0.21899013221263885,0.1535111367702484,0.17150527238845825,0.02264871448278427,0.2750805914402008,0.3314559757709503,0.11373062431812286,0.2426064908504486,0.23127253353595734,0.2441616654396057,0.2983402609825134,1.0,0.1933012157678604,0.10618561506271362,0.20697450637817383,0.1811584085226059,0.13981984555721283,0.24929828941822052,0.17743974924087524,0.1409905105829239
",",0.4933079481124878,0.35859420895576477,0.13678453862667084,0.20721189677715302,0.25847432017326355,0.4933079481124878,0.29481780529022217,0.2826121151447296,0.427140474319458,0.29473260045051575,0.6633074283599854,0.2795628309249878,0.2704589068889618,0.48816442489624023,0.2660662829875946,0.44245919585227966,0.3087472915649414,0.28971099853515625,0.4946078956127167,0.216712087392807,0.31091248989105225
choose,0.34268760681152344,0.25106799602508545,0.11933351308107376,0.11745275557041168,0.13830755650997162,0.34268760681152344,0.17271609604358673,0.14879868924617767,0.2866401672363281,0.12480231374502182,0.2940208613872528,0.09442775696516037,0.12605229020118713,0.24828949570655823,0.23424477875232697,0.38412243127822876,0.37237128615379333,0.13301971554756165,0.33839884400367737,0.19734415411949158,0.2863835394382477
to,0.535392165184021,0.3343428373336792,0.11379832774400711,0.17208173871040344,0.17007847130298615,0.535392165184021,0.25557461380958557,0.38810545206069946,0.45503583550453186,0.1886475831270218,0.48971283435821533,0.18284058570861816,0.20697450637817383,0.42092081904411316,0.2678636610507965,1.0,0.455847829580307,0.3403111398220062,0.41548454761505127,0.229315847158432,0.29463258385658264
simplify,0.21066032350063324,0.16366074979305267,0.1653875857591629,0.1450810432434082,0.15592075884342194,0.21066032350063324,0.12202141433954239,0.2673555910587311,0.24780800938606262,0.1641358882188797,0.22788646817207336,0.14715242385864258,0.10074401646852493,0.23741276562213898,0.2562616467475891,0.37769126892089844,0.3962438404560089,0.25293809175491333,0.1869407743215561,0.12327296286821365,0.4334213137626648
matters,0.32925453782081604,0.19860732555389404,0.09371472895145416,0.16150471568107605,0.17927363514900208,0.32925453782081604,0.2442370355129242,0.1591774821281433,0.25797080993652344,0.10660401731729507,0.3753611743450165,0.11776844412088394,0.11566642671823502,0.2599027454853058,0.3354455232620239,0.32389286160469055,0.4115754961967468,0.23742450773715973,0.298933744430542,0.18919052183628082,0.3182642459869385
by,0.4408751428127289,0.33852577209472656,0.08825621753931046,0.1024584025144577,0.27156126499176025,0.4408751428127289,0.2263980358839035,0.30473223328590393,0.32094135880470276,0.15989580750465393,0.4289871156215668,0.16957597434520721,0.22481602430343628,0.3815547823905945,0.33748501539230347,0.33534231781959534,0.2455483376979828,0.16723552346229553,0.3646814823150635,0.1928447186946869,0.17966607213020325
dividing,0.37785807251930237,0.34453055262565613,0.12247268110513687,0.12636254727840424,0.6271597146987915,0.37785807251930237,0.19811752438545227,0.40773534774780273,0.29192301630973816,0.3087516725063324,0.2954602837562561,0.2936854064464569,0.07408987730741501,0.25883156061172485,0.27320364117622375,0.2964962124824524,0.2898585796356201,0.31670942902565,0.32544368505477905,0.16951391100883484,0.11916390061378479
the,1.0,0.43858039379119873,0.17476393282413483,0.17952080070972443,0.34601110219955444,1.0,0.3097178041934967,0.39493247866630554,0.5829201340675354,0.3422943353652954,0.5171257257461548,0.3282862603664398,0.2750805914402008,0.48381632566452026,0.24302934110164642,0.535392165184021,0.42745697498321533,0.3084787130355835,0.733189046382904,0.25610461831092834,0.22068053483963013
state,0.3097178041934967,0.19419679045677185,0.14140476286411285,0.19493353366851807,0.1687982976436615,0.3097178041934967,1.0,0.13660210371017456,0.25097307562828064,0.29877153038978577,0.2653750479221344,0.2978775203227997,0.3314559757709503,0.26851922273635864,0.194102481007576,0.25557461380958557,0.24273863434791565,0.22966556251049042,0.34253445267677307,0.1265183389186859,0.1160883978009224
along,0.39495137333869934,0.3377816379070282,0.06477168947458267,0.1423788070678711,0.16670845448970795,0.39495137333869934,0.14338186383247375,0.3192354142665863,0.24426962435245514,0.2845742702484131,0.4213258922100067,0.2638747990131378,0.14220604300498962,0.31813573837280273,0.19723090529441833,0.2976071536540985,0.22421957552433014,0.16051407158374786,0.34889817237854004,0.09894323348999023,0.17134909331798553
the,1.0,0.43858039379119873,0.17476393282413483,0.17952080070972443,0.34601110219955444,1.0,0.3097178041934967,0.39493247866630554,0.5829201340675354,0.3422943353652954,0.5171257257461548,0.3282862603664398,0.2750805914402008,0.48381632566452026,0.24302934110164642,0.535392165184021,0.42745697498321533,0.3084787130355835,0.733189046382904,0.25610461831092834,0.22068053483963013
lines,0.28391990065574646,0.3015294671058655,0.1594211906194687,0.16639234125614166,0.24667887389659882,0.28391990065574646,0.12812601029872894,0.25939950346946716,0.23604188859462738,0.16745422780513763,0.30738139152526855,0.11683759838342667,0.09912525862455368,0.18591980636119843,0.20598305761814117,0.26990512013435364,0.21269705891609192,0.2355194389820099,0.1948472559452057,0.15283630788326263,0.18324026465415955
where,0.5003893971443176,0.32765963673591614,0.15430371463298798,0.20292314887046814,0.2001986801624298,0.5003893971443176,0.2583591639995575,0.335035502910614,0.40997210144996643,0.2461140751838684,0.43859338760375977,0.2580642104148865,0.21259644627571106,0.35409465432167053,0.21685153245925903,0.47735077142715454,0.4457937180995941,0.3279148042201996,0.38066378235816956,0.17406855523586273,0.24793872237205505
their,0.516537070274353,0.401440292596817,0.15543542802333832,0.18917645514011383,0.20557625591754913,0.516537070274353,0.18362310528755188,0.24211956560611725,0.29698723554611206,0.16328345239162445,0.45114588737487793,0.16032712161540985,0.21358467638492584,0.29218852519989014,0.23241037130355835,0.44619059562683105,0.35142919421195984,0.1895495355129242,0.4329940676689148,0.15401870012283325,0.1898253709077835
jurisdictions,0.2714405059814453,0.18162226676940918,0.14708687365055084,0.15499676764011383,0.263587087392807,0.2714405059814453,0.31395164132118225,0.1772204339504242,0.21284668147563934,0.2228783816099167,0.24461956322193146,0.18132437765598297,0.15524545311927795,0.24249866604804993,0.2693629264831543,0.2819231450557709,0.2691689431667328,0.2192712426185608,0.29086312651634216,0.1472112387418747,0.20752876996994019
for,0.4739971458911896,0.34734001755714417,0.13313652575016022,0.22388535737991333,0.1359763741493225,0.4739971458911896,0.19460363686084747,0.231735959649086,0.44038116931915283,0.20134946703910828,0.5064792633056641,0.14496514201164246,0.23038740456104279,0.44774648547172546,0.24677163362503052,0.4451248347759247,0.3017193675041199,0.22027306258678436,0.4185989499092102,0.1212775781750679,0.264628142118454
membership,0.2937599718570709,0.22584572434425354,0.1254579722881317,0.17662815749645233,0.21125490963459015,0.2937599718570709,0.24208270013332367,0.17333656549453735,0.2253107875585556,0.17052724957466125,0.25889134407043457,0.1748887151479721,0.1557413637638092,0.21106360852718353,0.28392457962036133,0.2628730833530426,0.2070973664522171,0.10201200097799301,0.26808464527130127,0.101304791867733,0.15225854516029358
apply,0.23137710988521576,0.19976408779621124,0.16743658483028412,0.12629877030849457,0.157203808426857,0.23137710988521576,0.23637229204177856,0.09116928279399872,0.23401778936386108,0.08209110051393509,0.2759774923324585,0.13815505802631378,0.10633831471204758,0.2909577786922455,0.3324347138404846,0.3410952687263489,0.3400125503540039,0.2599402070045471,0.23030845820903778,0.149469792842865,0.3161788284778595
",",0.4933079481124878,0.35859420895576477,0.13678453862667084,0.20721189677715302,0.25847432017326355,0.4933079481124878,0.29481780529022217,0.2826121151447296,0.427140474319458,0.29473260045051575,0.6633074283599854,0.2795628309249878,0.2704589068889618,0.48816442489624023,0.2660662829875946,0.44245919585227966,0.3087472915649414,0.28971099853515625,0.4946078956127167,0.216712087392807,0.31091248989105225
as,0.48381632566452026,0.3029302954673767,0.10068199783563614,0.0974835604429245,0.1633165329694748,0.48381632566452026,0.26851922273635864,0.24094121158123016,0.39550232887268066,0.2425830066204071,0.49487000703811646,0.17950406670570374,0.1933012157678604,1.0,0.31252068281173706,0.42092081904411316,0.31749409437179565,0.1902783066034317,0.3886612355709076,0.13756150007247925,0.27043893933296204
either,0.3795609474182129,0.3665056526660919,0.1656990498304367,0.10490866750478745,0.2363467514514923,0.3795609474182129,0.1951851099729538,0.3153301775455475,0.40784984827041626,0.18613529205322266,0.2910216748714447,0.12381894141435623,0.12580506503582,0.37873947620391846,0.3626931607723236,0.4178585708141327,0.3851809501647949,0.32511106133461,0.24225673079490662,0.23373880982398987,0.31498292088508606
northern,0.3422943353652954,0.17979876697063446,0.1428578943014145,0.1476520448923111,0.21517406404018402,0.3422943353652954,0.29877153038978577,0.16408677399158478,0.22329643368721008,0.9999998807907104,0.2852024435997009,0.7355895638465881,0.23127253353595734,0.2425830066204071,0.17319872975349426,0.1886475831270218,0.19332477450370789,0.1502375304698944,0.32586339116096497,0.07476511597633362,0.13149388134479523
or,0.4174870550632477,0.3349444568157196,0.18433734774589539,0.17357072234153748,0.24574659764766693,0.4174870550632477,0.2591520845890045,0.31663477420806885,0.48853766918182373,0.243281289935112,0.4713204801082611,0.17429952323436737,0.15007786452770233,0.4400654137134552,0.2930808365345001,0.38921234011650085,0.33867141604423523,0.284671813249588,0.3792596757411957,0.20584067702293396,0.32389625906944275
southern,0.3282862603664398,0.13197177648544312,0.1668311506509781,0.14693619310855865,0.22956347465515137,0.3282862603664398,0.2978775203227997,0.1567976176738739,0.25843560695648193,0.7355895638465881,0.24232792854309082,1.0,0.2983402609825134,0.17950406670570374,0.16832953691482544,0.18284058570861816,0.18679563701152802,0.15319910645484924,0.31933003664016724,0.05515595152974129,0.11225555837154388
california,0.2750805914402008,0.21899013221263885,0.1535111367702484,0.17150527238845825,0.02264871448278427,0.2750805914402008,0.3314559757709503,0.11373062431812286,0.2426064908504486,0.23127253353595734,0.2441616654396057,0.2983402609825134,1.0,0.1933012157678604,0.10618561506271362,0.20697450637817383,0.1811584085226059,0.13981984555721283,0.24929828941822052,0.17743974924087524,0.1409905105829239
",",0.4933079481124878,0.35859420895576477,0.13678453862667084,0.20721189677715302,0.25847432017326355,0.4933079481124878,0.29481780529022217,0.2826121151447296,0.427140474319458,0.29473260045051575,0.6633074283599854,0.2795628309249878,0.2704589068889618,0.48816442489624023,0.2660662829875946,0.44245919585227966,0.3087472915649414,0.28971099853515625,0.4946078956127167,0.216712087392807,0.31091248989105225
in,0.6662389636039734,0.36463531851768494,0.08440880477428436,0.189127579331398,0.29514673352241516,0.6662389636039734,0.33316072821617126,0.38021373748779297,0.539380669593811,0.3545122444629669,0.4954058527946472,0.3190481662750244,0.2772824168205261,0.3887844979763031,0.21999825537204742,0.45010748505592346,0.30808621644973755,0.24451331794261932,0.5696388483047485,0.17477142810821533,0.20430970191955566
contrast,0.25799670815467834,0.1842755824327469,0.06345030665397644,0.10050021857023239,0.2425558716058731,0.25799670815467834,0.19330976903438568,0.14412987232208252,0.29432156682014465,0.16840578615665436,0.2737886309623718,0.1530856192111969,0.16407765448093414,0.27679118514060974,0.36077332496643066,0.23685190081596375,0.2773490250110626,0.19875052571296692,0.3046875298023224,0.20617718994617462,0.15469981729984283
to,0.535392165184021,0.3343428373336792,0.11379832774400711,0.17208173871040344,0.17007847130298615,0.535392165184021,0.25557461380958557,0.38810545206069946,0.45503583550453186,0.1886475831270218,0.48971283435821533,0.18284058570861816,0.20697450637817383,0.42092081904411316,0.2678636610507965,1.0,0.455847829580307,0.3403111398220062,0.41548454761505127,0.229315847158432,0.29463258385658264
the,1.0,0.43858039379119873,0.17476393282413483,0.17952080070972443,0.34601110219955444,1.0,0.3097178041934967,0.39493247866630554,0.5829201340675354,0.3422943353652954,0.5171257257461548,0.3282862603664398,0.2750805914402008,0.48381632566452026,0.24302934110164642,0.535392165184021,0.42745697498321533,0.3084787130355835,0.733189046382904,0.25610461831092834,0.22068053483963013
three-region,0.4375583231449127,0.36479687690734863,0.23021550476551056,0.21607880294322968,0.348490834236145,0.4375583231449127,0.32832154631614685,0.23582281172275543,0.3018648028373718,0.38477152585983276,0.336778849363327,0.3546322286128998,0.2378009408712387,0.22530072927474976,0.24815165996551514,0.3060467541217804,0.30594250559806824,0.2307056188583374,0.3796340823173523,0.17565138638019562,0.26680219173431396
point,0.3084787130355835,0.17368760704994202,0.15858465433120728,0.07763952761888504,0.17793942987918854,0.3084787130355835,0.22966556251049042,0.20993272960186005,0.2913021743297577,0.1502375304698944,0.23319636285305023,0.15319910645484924,0.13981984555721283,0.1902783066034317,0.20017190277576447,0.3403111398220062,0.3286605179309845,0.9999998807907104,0.269877165555954,0.40048277378082275,0.19189560413360596
of,0.733189046382904,0.37726253271102905,0.13306361436843872,0.17083200812339783,0.37450557947158813,0.733189046382904,0.34253445267677307,0.32255905866622925,0.5052502155303955,0.32586339116096497,0.5116966962814331,0.31933003664016724,0.24929828941822052,0.3886612355709076,0.25387564301490784,0.41548454761505127,0.33290785551071167,0.269877165555954,1.0,0.21446028351783752,0.1826142966747284
view,0.25610461831092834,0.17549404501914978,0.05897516757249832,0.13376958668231964,0.13556168973445892,0.25610461831092834,0.1265183389186859,0.15263377130031586,0.22168859839439392,0.07476511597633362,0.19056165218353271,0.05515595152974129,0.17743974924087524,0.13756150007247925,0.18672063946723938,0.229315847158432,0.2818201184272766,0.40048277378082275,0.21446028351783752,1.0,0.17672975361347198
.,0.5934505462646484,0.3524959683418274,0.2142356038093567,0.21010753512382507,0.21858547627925873,0.5934505462646484,0.31380724906921387,0.26250120997428894,0.50484299659729,0.2815330922603607,0.588965117931366,0.26629969477653503,0.2870451807975769,0.515582263469696,0.2417098730802536,0.4645031690597534,0.3567904531955719,0.26374325156211853,0.5352458953857422,0.23733025789260864,0.4130953550338745
