,what,kind,of,war,did,luther,support,against,the,turks,",",even,if,he,did,not,oppose,a,religious,war,?
kingdoms,0.19833604991436005,0.08253272622823715,0.30852922797203064,0.27022823691368103,0.19706082344055176,0.16383640468120575,0.13186609745025635,0.2626410126686096,0.28153273463249207,0.3023117482662201,0.2467271238565445,0.2354670912027359,0.12387499958276749,0.1671348512172699,0.19706082344055176,0.16730180382728577,0.21261201798915863,0.12806901335716248,0.263857901096344,0.27022823691368103,0.1562991738319397
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2671184241771698,0.3015086054801941,0.23255878686904907,0.2733234167098999,0.31168749928474426,0.4933079481124878,0.23273320496082306,1.0000001192092896,0.34610581398010254,0.257730096578598,0.40251094102859497,0.3015086054801941,0.3769696354866028,0.26003438234329224,0.427140474319458,0.2753547728061676,0.2671184241771698,0.31091248989105225
luther,0.2134782373905182,0.0905032530426979,0.1719115972518921,0.21372513473033905,0.23667675256729126,1.0,0.09483496099710464,0.18804924190044403,0.1759674996137619,0.17542731761932373,0.23255878686904907,0.13474266231060028,0.17693482339382172,0.2454872578382492,0.23667675256729126,0.21636232733726501,0.14608626067638397,0.17967689037322998,0.29995498061180115,0.21372513473033905,0.1732746809720993
did,0.4259131848812103,0.2636054456233978,0.2513895630836487,0.27422013878822327,1.0,0.23667675256729126,0.2911772131919861,0.22514554858207703,0.34736719727516174,0.18401244282722473,0.3015086054801941,0.45816805958747864,0.3197491765022278,0.3292143940925598,1.0,0.6481515765190125,0.24924170970916748,0.2552328109741211,0.2198762446641922,0.27422013878822327,0.3023456633090973
support,0.2797985076904297,0.2179533839225769,0.2307697981595993,0.23062802851200104,0.2911772131919861,0.09483496099710464,1.0000001192092896,0.3431829810142517,0.22984638810157776,0.1602472960948944,0.2733234167098999,0.3041929602622986,0.30200493335723877,0.22269798815250397,0.2911772131919861,0.3891409933567047,0.6803578734397888,0.2484646886587143,0.21854299306869507,0.23062802851200104,0.22626608610153198
non-religious,0.25676068663597107,0.21687962114810944,0.3137143850326538,0.21231964230537415,0.22982923686504364,0.3054521679878235,0.2062825858592987,0.2327548861503601,0.22225452959537506,0.28175878524780273,0.2952350080013275,0.2468448132276535,0.1818583607673645,0.20415177941322327,0.22982923686504364,0.2901206314563751,0.28008705377578735,0.24312637746334076,0.9531653523445129,0.21231964230537415,0.1959816962480545
war,0.22516006231307983,0.1560971587896347,0.31680163741111755,1.0000001192092896,0.27422013878822327,0.21372513473033905,0.23062802851200104,0.319843053817749,0.366199791431427,0.20742765069007874,0.2671184241771698,0.24261924624443054,0.15869897603988647,0.34136271476745605,0.27422013878822327,0.22388246655464172,0.22530508041381836,0.2368277609348297,0.22075620293617249,1.0000001192092896,0.15510529279708862
against,0.24561616778373718,0.17143523693084717,0.2669808566570282,0.319843053817749,0.22514554858207703,0.18804924190044403,0.3431829810142517,1.0,0.3090755045413971,0.1946597844362259,0.31168749928474426,0.23938430845737457,0.2231346219778061,0.29170042276382446,0.22514554858207703,0.22345952689647675,0.38406607508659363,0.2227657586336136,0.24273830652236938,0.319843053817749,0.18095137178897858
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.366199791431427,0.34736719727516174,0.1759674996137619,0.22984638810157776,0.3090755045413971,1.0,0.25820091366767883,0.4933079481124878,0.37996912002563477,0.33724796772003174,0.4571082592010498,0.34736719727516174,0.4310511648654938,0.17795199155807495,0.5829201340675354,0.22950971126556396,0.366199791431427,0.22068053483963013
turks,0.2076534628868103,0.052103761583566666,0.235667884349823,0.20742765069007874,0.18401244282722473,0.17542731761932373,0.1602472960948944,0.1946597844362259,0.25820091366767883,0.9999999403953552,0.23273320496082306,0.1677139550447464,0.15975089371204376,0.16183754801750183,0.18401244282722473,0.15919823944568634,0.21857833862304688,0.13034214079380035,0.2576553523540497,0.20742765069007874,0.1953624188899994
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.3000848889350891,0.35288307070732117,0.24907569587230682,0.2751289904117584,0.28705209493637085,0.5934505462646484,0.2705569565296173,0.6812511086463928,0.3729337155818939,0.421799898147583,0.38061028718948364,0.35288307070732117,0.4824007451534271,0.23016472160816193,0.50484299659729,0.23880675435066223,0.3000848889350891,0.4130953550338745
