,how,many,customaries,does,norman,customary,law,have,?
customary,0.295409232378006,0.22297042608261108,0.8580437302589417,0.23303396999835968,0.24109387397766113,1.0,0.33219820261001587,0.2638891637325287,0.27931293845176697
of,0.2480744868516922,0.37253960967063904,0.26556506752967834,0.3119818866252899,0.15827171504497528,0.2637541890144348,0.2816956341266632,0.3802283704280853,0.1826142966747284
normandy,0.20231524109840393,0.18399018049240112,0.2542553246021271,0.17593789100646973,0.6433278918266296,0.2746928334236145,0.14593753218650818,0.18374359607696533,0.1584552675485611
",",0.22659391164779663,0.40610817074775696,0.3324117958545685,0.28617382049560547,0.20281735062599182,0.2375640720129013,0.24953721463680267,0.3541618287563324,0.31091248989105225
originally,0.20902776718139648,0.2585497200489044,0.22036373615264893,0.1335451751947403,0.23459108173847198,0.24926304817199707,0.13575249910354614,0.2917768657207489,0.07821967452764511
summa,0.16128097474575043,0.1651790738105774,0.16683493554592133,0.14975860714912415,0.17190712690353394,0.14443795382976532,0.2787746787071228,0.10215986520051956,0.2241235077381134
de,0.10241838544607162,0.22097930312156677,0.15678197145462036,0.10015963762998581,0.15738962590694427,0.10540898144245148,0.16723322868347168,0.15030036866664886,0.11064168810844421
legibus,0.1312766671180725,0.09814641624689102,0.3710240423679352,0.19371117651462555,0.1226971223950386,0.3326622247695923,0.35272976756095886,0.17399761080741882,0.25614821910858154
normanniae,0.24884569644927979,0.2662898898124695,0.3014213740825653,0.2080787867307663,0.6572747826576233,0.31025755405426025,0.1934412717819214,0.23865678906440735,0.17653509974479675
in,0.2601168751716614,0.41474202275276184,0.29944169521331787,0.214483380317688,0.17613162100315094,0.2624778151512146,0.24850773811340332,0.36843645572662354,0.20430970191955566
curia,0.20349180698394775,0.20197419822216034,0.3200515806674957,0.19265978038311005,0.16716863214969635,0.31851738691329956,0.31192925572395325,0.22074858844280243,0.2566208839416504
laïcali,0.128498837351799,0.19637064635753632,0.20734547078609467,0.16445937752723694,0.15522348880767822,0.17723500728607178,0.20998229086399078,0.1968686878681183,0.18900170922279358
),0.17939934134483337,0.16602720320224762,0.23922915756702423,0.2575884759426117,0.15243752300739288,0.19617757201194763,0.15311799943447113,0.22866283357143402,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.3324117958545685,0.28617382049560547,0.20281735062599182,0.2375640720129013,0.24953721463680267,0.3541618287563324,0.31091248989105225
authored,0.14012233912944794,0.24739935994148254,0.26694735884666443,0.22310298681259155,0.1700875461101532,0.22211278975009918,0.20964057743549347,0.20116689801216125,0.20490771532058716
between,0.2747800648212433,0.29423660039901733,0.1919444352388382,0.16966454684734344,0.13068439066410065,0.15921738743782043,0.15484747290611267,0.3203330636024475,0.12887074053287506
1235,0.0991814061999321,0.08983317762613297,0.04874212294816971,-0.05848471075296402,-0.06617794185876846,0.02581559121608734,0.00641291169449687,0.0452469103038311,0.07772402465343475
and,0.33647966384887695,0.5296266674995422,0.2956989109516144,0.3461615741252899,0.21611377596855164,0.21764148771762848,0.254730761051178,0.4711785912513733,0.20544172823429108
1245,0.16476893424987793,0.08948851376771927,0.16399894654750824,0.2447127252817154,0.17714986205101013,0.10574980080127716,0.07129384577274323,0.1967441737651825,0.32303255796432495
.,0.3287222981452942,0.3974229395389557,0.34701889753341675,0.3022993505001068,0.24800069630146027,0.3082071840763092,0.24482665956020355,0.41614407300949097,0.4130953550338745
