,how,did,tesla,finance,his,work,?
for,0.3308170735836029,0.318512886762619,0.13983871042728424,0.329854279756546,0.39312878251075745,0.4087657630443573,0.264628142118454
his,0.24614305794239044,0.3546801507472992,0.1580733060836792,0.25430938601493835,0.9999998807907104,0.36648666858673096,0.18075084686279297
achievements,0.19368670880794525,0.23326455056667328,0.2339266985654831,0.27469465136528015,0.3186114430427551,0.3408719003200531,0.12920449674129486
and,0.33647966384887695,0.34479495882987976,0.19560420513153076,0.26582831144332886,0.4234102666378021,0.37551814317703247,0.20544172823429108
showmanship,0.32065466046333313,0.2598531246185303,0.31057533621788025,0.30217263102531433,0.3508056104183197,0.33671948313713074,0.18259155750274658
",",0.22659391164779663,0.3015086054801941,0.20599327981472015,0.26938337087631226,0.3378419280052185,0.3283594250679016,0.31091248989105225
eventually,0.29669713973999023,0.36719876527786255,0.1490691900253296,0.19318194687366486,0.3771527111530304,0.22062215209007263,0.13642115890979767
earning,0.15854743123054504,0.24721211194992065,0.18107981979846954,0.3347904682159424,0.3859780430793762,0.2658652067184448,0.1980265974998474
him,0.3545486629009247,0.4290095865726471,0.14682093262672424,0.17400306463241577,0.6629161238670349,0.2844655513763428,0.23943768441677094
a,0.29312583804130554,0.2552328109741211,0.2211925983428955,0.23580783605575562,0.3497250974178314,0.266241192817688,0.23916715383529663
reputation,0.22854368388652802,0.3224841058254242,0.17523381114006042,0.2495351880788803,0.4158247113227844,0.37291741371154785,0.14395901560783386
in,0.2601168751716614,0.2593238651752472,0.17097744345664978,0.24185222387313843,0.3598145842552185,0.2753349542617798,0.20430970191955566
popular,0.16110315918922424,0.20788706839084625,0.18711842596530914,0.15052829682826996,0.2327563464641571,0.17219805717468262,0.13108457624912262
culture,0.20633824169635773,0.09147893637418747,0.12288305163383484,0.28551435470581055,0.1357201635837555,0.15227267146110535,0.13093146681785583
as,0.33782753348350525,0.3596470057964325,0.10285310447216034,0.20010244846343994,0.3146366477012634,0.32418152689933777,0.27043893933296204
an,0.2520636022090912,0.22598257660865784,0.13714656233787537,0.136879101395607,0.24025635421276093,0.22936125099658966,0.19793890416622162
archetypal,0.24166330695152283,0.1994427591562271,0.20621788501739502,0.19639892876148224,0.2898198366165161,0.2711389660835266,0.18580661714076996
``,-0.01591024175286293,-0.029888948425650597,0.04274534806609154,0.04347491264343262,0.008275155909359455,0.005462854169309139,0.0685480609536171
mad,0.2504728436470032,0.1868353635072708,0.131080761551857,0.16588126122951508,0.2828907370567322,0.21543873846530914,0.19706392288208008
scientist,0.22615912556648254,0.15091316401958466,0.2603257894515991,0.21361228823661804,0.20104284584522247,0.26478224992752075,0.1278093308210373
'',-0.0029843549709767103,0.01978493109345436,0.048713020980358124,-0.026723172515630722,0.016508836299180984,-0.0059536839835345745,0.018684765323996544
.,0.3287222981452942,0.35288307070732117,0.17949827015399933,0.29448971152305603,0.3119256794452667,0.33121398091316223,0.4130953550338745
