,when,was,the,national,highway,designated,act,signed,?
speed,0.25999554991722107,0.2205008864402771,0.2310667634010315,0.12435362488031387,0.1582210510969162,0.14242541790008545,0.17601414024829865,0.14416347444057465,0.17392314970493317
limit,0.2649761736392975,0.1376325935125351,0.26700517535209656,0.09905070066452026,0.14884893596172333,0.11266728490591049,0.19746267795562744,0.14141371846199036,0.20747125148773193
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23933029174804688,0.24056380987167358,0.20988495647907257,0.1787904053926468,0.2289608120918274,0.31091248989105225
allowing,0.3974039554595947,0.17487339675426483,0.3440283536911011,0.152969628572464,0.08757307380437851,0.1382436752319336,0.3173377513885498,0.26492831110954285,0.1434045135974884
states,0.24639196693897247,0.2847922146320343,0.3463578522205353,0.3062762916088104,0.23765727877616882,0.285745233297348,0.26648834347724915,0.20683830976486206,0.16272737085819244
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.21067756414413452,0.20274639129638672,0.194892019033432,0.24833928048610687,0.23242348432540894,0.29463258385658264
restore,0.25150927901268005,0.2266969531774521,0.3155142068862915,0.13022984564304352,0.13473430275917053,0.14462368190288544,0.19243627786636353,0.1787833720445633,0.22407253086566925
their,0.3682888448238373,0.2396296262741089,0.516537070274353,0.15907274186611176,0.05359546095132828,0.09454383701086044,0.26630544662475586,0.18865247070789337,0.1898253709077835
prior,0.26478707790374756,0.29096508026123047,0.33782097697257996,0.19954803586006165,0.1429552137851715,0.19476628303527832,0.16497689485549927,0.17201261222362518,0.16978254914283752
maximum,0.2093929946422577,0.1159391924738884,0.228700190782547,0.1757030040025711,0.07036415487527847,0.18877488374710083,0.12235420942306519,0.1328105479478836,0.10959649085998535
speed,0.25999554991722107,0.2205008864402771,0.2310667634010315,0.12435362488031387,0.1582210510969162,0.14242541790008545,0.17601414024829865,0.14416347444057465,0.17392314970493317
limit,0.2649761736392975,0.1376325935125351,0.26700517535209656,0.09905070066452026,0.14884893596172333,0.11266728490591049,0.19746267795562744,0.14141371846199036,0.20747125148773193
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.29436907172203064,0.27196285128593445,0.25461071729660034,0.2025400698184967,0.2168726921081543,0.4130953550338745
