,what,was,tesla,",",brown,and,peck,'s,new,company,?
with,0.2464839518070221,0.27411898970603943,0.16424812376499176,0.4120737314224243,0.2833166718482971,0.5477725267410278,0.1687469631433487,-0.04624466598033905,0.24325589835643768,0.24132338166236877,0.2433311939239502
an,0.2821882665157318,0.3694365322589874,0.13714656233787537,0.3581022024154663,0.14553560316562653,0.2838519215583801,0.13137996196746826,0.025255560874938965,0.19160676002502441,0.13791987299919128,0.19793890416622162
agreement,0.2851087749004364,0.23975293338298798,0.1580989509820938,0.23435252904891968,0.15320290625095367,0.22375741600990295,0.01787094585597515,0.012729662470519543,0.17310528457164764,0.25054582953453064,0.15830197930335999
that,0.6297725439071655,0.33670201897621155,0.22102725505828857,0.4137537479400635,0.18803873658180237,0.4731321930885315,0.1605188101530075,0.04397977516055107,0.29177987575531006,0.22723333537578583,0.32716336846351624
profits,0.22846324741840363,0.20355679094791412,0.1919420063495636,0.14407268166542053,0.11210581660270691,0.20269834995269775,0.12962356209754944,0.0865706205368042,0.19245219230651855,0.42954200506210327,0.1589900553226471
from,0.2737620174884796,0.31171464920043945,0.10324860364198685,0.39760664105415344,0.1896759569644928,0.3601827025413513,0.11482331901788712,-0.01936490088701248,0.3360432982444763,0.1728876233100891,0.19969791173934937
generated,0.2341722995042801,0.13891242444515228,0.2448459267616272,0.20257380604743958,0.06306406110525131,0.20714879035949707,0.029974939301609993,-0.06751520931720734,0.15043646097183228,0.15670032799243927,0.28358349204063416
patents,0.16317835450172424,0.15588046610355377,0.352291464805603,0.22191748023033142,0.08634824305772781,0.15322813391685486,0.16591130197048187,0.011529999785125256,0.21696273982524872,0.3766961097717285,0.1148110032081604
would,0.45766422152519226,0.41663143038749695,0.14290116727352142,0.32586824893951416,0.1631116271018982,0.34921059012413025,0.21139252185821533,0.036968596279621124,0.30488598346710205,0.2073281854391098,0.37178951501846313
go,0.35329025983810425,0.16801296174526215,0.07152407616376877,0.3043581247329712,0.2009204924106598,0.35260969400405884,0.1697811335325241,0.018760163336992264,0.18648427724838257,0.13231335580348969,0.25942572951316833
⅓,0.2693496346473694,0.279099702835083,0.30506065487861633,0.3081875145435333,0.23811545968055725,0.35374873876571655,0.18427635729312897,0.1052442416548729,0.18567948043346405,0.1532295048236847,0.20435191690921783
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.44245919585227966,0.20498941838741302,0.48971283435821533,0.19434410333633423,0.03782717138528824,0.33159172534942627,0.24903783202171326,0.29463258385658264
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.20599327981472015,0.07134627550840378,0.19560420513153076,0.09895811975002289,0.06449045985937119,0.15999311208724976,0.23045730590820312,0.10250775516033173
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,1.0000001192092896,0.2983597218990326,0.6633074283599854,0.26360607147216797,-0.0016132977325469255,0.36073189973831177,0.2697763442993164,0.31091248989105225
⅓,0.2693496346473694,0.279099702835083,0.30506065487861633,0.3081875145435333,0.23811545968055725,0.35374873876571655,0.18427635729312897,0.1052442416548729,0.18567948043346405,0.1532295048236847,0.20435191690921783
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.44245919585227966,0.20498941838741302,0.48971283435821533,0.19434410333633423,0.03782717138528824,0.33159172534942627,0.24903783202171326,0.29463258385658264
peck,0.16520589590072632,0.2587347626686096,0.09895811975002289,0.26360607147216797,0.2998613715171814,0.2566913664340973,0.9999999403953552,-0.07934148609638214,0.16463935375213623,0.11175356060266495,0.22361880540847778
and,0.31309178471565247,0.3740963041782379,0.19560420513153076,0.6633074283599854,0.28234389424324036,1.0,0.2566913664340973,0.06895173341035843,0.31402453780174255,0.23788511753082275,0.20544172823429108
brown,0.14282190799713135,0.1727168709039688,0.07134627550840378,0.2983597218990326,1.0000001192092896,0.28234389424324036,0.2998613715171814,0.0031092315912246704,0.12720443308353424,0.12029571086168289,0.18920691311359406
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,1.0000001192092896,0.2983597218990326,0.6633074283599854,0.26360607147216797,-0.0016132977325469255,0.36073189973831177,0.2697763442993164,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.19560420513153076,0.6633074283599854,0.28234389424324036,1.0,0.2566913664340973,0.06895173341035843,0.31402453780174255,0.23788511753082275,0.20544172823429108
⅓,0.2693496346473694,0.279099702835083,0.30506065487861633,0.3081875145435333,0.23811545968055725,0.35374873876571655,0.18427635729312897,0.1052442416548729,0.18567948043346405,0.1532295048236847,0.20435191690921783
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.44245919585227966,0.20498941838741302,0.48971283435821533,0.19434410333633423,0.03782717138528824,0.33159172534942627,0.24903783202171326,0.29463258385658264
fund,0.14864346385002136,0.24310266971588135,0.15612992644309998,0.23835203051567078,0.19206854701042175,0.27788683772087097,0.13734638690948486,0.04831458255648613,0.23173321783542633,0.29845505952835083,0.1883198469877243
development,0.19014155864715576,0.2344081997871399,0.15245971083641052,0.23776917159557343,0.1043640747666359,0.26069340109825134,0.048581816256046295,0.004789014346897602,0.2089257836341858,0.23337338864803314,0.1211358830332756
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,0.6812511086463928,0.3447112441062927,0.588965117931366,0.2531663477420807,-0.003708066651597619,0.35031336545944214,0.266353577375412,0.4130953550338745
