,how,many,weight,rooms,are,in,the,malkin,athletic,center
aquaerobics,0.22769108414649963,0.3039918839931488,0.3291548490524292,0.26949331164360046,0.2903446555137634,0.25115469098091125,0.2314549833536148,0.2818206250667572,0.33749422430992126,0.16179567575454712
and,0.33647966384887695,0.5296266674995422,0.20614244043827057,0.2920508086681366,0.48576638102531433,0.4954058527946472,0.5171257257461548,0.2374984323978424,0.2556641101837158,0.28670641779899597
other,0.3591516315937042,0.6324484348297119,0.2295859158039093,0.23928499221801758,0.5932393670082092,0.39989137649536133,0.44152235984802246,0.16544561088085175,0.1289805918931961,0.18266704678535461
activities,0.24978172779083252,0.3069241940975189,0.1781831979751587,0.3282475769519806,0.3175194263458252,0.2027697116136551,0.2626894414424896,0.12605054676532745,0.25968191027641296,0.22924233973026276
",",0.22659391164779663,0.40610817074775696,0.13127365708351135,0.1444050520658493,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.23169632256031036,0.17644093930721283,0.1905742734670639
a,0.29312583804130554,0.2872205972671509,0.2418769896030426,0.18207795917987823,0.265255331993103,0.539380669593811,0.5829201340675354,0.1576290875673294,0.20779162645339966,0.2640431225299835
mezzanine,0.16993585228919983,0.22156716883182526,0.28263550996780396,0.308184951543808,0.292653888463974,0.2780160903930664,0.32889828085899353,0.24981515109539032,0.21303080022335052,0.18345899879932404
",",0.22659391164779663,0.40610817074775696,0.13127365708351135,0.1444050520658493,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.23169632256031036,0.17644093930721283,0.1905742734670639
where,0.41728174686431885,0.4338301420211792,0.1664702147245407,0.2689048945903778,0.32389864325523376,0.5344807505607605,0.5003893971443176,0.13060162961483002,0.16383536159992218,0.2405661791563034
all,0.3725806474685669,0.5443700551986694,0.1885501891374588,0.2228979915380478,0.5343062281608582,0.3335905969142914,0.4860881567001343,0.0992683544754982,0.1520771086215973,0.15214629471302032
types,0.3203487992286682,0.4814179539680481,0.27432557940483093,0.25382673740386963,0.4691450595855713,0.18516337871551514,0.23509301245212555,0.14330905675888062,0.10717123746871948,0.1330515295267105
of,0.2480744868516922,0.37253960967063904,0.1631830334663391,0.1625567078590393,0.39081433415412903,0.5696388483047485,0.733189046382904,0.09242243319749832,0.23119640350341797,0.24526838958263397
classes,0.27750828862190247,0.2907905578613281,0.2709469199180603,0.2925397455692291,0.2913099527359009,0.20728561282157898,0.21469499170780182,0.11448279768228531,0.24509848654270172,0.07738770544528961
are,0.311818927526474,0.5655534863471985,0.19613094627857208,0.29404306411743164,1.0,0.3841303884983063,0.40399202704429626,0.1169625073671341,0.17577379941940308,0.14647969603538513
held,0.06776752322912216,0.20985887944698334,0.1257179230451584,0.26981085538864136,0.18270234763622284,0.3127288818359375,0.32185450196266174,0.10401232540607452,0.15017621219158173,0.2514551877975464
",",0.22659391164779663,0.40610817074775696,0.13127365708351135,0.1444050520658493,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.23169632256031036,0.17644093930721283,0.1905742734670639
an,0.2520636022090912,0.2465583086013794,0.18478786945343018,0.10698450356721878,0.1556541919708252,0.2605783939361572,0.4207492768764496,0.13387183845043182,0.1741659939289093,0.14463786780834198
indoor,0.1050306111574173,0.22204360365867615,0.20470711588859558,0.3627644181251526,0.21903765201568604,0.2918931245803833,0.25390395522117615,0.2990366220474243,0.32312414050102234,0.23532970249652863
cycling,0.1603824645280838,0.171051487326622,0.18779511749744415,0.1313154548406601,0.17488165199756622,0.22398041188716888,0.23055073618888855,0.15564276278018951,0.32573068141937256,0.17430230975151062
studio,0.1726844757795334,0.16194266080856323,0.11326967179775238,0.22974509000778198,0.16268430650234222,0.22340084612369537,0.24831420183181763,0.19486822187900543,0.1458444446325302,0.16167481243610382
",",0.22659391164779663,0.40610817074775696,0.13127365708351135,0.1444050520658493,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.23169632256031036,0.17644093930721283,0.1905742734670639
three,0.23807744681835175,0.4501400589942932,0.14049720764160156,0.2520974278450012,0.38895705342292786,0.34828072786331177,0.43452659249305725,0.13453912734985352,0.1480558216571808,0.12603379786014557
weight,0.31575119495391846,0.15089230239391327,1.0000001192092896,0.14085403084754944,0.19613094627857208,0.14912216365337372,0.19469641149044037,0.1865975558757782,0.19330108165740967,0.28375110030174255
rooms,0.20410694181919098,0.3045656681060791,0.14085403084754944,1.0,0.29404306411743164,0.1868988424539566,0.18837939202785492,0.13801781833171844,0.18766134977340698,0.17211197316646576
",",0.22659391164779663,0.40610817074775696,0.13127365708351135,0.1444050520658493,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.23169632256031036,0.17644093930721283,0.1905742734670639
and,0.33647966384887695,0.5296266674995422,0.20614244043827057,0.2920508086681366,0.48576638102531433,0.4954058527946472,0.5171257257461548,0.2374984323978424,0.2556641101837158,0.28670641779899597
a,0.29312583804130554,0.2872205972671509,0.2418769896030426,0.18207795917987823,0.265255331993103,0.539380669593811,0.5829201340675354,0.1576290875673294,0.20779162645339966,0.2640431225299835
three-court,0.19167369604110718,0.27284514904022217,0.16891737282276154,0.27296018600463867,0.24906489253044128,0.38979119062423706,0.4267750680446625,0.07803274691104889,0.10760853439569473,0.25057366490364075
gym,0.1743660420179367,0.21330732107162476,0.22387544810771942,0.2675764262676239,0.2091323286294937,0.11654204875230789,0.14745669066905975,0.28438684344291687,0.32414624094963074,0.18187138438224792
floor,0.1854543834924698,0.18368811905384064,0.24287335574626923,0.3983074426651001,0.1677429974079132,0.21428263187408447,0.25987908244132996,0.15358421206474304,0.11360727250576019,0.21983394026756287
to,0.44169697165489197,0.40243685245513916,0.2257474809885025,0.2183915078639984,0.3504326641559601,0.45010748505592346,0.535392165184021,0.1049235537648201,0.2119518667459488,0.17764393985271454
play,0.1854511797428131,0.21130207180976868,0.15340971946716309,0.23129436373710632,0.237369567155838,0.24321173131465912,0.24793598055839539,0.28586873412132263,0.30587780475616455,0.07630660384893417
basketball,0.1297251433134079,0.16444073617458344,0.13548395037651062,0.14946341514587402,0.12557721138000488,0.17323048412799835,0.13944239914417267,0.2856089770793915,0.37291672825813293,0.19933761656284332
.,0.3287222981452942,0.3974229395389557,0.2202748954296112,0.18625514209270477,0.3452940285205841,0.5591574311256409,0.5934505462646484,0.16991034150123596,0.1937955617904663,0.29649654030799866
