,what,is,the,frequency,of,the,radio,station,wbt,in,north,carolina,?
the,0.42745697498321533,0.5823672413825989,1.0,0.20417852699756622,0.733189046382904,1.0,0.23511973023414612,0.23609806597232819,0.2713833153247833,0.6662389636039734,0.36298373341560364,0.24749229848384857,0.22068053483963013
game,0.2246788740158081,0.21222543716430664,0.285271555185318,0.14316026866436005,0.2298848181962967,0.285271555185318,0.22439733147621155,0.20115497708320618,0.30365094542503357,0.23986028134822845,0.21917438507080078,0.1679076999425888,0.1829071193933487
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.17658227682113647,0.4946078956127167,0.4933079481124878,0.25251123309135437,0.2482491284608841,0.25588202476501465,0.5201468467712402,0.31834840774536133,0.2566046118736267,0.31091248989105225
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.18958339095115662,0.41827285289764404,0.4223487675189972,0.15850627422332764,0.13595768809318542,0.26653608679771423,0.4080928862094879,0.185934916138649,0.1565731316804886,0.2433311939239502
mick,0.21538633108139038,0.16161862015724182,0.18347573280334473,0.1726241409778595,0.1590830385684967,0.18347573280334473,0.20705166459083557,0.17239171266555786,0.23601755499839783,0.1581501066684723,0.14751052856445312,0.19034896790981293,0.14838244020938873
mixon,0.2667017877101898,0.25020015239715576,0.29810968041419983,0.2042817324399948,0.26741957664489746,0.29810968041419983,0.29907143115997314,0.26248493790626526,0.2876540422439575,0.2518158555030823,0.22627079486846924,0.281704843044281,0.25572019815444946
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.20327851176261902,0.3966929316520691,0.5107308030128479,0.2590620815753937,0.29022887349128723,0.26188308000564575,0.46853652596473694,0.24055036902427673,0.19547675549983978,0.2714994251728058
play-by-play,0.2412194460630417,0.2325907051563263,0.2794552743434906,0.2333352267742157,0.1987355500459671,0.2794552743434906,0.31086286902427673,0.18523621559143066,0.3562838137149811,0.26031607389450073,0.1820400208234787,0.15329012274742126,0.2925850749015808
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.18055053055286407,0.5116966962814331,0.5171257257461548,0.2658638060092926,0.19091129302978516,0.2745618224143982,0.4954058527946472,0.2776443064212799,0.22423055768013,0.20544172823429108
eugene,0.13637636601924896,0.11900120228528976,0.16070903837680817,0.10814064741134644,0.17424127459526062,0.16070903837680817,0.14399415254592896,0.14920859038829803,0.21635064482688904,0.16435027122497559,0.1786724478006363,0.22525840997695923,0.16149088740348816
robinson,0.15115730464458466,0.14305400848388672,0.21904587745666504,0.1011153981089592,0.19047939777374268,0.21904587745666504,0.1608024686574936,0.15472932159900665,0.29017341136932373,0.21536760032176971,0.1689344048500061,0.2017400711774826,0.18648536503314972
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.18055053055286407,0.5116966962814331,0.5171257257461548,0.2658638060092926,0.19091129302978516,0.2745618224143982,0.4954058527946472,0.2776443064212799,0.22423055768013,0.20544172823429108
jim,0.17815354466438293,0.1339215189218521,0.21709053218364716,0.07961332052946091,0.17690125107765198,0.21709053218364716,0.21878720819950104,0.14991368353366852,0.1777094155550003,0.22906269133090973,0.13806745409965515,0.19453077018260956,0.09886423498392105
szoke,0.21583077311515808,0.20515242218971252,0.1983880251646042,0.2642853856086731,0.18534591794013977,0.1983880251646042,0.33170071244239807,0.24259290099143982,0.29269298911094666,0.2607627511024475,0.23035933077335358,0.31980887055397034,0.25855737924575806
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.20327851176261902,0.3966929316520691,0.5107308030128479,0.2590620815753937,0.29022887349128723,0.26188308000564575,0.46853652596473694,0.24055036902427673,0.19547675549983978,0.2714994251728058
color,0.2746529281139374,0.1656665951013565,0.21895472705364227,0.2664671838283539,0.1876296103000641,0.21895472705364227,0.1325235217809677,0.13396626710891724,0.23175686597824097,0.10136925429105759,0.13689766824245453,0.19207924604415894,0.21299609541893005
commentary,0.2743928134441376,0.16561350226402283,0.2209595888853073,0.22437772154808044,0.2262781858444214,0.2209595888853073,0.3170797824859619,0.17103689908981323,0.2714996337890625,0.21786750853061676,0.13434088230133057,0.09211879223585129,0.20364898443222046
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.20041730999946594,0.5352458953857422,0.5934505462646484,0.20650681853294373,0.20999185740947723,0.3012435734272003,0.5591574311256409,0.3171539604663849,0.2702518403530121,0.4130953550338745
