,what,did,tesla,claim,to,be,able,to,transmit,?
new,0.2130378633737564,0.227974995970726,0.15999311208724976,0.1320084035396576,0.33159172534942627,0.22046978771686554,0.22229710221290588,0.33159172534942627,0.1160503625869751,0.14782847464084625
means,0.2553325295448303,0.16748420894145966,0.17000630497932434,0.17802779376506805,0.2301892638206482,0.33581557869911194,0.2398725003004074,0.2301892638206482,0.29270708560943604,0.21233566105365753
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.2833690047264099,0.41548454761505127,0.33904364705085754,0.23883962631225586,0.41548454761505127,0.20769038796424866,0.1826142966747284
communication,0.283955842256546,0.1962505280971527,0.25979727506637573,0.22497084736824036,0.2763688564300537,0.24270014464855194,0.2620645761489868,0.2763688564300537,0.4901959300041199,0.1517418920993805
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.2664267122745514,0.44245919585227966,0.39254459738731384,0.28725793957710266,0.44245919585227966,0.17895877361297607,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.19560420513153076,0.22851447761058807,0.48971283435821533,0.41766801476478577,0.3303895890712738,0.48971283435821533,0.1983463019132614,0.20544172823429108
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.19074557721614838,0.45503583550453186,0.39883795380592346,0.2874686121940613,0.45503583550453186,0.23485954105854034,0.23916715383529663
method,0.25476205348968506,0.21537424623966217,0.267039030790329,0.20876219868659973,0.2593044936656952,0.22966717183589935,0.21648122370243073,0.2593044936656952,0.2787690758705139,0.2194802314043045
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.2833690047264099,0.41548454761505127,0.33904364705085754,0.23883962631225586,0.41548454761505127,0.20769038796424866,0.1826142966747284
accurately,0.3832217752933502,0.2980344295501709,0.20476490259170532,0.26252394914627075,0.3627360463142395,0.39790111780166626,0.37214502692222595,0.3627360463142395,0.2757435142993927,0.22476822137832642
determining,0.3854760527610779,0.20227448642253876,0.22160495817661285,0.28392860293388367,0.3152051270008087,0.3475683033466339,0.30525270104408264,0.3152051270008087,0.2618424892425537,0.25675374269485474
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.25873351097106934,0.535392165184021,0.4248143136501312,0.3435857892036438,0.535392165184021,0.2503734529018402,0.22068053483963013
location,0.2507282793521881,0.1365937441587448,0.04513337090611458,0.21715332567691803,0.2590580880641937,0.2322239875793457,0.13274846971035004,0.2590580880641937,0.1226770430803299,0.15759775042533875
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.2833690047264099,0.41548454761505127,0.33904364705085754,0.23883962631225586,0.41548454761505127,0.20769038796424866,0.1826142966747284
underground,0.162822887301445,0.13514548540115356,0.13121764361858368,0.11588282883167267,0.20585036277770996,0.2172420173883438,0.20114584267139435,0.20585036277770996,0.19748319685459137,0.1097135841846466
mineral,0.20816034078598022,0.04814280569553375,0.14126446843147278,0.2023012489080429,0.22294564545154572,0.24076826870441437,0.1509668231010437,0.22294564545154572,0.08439940214157104,0.1975122094154358
deposits,0.17664960026741028,0.1024630069732666,0.10831447690725327,0.20677302777767181,0.19850799441337585,0.20414331555366516,0.12897120416164398,0.19850799441337585,0.18910567462444305,0.1225230023264885
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.24773532152175903,0.4645031690597534,0.4383580684661865,0.34544092416763306,0.4645031690597534,0.20934782922267914,0.4130953550338745
