,in,what,year,was,the,alan,turing,'s,definitional,model,of,a,computing,device,received,?
turing,0.26572495698928833,0.2806522250175476,0.18190158903598785,0.21632471680641174,0.2644472122192383,0.32425519824028015,1.0000001192092896,-0.01240383367985487,0.2920478582382202,0.20603887736797333,0.2670239806175232,0.25234705209732056,0.4816933572292328,0.31562015414237976,0.26762858033180237,0.1460462063550949
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.20067796111106873,0.26572495698928833,-0.037580832839012146,0.23790395259857178,0.2267826348543167,0.5696388483047485,0.539380669593811,0.1926073431968689,0.16225403547286987,0.2772020101547241,0.20430970191955566
1936,-0.05725208669900894,-0.015802407637238503,-0.025164887309074402,-0.05347532406449318,0.05235753208398819,-0.18068021535873413,-0.10597650706768036,0.009414386004209518,-0.07628569006919861,-0.014470254071056843,0.02114286832511425,-0.04250103235244751,-0.08134622126817703,-0.019221538677811623,-0.015466535463929176,-0.17954853177070618
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.240205317735672,0.2807261645793915,-0.0016132977325469255,0.2815885841846466,0.244965597987175,0.4946078956127167,0.427140474319458,0.1995575726032257,0.13617408275604248,0.2926693558692932,0.31091248989105225
which,0.4840516746044159,0.5261979103088379,0.242343008518219,0.2830964922904968,0.6521818041801453,0.13013914227485657,0.2775655686855316,0.03856118768453598,0.3461991250514984,0.22893153131008148,0.5011631846427917,0.56894451379776,0.26010242104530334,0.3305820822715759,0.15137042105197906,0.25814583897590637
turned,0.2571444809436798,0.22427117824554443,0.20014308393001556,0.3994938135147095,0.3414173722267151,0.18287323415279388,0.22391480207443237,-0.009065007790923119,0.14002835750579834,0.16228647530078888,0.27018553018569946,0.32632166147232056,0.15521544218063354,0.16947080194950104,0.24709197878837585,0.130948007106781
out,0.3576207756996155,0.3633197546005249,0.2501937747001648,0.28168347477912903,0.39404502511024475,0.15170156955718994,0.21538808941841125,0.0021837172098457813,0.20379376411437988,0.10740632563829422,0.34176841378211975,0.34264278411865234,0.16719993948936462,0.25807374715805054,0.1494208574295044,0.22020699083805084
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.3636345863342285,0.535392165184021,0.20647886395454407,0.22095461189746857,0.03782717138528824,0.3216880261898041,0.187554731965065,0.41548454761505127,0.45503583550453186,0.24152100086212158,0.2965817153453827,0.18226240575313568,0.29463258385658264
be,0.3481820821762085,0.3929833769798279,0.2296248972415924,0.42228707671165466,0.4248143136501312,0.15346652269363403,0.2587292492389679,0.025217169895768166,0.3615081310272217,0.1368791162967682,0.33904364705085754,0.39883795380592346,0.22437125444412231,0.2852543890476227,0.14841865003108978,0.3324260413646698
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.19186390936374664,0.25234705209732056,0.04866964742541313,0.33460894227027893,0.29218459129333496,0.5052502155303955,1.0,0.23107005655765533,0.3107774555683136,0.22444266080856323,0.23916715383529663
very,0.3209688663482666,0.37053924798965454,0.1772192120552063,0.3183368146419525,0.34171217679977417,0.14810802042484283,0.1702156364917755,0.024833835661411285,0.1883777529001236,0.16061902046203613,0.34437474608421326,0.45312565565109253,0.1906561553478241,0.22744134068489075,0.2382797747850418,0.20864155888557434
robust,0.196912944316864,0.22174480557441711,0.11512407660484314,0.16964194178581238,0.2403082698583603,0.15492673218250275,0.12825068831443787,0.025661399587988853,0.34551337361335754,0.1803090125322342,0.22849141061306,0.27495938539505005,0.2280774861574173,0.2807462215423584,0.13179758191108704,0.19756269454956055
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.20941360294818878,0.22459711134433746,0.06895173341035843,0.24757599830627441,0.22216768562793732,0.5116966962814331,0.3739250600337982,0.19597235321998596,0.15071305632591248,0.24762246012687683,0.20544172823429108
flexible,0.11449030786752701,0.24864599108695984,0.08294039964675903,0.10091307759284973,0.20443111658096313,0.14555610716342926,0.1898101568222046,0.04747863858938217,0.29140886664390564,0.18760289251804352,0.17694054543972015,0.2273435890674591,0.2224854677915573,0.33106911182403564,0.11343076825141907,0.1746470034122467
simplification,0.20585939288139343,0.4277611970901489,0.1719321757555008,0.19500082731246948,0.2703942358493805,0.1666766256093979,0.2963087856769562,-0.054078325629234314,0.3923126459121704,0.19006328284740448,0.23446014523506165,0.31023913621902466,0.3422098755836487,0.2952255606651306,0.18615129590034485,0.4743119776248932
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.13826394081115723,0.2670239806175232,-0.03817026689648628,0.3278511166572571,0.18271391093730927,1.0,0.5052502155303955,0.21062244474887848,0.17168864607810974,0.2628524899482727,0.1826142966747284
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.19186390936374664,0.25234705209732056,0.04866964742541313,0.33460894227027893,0.29218459129333496,0.5052502155303955,1.0,0.23107005655765533,0.3107774555683136,0.22444266080856323,0.23916715383529663
computer,0.18321871757507324,0.26911869645118713,0.14010916650295258,0.1967092603445053,0.19781450927257538,0.1992698311805725,0.48150622844696045,0.04363146424293518,0.2394164651632309,0.2324717789888382,0.18559479713439941,0.2548043727874756,0.6784415245056152,0.4828559458255768,0.16197490692138672,0.20203553140163422
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.2215200960636139,0.19254323840141296,-0.003708066651597619,0.21890443563461304,0.1938832700252533,0.5352458953857422,0.50484299659729,0.15927328169345856,0.1592947095632553,0.25050681829452515,0.4130953550338745
