,who,did,the,peasants,think,luther,would,support,an,attack,on,?
often,0.393799751996994,0.26973026990890503,0.38004449009895325,0.33436286449432373,0.35597679018974304,0.13597606122493744,0.3489023745059967,0.13656146824359894,0.18115736544132233,0.16838449239730835,0.24822035431861877,0.23748154938220978
worded,0.2476753443479538,0.39138713479042053,0.2669876515865326,0.24534597992897034,0.5093961358070374,0.18558263778686523,0.490113228559494,0.32426464557647705,0.18777763843536377,0.1307615041732788,0.24281463027000427,0.4457875192165375
with,0.3282766342163086,0.25472134351730347,0.4223487675189972,0.18589089810848236,0.2712445855140686,0.14705438911914825,0.38372042775154114,0.23764535784721375,0.2730048894882202,0.1795673668384552,0.40749499201774597,0.2433311939239502
``,0.02397952415049076,-0.029888948425650597,0.029072100296616554,0.07128429412841797,0.021398255601525307,-0.013964727520942688,0.08063928782939911,0.09772835671901703,0.03770720958709717,0.08731021732091904,-0.03274054825305939,0.0685480609536171
liberal,0.2514897286891937,0.1655585914850235,0.17276059091091156,0.2513865828514099,0.22939199209213257,0.22490233182907104,0.20106102526187897,0.25223347544670105,0.15482358634471893,0.11900242418050766,0.14383335411548615,0.13139645755290985
'',0.024401003494858742,0.01978493109345436,0.041273195296525955,0.033623311668634415,0.03370605781674385,-0.04572787508368492,0.02574172429740429,-0.07696317136287689,0.09471100568771362,-0.0658644437789917,0.04238596186041832,0.018684765323996544
phraseology,0.17440573871135712,0.17833536863327026,0.27474838495254517,0.27397075295448303,0.3590232729911804,0.21323789656162262,0.17584283649921417,0.2328222692012787,0.2106391042470932,0.19073854386806488,0.1985723376274109,0.3324747681617737
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.23394730687141418,0.3095206320285797,0.23255878686904907,0.32586824893951416,0.2733234167098999,0.3581022024154663,0.29392024874687195,0.49057599902153015,0.31091248989105225
now,0.29819536209106445,0.2646316885948181,0.38266420364379883,0.1865212321281433,0.37441200017929077,0.15390604734420776,0.3339189291000366,0.27942270040512085,0.20311196148395538,0.14422105252742767,0.2978019714355469,0.29641881585121155
led,0.2450801581144333,0.3213953971862793,0.3267505168914795,0.28466886281967163,0.20191702246665955,0.1441332846879959,0.2718735337257385,0.23838825523853302,0.16785816848278046,0.164364293217659,0.23411796987056732,0.09273858368396759
many,0.4149286150932312,0.375588983297348,0.4335206151008606,0.24216453731060028,0.3984122574329376,0.2471185326576233,0.33440667390823364,0.25043240189552307,0.2465583086013794,0.19395799934864044,0.32520127296447754,0.2124512493610382
peasants,0.32341358065605164,0.283174604177475,0.29513445496559143,0.9999998807907104,0.1736726313829422,0.12856873869895935,0.2569931745529175,0.12634088099002838,0.09088429808616638,0.09178823977708817,0.1651853621006012,0.14431370794773102
to,0.42656609416007996,0.4452643394470215,0.535392165184021,0.24425914883613586,0.3748004138469696,0.18029534816741943,0.5965728163719177,0.2742273211479187,0.3138085603713989,0.19954605400562286,0.41031414270401,0.29463258385658264
believe,0.40992841124534607,0.3557283282279968,0.2972484529018402,0.15559729933738708,0.7078027725219727,0.21247079968452454,0.4429776072502136,0.3576667904853821,0.1984095573425293,0.18756365776062012,0.2112082839012146,0.3329349160194397
he,0.5500732064247131,0.3292143940925598,0.4571082592010498,0.26979172229766846,0.26572662591934204,0.2454872578382492,0.27278512716293335,0.22269798815250397,0.281929612159729,0.3143596053123474,0.32403138279914856,0.2089974731206894
would,0.3632977604866028,0.6268245577812195,0.4133751392364502,0.2569931745529175,0.5148938894271851,0.14161886274814606,1.0000001192092896,0.37229225039482117,0.2650099992752075,0.1928175687789917,0.35589995980262756,0.37178951501846313
support,0.21206305921077728,0.2911772131919861,0.22984638810157776,0.12634088099002838,0.4077727496623993,0.09483496099710464,0.37229225039482117,1.0000001192092896,0.22892893850803375,0.1513596773147583,0.26417678594589233,0.22626608610153198
an,0.2848317325115204,0.22598257660865784,0.4207492768764496,0.09088429808616638,0.23962432146072388,0.10983039438724518,0.2650099992752075,0.22892893850803375,1.0,0.18768218159675598,0.3192969560623169,0.19793890416622162
attack,0.2050056904554367,0.13678960502147675,0.2508925497531891,0.09178823977708817,0.16230355203151703,0.14916963875293732,0.1928175687789917,0.1513596773147583,0.18768218159675598,1.0,0.27725884318351746,0.126759335398674
on,0.2340552806854248,0.2670976221561432,0.5107308030128479,0.1651853621006012,0.2772510051727295,0.19090485572814941,0.35589995980262756,0.26417678594589233,0.3192969560623169,0.27725884318351746,0.9999999403953552,0.2714994251728058
the,0.3733934462070465,0.34736719727516174,1.0,0.29513445496559143,0.3102172613143921,0.1759674996137619,0.4133751392364502,0.22984638810157776,0.4207492768764496,0.2508925497531891,0.5107308030128479,0.22068053483963013
upper,0.11031872034072876,0.14103727042675018,0.35289278626441956,0.22788159549236298,0.09321824461221695,0.1344921737909317,0.16718485951423645,0.09458024054765701,0.12120983749628067,0.1435067057609558,0.1695995330810547,0.051342256367206573
classes,0.1798713654279709,0.19076485931873322,0.21469499170780182,0.24107173085212708,0.2234298437833786,0.1962915062904358,0.21430085599422455,0.18704216182231903,0.18133856356143951,0.13749095797538757,0.20314931869506836,0.14397528767585754
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,0.2750670909881592,0.23837615549564362,0.20523880422115326,0.30461156368255615,0.17618270218372345,0.2605783939361572,0.1944931447505951,0.46853652596473694,0.20430970191955566
general,0.2461782991886139,0.19499315321445465,0.28634732961654663,0.1402798295021057,0.15774479508399963,0.10461535304784775,0.2446732223033905,0.202564537525177,0.16276395320892334,0.17591890692710876,0.18019753694534302,0.1972234547138214
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.19590462744235992,0.31119775772094727,0.24907569587230682,0.35067233443260193,0.2751289904117584,0.3581749200820923,0.3003302216529846,0.49257001280784607,0.4130953550338745
