,invertebrates,do,not,generate,what,type,of,cells,that,are,a,part,of,the,vertebrate,adaptive,immune,system,?
arose,0.30434611439704895,0.14667083323001862,0.24802900850772858,0.2143842577934265,0.24920867383480072,0.14562444388866425,0.394540935754776,0.14899131655693054,0.3414453864097595,0.22493301331996918,0.26280897855758667,0.28109607100486755,0.394540935754776,0.3818105459213257,0.25979992747306824,0.2744367718696594,0.16803787648677826,0.16806477308273315,0.13046005368232727
with,0.17618872225284576,0.23744353652000427,0.3409014642238617,0.2307983636856079,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.2187740057706833,0.4154358208179474,0.38996943831443787,0.3783375024795532,0.294111043214798,0.41827285289764404,0.4223487675189972,0.17299695312976837,0.16834457218647003,0.20084229111671448,0.14296101033687592,0.2433311939239502
the,0.2803543210029602,0.30239659547805786,0.4310511648654938,0.264517217874527,0.42745697498321533,0.21819381415843964,0.733189046382904,0.19095487892627716,0.5473989248275757,0.40399202704429626,0.5829201340675354,0.527681291103363,0.733189046382904,1.0,0.27169492840766907,0.25968632102012634,0.21364226937294006,0.3233085572719574,0.22068053483963013
first,0.1614103764295578,0.19137287139892578,0.2955942749977112,0.1346246749162674,0.28086137771606445,0.20709431171417236,0.3536086082458496,0.16726742684841156,0.3482176661491394,0.20306691527366638,0.4287874400615692,0.2607765197753906,0.3536086082458496,0.49448907375335693,0.14052121341228485,0.26671352982521057,0.12267449498176575,0.19536277651786804,0.18701928853988647
vertebrates,0.9094250798225403,0.22681991755962372,0.2870756983757019,0.2658332884311676,0.21643035113811493,0.2318131923675537,0.2946195900440216,0.48861581087112427,0.2988121509552002,0.32383644580841064,0.22984667122364044,0.2543667256832123,0.2946195900440216,0.3000766634941101,0.9578145146369934,0.45574235916137695,0.44061943888664246,0.30950847268104553,0.19819197058677673
",",0.25990021228790283,0.3283645510673523,0.3769696354866028,0.18701888620853424,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20582014322280884,0.4137537479400635,0.4062570035457611,0.427140474319458,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.2152247577905655,0.1528570055961609,0.15102852880954742,0.18439900875091553,0.31091248989105225
as,0.24767063558101654,0.38329678773880005,0.5105602741241455,0.24461297690868378,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.2328435331583023,0.4735107421875,0.3826591968536377,0.39550232887268066,0.2563304007053375,0.3886612355709076,0.48381632566452026,0.2033032327890396,0.22404366731643677,0.17487213015556335,0.1973835676908493,0.27043893933296204
invertebrates,0.9999999403953552,0.28329378366470337,0.31534382700920105,0.33546337485313416,0.21442580223083496,0.25835102796554565,0.2948510944843292,0.436405748128891,0.32378721237182617,0.3552810847759247,0.2603893280029297,0.2368490844964981,0.2948510944843292,0.2803543210029602,0.8640333414077759,0.4113718271255493,0.38577887415885925,0.29848796129226685,0.20238085091114044
do,0.28329378366470337,1.0,0.6619802713394165,0.31660905480384827,0.4609605669975281,0.18961571156978607,0.26150479912757874,0.2676107585430145,0.44533252716064453,0.41111594438552856,0.26237669587135315,0.22510087490081787,0.26150479912757874,0.30239659547805786,0.2119060605764389,0.26341262459754944,0.2294367402791977,0.18447506427764893,0.4093979299068451
not,0.31534382700920105,0.6619802713394165,0.9999999403953552,0.30593687295913696,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.286389023065567,0.6600887179374695,0.46186959743499756,0.3791346549987793,0.2769853472709656,0.3307090103626251,0.4310511648654938,0.27304112911224365,0.27625635266304016,0.28818804025650024,0.25763750076293945,0.41942933201789856
generate,0.33546337485313416,0.31660905480384827,0.30593687295913696,1.0,0.26186254620552063,0.30493828654289246,0.25864773988723755,0.3402802348136902,0.32824862003326416,0.31196609139442444,0.24484781920909882,0.09796977788209915,0.25864773988723755,0.264517217874527,0.2375868856906891,0.28853532671928406,0.2475065290927887,0.25341346859931946,0.28300654888153076
lymphocytes,0.4617043435573578,0.21525995433330536,0.26842644810676575,0.3137781023979187,0.1919625699520111,0.2604270279407501,0.23419450223445892,0.7143646478652954,0.24881938099861145,0.33754250407218933,0.21984489262104034,0.23807258903980255,0.23419450223445892,0.22336585819721222,0.4955962896347046,0.37997615337371826,0.607352077960968,0.3607630133628845,0.18689562380313873
or,0.32107388973236084,0.39439281821250916,0.5119067430496216,0.3624550402164459,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.32840585708618164,0.4729836881160736,0.5374364256858826,0.48853766918182373,0.28093159198760986,0.3792596757411957,0.4174870550632477,0.2298118621110916,0.21828240156173706,0.26729732751846313,0.32710888981819153,0.32389625906944275
an,0.2005404531955719,0.25865980982780457,0.3722182512283325,0.21815045177936554,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.18335485458374023,0.365763783454895,0.1556541919708252,0.44552403688430786,0.3128427565097809,0.32280945777893066,0.4207492768764496,0.18124394118785858,0.2685147821903229,0.20370379090309143,0.17536801099777222,0.19793890416622162
antibody-based,0.41231662034988403,0.24290919303894043,0.24614118039608002,0.40661296248435974,0.24230337142944336,0.30612942576408386,0.2846863269805908,0.5089653730392456,0.3188225030899048,0.2681378424167633,0.32746320962905884,0.21686150133609772,0.2846863269805908,0.2882354259490967,0.4018115997314453,0.5000273585319519,0.5560198426246643,0.27788904309272766,0.23397241532802582
humoral,0.30056825280189514,0.2275732010602951,0.24076685309410095,0.19798608124256134,0.33916720747947693,0.2113053947687149,0.2923624813556671,0.28587183356285095,0.29054635763168335,0.21872328221797943,0.2647152543067932,0.21421176195144653,0.2923624813556671,0.2591458559036255,0.32739466428756714,0.3952595591545105,0.41689425706863403,0.2766169309616089,0.23676204681396484
response,0.24360999464988708,0.2198486179113388,0.2693067789077759,0.22393487393856049,0.3532308340072632,0.16400909423828125,0.21864040195941925,0.30744311213493347,0.3606419265270233,0.20697586238384247,0.25924429297447205,0.242634579539299,0.21864040195941925,0.28909924626350403,0.21834754943847656,0.3731633722782135,0.43541768193244934,0.2933112382888794,0.2007838636636734
.,0.28202661871910095,0.3613996207714081,0.4824007451534271,0.2895053029060364,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2868211269378662,0.4460422694683075,0.3452940285205841,0.50484299659729,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.2835480272769928,0.19474436342716217,0.18267881870269775,0.2277725487947464,0.4130953550338745
