,what,material,'s,weight,gain,during,rusting,was,an,early,clue,that,philogiston,theory,was,wrong,?
that,0.6297725439071655,0.3408452570438385,0.04397977516055107,0.2684006989002228,0.24831576645374298,0.31487685441970825,0.32024306058883667,0.33670201897621155,0.365763783454895,0.29580917954444885,0.36222130060195923,1.0,0.2462189793586731,0.36183905601501465,0.33670201897621155,0.527507483959198,0.32716336846351624
metals,0.2136390507221222,0.41121530532836914,0.03977413475513458,0.2397627830505371,0.1622707098722458,0.1829712688922882,0.37645795941352844,0.19181253015995026,0.14096258580684662,0.24018099904060364,0.18963627517223358,0.24432112276554108,0.1978875994682312,0.1794237196445465,0.19181253015995026,0.15211211144924164,0.16543257236480713
",",0.3087472915649414,0.2189585268497467,-0.0016132977325469255,0.13127365708351135,0.2041122019290924,0.3225448727607727,0.23720388114452362,0.45456063747406006,0.3581022024154663,0.3022546172142029,0.2402142882347107,0.4137537479400635,0.3312477171421051,0.18095813691616058,0.45456063747406006,0.28518038988113403,0.31091248989105225
too,0.4120715260505676,0.24888375401496887,-0.055382270365953445,0.25238296389579773,0.24914197623729706,0.17243264615535736,0.34067288041114807,0.21435821056365967,0.1863275170326233,0.22837230563163757,0.3024769425392151,0.465911328792572,0.16776010394096375,0.1972627192735672,0.21435821056365967,0.4318212568759918,0.33757779002189636
",",0.3087472915649414,0.2189585268497467,-0.0016132977325469255,0.13127365708351135,0.2041122019290924,0.3225448727607727,0.23720388114452362,0.45456063747406006,0.3581022024154663,0.3022546172142029,0.2402142882347107,0.4137537479400635,0.3312477171421051,0.18095813691616058,0.45456063747406006,0.28518038988113403,0.31091248989105225
gain,0.27609169483184814,0.21459557116031647,0.05691658332943916,0.2867129445075989,1.0,0.17804226279258728,0.22406576573848724,0.11071235686540604,0.1725332885980606,0.18505506217479706,0.19258621335029602,0.24831576645374298,0.1273128241300583,0.20879463851451874,0.11071235686540604,0.1836320161819458,0.1417919248342514
weight,0.20223349332809448,0.29716041684150696,-0.01768357865512371,1.0000001192092896,0.2867129445075989,0.12748287618160248,0.23164497315883636,0.11494074761867523,0.18478786945343018,0.13784879446029663,0.18523633480072021,0.2684006989002228,0.17512784898281097,0.15019944310188293,0.11494074761867523,0.1567641645669937,0.18111222982406616
in,0.30808621644973755,0.20527449250221252,-0.037580832839012146,0.14912216365337372,0.23473112285137177,0.4627237319946289,0.2391730397939682,0.45514053106307983,0.2605783939361572,0.34672921895980835,0.16811825335025787,0.435920387506485,0.29531651735305786,0.16955126821994781,0.45514053106307983,0.19933003187179565,0.20430970191955566
rusting,0.27567335963249207,0.34041523933410645,-0.023561937734484673,0.23164497315883636,0.22406576573848724,0.21935701370239258,0.9999999403953552,0.2174069881439209,0.2334807962179184,0.20829340815544128,0.17881891131401062,0.32024306058883667,0.2241782695055008,0.10530892759561539,0.2174069881439209,0.25844353437423706,0.19831034541130066
(,0.2411840260028839,0.1441175639629364,0.0012731997994706035,0.16016703844070435,0.2049657702445984,0.2139192670583725,0.1609630137681961,0.2980341613292694,0.286407470703125,0.1926054060459137,0.21501854062080383,0.2264307141304016,0.29031598567962646,0.15548324584960938,0.2980341613292694,0.2267375886440277,0.40561532974243164
when,0.4700249433517456,0.27813515067100525,-0.03368149697780609,0.23380981385707855,0.2245345413684845,0.46721696853637695,0.3524928092956543,0.37326499819755554,0.33026179671287537,0.32107013463974,0.22348664700984955,0.5860282182693481,0.23022031784057617,0.20727984607219696,0.37326499819755554,0.3717942237854004,0.22841128706932068
they,0.4431931674480438,0.3221219778060913,0.03738465905189514,0.20978018641471863,0.2689765989780426,0.31528279185295105,0.3247746229171753,0.3300964832305908,0.2435421496629715,0.29354071617126465,0.27900391817092896,0.5710820555686951,0.2148885279893875,0.20866937935352325,0.3300964832305908,0.30565741658210754,0.2753053903579712
were,0.22298263013362885,0.23267287015914917,0.007088581565767527,0.1475503295660019,0.18545067310333252,0.4064035415649414,0.18404611945152283,0.590133786201477,0.08893381804227829,0.39198037981987,0.20688335597515106,0.35517072677612305,0.23556098341941833,0.1573960781097412,0.590133786201477,0.19838646054267883,0.17890112102031708
supposedly,0.39564377069473267,0.22289781272411346,0.0843249261379242,0.15559960901737213,0.14257843792438507,0.2310713529586792,0.3001334071159363,0.3860795795917511,0.2289198487997055,0.23301391303539276,0.28499114513397217,0.47022926807403564,0.2577192783355713,0.17391100525856018,0.3860795795917511,0.34277522563934326,0.2077445387840271
losing,0.2354373037815094,0.1448422074317932,0.003028806298971176,0.2716243267059326,0.4253371059894562,0.2954551577568054,0.31340914964675903,0.224553182721138,0.11088519543409348,0.15225112438201904,0.2045353353023529,0.26504290103912354,0.1258046180009842,0.1361948698759079,0.224553182721138,0.25500860810279846,0.15056444704532623
phlogiston,0.23945403099060059,0.1726234257221222,0.004190290812402964,0.2353479415178299,0.14158521592617035,0.2236868292093277,0.2594209313392639,0.2717033326625824,0.28826138377189636,0.22725504636764526,0.23981688916683197,0.2565610408782959,0.8745367527008057,0.3082948327064514,0.2717033326625824,0.2524617612361908,0.230838805437088
),0.26259949803352356,0.14725950360298157,0.021107977256178856,0.17326390743255615,0.19648869335651398,0.23182427883148193,0.16426235437393188,0.3267642855644226,0.2873353958129883,0.2297687977552414,0.2340412735939026,0.23478686809539795,0.28760629892349243,0.1646711826324463,0.3267642855644226,0.24809782207012177,0.42300865054130554
.,0.3567904531955719,0.24824832379817963,-0.003708066651597619,0.2202748954296112,0.20901274681091309,0.3485563397407532,0.2825182378292084,0.40146201848983765,0.3581749200820923,0.3224305212497711,0.2539004981517792,0.4460422694683075,0.2857017517089844,0.18047811090946198,0.40146201848983765,0.28903380036354065,0.4130953550338745
