,what,was,the,name,of,the,storm,that,hit,jacksonville,in,may,of,2012,?
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.2240765243768692,0.5436353087425232,0.20389078557491302,0.1994343250989914,0.45010748505592346,0.391582727432251,0.41548454761505127,0.32762008905410767,0.29463258385658264
70,-0.14758597314357758,0.03720126301050186,-0.05826566368341446,-0.05551410838961601,-0.0392276793718338,-0.05826566368341446,-0.01995040848851204,-0.1300385445356369,0.00829353742301464,0.037710145115852356,-0.002208593999966979,-0.09031405299901962,-0.0392276793718338,-0.004626137670129538,-0.18177002668380737
miles,0.1893789917230606,0.1818082183599472,0.25706055760383606,0.08791102468967438,0.2263605147600174,0.25706055760383606,0.27883926033973694,0.16484005749225616,0.24046839773654938,0.32191842794418335,0.22700901329517365,0.16207920014858246,0.2263605147600174,0.37709781527519226,0.09363767504692078
per,0.21384303271770477,0.12717042863368988,0.21691934764385223,0.15223918855190277,0.17468707263469696,0.21691934764385223,0.13597780466079712,0.25184786319732666,0.14832022786140442,0.17240144312381744,0.1975519210100174,0.2173333764076233,0.17468707263469696,0.1596873253583908,0.22323818504810333
hour,0.2221607267856598,0.1948726773262024,0.2386610209941864,0.06501515954732895,0.18765881657600403,0.2386610209941864,0.2619876563549042,0.26219987869262695,0.16523562371730804,0.28574004769325256,0.18130972981452942,0.20104070007801056,0.18765881657600403,0.18231089413166046,0.18463996052742004
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.22741176187992096,0.2264307141304016,0.19034813344478607,0.1611778438091278,0.3087427020072937,0.35500821471214294,0.35032153129577637,0.3590838611125946,0.40561532974243164
113,0.0024955295957624912,0.08341524749994278,-0.02191958576440811,-0.07315107434988022,-0.021993916481733322,-0.02191958576440811,0.038693103939294815,0.06919793784618378,0.05969095602631569,-0.05469498783349991,0.034452591091394424,0.06698127835988998,-0.021993916481733322,-0.006718927063047886,-0.043854497373104095
km/h,0.2144847959280014,0.17469464242458344,0.17834779620170593,0.09688520431518555,0.11389811336994171,0.17834779620170593,0.4803925156593323,0.170744851231575,0.34856316447257996,0.2502501904964447,0.14022843539714813,0.17341400682926178,0.11389811336994171,0.2798879146575928,0.17054446041584015
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.22740574181079865,0.23478686809539795,0.18825285136699677,0.16729915142059326,0.3326910734176636,0.3756577968597412,0.3680361211299896,0.3677171766757965,0.42300865054130554
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.2972666025161743,0.5011631846427917,0.6521818041801453,0.22921574115753174,0.6894589066505432,0.2796591818332672,0.18266190588474274,0.4840516746044159,0.23536433279514313,0.5011631846427917,0.37707939743995667,0.25814583897590637
made,0.23419176042079926,0.3433256447315216,0.3885267674922943,0.21557310223579407,0.33167365193367004,0.3885267674922943,0.13846194744110107,0.3437977731227875,0.21715332567691803,0.12132898718118668,0.25271502137184143,0.17495368421077728,0.33167365193367004,0.21649956703186035,0.17218779027462006
landfall,0.22987306118011475,0.23254035413265228,0.2045801430940628,0.18501682579517365,0.17450378835201263,0.2045801430940628,0.727908194065094,0.17865921556949615,0.34654173254966736,0.2715905010700226,0.19977426528930664,0.1711135357618332,0.17450378835201263,0.37126803398132324,0.14670145511627197
near,0.19414293766021729,0.1933041363954544,0.2879819869995117,0.18651308119297028,0.2651676535606384,0.2879819869995117,0.2319742739200592,0.1848522126674652,0.24334578216075897,0.22511541843414307,0.40211278200149536,0.18493115901947021,0.2651676535606384,0.40805262327194214,0.10734958201646805
jacksonville,0.14578714966773987,0.2742757201194763,0.2176690250635147,0.1122477576136589,0.23084138333797455,0.2176690250635147,0.2703884243965149,0.20063675940036774,0.24327577650547028,1.0000001192092896,0.22147351503372192,0.20775948464870453,0.23084138333797455,0.256626158952713,0.1359667330980301
beach,0.15818452835083008,0.1943385899066925,0.20261730253696442,0.0783347561955452,0.20727382600307465,0.20261730253696442,0.2597787380218506,0.1694008857011795,0.2297855019569397,0.39566704630851746,0.24073414504528046,0.13605883717536926,0.20727382600307465,0.26840776205062866,0.16120761632919312
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.227887362241745,0.4460422694683075,0.25226855278015137,0.2843366861343384,0.5591574311256409,0.35826805233955383,0.5352458953857422,0.37805238366127014,0.4130953550338745
