,what,drove,residents,to,quieter,suburban,housing,?
",",0.3087472915649414,0.2306155562400818,0.2648939788341522,0.44245919585227966,0.20734938979148865,0.22812874615192413,0.22575080394744873,0.31091248989105225
like,0.4320242702960968,0.15971653163433075,0.1424149125814438,0.35482415556907654,0.28501996397972107,0.15774469077587128,0.1803913116455078,0.3268813192844391
most,0.3219912350177765,0.11294408142566681,0.28502365946769714,0.321603000164032,0.27239495515823364,0.19858844578266144,0.1905260980129242,0.2107497900724411
large,0.2017821967601776,0.21650221943855286,0.2685905396938324,0.3150999844074249,0.2766813635826111,0.20165377855300903,0.2705790400505066,0.1355665624141693
cities,0.161918506026268,0.14143069088459015,0.3945533335208893,0.20735321938991547,0.10695923119783401,0.33989769220352173,0.2815549075603485,0.13339310884475708
in,0.30808621644973755,0.2219095677137375,0.27393898367881775,0.45010748505592346,0.2036769688129425,0.2720463275909424,0.255455881357193,0.20430970191955566
the,0.42745697498321533,0.24859486520290375,0.28274044394493103,0.535392165184021,0.2628244459629059,0.18317672610282898,0.24837790429592133,0.22068053483963013
united,0.20036718249320984,0.18193654716014862,0.27200061082839966,0.2715383470058441,0.11976786702871323,0.22678004205226898,0.3226242661476135,0.17266890406608582
states,0.21526020765304565,0.18313369154930115,0.29729682207107544,0.2828785181045532,0.12562082707881927,0.1810968518257141,0.293761283159256,0.16272737085819244
",",0.3087472915649414,0.2306155562400818,0.2648939788341522,0.44245919585227966,0.20734938979148865,0.22812874615192413,0.22575080394744873,0.31091248989105225
suffered,0.13741295039653778,0.25326552987098694,0.2296997457742691,0.15722067654132843,0.2345871776342392,0.2014693021774292,0.18913930654525757,0.08963493257761002
from,0.2737620174884796,0.18792207539081573,0.21263015270233154,0.4069952368736267,0.14606152474880219,0.21132823824882507,0.15277467668056488,0.19969791173934937
negative,0.23431497812271118,0.06792864948511124,0.11602377891540527,0.225682333111763,0.20449326932430267,0.14160729944705963,0.15128815174102783,0.12562139332294464
effects,0.22572848200798035,0.0901794582605362,0.1957097351551056,0.2419324368238449,0.2525482475757599,0.11843794584274292,0.18106578290462494,0.16749060153961182
of,0.33290785551071167,0.21205836534500122,0.28795862197875977,0.41548454761505127,0.16645173728466034,0.21280841529369354,0.2954002916812897,0.1826142966747284
rapid,0.16600939631462097,0.14772437512874603,0.12284321337938309,0.17502319812774658,0.2525014877319336,0.2335754781961441,0.16565914452075958,0.17199881374835968
urban,0.11040108650922775,0.11909664422273636,0.2885262966156006,0.16544534265995026,0.19815464317798615,0.6262031197547913,0.4422439932823181,0.13119809329509735
sprawl,0.1900971680879593,0.14183519780635834,0.18872880935668945,0.17320524156093597,0.2829512059688568,0.29927921295166016,0.2921391427516937,0.12222740054130554
after,0.21973377466201782,0.2544815242290497,0.1892939954996109,0.37890323996543884,0.15267936885356903,0.16747304797172546,0.1391768753528595,0.16608688235282898
world,0.21669597923755646,0.1840827912092209,0.20575310289859772,0.26213452219963074,0.14243485033512115,0.17973293364048004,0.21418505907058716,0.17579582333564758
war,0.22516006231307983,0.20919016003608704,0.17280234396457672,0.2610234022140503,0.17016802728176117,0.18149997293949127,0.2497260421514511,0.15510529279708862
ii,0.13866674900054932,0.10422913730144501,0.1134454682469368,0.20368696749210358,0.11653643101453781,0.14603963494300842,0.18666620552539825,0.11928234249353409
.,0.3567904531955719,0.23233972489833832,0.2494935691356659,0.4645031690597534,0.2429441213607788,0.18408268690109253,0.2448417842388153,0.4130953550338745
