,in,2011,",",which,program,became,the,only,abc,broadcast,in,4:3,standard,definition,?
on,0.46853652596473694,0.08962488919496536,0.49057599902153015,0.4245251417160034,0.23327119648456573,0.19448097050189972,0.5107308030128479,0.38586410880088806,0.2862928807735443,0.2845228910446167,0.46853652596473694,0.07471797615289688,0.22459714114665985,0.21725256741046906,0.2714994251728058
the,0.6662389636039734,0.07811610400676727,0.4933079481124878,0.6521818041801453,0.22986935079097748,0.36325156688690186,1.0,0.5497692227363586,0.2068762183189392,0.2713715434074402,0.6662389636039734,0.05208083242177963,0.29008856415748596,0.23176956176757812,0.22068053483963013
network,0.19496823847293854,0.13420388102531433,0.1932937651872635,0.27261900901794434,0.4167900085449219,0.12052763253450394,0.27187061309814453,0.21967212855815887,0.4295894205570221,0.5386998653411865,0.19496823847293854,0.000930669775698334,0.2163606882095337,0.2468663603067398,0.17853789031505585
's,-0.037580832839012146,-0.07039705663919449,-0.0016132977325469255,0.03856118768453598,0.0445902980864048,0.0067522358149290085,-0.01540423184633255,0.08984304964542389,0.06670809537172318,0.0797032043337822,-0.037580832839012146,-0.04958562180399895,-0.011532524600625038,-0.07552970945835114,-0.023395681753754616
schedule,0.20525701344013214,0.09873740375041962,0.183579683303833,0.2934156060218811,0.32127419114112854,0.10841798037290573,0.21986375749111176,0.29796338081359863,0.24818992614746094,0.28531381487846375,0.20525701344013214,0.008377360180020332,0.16786229610443115,0.21592725813388824,0.16743622720241547
that,0.435920387506485,0.06810343265533447,0.4137537479400635,0.6894589066505432,0.33504533767700195,0.1675340086221695,0.5473989248275757,0.6004067063331604,0.17440107464790344,0.267183780670166,0.435920387506485,0.047762420028448105,0.294244647026062,0.36495500802993774,0.32716336846351624
was,0.45514053106307983,-0.022202642634510994,0.45456063747406006,0.2830964922904968,0.1849333792924881,0.6575068235397339,0.48711544275283813,0.36249664425849915,0.21565799415111542,0.24068336188793182,0.45514053106307983,0.11720315366983414,0.17353598773479462,0.1828300952911377,0.18412111699581146
broadcast,0.26723843812942505,0.03723642975091934,0.24917922914028168,0.26385819911956787,0.42520272731781006,0.13015685975551605,0.2713715434074402,0.2381380796432495,0.4876510202884674,1.0,0.26723843812942505,0.042881276458501816,0.19257798790931702,0.19765959680080414,0.15760008990764618
in,1.0,0.08290185779333115,0.5201468467712402,0.4840516746044159,0.1994907110929489,0.31047213077545166,0.6662389636039734,0.42992329597473145,0.1697147786617279,0.26723843812942505,1.0,0.06665032356977463,0.24721406400203705,0.20306213200092316,0.20430970191955566
4:3,0.06665032356977463,-0.08730579167604446,0.1675698459148407,-0.045024726539850235,0.07311349362134933,0.1231963261961937,0.05208083242177963,0.021151956170797348,0.15936848521232605,0.042881276458501816,0.06665032356977463,0.9999999403953552,-0.04448172077536583,0.022983212023973465,0.13303902745246887
standard,0.24721406400203705,0.01746738702058792,0.2593318521976471,0.2850717306137085,0.17721359431743622,0.06649621576070786,0.29008856415748596,0.30050909519195557,0.15094728767871857,0.19257798790931702,0.24721406400203705,-0.04448172077536583,1.0,0.3563583791255951,0.17029257118701935
definition,0.20306213200092316,0.17548711597919464,0.24771931767463684,0.31308257579803467,0.2024335265159607,0.16423417627811432,0.23176956176757812,0.27291393280029297,0.15801237523555756,0.19765959680080414,0.20306213200092316,0.022983212023973465,0.3563583791255951,1.0,0.2796523869037628
.,0.5591574311256409,0.10024500638246536,0.6812511086463928,0.45942068099975586,0.18964338302612305,0.2806840240955353,0.5934505462646484,0.49507418274879456,0.2567209303379059,0.2280997633934021,0.5591574311256409,0.0477290078997612,0.2521037757396698,0.2228187918663025,0.4130953550338745
