,what,area,in,modern-day,canada,received,huguenot,immigrants,?
quebec,0.19603441655635834,0.16260020434856415,0.19739758968353271,0.22051718831062317,0.6058356761932373,0.13714377582073212,0.4083077907562256,0.18643200397491455,0.11506577581167221
",",0.3087472915649414,0.2664283812046051,0.5201468467712402,0.31467822194099426,0.2656905949115753,0.2926693558692932,0.24752236902713776,0.24321654438972473,0.31091248989105225
where,0.4457937180995941,0.3338260352611542,0.5344807505607605,0.2282845824956894,0.2618888318538666,0.13191242516040802,0.2579043209552765,0.25000202655792236,0.24793872237205505
they,0.4431931674480438,0.25624239444732666,0.4330179989337921,0.2299766093492508,0.20675045251846313,0.16328921914100647,0.21709397435188293,0.2659437954425812,0.2753053903579712
were,0.22298263013362885,0.2544567286968231,0.3815755248069763,0.23424971103668213,0.16434504091739655,0.2693397104740143,0.23719102144241333,0.2836523950099945,0.17890112102031708
accepted,0.2928575575351715,0.0446663461625576,0.26470789313316345,0.24987903237342834,0.1581817865371704,0.3665357828140259,0.19965720176696777,0.16000699996948242,0.19665466248989105
and,0.31309178471565247,0.3044000566005707,0.4954058527946472,0.3379085659980774,0.24275894463062286,0.24762246012687683,0.2762077748775482,0.2430310994386673,0.20544172823429108
allowed,0.2693612575531006,0.15448755025863647,0.23683252930641174,0.2181709110736847,0.1670003980398178,0.24102498590946198,0.2892051935195923,0.2246076464653015,0.2309964895248413
to,0.455847829580307,0.2797197997570038,0.45010748505592346,0.2658022344112396,0.21444441378116608,0.18226240575313568,0.24496324360370636,0.2678247094154358,0.29463258385658264
worship,0.2504543364048004,0.13452742993831635,0.17689664661884308,0.299679160118103,0.137244313955307,0.10420525074005127,0.2889244258403778,0.23449790477752686,0.17813213169574738
freely,0.3145614564418793,0.14516311883926392,0.16644398868083954,0.20975616574287415,0.19950562715530396,0.08293425291776657,0.14738506078720093,0.12306685000658035,0.16730758547782898
.,0.3567904531955719,0.2760866582393646,0.5591574311256409,0.29782742261886597,0.2708069980144501,0.25050681829452515,0.2060975730419159,0.23723916709423065,0.4130953550338745
